token,frequency
park,10
child-free,10
busy,10
john,10
specialises,10
theme,9
eggs,9
specialty,9
locates,9
craving,9
choose,9
another,9
friend-family,9
hamburger,9
cool,9
upwards,9
put,9
twenty-five,9
central,9
ambiance,9
time,9
amount,9
charging,9
dine-in,9
int,9
usual,9
tend,9
adjacent,9
besides,9
portland,9
arms,9
visiting,9
healthy,9
getting,9
staying,9
consumers,9
minimum,9
english-style,9
wallet,9
extremely,9
st.,9
space,9
hello,9
sat,9
show,9
clients,8
fish,8
pleasant,8
entries,8
thing,8
orientated,8
d'oeuvres,8
play,8
dish,8
ever,8
hungry,8
treat,8
opposite,8
soup,8
diners,8
mostly,8
sterling,8
normally,8
pup,8
1-5,8
inspired,8
special,8
tapas,8
purchase,8
luxury,8
beverage,8
uk,8
plate,8
guests,8
soups,8
vicinity,8
tastes,8
pairings,8
accessible,8
freshly,8
client,8
sea,8
coming,8
satisfactory,8
£30.00,8
perhaps,8
accommodate,8
destination,8
classy,8
approximately,8
pick,8
positive,8
ambient,8
moment,8
moderated,8
shot,8
25.,8
fair-priced,8
wish,8
well-respected,7
relax,7
block,7
affordably,7
british-style,7
modern,7
tends,7
acclaimed,7
starred,7
rave,7
today,7
entertainment,7
break,7
cheap-priced,7
beluga,7
achieved,7
non-kids,7
stay,7
enjoyed,7
above-average,7
desserts,7
delivery,7
glass,7
pop,7
finest,7
curry,7
satisfied,7
giving,7
cotton,7
penny,7
suit,7
n,7
wanting,7
geared,7
visited,7
price-range,7
anyone,7
bread,7
customer-rated,7
well-rated,7
fabulous,7
receive,7
consider,7
means,7
bargain,7
dollar,7
lots,7
childless,7
ranking,7
bringing,7
kind,7
ad,7
complete,7
blocks,7
cheaply-priced,7
hot,7
famous,7
fit,7
premises,7
children-free,7
indiana,7
types,7
'average,7
charming,7
says,7
cooks,6
beans,6
whilst,6
japaneses,6
clientele,6
sample,6
offerings,6
parents,6
rating..,6
shopping,6
super,6
parties,6
combo,6
mid-cost,6
prohibited,6
relaxed,6
european,6
miss,6
hold,6
d'oeuvre,6
according,6
array,6
exceed,6
hosts,6
fry,6
older,6
bear,6
2,6
breads,6
e20-e25,6
crowd,6
low-quality,6
approved,6
travellers,6
beefeaters,6
exquisite,6
region,6
desired,6
quickly,6
accept,6
focused,6
customer-rating,6
20-25l,6
fact,6
specialising,6
assorted,6
individuals,6
equally,6
board,6
drinking,6
low-rating,6
went,6
20gbp,6
cant,6
soon,6
alcoholic,6
greek,6
leaves,6
raja,6
number,6
supplies,6
things,6
low-prices,6
general,6
meet,6
catered,6
audience,6
5out,6
higher-than-average,6
walk,6
cheapest,6
fusion,6
golden,6
fried,6
disclaimer,6
wrestle,6
blood,6
stains,6
cover,6
luxurious,5
overlooking,5
zizzis,5
taking,5
possible,5
familiar,5
neighboring,5
maybe,5
native,5
happy,5
miles,5
standards,5
boat,5
exceeding,5
trip,5
pastas,5
restroom,5
scenic,5
amongst,5
adult-friendly,5
3out,5
enjoying,5
menus,5
specialized,5
th,5
moderately-rated,5
begin,5
whit,5
costumers,5
tell,5
various,5
especially,5
school,5
non-child-friendly,5
watermans,5
paying,5
attitude,5
overpriced,5
mills,5
hard,5
happen,5
pubs,5
did,5
mixed,5
id,5
delight,5
surroundings,5
olive,5
rivers,5
fond,5
provider,5
intended,5
staff,5
excellently,5
enjoys,5
refreshments,5
entrees,5
l,5
establishments,5
middle-priced,5
forget,5
aromis,5
suggest,5
cup,5
flare,5
eagles,5
similar,5
negative,5
well-priced,5
family-,5
e20,5
addition,5
university,5
back,5
company,5
beat,5
maintains,5
picturesque,5
pricier,5
e20-25,5
mainly,5
either,5
£35,5
deal,5
expected,5
ear,5
sicilian,5
run,5
featured,5
others,5
hear,5
holiday,5
boats,5
several,5
often,5
gather,5
family-unfriendly,5
points,5
poor-quality,5
minors,4
high-rating,4
bought,4
regularly,4
eaten,4
remember,4
takeout,4
everyday,4
dear,4
traveling,4
able,4
riverbank,4
mark,4
attention,4
runs,4
making,4
indian-serving,4
events,4
attracts,4
3of5,4
status,4
upmarket,4
tucson,4
furniture,4
kid-free,4
closest,4
rd,4
assortment,4
competitor,4
obtained,4
way,4
-£25,4
kinds,4
profile,4
care,4
passing,4
awful,4
opinion,4
30gbp,4
basic,4
pass,4
finding,4
cheat,4
goods,4
toilets,4
pizza,4
20-25£,4
meets,4
whether,4
drop,4
-25,4
well-known,4
mere,4
modestly,4
perfectly,4
lacks,4
wont,4
blow,4
am,4
build,4
select,4
sports,4
done,4
sale,4
italian-style,4
cricketers,4
30lb,4
economic,4
superior,4
mid-ranged,4
minutes,4
comfortable,4
group,4
lowest,4
nestled,4
impressive,4
city-centre,4
hang,4
adequate,4
shrimp,4
o,4
vary,4
cooked,4
cute,4
top-rated,4
choices,4
proudly,4
non-familiar,4
bargains,4
cheep,4
laid,4
advised,4
ordered,4
ans,4
raving,4
looks,4
favorable,4
nothing,4
core,4
least,4
poorly-reviewed,4
20.00,4
falling,4
fairly-priced,4
rive,4
£20-,4
accepts,4
regular,4
steep,4
form,4
witch,4
awarded,4
praised,4
grown,4
seems,4
indeed,4
non-,4
river-side,4
express,4
inn,4
earning,4
established,4
certainly,4
tow,4
caféteria,4
advice,4
ideally,4
foe,4
trendy,4
stands,4
easily,3
noted,3
classified,3
pleased,3
current,3
tree,3
mile,3
absolutely,3
adult-oriented,3
lunches,3
platters,3
large,3
grapes,3
cuisines,3
bites,3
keeping,3
building,3
ice,3
cream,3
5..,3
lives,3
nowhere,3
youngster,3
via,3
friendly..,3
expert,3
23,3
soda,3
calm,3
20£-25,3
middling,3
hearty,3
1out,3
eater,3
inexpensively,3
toward,3
crowne,3
earns,3
effective,3
sodas,3
india,3
parking,3
mix,3
partner,3
higher-cost,3
deemed,3
relative,3
escargot,3
go-to,3
high-energy,3
singles,3
compared,3
varies,3
preferred,3
classics,3
badly,3
ranting,3
lets,3
non-friendly,3
wonder,3
'm,3
boast,3
clowns,3
6,3
tab,3
merits,3
overlooks,3
contains,3
visitors,3
seem,3
full-service,3
suffers,3
extra,3
late,3
sadly,3
30£,3
brings,3
neighborhood,3
gotten,3
specifically,3
crowds,3
locale,3
highly-reviewed,3
rich,3
course,3
prams,3
purveyor,3
prefer,3
favor,3
deserts,3
shoo,3
exclusively,3
lie,3
nor,3
neighbor,3
cousin,3
beginning,3
sustenance,3
evening,3
coffees,3
me,3
neighbour,3
varied,3
minded,3
therefore,3
houses,3
stake,3
limits,3
likely,3
leaving,3
japanese-style,3
sort,3
then£20,3
gains,3
severs,3
romantic,3
wit,3
sensibly,3
attained,3
anything,3
operate,3
northwest,3
permits,3
average-,3
legal,3
deliver,3
areas,3
low-end,3
ares,3
mediterranean,3
disappointed,3
orders,3
produces,3
ranks,3
proves,3
all-american,3
seek,3
ia,3
discriminating,3
non-kids-friendly,3
ethnic,3
carries,3
checkbooks,3
size,3
scene,3
vibe,3
surely,3
landmark,3
performing,3
st,3
£25.00,3
5-stars,3
competitively,3
quid,3
surprisingly,3
spectrum,3
additionally,3
interesting,3
gained,3
.the,3
afternoon,3
emerging,3
permit,3
big,3
front,3
scenery,3
coast,3
days,3
anywhere,3
130,3
southpawn,3
become,3
popularity,3
meant,3
nicely,3
particular,3
reviewers,3
existing,3
roughly,3
styling,3
living,3
one-starred,3
itself,3
enter,3
openly,3
5-5,3
higher-end,3
alike,3
last,3
greatly,3
competing,3
close-by,3
enjoyable,3
curious,3
palate,3
favored,3
excellence,3
steak,3
actively,3
3-stars,3
non-kid-friendly,3
overly,3
elite,3
thai,3
single,3
year,3
almost,3
generated,3
20s,3
rant,3
cheeseboards,3
recent,3
round,3
avoid,3
sporting,3
second,3
whine,3
'family,3
convenience,3
setup,3
rare,3
instead,3
.__slot_con_name__,3
expensive-priced,2
work,2
moderates,2
fondues,2
assessment,2
dumpling,2
possesses,2
well-received,2
old,2
exciting,2
average-rate,2
zizzi,2
world,2
activities,2
giraffes,2
notch,2
three-stars,2
medium-price,2
fastfood,2
attractive,2
rater,2
5star,2
carryout,2
chopsticks,2
fans,2
3.5,2
£10,2
child-unfriendly,2
professionally,2
law,2
rear,2
urban,2
underrated,2
worse,2
trying,2
din,2
averagely-rated,2
outer,2
y,2
finally,2
gym,2
moved,2
guy,2
spent,2
venues,2
spite,2
each,2
satisfying,2
ratting,2
curried,2
bes,2
discount,2
waterside,2
grand,2
buck,2
consistently,2
marks,2
guest,2
continental,2
babies,2
milkshakes,2
budgets,2
albeit,2
problem,2
for£20-25,2
rood,2
£20..,2
useful,2
de,2
settings,2
reasons,2
private,2
tired,2
potato,2
strolling,2
than£20,2
achieving,2
gaining,2
babysitter,2
help,2
improve,2
baked,2
daily,2
spectacular,2
cook,2
locating,2
comensales,2
locals,2
buds,2
21,2
over-looking,2
barely,2
true,2
peaceful,2
guarantee,2
french-styled,2
greasy,2
spoon,2
community,2
levels,2
takes,2
unbeatable,2
wants,2
considering,2
accompanied,2
grill,2
exotic,2
treats,2
chill,2
drive,2
ready,2
simply,2
prime,2
coveted,2
wrestlers,2
favourite,2
worry,2
riversides,2
seen,2
sophisticated,2
turn,2
accommodations,2
decided,2
infamous,2
toast,2
critics,2
cracker,2
first,2
whet,2
appetite,2
diet,2
stellar,2
hi,2
gastro,2
appear,2
ahead,2
nests,2
low-ratings,2
wise,2
25£,2
regret,2
ethos,2
striking,2
take-outs,2
friendly-friendly,2
est,2
english-styled,2
well-recognized,2
support,2
mothers,2
draw,2
tourists,2
edible,2
beware,2
decadent,2
20lb,2
fares,2
sausage,2
incredibly,2
£32,2
sub,2
par,2
4.5,2
glisson,2
becoming,2
increasingly,2
polite,2
all-you-can,2
man,2
grills,2
shores,2
low-,2
exist,2
kiddos,2
trouble,2
30.£,2
pried,2
-priced,2
pastries,2
delights,2
gas,2
trumpington,2
20l,2
tastings,2
beer,2
of£20-£30,2
median,2
remarkable,2
family-free,2
combination,2
ha,2
disappointing,2
£25-25,2
bibimbap,2
servicing,2
four,2
chopping,2
sticks,2
complain,2
campus,2
students,2
locater,2
all-day,2
celebrating,2
afford,2
response,2
beautifully,2
£20-50,2
hat,2
specials,2
fitzbilies,2
presently,2
qualification,2
goddess,2
meat,2
prestigious,2
france,2
report,2
sausages,2
individual,2
exactly,2
20-25euros,2
together,2
attraction,2
bathrooms,2
six,2
tradition,2
gate,2
riverside-area,2
prizes,2
average-price,2
particularly,2
example,2
impeccable,2
stuff,2
handicap,2
entree,2
delegate,2
directly,2
shown,2
continues,2
wakey,2
category,2
key,2
baby,2
breaking,2
chinese-serving,2
£8,2
30l,2
three-starred,2
proud,2
noise,2
remains,2
specialties,2
five-starred,2
through,2
reported,2
results,2
cast,2
historical,2
.price,2
unable,2
of5,2
unsurpassed,2
primarily,2
boot,2
'd,2
sushi-serving,2
£19.99,2
9,2
priority,2
playground,2
deserves,2
hope,2
northwestern,2
backed,2
reason,2
scare,2
user,2
how,2
get-a-way,2
viewed,2
relaxing,2
against,2
transport,2
fits,2
item,2
result,2
pleasing,2
table,2
nature,2
consistent,2
earth,2
expansive,2
pocket,2
nevertheless,2
marked,2
respected,2
crazy,2
grade,2
f30,2
palates,2
purchased,2
mildly,2
gastro-pub,2
everything,2
resort,2
competitors,2
of£20-25,2
dinning,2
tad,2
£20-2,2
moderate-,2
is£20-25,2
sheep,2
climbing,2
ore,2
considerable,2
dogs,2
mom,2
northeast,2
lose,2
truly,2
rough,2
£20-£30,2
cities,2
outing,2
varying,2
delectable,2
so-so,2
whiskey,2
ones,2
flavorful,2
luxuriant,2
coupled,2
3.33,2
culinary,2
fool,2
punters,2
opinions,2
rating-,2
famed,2
misguided,2
warrant,2
straight,2
mot,2
comfort,2
cut,2
antipasto,2
kitchen,2
olives,2
real,2
likes,2
atrocious,2
added,2
times,2
-friendly,2
merely,2
strollers,2
sizes,2
appeal,2
american-style,2
grocery,2
lackluster,2
custom,2
herbs,2
directed,2
palace,2
lacking,2
high-,2
fallen,2
respite,2
weary,2
speaking,2
re,2
muffins,2
platter,2
theirs,2
live,2
bet,2
garnering,2
customer-favourite,2
cheerful,2
pickiest,2
eaters,2
tucked,2
complaints,2
reflected,2
£30.99,2
ongoing,2
noisy,2
amaze,2
costumer-rated,2
nears,2
acts,2
don,2
opposed,2
kept,2
moderating,2
co-workers,2
1-2,2
hoes,2
rouge,2
movie,2
tuscan,1
beef,1
£10.50,1
gem,1
running,1
surprising,1
simple,1
meetings,1
£0,1
amazingly,1
matter,1
£20-26,1
thinking,1
servings,1
frugally,1
dulwich,1
visitor,1
brew,1
medium-high,1
requires,1
pug,1
tied,1
steeply,1
wares,1
honorable,1
mention,1
playgrounds,1
hole,1
wall,1
steal,1
billiard,1
-food,1
reflect,1
or5,1
view..,1
fatty,1
boost,1
larger,1
hotels,1
highways,1
arrangement,1
mcdonalds,1
low-customer-rated,1
highly-ranked,1
improving,1
focus,1
irresistible,1
succulent,1
addictive,1
beast,1
importantly,1
stone,1
throw,1
surrounding,1
websites,1
thrown,1
standing,1
escape,1
discerning,1
achieves,1
relocating,1
frenziedly,1
games,1
skirts,1
hugh,1
1-5.,1
recommenced,1
prepare,1
less-than-£20,1
worthed,1
launching,1
highly-acclaimed,1
checked,1
children-,1
refreshment,1
fore,1
restaurant-setting,1
information,1
opening,1
bakery,1
population,1
plan,1
invited,1
hate,1
watch,1
experiences,1
£3o,1
arcade,1
brag,1
gals,1
lads,1
bang,1
vast,1
good-quality,1
behind,1
average-level,1
generously,1
sized,1
lover,1
invite,1
u,1
citing,1
vegetable,1
cheshire,1
lasagna,1
£9.50,1
glowing,1
prove,1
sensible,1
equal,1
shabby,1
g,1
popped,1
disappoint,1
mill,1
limited,1
closer,1
scared,1
english-fare,1
updated,1
property,1
ladder,1
of£,1
20-25and,1
quinine,1
slight,1
low-average,1
friendliness,1
aims,1
1-,1
goodies,1
suitably,1
city-center,1
formal,1
overs,1
.average,1
cause,1
wealthy,1
cost-friendly,1
e,1
forbid,1
hire,1
constant,1
abysmal,1
service-in,1
longer,1
pairing,1
smart,1
ranch,1
unfamiliar,1
take-,1
elegant,1
indian-style,1
lowly-rated,1
lovers,1
grove,1
lest,1
decent-priced,1
held,1
brave,1
good-value,1
surprise,1
oregano,1
softens,1
revived,1
highly-,1
bound,1
multicultural,1
reminded,1
grommet,1
infamously,1
judging,1
predominantly,1
wrestling,1
british-styled,1
access,1
deter,1
experiencing,1
celebrate,1
owner,1
rolls,1
cones,1
modernly,1
scintillating,1
charts,1
bucks,1
rating3,1
weather,1
fewer,1
underneath,1
riverside-view,1
beats,1
bakeries,1
amusing,1
valuable,1
unmissable,1
20-50,1
specific,1
product,1
highly-recommended,1
3-out,1
hires,1
employees,1
super-,1
luckily,1
.children,1
rests,1
0f,1
high-ranged,1
search,1
lays,1
introducing,1
30pounds,1
peace,1
connected,1
nearer,1
describe,1
recommendation,1
downside..,1
f,1
5customer,1
british-inspired,1
ravings,1
rub,1
moder,1
section,1
£20-priced,1
seafare,1
adult-time,1
likable,1
ridiculously,1
fair-price,1
normal-priced,1
mare,1
save,1
spendy,1
finery,1
h,1
later,1
tale,1
munch,1
happiness,1
holding,1
gathering,1
family-themed,1
liquor,1
majority,1
online,1
ponds,1
over-all,1
upward,1
difficult,1
middle-ranged,1
sip,1
roast,1
20-25lb,1
share,1
plans,1
shut,1
odious,1
careful,1
strategically,1
early,1
unwelcoming,1
area-,1
alone,1
slap,1
accommodating,1
sis,1
pump,1
thirsty,1
hefty,1
disallows,1
than£30,1
prompt,1
discover,1
£20.__slot_con_name__,1
hankering,1
acceptable,1
tier,1
jaunt,1
croissants,1
hilariously,1
family-welcomed,1
braking,1
ingratiating,1
mid-rated,1
drain,1
seven,1
coffeehouse,1
loving,1
indian-themed,1
personal,1
issues,1
ai,1
fires,1
savory,1
indulge,1
calming,1
ingredients,1
farmers,1
cold,1
closed,1
partake,1
organizations,1
lending,1
wanted,1
change,1
d,1
specialist,1
heads,1
adequately,1
usa,1
intimate,1
zesty,1
newly-opened,1
aptly,1
ah,1
mama,1
mia,1
fictional,1
promises,1
sacrifice,1
sub-par,1
ow,1
ricing,1
hop,1
iron,1
stomach,1
bottle,1
economically,1
touring,1
edibles,1
compatibility,1
budge,1
19,1
instance,1
discourage,1
average-quality,1
explains,1
lion,1
yard,1
take-in,1
accommodated,1
brasserie,1
lobster,1
nights,1
health,1
bathroom,1
brilliant,1
surveillance,1
terrific,1
tailoring,1
united,1
states,1
spenders,1
gorgeous,1
bend,1
encounter,1
neighbourhood,1
3-out-of-5,1
cit,1
anti-family,1
mavericks,1
groundbreaking,1
ratings..,1
below-average,1
questionable,1
lends,1
unsatisfactory,1
.or,1
peas,1
hill,1
aim,1
entertain,1
focuses,1
childhood,1
accommodates,1
considers,1
plenty,1
kid-approved,1
latest,1
precisely,1
foot,1
vault,1
browns,1
high-costs,1
hamgurgers,1
brazilian,1
merge,1
over-priced,1
these,1
epitome,1
excuse,1
lowbrow,1
obscene,1
impress,1
not-for-kids,1
chaps,1
trips,1
l20-15,1
unbelievable,1
everybody,1
organization,1
switched,1
obviously,1
comparable,1
fishes,1
expensively,1
prestige,1
splurge,1
favorites,1
3/5,1
major,1
lace,1
nea,1
unexplained,1
pint,1
-25.,1
incredible,1
unexpected,1
spices,1
gleaming,1
cooking,1
delightful,1
western,1
£30-priced,1
bakey,1
upper-end,1
decide,1
matches,1
prance,1
area..,1
thumbs,1
riddle,1
accordingly,1
occasion,1
tapa,1
etc,1
stopping,1
arrive,1
own,1
yo,1
approx,1
filled,1
bakes,1
requirements,1
favourable,1
cuz,1
worthy,1
-kid,1
titled,1
-star,1
ultimate,1
restaurantr,1
luck,1
enough,1
solid,1
.nice,1
over£30,1
bacon,1
fro,1
follow,1
optional,1
mercie,1
stationed,1
tall,1
yippe,1
expectations,1
caused,1
abounds,1
dines,1
target,1
fair-quality,1
scummy,1
24,1
wendy,1
1-10.,1
unsatisfied,1
fast-service,1
waters,1
remaining,1
europe,1
lower-priced,1
£and,1
comparison,1
to5,1
chains,1
refine,1
gut,1
inns,1
falsehood,1
legendary,1
dull,1
thee,1
lowly-ranked,1
lower-than-average,1
fast-foods,1
categories,1
steve,1
inappropriate,1
red,1
pointer,1
baker,1
'low,1
shoppe,1
role,1
dining..,1
map,1
5of5located,1
rand,1
feast,1
amicable,1
hour,1
high-range,1
getaway,1
her,1
fan,1
caked,1
suppliers,1
waiting,1
finished,1
scroll,1
surpass,1
bigger,1
delectables,1
food-type,1
5located,1
a1out,1
bearable,1
manageable,1
helps,1
over-,1
mouth,1
watering,1
classed,1
adjourning,1
ask,1
caféinated,1
bird,1
claiming,1
friending,1
pit,1
god,1
homemade,1
beaten,1
path,1
fun-,1
competes,1
dislocated,1
scrum,1
linguists,1
sered,1
awed,1
.customer,1
averagely-priced,1
adult-,1
centric,1
amid,1
french-food,1
yippee,1
bart,1
lively,1
e50,1
cocktails,1
prepares,1
respectable,1
landed,1
basis,1
toys,1
appetizer,1
inviting,1
.no,1
poor-reviewed,1
nested,1
detracts,1
noises,1
hit,1
diamond,1
ran,1
carer,1
vendor,1
traditionally,1
grate,1
led,1
covered,1
italian-inspired,1
5the,1
centre..,1
italy,1
tailors,1
varieties,1
frequently,1
shows,1
built,1
leads,1
cite,1
richer,1
travel,1
medium-quality,1
suck,1
members,1
actually,1
high-ratings,1
cheaper-side,1
chart,1
layout,1
entertaining,1
buyers,1
ten,1
reaching,1
feet,1
advertise,1
watching,1
sun,1
breathtaking,1
odd,1
vino,1
ruin,1
simultaneously,1
lbs,1
dive,1
nicer,1
greatest,1
eve,1
in-house,1
ring,1
adventuress,1
believe,1
touts,1
japan,1
emerged,1
member,1
classier,1
low-proved,1
directions,1
joints,1
