token,frequency
action-adventure rpg,12
steam have,12
know about,12
simulation game,12
now i,12
was good,12
action-adventure game,12
is okay,12
okay i,12
good year,12
e rating,12
you fond,12
also enjoy,12
any game,12
in multiplayer,12
multiplayer sports,12
and strategy,12
you mention,12
a bad,12
indie trivia/board,12
adventure rpgs,12
enjoyed do,12
oh you,12
action-adventure and,12
what other,12
games without,12
it the,12
of m,12
i found,12
enjoy third,12
were released,12
action games,12
mentioned liking,12
strategy and,12
more than,12
for pc,12
you mostly,12
is not,12
i heard,12
average do,12
that fond,11
played what,11
was average,11
games featuring,11
the sport,11
when they,11
that games,11
strategy simulation,11
much why,11
heard you,11
much you,11
you hated,11
really really,11
with other,11
content rating,11
play i,11
only games,11
play what,11
mind me,11
me asking,11
linux and,11
sport simulator,11
steam such,11
was made,11
my view,11
perspective game,11
like 's,11
have to,11
why i,11
rpg shooters,11
rpgs that,11
no multiplayer,11
did a,11
without a,11
just an,11
sport games,11
adventure shooter,11
person multiplayer,11
really loved,11
games was,11
's an,11
that one,11
puzzles and,11
with friends,11
have the,11
of other,11
developer but,11
game was,11
person shooters,11
xbox i,11
action-adventure fighting,11
from 2005,11
i tend,11
did not,11
teen rated,11
come out,11
but is,11
tactical action,11
any multiplayer,11
me you,11
played on,11
unimpressed by,11
remember right,11
tried the,11
general are,11
would recommend,11
driving and,11
not really,11
developer that,11
so amazing,11
was merely,11
playstation is,11
and is,11
you recommend,11
releases from,11
typically not,10
has multiplayer,10
enjoyed is,10
recall you,10
other playstation,10
which you,10
the esrb,10
esrb rating,10
or is,10
person vehicular,10
to get,10
racing simulators,10
game a,10
when i,10
to say,10
's just,10
about multiplayer,10
all that,10
nothing special,10
play multiplayer,10
example are,10
shooters like,10
available for,10
be fun,10
lack of,10
game without,10
perspective do,10
of you,10
about pc,10
me i,10
from what,10
what was,10
was there,10
check out,10
best games,10
this one,10
was really,10
about first,10
playstation are,10
playstation do,10
like any,10
shooters with,10
how come,10
is my,10
a huge,10
care for,10
been a,10
steam that,10
was not,10
mac games,10
puzzle platformers,10
played that,10
why are,10
so have,10
person indie,10
your view,10
as a,10
it speaking,10
what game,10
rated xbox,10
steam what,10
steam but,10
created by,10
role-playing text,10
right you,10
from like,10
action racing,10
impressed with,10
in a,10
a classic,10
general you,10
a truly,10
thought you,10
hack-and-slash rpgs,10
multiplayer that,10
rest of,10
for nintendo,10
on september,10
so do,10
from on,10
my playstation,10
person sport,10
person sports,10
's is,9
perspective are,9
not quite,9
are just,9
remember that,9
from 2001,9
n't even,9
're referring,9
fun i,9
it has,9
that way,9
rating and,9
an excellent,9
's one,9
in 1999,9
me why,9
why you,9
play a,9
was one,9
it safe,9
linux i,9
really love,9
love m,9
rating are,9
you unimpressed,9
curious what,9
it easy,9
played recently,9
had fun,9
's available,9
you ca,9
've mentioned,9
one for,9
for gaming,9
but was,9
you previously,9
but that,9
perspective was,9
perspective and,9
and speaking,9
could play,9
experience playing,9
like but,9
say they,9
enjoy other,9
said was,9
most games,9
it does,9
multiplayer are,9
like would,9
one with,9
game if,9
the developed,9
for an,9
like most,9
for video,9
unimpressed with,9
game which,9
2017 that,9
games out,9
out there,9
trivia/board game,9
game genre,9
the experience,9
about how,9
coming out,9
i usually,9
makes them,9
and fighting,9
example have,9
fighting games,9
so great,9
come you,9
was fun,9
huge fan,9
're doing,9
all time,9
it with,9
really did,9
for playstation,9
person view,9
both mac,9
with an,9
game like,9
so-so in,9
into third,9
's for,9
's rated,9
and shooter,9
and role-playing,9
from 2010,9
generally enjoy,9
fun but,9
strategy simulator,9
time playing,9
this year,9
usually like,9
so that,9
person action,9
've tried,9
of good,9
from have,9
's lineup,9
disliked do,9
like too,9
too have,9
perspective makes,9
'd say,9
indifferent towards,9
be released,9
by on,9
with all,9
think i,9
is why,9
perspective like,9
playstation 's,8
games which,8
the sports,8
very good,8
loved are,8
remember correctly,8
i always,8
enjoy it,8
been wondering,8
wondering why,8
type of,8
selection of,8
really enjoy,8
enjoy m,8
out from,8
n't get,8
like bird,8
a video,8
enjoy single-player,8
good in,8
driving/racing sport,8
impressed by,8
so why,8
so average,8
know that,8
multiplayer like,8
example what,8
enjoyed the,8
when it,8
and was,8
like action-adventure,8
of since,8
the adventure,8
wanted to,8
opinion i,8
would be,8
just mentioned,8
right now,8
an overall,8
you tell,8
their games,8
if a,8
of on,8
them what,8
and so,8
and shooting,8
friends in,8
of single-player,8
game when,8
and made,8
good do,8
release is,8
the newest,8
one you,8
mean from,8
racing game,8
solid game,8
advantage of,8
games a,8
you get,8
mention do,8
n't hate,8
opinion on,8
xbox do,8
xbox is,8
for my,8
truly excellent,8
to do,8
platformers that,8
fan in,8
general of,8
indie hack-and-slash,8
's always,8
knows how,8
from do,8
was okay,8
your games,8
generally a,8
playing a,8
was decent,8
it seems,8
i ca,8
felt that,8
game so,8
generally are,8
tactical strategy,8
that true,8
action-adventure rpgs,8
person driving,8
amazing game,8
up to,8
is available,8
the with,8
fun and,8
fun do,8
on both,8
in 2013,8
not enjoy,8
ago you,8
good time,8
recently what,8
for most,8
from 2009,8
without multiplayer,8
linux is,8
favorite developers,8
mentioned enjoying,8
played since,8
fun time,8
just felt,8
in 1994,8
find first,7
say was,7
's why,7
pc so,7
love to,7
like indie,7
for mac,7
were n't,7
pretty poor,7
of if,7
game did,7
average why,7
what it,7
love them,7
much better,7
to assume,7
general i,7
disliked are,7
hated do,7
mature rated,7
other m,7
esrb content,7
a favorite,7
n't stand,7
stand out,7
playing is,7
that does,7
all of,7
've always,7
ever encountered,7
playing do,7
a pc,7
a chance,7
about all,7
find games,7
play first,7
the music,7
music genre,7
about that,7
n't do,7
it really,7
that year,7
10+ rated,7
shooters on,7
opinion is,7
by a,7
to other,7
linux releases,7
you could,7
rated action,7
into multiplayer,7
shooters from,7
shooter rpgs,7
it are,7
like did,7
games can,7
not available,7
curious now,7
so was,7
about most,7
not great,7
steam games,7
multiplayer sport,7
wrong with,7
it do,7
it but,7
pretty bad,7
an action-adventure,7
good what,7
game does,7
other game,7
perspective but,7
enjoy 's,7
the 2014,7
would say,7
i loved,7
perspective such,7
trivia/board games,7
adventure role-playing,7
really excellent,7
shooters so,7
by and,7
say i,7
xbox game,7
newest game,7
for multiplayer,7
made a,7
play action-adventure,7
for linux,7
are a,7
so now,7
curious why,7
know how,7
this sentiment,7
and puzzle,7
xbox have,7
knows what,7
style of,7
a teen,7
n't care,7
developer is,7
wondering what,7
expected to,7
to come,7
just so-so,7
as the,7
in 2003,7
example of,7
playing any,7
time i,7
pc such,7
cup of,7
of tea,7
have similar,7
about indie,7
and mac,7
what about,7
sport simulators,7
any first,7
got an,7
any third,7
always have,7
'd love,7
person shooter,7
puzzle and,7
role playing,7
of adventure,7
liked it,7
that also,7
it up,7
thoroughly average,7
2018 do,7
any pc,7
adventure mmorpgs,7
is rated,7
on your,7
you got,7
nothing more,7
by so,7
platform do,7
of average,7
average quality,7
other pc,7
feel they,7
the real-time,7
ambivalent towards,7
i generally,7
it mean,7
about action-adventure,7
the lack,7
of action,7
was quite,7
mentioned disliking,7
and racing,7
it got,7
it back,7
doing and,7
the hack-and-slash,7
good but,7
platform for,7
any good,7
as far,7
far as,7
really bad,7
the 2015,7
multiplayer and,7
multiplayer in,7
2011 that,7
play is,7
of game,7
are on,7
favorite platform,7
is really,7
a playstation,7
pc in,7
by for,7
just do,7
adventure platformers,7
it could,7
for xbox,7
of them,7
they are,7
playstation was,7
enjoy a,7
games of,7
tried it,7
multiplayer which,7
though it,7
was mediocre,7
not very,7
from 1994,7
merely okay,7
about playstation,6
that m,6
the weirdest,6
weirdest game,6
of was,6
ended up,6
is nice,6
just love,6
a real,6
being released,6
mac you,6
shooting and,6
and tactical,6
mac i,6
the 2001,6
poor game,6
i wish,6
only game,6
about from,6
that developed,6
from 2004,6
in 2004,6
you must,6
simulation sports,6
and they,6
rating i,6
is about,6
better than,6
assume you,6
before that,6
love do,6
of side,6
speaking do,6
good one,6
like single-player,6
games if,6
given any,6
pc but,6
how you,6
fun for,6
even worse,6
game by,6
it for,6
just ca,6
either do,6
adventure shooters,6
general like,6
in it,6
view i,6
know like,6
good developer,6
could be,6
that made,6
now what,6
release do,6
great do,6
role-playing and,6
like pc,6
them like,6
steam right,6
normally enjoy,6
in their,6
tried i,6
but honestly,6
year in,6
games were,6
that a,6
of this,6
playstation what,6
2014 game,6
simulators that,6
i am,6
one from,6
and released,6
of playing,6
playing e,6
platforming and,6
prefer playing,6
all do,6
chance to,6
man i,6
has been,6
absolutely amazing,6
december 1,6
1 2018,6
usually enjoy,6
favorite system,6
good job,6
mean 's,6
2014 that,6
from so,6
about e,6
love other,6
playstation which,6
spectrum holobyte,6
holobyte inc.,6
action-adventure role-playing,6
n't think,6
genre i,6
it it,6
game developer,6
make it,6
like this,6
focus on,6
a downright,6
with its,6
an xbox,6
as what,6
find to,6
played do,6
as for,6
do with,6
the last,6
that much,6
with both,6
of sport,6
my favorites,6
similar thoughts,6
've got,6
got ta,6
tried yet,6
shooter with,6
pretty much,6
's other,6
an ok,6
of fun,6
the fact,6
fact that,6
it common,6
disliked is,6
a nintendo,6
of nintendo,6
shooter elements,6
adventure and,6
other first,6
too i,6
you telling,6
telling me,6
multiplayer what,6
a poor,6
other xbox,6
multiplayer you,6
arcade games,6
made for,6
n't available,6
rating means,6
i picked,6
felt so-so,6
was simply,6
strategy platformer,6
view is,6
you what,6
hate but,6
so is,6
a little,6
i feel,6
of course,6
a blast,6
terrible game,6
are some,6
the oldest,6
should check,6
by from,6
correctly you,6
the simulation,6
adventure rpg,6
not the,6
genre is,6
mac too,6
are pretty,6
were indifferent,6
2015 such,6
's supposed,6
supposed to,6
june 29,6
29 2018,6
strategy platformers,6
find any,6
wonder have,6
not one,6
bad year,6
nintendo game,6
is absolutely,6
they do,6
lately is,6
playstation in,6
the shortest,6
be pretty,6
you checked,6
rpgs like,6
nintendo i,6
comes to,6
's playstation,6
tried out,6
i find,6
that got,6
pc are,6
i believe,6
be so,6
it what,6
september 11,6
11 2018,6
rating meant,6
meant it,6
other day,6
you regularly,6
like playstation,6
fun is,6
xbox in,6
good as,6
playing pc,6
seems to,6
good have,6
is simply,6
action shooter,6
made in,6
towards is,6
fun about,6
common that,6
the worst,6
multiplayer so,6
playstation that,6
games suitable,6
suitable for,6
think makes,6
enjoying playing,6
steam and,6
the platform,6
into games,6
opinion of,6
2015 like,6
playing third,6
family friendly,6
poorly balanced,6
find fun,6
is so-so,6
looking game,6
playstation like,6
september 14,6
14 2018,6
gaming on,5
you why,5
up being,5
love playing,5
games previously,5
real big,5
tactical gameplay,5
a steam,5
game especially,5
not on,5
enjoyed would,5
single-player campaign,5
too is,5
has made,5
you i,5
job with,5
made the,5
great game,5
in particular,5
strategy sim,5
of t,5
is so,5
of indie,5
linux you,5
2017 you,5
the selection,5
overall you,5
puzzles you,5
lots of,5
rating of,5
go for,5
simulators are,5
but do,5
perspective made,5
bad you,5
generally speaking,5
because i,5
encountered a,5
special i,5
asking why,5
that third,5
get it,5
through steam,5
you suggest,5
puzzle shooter,5
but did,5
your mind,5
that just,5
perspective what,5
is merely,5
games average,5
be just,5
perspective just,5
not even,5
music game,5
talk about,5
launched in,5
in 2009,5
2009 was,5
very bad,5
played an,5
10 and,5
shooters are,5
previously mentioned,5
terrible developer,5
that first,5
nice and,5
steam was,5
's have,5
boring and,5
normally play,5
is are,5
is such,5
but could,5
's so,5
so good,5
good example,5
find all,5
n't go,5
go wrong,5
you want,5
overall average,5
good at,5
older games,5
it by,5
love 's,5
i wanted,5
find 's,5
in which,5
a particular,5
you if,5
played speaking,5
hey have,5
's from,5
game available,5
2001 game,5
just plain,5
a fantastic,5
the way,5
shooters is,5
out the,5
they have,5
there are,5
but have,5
you so,5
game called,5
the strategy,5
an indie,5
it one,5
multiplayer such,5
reason for,5
rave about,5
has an,5
playing on,5
you speaking,5
genres together,5
the reason,5
you absolutely,5
elements that,5
have fun,5
it so,5
any m,5
pc like,5
role-playing shooter,5
shooter that,5
say it,5
with shooting,5
always a,5
games especially,5
mac so,5
is definitely,5
an all-around,5
the content,5
in 2012,5
wondering something,5
they were,5
multiplayer to,5
good single-player,5
single-player experience,5
xbox such,5
find enjoyable,5
out of,5
your cup,5
got me,5
me wondering,5
them do,5
challenging game,5
it to,5
1999 like,5
playing first,5
example i,5
as is,5
person adventure,5
play you,5
2015 was,5
out have,5
favorite video,5
example you,5
sports strategy,5
right i,5
you mentioning,5
other sports,5
enjoy any,5
ok game,5
my kids,5
playing the,5
it had,5
multiplayer was,5
common for,5
to dislike,5
switch games,5
of its,5
and puzzles,5
're not,5
felt like,5
other multiplayer,5
enjoy first,5
games too,5
thought it,5
any interesting,5
that mean,5
choice for,5
n't help,5
thoughts about,5
that be,5
be the,5
nintendo like,5
like just,5
just curious,5
been released,5
was so-so,5
the convenience,5
convenience of,5
liked the,5
because you,5
same for,5
love the,5
from 2012,5
like if,5
which platform,5
gaming platform,5
view action,5
strategy action,5
the action,5
pc do,5
simulators like,5
're so,5
really liked,5
good is,5
up for,5
for it,5
was alright,5
be okay,5
are played,5
are often,5
in this,5
one have,5
play does,5
mean you,5
strategy you,5
play third,5
a bunch,5
bunch of,5
games tend,5
of have,5
could n't,5
play but,5
something you,5
usually a,5
was curious,5
shooter rpg,5
because the,5
is fun,5
want to,5
my pc,5
but they,5
from released,5
talented developer,5
playing lately,5
my mac,5
games earlier,5
or just,5
from 2013,5
in 1993,5
now do,5
nintendo is,5
's multiplayer,5
prefer to,5
release i,5
all it,5
and that,5
as long,5
long as,5
that what,5
before since,5
can think,5
be interested,5
any single-player,5
're interested,5
that did,5
play them,5
having a,5
release for,5
picked it,5
release but,5
games created,5
to not,5
mentioned not,5
not liking,5
underrated game,5
got released,5
typically enjoy,5
platform is,5
i got,5
not about,5
's xbox,5
wish it,5
a strategy,5
with do,5
gritty m,5
just ok.,5
right the,5
that can,5
'd like,5
would have,5
lukewarm about,5
by why,5
in 1998,5
platformers with,5
though i,5
live up,5
to my,5
n't quite,5
like m,5
role-playing shooters,5
day i,5
a strong,5
all i,5
least a,5
games recently,5
of xbox,5
how awesome,5
which i,5
as so,5
mentioned how,5
to it,5
so many,5
instance do,5
rated single-player,5
some other,5
games ever,5
multiplayer do,5
not too,5
too fond,5
indie game,5
quality i,5
mature games,5
got multiplayer,5
at best,5
good multiplayer,5
enjoy is,5
combat sports,5
rated pc,5
before you,5
play m,5
a quality,5
platform i,5
that game,5
like xbox,5
about which,5
like at,5
a so-so,5
about single-player,5
generally fond,5
it even,5
even better,5
2016 like,5
in 2000,5
been enjoying,5
xbox are,5
recommend have,5
which year,5
a surprisingly,5
really a,5
not be,5
's third,5
cheap games,5
saying you,4
that into,4
you stated,4
feelings about,4
quite fun,4
a fairly,4
general just,4
can i,4
i assume,4
assume that,4
tactical shooters,4
featuring shooting,4
on do,4
oh the,4
2001 you,4
sport game,4
steam release,4
the only,4
just is,4
especially because,4
hard to,4
you greatly,4
all about,4
like sport,4
say about,4
let me,4
genre you,4
especially when,4
of an,4
about them,4
1999 are,4
think games,4
with me,4
view strategy,4
about bird,4
sim games,4
very much,4
explain to,4
me what,4
find that,4
of puzzles,4
a similar,4
play do,4
are okay,4
driving/racing simulation,4
2014 what,4
other side,4
makes the,4
me a,4
games just,4
recently have,4
was so,4
get into,4
steam made,4
a driving/racing,4
racing simulation,4
enjoy pc,4
try like,4
feel so,4
average what,4
be mediocre,4
find third,4
has never,4
never been,4
that could,4
in fact,4
in i,4
game even,4
you talk,4
about are,4
that pc,4
not good,4
me it,4
gaming and,4
released that,4
everyone 10,4
and older,4
bad but,4
are in,4
feel similar,4
about playing,4
playing other,4
other adventure,4
average so,4
a rare,4
dislike pc,4
played have,4
it why,4
by when,4
a better,4
combat game,4
was totally,4
was no,4
about t,4
playing multiplayer,4
in 2007,4
the 2017,4
with no,4
play so,4
liked is,4
fortunately is,4
developer so,4
i quite,4
driving/racing genre,4
of driving/racing,4
always makes,4
aspects of,4
you once,4
average or,4
into m,4
are your,4
simulator with,4
an option,4
option are,4
play other,4
played you,4
2016 i,4
's do,4
honestly it,4
game right,4
a year,4
particularly good,4
your gaming,4
you that,4
is also,4
going on,4
in 2002,4
it felt,4
i hate,4
so fun,4
guess i,4
2014 was,4
2014 's,4
pc what,4
say makes,4
make you,4
having an,4
everyone can,4
thinking about,4
person puzzle,4
puzzles is,4
more of,4
gotten a,4
mention are,4
such an,4
person point-and-click,4
play side,4
indie trivia,4
rpgs i,4
considering you,4
liked i,4
multiplayer component,4
much the,4
you rave,4
love for,4
for first,4
release are,4
which has,4
mature rating,4
job on,4
ever made,4
blend the,4
absolutely love,4
rpg elements,4
in third,4
game can,4
great i,4
you adore,4
you consider,4
too are,4
enjoy indie,4
driving simulators,4
indie driving/racing,4
played for,4
shooter game,4
hate it,4
it either,4
developer i,4
normally really,4
with that,4
teen rating,4
dislike other,4
teen you,4
game of,4
on it,4
2015 i,4
managed to,4
all-around average,4
10+ rating,4
means the,4
content is,4
2012 like,4
way back,4
that if,4
option you,4
much i,4
have always,4
always been,4
favorite of,4
of mine,4
if they,4
to just,4
enjoyable what,4
not your,4
of their,4
linux games,4
like them,4
puzzle platformer,4
play have,4
found particularly,4
's m,4
excellent why,4
platform you,4
most other,4
with you,4
puzzle elements,4
view what,4
to games,4
view are,4
just found,4
pc have,4
about adventure,4
with any,4
games then,4
one a,4
a complete,4
before i,4
genre of,4
's cool,4
a sport,4
sort of,4
a unique,4
be very,4
other indie,4
should try,4
try out,4
tried playing,4
its third,4
side scrolling,4
how about,4
simulators on,4
nothing great,4
the time,4
been better,4
as it,4
okay in,4
with i,4
tried since,4
tried do,4
well as,4
playing and,4
2010 like,4
2010 such,4
seems like,4
like was,4
help but,4
would that,4
like action,4
nintendo such,4
previously that,4
totally awesome,4
play through,4
arcade puzzle,4
you be,4
mac or,4
release you,4
so-so do,4
up the,4
than average,4
that because,4
whose games,4
the 2012,4
like how,4
try have,4
a platform,4
you game,4
guess it,4
it can,4
action platformers,4
the attempt,4
attempt to,4
by pc,4
with 's,4
since we,4
the role-playing,4
the text,4
amazing what,4
with puzzle,4
and simulation,4
2005 was,4
2005 that,4
1999 was,4
multiplayer experience,4
but even,4
were ambivalent,4
by indie,4
that great,4
it more,4
games not,4
tried any,4
