token,frequency
one of,16
person tactical,16
switch between,16
playable on,16
the sport,16
by that,16
a lot,16
lot of,16
ratings if,16
with puzzles,16
action-adventure tactical,16
2015 is,16
is released,16
an arcade,16
playstation the,16
2016 is,16
playstation exclusive,16
2010. it,16
shooter and,16
with puzzle,16
a racing,16
developed for,16
in 1993,16
a pc,16
pc via,16
indie first,16
2013. it,16
excellent adventure,16
game try,16
nintendo it,16
shooter rpg,16
racing simulator,16
average role-playing,15
for steam,15
multiplayer was,15
with third,15
1999 is,15
tactical game,15
game came,15
good simulation,15
simulation-strategy game,15
person indie,15
is currently,15
action-adventure and,15
poor rating,15
of a,15
is set,15
person music,15
release of,15
a music,15
poor action-adventure,15
you 'll,15
excellent rating,15
in either,15
in 2005.,15
role-playing and,15
2017. it,15
features multiplayer,15
that released,15
a pretty,15
too is,15
good sport,15
perspectives it,15
tactical action,15
it offers,15
reviews and,15
2005 is,15
that 's,14
play with,14
a 2017,14
adventure and,14
and shooting,14
're into,14
can find,14
steam was,14
title is,14
well is,14
with poor,14
from 2014,14
action platformer,14
older is,14
games try,14
puzzle and,14
between first,14
arcade racing,14
that does,14
has excellent,14
both a,14
strategy sim,14
2017 is,14
has poor,14
arcade puzzle,14
with first,14
xbox is,14
it for,14
offers both,14
multiplayer but,14
strategy that,14
playstation pc,14
an average-rated,14
with both,14
action role-playing,14
mac releases,14
a great,14
game this,14
good game,14
person mmorpg,14
originally released,14
a vehicular,14
good first,14
playstation nintendo,14
role-playing tactical,13
pc though,13
strategy role-playing,13
run on,13
and will,13
shooter games,13
mature audiences,13
perspectives is,13
shooting game,13
is playable,13
strategy and,13
person vehicular,13
can only,13
is in,13
person sport,13
good multiplayer,13
which you,13
view or,13
perspective game,13
from 2016.,13
played with,13
and features,13
and even,13
from it,13
from 2016,13
1999. it,13
developer it,13
game to,13
option is,13
with bird,13
good rating,13
you to,13
view player,13
the esrb,13
support for,13
platforms including,13
and playstation,13
puzzle strategy,13
pc on,13
not offer,13
only the,13
sports simulation,13
multiplayer sport,13
role-playing adventure,13
in 1990,13
can also,13
2015. it,13
by released,13
received overall,13
2011 and,13
2001 is,12
an mmorpg,12
2004. it,12
view real-time,12
multiplayer in,12
to try,12
november 13,12
elements it,12
the year,12
everyone it,12
excellent single-player,12
excellent first,12
view simulation,12
person racing,12
mac was,12
2010 is,12
reviews it,12
february 22,12
of action,12
game will,12
combat sports,12
either first,12
playstation in,12
2015 and,12
to average,12
for teenagers,12
2011 is,12
a shooter,12
shooter by,12
december 1,12
that it,12
even has,12
rating for,12
xbox only,12
xbox consoles,12
steam you,12
mac version,12
june 29,12
not support,12
is single-player,12
average game,12
also on,12
person driving,12
multiplayer real-time,12
playstation or,12
hack-and-slash game,12
xbox it,12
from 2014.,12
multiplayer features,12
by this,12
september 7,12
september 14,12
september 11,12
and there,12
august 14,12
october 16,12
pc as,11
example of,11
by was,11
game which,11
in 2008,11
this action-adventure,11
developed in,11
an upcoming,11
like action-adventure,11
can switch,11
everyone rating,11
nintendo is,11
1994 is,11
driving game,11
role-playing elements,11
perspective if,11
multiplayer trivia/board,11
game if,11
want an,11
received some,11
and puzzle,11
and bird,11
the side,11
play the,11
multiplayer third,11
should check,11
with role-playing,11
the multiplayer,11
a solid,11
platformer puzzle,11
linux the,11
only this,11
2005. it,11
a puzzle,11
for download,11
fighting shooter,11
multiplayer with,11
it features,11
allows you,11
supported by,11
platformer from,11
multiplayer functionality,11
game features,11
an okay,11
no steam,11
feature multiplayer,11
with shooter,11
shooter elements,11
on either,11
adventure point-and-click,11
pc mac,11
game made,11
no release,11
simulation sport,11
average third,11
average indie,11
average action-adventure,11
view the,11
2013 is,11
that will,11
2001. it,10
in 2004.,10
multiplayer feature,10
is developed,10
in it,10
average driving/racing,10
a 1999,10
on november,10
rating if,10
2002. it,10
person views,10
support and,10
an m-rated,10
indie hack-and-slash,10
with driving,10
mature if,10
but was,10
release if,10
play multiplayer,10
role-playing action-adventure,10
22 2019,10
from 2015,10
rpg it,10
to switch,10
a 2016,10
2004 is,10
unfortunately there,10
the excellent,10
though is,10
and driving,10
rpg with,10
and available,10
and came,10
on december,10
poor indie,10
it even,10
multiplayer action-adventure,10
the 2014,10
including playstation,10
1999 and,10
simulation games,10
it got,10
linux you,10
on june,10
29 2018,10
platformer released,10
offer multiplayer,10
not out,10
overall good,10
and on,10
in 2012.,10
an esrb,10
or a,10
2017 for,10
2014 by,10
good role-playing,10
t rating,10
teen the,10
's also,10
from 2013,10
rating but,10
and simulation,10
adventure games,10
a new,10
the adventure,10
you have,10
2016 by,10
single-player third,10
mmorpg that,10
good hack-and-slash,10
person platformer,10
11 2018,10
only game,10
multiplayer try,9
from 2001,9
mmorpg game,9
an overall,9
strategy simulator,9
it in,9
with the,9
platformer is,9
2014 sport,9
13 2018,9
come out,9
excellent real-time,9
released back,9
2013 for,9
support it,9
like it,9
it did,9
in 1994.,9
1994. it,9
be a,9
m rating,9
perspective released,9
in 2009.,9
2009. it,9
2009 is,9
only be,9
a rating,9
are interested,9
has not,9
that also,9
plays out,9
out from,9
multiplayer turn-based,9
elements and,9
puzzle games,9
pc that,9
view first,9
that involves,9
reviews from,9
download on,9
multiplayer action,9
release and,9
and also,9
although it,9
game but,9
uses a,9
a rather,9
mature by,9
is from,9
this third,9
support multiplayer,9
not mac,9
not currently,9
not feature,9
has both,9
's is,9
a trivia/board,9
a try,9
from 2011,9
arcade game,9
excellent side,9
players the,9
're interested,9
this indie,9
driving/racing and,9
unfortunately has,9
2000. it,9
on all,9
such as,9
from is,9
all the,9
multiplayer driving/racing,9
in 2007.,9
of multiplayer,9
the steam,9
and turn-based,9
7 2018,9
as it,9
players is,9
older and,9
good real-time,9
try is,9
ratings the,9
and first,9
mode was,9
released with,8
overall average,8
2005 and,8
person player,8
2017 by,8
get to,8
n't play,8
release by,8
role-playing real-time,8
view strategy,8
to come,8
to release,8
shooter rated,8
strategy released,8
considered an,8
in 2002.,8
with action,8
adventure it,8
poor music,8
in 2008.,8
2008. it,8
gives players,8
perspective by,8
through the,8
person hack-and-slash,8
's on,8
simulator it,8
though not,8
's received,8
for those,8
like third,8
might want,8
by called,8
the poor,8
only released,8
on february,8
role-playing third,8
mode and,8
a 2015,8
and vehicular,8
not been,8
game allows,8
on your,8
your pc,8
pc or,8
created by,8
not a,8
try from,8
in 2001.,8
elements of,8
puzzles and,8
2004 for,8
pc if,8
from 2017,8
2017 and,8
by mac,8
steam however,8
2000 and,8
rpg that,8
and action-adventure,8
2012 is,8
multiple platforms,8
only average,8
role-playing first,8
action first,8
the way,8
a action-adventure,8
like indie,8
multiplayer you,8
to it,8
mac systems,8
of e,8
2012. it,8
the role-playing,8
eye perspective,8
linux mac,8
racing sim,8
sim with,8
good driving/racing,8
2015 by,8
2014 on,8
like multiplayer,8
mac users,8
reviews the,8
single-player adventure,8
released to,8
good action,8
received a,8
as playstation,8
ratings you,8
which was,8
was also,8
sports sim,8
released it,8
sim that,8
available through,8
as pc,8
full of,8
ratings but,8
a 2005,8
mmorpg released,8
is multiplayer,8
switch pc,8
made for,8
on august,8
from 1999,8
on october,8
16 2018,8
well it,7
as average,7
average quality,7
2014. the,7
game also,7
for all,7
of my,7
tactical elements,7
2002 and,7
packed with,7
a point-and-click,7
a pinball,7
players a,7
from 1994,7
it to,7
platforms is,7
release as,7
simulator released,7
poor driving/racing,7
those who,7
a mature,7
games that,7
considered a,7
2009 by,7
from 2009,7
or nintendo,7
from 2010,7
2010 and,7
and though,7
some poor,7
you will,7
will have,7
capabilities is,7
support the,7
involves puzzle,7
mode if,7
older it,7
excellent puzzle,7
from steam,7
since it,7
multiplayer so,7
view but,7
2005 for,7
excellent platformer,7
arcade driving/racing,7
rpg shooter,7
available exclusively,7
it released,7
from 2002,7
get on,7
2001 by,7
2018 and,7
2009 for,7
sports simulator,7
expected out,7
ratings by,7
1998 and,7
rating this,7
in 2003,7
role-playing platformer,7
perspective but,7
it from,7
average sports,7
it sports,7
release was,7
elements that,7
multiplayer from,7
rather poor,7
developer is,7
puzzle elements,7
it currently,7
consoles only,7
version is,7
is being,7
in 1997,7
of adventure,7
platformer and,7
developed a,7
as an,7
be out,7
2010 for,7
mac you,7
steam by,7
with excellent,7
poorly reviewed,7
mac though,7
simulation turn-based,7
of m,7
n't get,7
strategy rpg,7
mmorpg is,7
average simulation,7
multiplayer for,7
to the,7
strategy games,7
have linux,7
releases is,7
2016 for,7
of course,7
too it,7
being available,7
support if,7
in 1993.,7
linux systems,7
a mmorpg,7
1999. the,7
steam nor,7
by you,7
in 2000.,7
capabilities and,7
mac as,7
offer a,7
released a,7
2019. it,7
lack of,7
2007 is,7
poor trivia/board,7
in 2019,7
a release,7
pc platforms,7
view perspectives,7
to a,7
title that,7
poor third,7
view role-playing,7
are into,7
only on,7
an amazing,7
view adventure,7
view turn-based,7
shooting and,7
it multiplayer,7
set to,7
a 2013,7
is third,7
multiplayer first,7
release the,7
also released,7
an action-packed,7
rating the,7
driving sim,7
the single-player,7
pc however,7
with its,7
average mmorpg,7
solving it,7
pc including,7
any multiplayer,7
give a,7
this from,7
steam as,6
when it,6
sports a,6
2008 is,6
and no,6
you get,6
view that,6
not run,6
good single-player,6
this single-player,6
rated action-adventure,6
my favorite,6
play a,6
coming out,6
with tactical,6
the shooter,6
view if,6
pc steam,6
xbox in,6
it gives,6
2017 on,6
adventure third,6
adventure title,6
linux version,6
support though,6
linux though,6
n't find,6
single-player driving,6
single-player first,6
been rated,6
multiplayer vehicular,6
perspective try,6
an example,6
for multiplayer,6
poor first,6
xbox with,6
1998 by,6
game there,6
2016. the,6
game plays,6
mature was,6
an awesome,6
racing and,6
the linux,6
shooter available,6
exclusively on,6
shooter was,6
a 2011,6
multiplayer developed,6
developed the,6
and developed,6
mmorpg it,6
it plays,6
of t,6
1 2018,6
1 2018.,6
game set,6
good strategy,6
teen was,6
that plays,6
2012 and,6
view for,6
multiplayer sports,6
on multiple,6
got average,6
pretty bad,6
player to,6
pc was,6
made in,6
simulator is,6
role-playing action,6
in an,6
sports strategy,6
consoles and,6
perspectives the,6
release you,6
driving racing,6
shooter you,6
released as,6
also play,6
view game,6
be found,6
pretty poor,6
rpg from,6
2011 with,6
who enjoy,6
mmorpg with,6
good arcade,6
1999 with,6
both bird,6
eye and,6
available is,6
multiplayer role-playing,6
2011 by,6
support but,6
single-player shooter,6
adventure indie,6
1998 for,6
teen you,6
2015 on,6
genre it,6
released the,6
esrb is,6
even though,6
2019 is,6
was never,6
never released,6
ratings was,6
despite its,6
multiplayer released,6
2007 by,6
release in,6
being released,6
recommend it,6
and sport,6
mature rated,6
a strategic,6
2015 for,6
mac versions,6
the action,6
steam an,6
puzzle role-playing,6
decent role-playing,6
good turn-based,6
where you,6
in 1998.,6
version but,6
allows the,6
adventure side,6
in 1986,6
did n't,6
user ratings,6
shooter on,6
2004 and,6
not play,6
shooter the,6
either the,6
for teens,6
good sports,6
with friends,6
tactical action-adventure,6
mostly negative,6
from 2005,6
audiences is,6
driving/racing shooter,6
was out,6
1998 is,6
from 1998.,6
and side,6
friends is,6
good racing,6
try out,5
action-strategy game,5
and got,5
got an,5
feature is,5
standard bird,5
from 2008,5
person as,5
perspective that,5
try a,5
an option,5
was only,5
was it,5
2018 a,5
with some,5
might like,5
while you,5
by if,5
a simulation-strategy,5
strategy for,5
wo n't,5
out with,5
2014 with,5
for its,5
that gives,5
game a,5
despite the,5
a 2009,5
called was,5
1994 and,5
1999 for,5
consoles the,5
nintendo the,5
strategy elements,5
view action,5
strategy platformer,5
multiplayer check,5
a 2008,5
is both,5
a 1998,5
it a,5
have you,5
sport and,5
sports games,5
only play,5
modes it,5
is one,5
lets you,5
the 2015,5
linux versions,5
the arcade,5
unfortunately is,5
fighting elements,5
positive ratings,5
it it,5
2017 with,5
poorly-rated indie,5
play is,5
both linux,5
teen by,5
2003. it,5
to first,5
sports and,5
1994 was,5
simulation with,5
i played,5
played is,5
multiplayer this,5
single-player text,5
shooter played,5
only was,5
on a,5
2018. the,5
plays from,5
view action-adventure,5
steam in,5
from 1999.,5
it as,5
pc playstation,5
rpg available,5
from 2012,5
unfortunately not,5
steam release,5
rated poorly,5
2002 is,5
1990 for,5
nintendo only,5
perspective you,5
out is,5
found on,5
it you,5
2012 by,5
released an,5
shooter try,5
2015 was,5
and sports,5
of puzzles,5
platformer games,5
game created,5
multiplayer though,5
is suitable,5
available only,5
only for,5
pretty good,5
2013. the,5
2010. the,5
average is,5
for single-player,5
platformer for,5
action is,5
though if,5
mode the,5
platforms it,5
multiplayer racing,5
it only,5
try this,5
called which,5
everyone but,5
action tactical,5
average pinball,5
game multiplayer,5
single-player indie,5
game i,5
called and,5
platforms such,5
playstation console,5
new third,5
was originally,5
2009 and,5
elements you,5
because it,5
its lack,5
steam store,5
game expected,5
in 2019.,5
adventure tactical,5
keep in,5
in mind,5
there was,5
option of,5
turn-based role-playing,5
from 2017.,5
could be,5
a platforming,5
the release,5
e rated,5
rpg for,5
like role-playing,5
average multiplayer,5
perspective this,5
also get,5
that received,5
from either,5
strategy played,5
out september,5
it allows,5
like action,5
it uses,5
indie role-playing,5
action-adventure shooting,5
the mac,5
mac there,5
in which,5
good bird,5
in 1986.,5
to good,5
i would,5
steam released,5
excellent role-playing,5
this on,5
includes a,5
with side,5
do not,5
strategy the,5
steam a,5
or xbox,5
from 2010.,5
xbox as,5
a fantastic,5
be aware,5
received only,5
sim from,5
friends in,5
way back,5
2018 by,5
action-adventure driving/racing,5
pc no,5
the simulation,5
your average,5
in both,5
although you,5
multiplayer function,5
1998. it,5
10+ rating,5
in 2018.,5
gives the,5
player a,5
puzzle rpg,5
puzzle adventure,5
from 2011.,5
have any,5
good tactical,5
launched in,5
quality and,4
only but,4
2004 by,4
mmorpg adventure,4
considered average,4
simulator from,4
teen this,4
steam this,4
strategy it,4
everyone if,4
out back,4
the tactical,4
got poor,4
steam from,4
has n't,4
n't been,4
a adventure,4
2017 release,4
with linux,4
simulators try,4
as linux,4
you wo,4
indie driving/racing,4
reviews was,4
is 's,4
elements the,4
shooter look,4
poor game,4
2009 was,4
view try,4
driving/racing action,4
the 2009,4
has gotten,4
2010 with,4
perspective as,4
and your,4
both third,4
perspective in,4
everyone the,4
2019 for,4
2015 with,4
between bird,4
was created,4
this is,4
2001 with,4
solid action-adventure,4
games it,4
do n't,4
like first,4
out all,4
person third,4
person with,4
rpg is,4
awesome action-adventure,4
adventure puzzle-platformer,4
of it,4
driving games,4
by exclusively,4
reviews by,4
by came,4
game suitable,4
teenagers is,4
was received,4
by critics,4
's single-player,4
it had,4
pc by,4
developer in,4
view a,4
however is,4
on both,4
good choice,4
hack-and-slash rpg,4
like single-player,4
driving/racing games,4
i found,4
from first,4
played as,4
while it,4
view arcade,4
perspective then,4
the 1986,4
1986. it,4
works on,4
're a,4
being developed,4
to drive,4
in 1997.,4
1997. it,4
is and,4
view as,4
but can,4
platforming and,4
without multiplayer,4
an rts,4
platformer role-playing,4
like sport,4
by which,4
which received,4
like the,4
gameplay it,4
xbox the,4
multiplayer that,4
elements is,4
2014 action-adventure,4
puzzles it,4
trivia/board games,4
support that,4
's been,4
release too,4
a steam,4
steam mac,4
i have,4
point-and-click indie,4
that the,4
ratings for,4
for any,4
currently does,4
steam playstation,4
indie studio,4
reviews but,4
be worth,4
view was,4
redefined the,4
good for,4
2014. you,4
this first,4
like to,4
multiplayer by,4
shooting elements,4
is made,4
platformer developed,4
platformer try,4
according to,4
like tactical,4
adventure is,4
steam has,4
pc unfortunately,4
's it,4
playstation by,4
indie shooter,4
ratings released,4
everyone was,4
e rating,4
genre is,4
1993. it,4
1993 is,4
enjoy role-playing,4
that uses,4
the mmorpg,4
mmorpg available,4
average user,4
multiplayer modes,4
features it,4
the sports,4
2011. the,4
single-player mode,4
playable in,4
considered to,4
features is,4
filled with,4
person shooters,4
released only,4
nintendo if,4
2014 game,4
from 1998,4
mac an,4
pinball game,4
mac a,4
excellent point-and-click,4
one for,4
music games,4
the music,4
from 2009.,4
a esrb,4
style game,4
person was,4
adventure with,4
major platforms,4
steam now,4
2007. the,4
all platforms,4
nintendo or,4
the option,4
role-playing strategy,4
2017. this,4
exclusive game,4
multiplayer options,4
2018 the,4
the new,4
i 'm,4
i 'd,4
in 1990.,4
view multiplayer,4
multiplayer platformer,4
view developed,4
rated game,4
by with,4
critical reception,4
look into,4
into it,4
with mac,4
or side,4
so it,4
poor role-playing,4
person adventure-shooter,4
reviews this,4
linux if,4
xbox linux,4
pc xbox,4
2014 video,4
has linux,4
2011 on,4
supports multiplayer,4
try an,4
be downloaded,4
either linux,4
perspective from,4
a lackluster,4
turn-based simulation,4
for it,4
14 2018.,4
a 2012,4
2007. it,4
action-adventure elements,4
there are,4
game where,4
from an,4
release from,4
2013 and,4
that features,4
a platformer,4
out of,4
with it,4
will love,4
love the,4
however the,4
was reviewed,4
reviewed as,4
indie title,4
person point,4
point of,4
of view,4
released this,4
not multiplayer,4
shooter i,4
i 've,4
's your,4
and for,4
and supports,4
2015. this,4
action-tactical game,4
2002 by,4
currently it,4
single-player role-playing,4
rated as,4
n't offer,4
excellent arcade,4
mode a,4
strategy pc,4
low ratings,4
exclusive is,4
older rating,4
game even,4
but do,4
pc available,4
from 2002.,4
2002 with,4
of driving,4
it with,4
try released,4
platformer strategy,4
2007 and,4
m-rated action-adventure,4
game originally,4
is your,4
that i,4
overall poor,4
negative reviews,4
2005. the,4
mmorpg from,4
game play,4
turn-based simulation-strategy,4
single-player experience,4
is this,4
mature a,4
to its,4
with action-adventure,4
and runs,4
in this,4
sim is,4
you may,4
from 2005.,4
person there,4
option for,4
poor driving,4
mode available,4
in 2003.,4
enjoy it,4
so you,4
platforms playstation,4
game playable,4
2011 for,4
for release,4
players if,4
tactical first,4
releases for,4
for windows,4
steam too,4
upcoming first,4
16 2018.,4
rpg by,4
mature the,4
mature players,4
options is,4
pc although,4
is poorly-rated,4
negative ratings,4
's only,4
everyone this,4
from bird,4
offers no,4
released exclusively,4
's out,4
nintendo platform,4
action-adventure games,4
this puzzle,4
a m,3
shooter tactical,3
tactical third,3
as for,3
multiplayer as,3
well if,3
an action-strategy,3
of an,3
by from,3
2001 and,3
rating an,3
view of,3
average bird,3
2005 from,3
perspective was,3
developer and,3
however you,3
friends online,3
shooter set,3
traditional bird,3
that requires,3
all ages,3
lacks multiplayer,3
ratings this,3
m rated,3
2014 that,3
sport driving/racing,3
and an,3
restricted to,3
audiences only,3
is packed,3
between the,3
views is,3
though you,3
play solo,3
have been,3
multiplayer music,3
xbox was,3
good simulation-strategy,3
pc not,3
2014 the,3
sport driving,3
who love,3
action-adventure title,3
look no,3
no further,3
by has,3
try on,3
at least,3
combat games,3
the 2011,3
a standard,3
nintendo from,3
strategic action,3
lots of,3
an older,3
2008 music,3
1998 action-adventure,3
made it,3
scheduled to,3
person modes,3
person puzzle,3
1999 by,3
or playstation,3
playstation you,3
'll love,3
poorly-rated music,3
multiplayer i,3
i was,3
is poorly,3
shooting it,3
was produced,3
produced by,3
shooter platformer,3
unavailable on,3
going to,3
's in,3
to third,3
person if,3
only action-adventure,3
can choose,3
you choose,3
2015 third,3
versions are,3
it if,3
racing games,3
person by,3
2011 racing,3
plays in,3
2002 for,3
game featuring,3
shooter mechanics,3
a teen,3
's from,3
mature this,3
multiplayer tactical,3
this tactical,3
also allows,3
might be,3
perspective came,3
from 2003.,3
from 2018.,3
action-adventure shooters,3
shooters with,3
or first,3
over to,3
person you,3
available the,3
like sports,3
unfortunately you,3
pc platform,3
2016 action-adventure,3
with fighting,3
player the,3
average at,3
at best,3
mode with,3
the ability,3
ability to,3
game as,3
i think,3
fun bird,3
poorly-rated game,3
adventure from,3
currently has,3
mac linux,3
heard about,3
this one,3
will probably,3
a ton,3
ton of,3
single-player action,3
the strategy,3
or the,3
