token,frequency
game are you talking,11
developed by do you,11
that makes you find,11
makes you find them,11
you can play on,11
if i remember right,11
earlier that you liked,11
in general are you,11
a fan of third,11
you mentioned the one,11
what do you find,11
is that the case,11
i recall that you,10
why is it you,10
earlier that you thought,10
that do n't have,10
have a mac release,10
i can play with,10
games why do you,10
with a bird 's,10
wondering have you played,10
that you 've played,10
third person vehicular combat,10
for the pc that,10
ever heard of it,10
like do you also,10
for example are you,10
heard about the game,10
is a pretty good,10
i 'm curious have,10
'm curious have you,10
do you feel like,10
about the one that,10
that you can get,10
games have you played,10
about third person games,10
was a pretty good,10
talking about the third,10
about the third person,10
you know of a,10
was a good game,10
so much what is,10
you ever played any,10
games for the pc,10
did n't like do,10
of third person games,10
on steam have you,10
have you ever tried,10
earlier you mentioned that,10
i thought you might,10
mean the pc game,10
games made by that,10
since you 're into,10
earlier that you found,10
it came out in,10
third person sports games,10
games released for the,10
why do you feel,9
you 've ever played,9
you thought was average,9
on steam are you,9
you 're referring to,9
can play with my,9
made by that you,9
i think is a,9
that makes you feel,9
do you enjoy about,9
i know you mentioned,9
is it safe to,9
that are available on,9
what is your favorite,9
you like first person,9
like first person games,9
first person games like,9
bird view perspective games,9
games made by are,9
that was pretty good,9
you say that you,9
a first person game,9
any of the games,9
have any experience playing,9
like for example are,9
a game that you,9
the bird 's eye,9
from a bird view,9
why do you like,9
earlier you said you,9
game do you mean,9
you mean the third,9
mean the third person,9
you know of that,9
came out in 2017,9
as do you like,9
thought was pretty good,9
you enjoyed do you,9
so what is it,9
for example have you,9
do you mean that,9
that you really enjoyed,9
how to make a,9
a huge fan of,9
game you ever played,9
what they 're doing,9
like to play games,9
talking about the that,9
games that you find,9
game for the playstation,9
games on steam like,9
both mac and linux,9
you say that the,9
developed by have you,9
i was wondering if,9
was wondering if you,9
third person perspective is,9
that you do n't,9
game would you say,9
i thought was pretty,9
is an okay game,9
if you 've tried,9
thought you might like,9
game for the pc,9
what do you enjoy,9
games rated e for,9
speaking of third person,9
games that are rated,9
as have you played,9
released for the playstation,9
the case with all,9
came out in 2015,9
you like third person,9
heard of it before,9
you loved do you,8
thought was average are,8
was average are you,8
game that was released,8
if i remember correctly,8
that i can play,8
the games developed by,8
i remember you said,8
remember you said you,8
games that are available,8
is a really good,8
that was made by,8
mentioned that you found,8
heard of it 's,8
you do n't like,8
games like for example,8
fan of games from,8
heard of since you,8
you know about it,8
you ever play it,8
but it 's not,8
makes you say they,8
you say they 're,8
feel similarly about other,8
third person games on,8
good game do you,8
same way about other,8
other third person games,8
saying that you really,8
games with a first,8
that you enjoyed do,8
about the m rated,8
're referring to the,8
rated games developed by,8
games so much what,8
is one of your,8
when you mention do,8
you mention do you,8
mention do you mean,8
is a fun game,8
the games made by,8
fan in general of,8
from a third person,8
games developed by have,8
you said you did,8
third person multiplayer games,8
was pretty good i,8
you thought was a,8
earlier that you were,8
a fan of action-adventure,8
that you like to,8
i 'm not a,8
of third person perspective,8
you might like too,8
might like too have,8
like too have you,8
too have you heard,8
and the bird view,8
it easy to play,8
case for all games,8
do you find so,8
games have you heard,8
you said you felt,8
you enjoyed are you,8
you told me you,8
came out in 2016,8
from a first person,7
i remember that you,7
do n't have a,7
n't have a mac,7
fan of action-adventure games,7
games what do you,7
it 's one of,7
i 've been wondering,7
developed by that makes,7
so much why do,7
much why do you,7
you loved are you,7
you disliked are you,7
i 'm curious what,7
with a side view,7
games such as do,7
as do you enjoy,7
games developed by like,7
like do you ever,7
such as you said,7
said earlier that was,7
that was an okay,7
you like multiplayer games,7
the games released in,7
you heard of since,7
it i know you,7
curious have you played,7
played from a bird,7
games that you can,7
on steam you said,7
do you like other,7
mean the game that,7
games i wonder if,7
i did n't enjoy,7
what do you like,7
of the best games,7
talking about the m,7
was a good year,7
do you mean from,7
you say is the,7
curious have you ever,7
knows what they 're,7
me that you did,7
that are rated t,7
said that you really,7
i 'm wondering what,7
made by that makes,7
a pretty fun game,7
i was wondering do,7
was wondering do you,7
you know of what,7
of what 's the,7
example do you like,7
mentioned that you did,7
'm looking for a,7
m rated games developed,7
do you have similar,7
is it about third,7
it about third person,7
like have you ever,7
games released back in,7
that makes you say,7
said you did n't,7
played it since you,7
was have you ever,7
do you have the,7
do you normally like,7
games you said that,7
liked do you generally,7
game in my opinion,7
it 's rated e,7
made by have you,7
play games on the,7
came out in 2010,7
a fan in general,7
have you played i,7
role-playing text adventure games,7
you felt that was,7
so i 'm wondering,7
makes you feel they,7
mentioned that you liked,7
feel that way about,7
's a game you,7
games you said earlier,7
are you typically not,7
you mean the first,7
mean the first person,7
is available on steam,7
steam do you mean,7
you disliked do you,7
by i thought you,7
bird view perspective makes,7
view perspective makes it,7
shooters with role-playing elements,7
a moment ago you,7
but i 'm not,7
games developed by you,7
played any games from,7
the one that came,7
one that came out,7
earlier you said that,7
you heard of i,7
there a game you,7
that the case with,7
are you generally a,7
m rated xbox games,7
playstation you said that,7
games for the playstation,7
to be average are,6
be average are you,6
you find first person,6
the weirdest game you,6
would you say was,6
that you loved do,6
you generally not fond,6
generally not fond of,6
steam are you talking,6
you talking about from,6
do you think it,6
a game made by,6
you 've heard of,6
average why do you,6
why do you enjoy,6
that makes you love,6
makes you love them,6
you love them so,6
love them so much,6
of playstation games from,6
you hated do you,6
m for mature rated,6
it 's a pretty,6
a good game i,6
a video game that,6
liked do you like,6
person vehicular combat games,6
games like are you,6
lately what 's a,6
about do you feel,6
games i remember you,6
a fan of the,6
talking about the pc,6
about the pc game,6
i just ca n't,6
do you like multiplayer,6
in my opinion is,6
first person perspective was,6
and it being on,6
it being on steam,6
first person perspective game,6
is have you heard,6
do n't you like,6
or was it just,6
multiplayer games on steam,6
developed by are you,6
is the you just,6
you just mentioned the,6
that was a pretty,6
mentioned that you enjoyed,6
we 're talking about,6
if you 've ever,6
that you loved are,6
can you think of,6
year for video games,6
from the first person,6
know you 're into,6
you heard of the,6
wondering have you ever,6
played a game with,6
a game with a,6
like i was wondering,6
is it about first,6
it about first person,6
do you mean 's,6
the playstation do you,6
like for example have,6
game with a bird,6
do you like any,6
i 'm curious why,6
games developed by i,6
like do you enjoy,6
i tend to enjoy,6
but i do n't,6
that you did not,6
you did not like,6
i can play it,6
that was released in,6
games available on steam,6
know of what 's,6
such as for example,6
m rated games that,6
are available on steam,6
third person games from,6
played from a third,6
an m rated game,6
about m rated games,6
on the nintendo switch,6
rated games on the,6
the m rated games,6
by have you played,6
to be average in,6
you have similar thoughts,6
games that were released,6
you generally like to,6
generally like to play,6
the fact that it,6
earlier that you did,6
by have you heard,6
has a mac release,6
such as i was,6
i remember you telling,6
remember you telling me,6
i remember you mentioned,6
did n't like are,6
n't like are you,6
it since you seem,6
first person pc games,6
like you said that,6
you felt was a,6
was a pretty average,6
i know you felt,6
you felt so-so about,6
average are you typically,6
i remember right you,6
you feel they 're,6
available on steam you,6
do you usually like,6
is that true for,6
person perspective do you,6
game that you played,6
that you disliked do,6
i remember correctly you,6
is a developer that,6
they 're doing and,6
games by i thought,6
makes it easy to,6
you mentioned you thought,6
mentioned you thought was,6
mean the one that,6
in general you said,6
developed by you said,6
you were indifferent towards,6
you said you found,6
said you found to,6
that 's supposed to,6
did you find any,6
about the rest of,6
is it about m,6
it about m rated,6
games by such as,6
you a fan in,6
had a good time,6
some of your favorite,6
pc games released in,6
you think the games,6
developed by such as,6
you know of it,6
that was merely average,6
for the nintendo switch,6
i think you 'd,6
of my favorite developers,6
on the playstation i,6
knows how to make,6
have you played since,6
pc games from 1999,6
person perspective games on,6
the third person game,6
love m rated games,6
do you think makes,6
it 's on the,6
wondering do you enjoy,6
do you think of,6
on september 14 2018,6
recall that you were,5
do you find first,5
game you 've ever,5
played what 's the,5
me that you are,5
that you are n't,5
you are n't a,5
are n't a real,5
n't a real big,5
a real big fan,5
real big fan of,5
fan of do you,5
game is the you,5
right do you mean,5
enjoyed would you say,5
you say you 're,5
say you 're a,5
play with my friends,5
game made by that,5
if you 've heard,5
so i 've been,5
so i know you,5
your favorite games do,5
favorite games do you,5
it safe to assume,5
i recall you saying,5
recall you saying that,5
that you disliked are,5
m rated action-adventure puzzle,5
by that you find,5
games released in 2014,5
's your favorite game,5
'm curious what is,5
i know you said,5
generally speaking do you,5
have you ever encountered,5
you ever encountered a,5
mind me asking why,5
you ever play any,5
developed by like for,5
that was just okay,5
pc games made by,5
by you said that,5
play first person games,5
first person games from,5
mentioned that was pretty,5
good in your opinion,5
made by are you,5
you ever played an,5
of it 's this,5
it if you 're,5
of the games released,5
do you normally play,5
talking about the single-player,5
is are you familiar,5
by what do you,5
in your opinion i,5
like do you play,5
average game do you,5
played from a side,5
from a side view,5
you tend to find,5
games on steam you,5
them like you do,5
ca n't go wrong,5
n't go wrong with,5
just mentioned the one,5
the one that was,5
steam you said that,5
on steam right now,5
games on steam i,5
is an overall average,5
person games made by,5
games released in 2015,5
third person perspective and,5
you seem to enjoy,5
so i wonder if,5
that you really loved,5
earlier that you loved,5
you mean the action-adventure,5
game have you ever,5
was there any game,5
you prefer playing games,5
at all do you,5
talking about the multiplayer,5
side view games like,5
game what 's a,5
does n't have a,5
the m rated game,5
that was a good,5
for the playstation are,5
for the playstation do,5
bird view perspective is,5
do you like about,5
so now i 'm,5
now i 'm curious,5
so i 'm curious,5
m rated games like,5
like for example what,5
the xbox have you,5
games are you talking,5
i did n't hate,5
are rated t for,5
you really enjoyed are,5
really enjoyed are you,5
a fan of m,5
for mature rated games,5
rated games with a,5
fan of multiplayer games,5
thought was a pretty,5
was a pretty fun,5
third person perspective i,5
i do n't really,5
first person games on,5
person games on the,5
person perspective such as,5
what is it you,5
that you know of,5
pc games like do,5
the pc such as,5
to play games on,5
your cup of tea,5
so have you played,5
games from i remember,5
indie hack-and-slash adventure games,5
you find them so,5
talking about the sports,5
the sports simulation game,5
game that you just,5
ever played any of,5
games do you know,5
m rated games on,5
games on the nintendo,5
other games developed by,5
is there any game,5
game you played lately,5
you played lately that,5
played lately that you,5
be average in general,5
but it did n't,5
third person games that,5
that were released in,5
there 's always have,5
's always have you,5
have you played a,5
game do you have,5
a good game do,5
like to play multiplayer,5
as do you have,5
any experience playing games,5
that you disliked is,5
by have you tried,5
games made by have,5
and speaking of games,5
generally a fan of,5
fan of first person,5
as i was wondering,5
first person indie adventure,5
any pc games that,5
remember you mentioned that,5
you not a fan,5
have similar thoughts about,5
games for the nintendo,5
do you generally enjoy,5
ever played it since,5
on steam what do,5
person pc games like,5
games that are n't,5
referring to the that,5
mentioned that you felt,5
for the pc i,5
games you said you,5
average in general are,5
games that are played,5
that are played from,5
first person perspective i,5
have you given any,5
so i was wondering,5
a game you played,5
game that you 've,5
general do you like,5
like to play does,5
like are you a,5
liked are you a,5
an okay game i,5
on the playstation you,5
i thought was just,5
games tend to be,5
game do you think,5
the first person game,5
from have you heard,5
i know you thought,5
you ever played i,5
available on steam do,5
on steam is the,5
what 's the oldest,5
you heard of if,5
you should check out,5
you enjoy third person,5
the simulation strategy game,5
a game that was,5
game that was developed,5
was have you heard,5
perspective makes it easy,5
games from you mentioned,5
is an average game,5
that have a bird,5
multiplayer games have you,5
have you tried the,5
from you mentioned that,5
with the bird view,5
said you were indifferent,5
in 2015 such as,5
talking about the game,5
's supposed to come,5
supposed to come out,5
the rest of the,5
i wonder have you,5
about the bird view,5
moment ago you said,5
i do n't like,5
came out in 2011,5
it before since you,5
you can think of,5
you 've played lately,5
you 're interested in,5
same way about the,5
a good time playing,5
you like games developed,5
like games developed by,5
do you enjoy games,5
you in general like,5
you telling me that,5
merely average are you,5
like what do you,5
you enjoy m rated,5
any games from like,5
you mentioned not liking,5
i think is an,5
for the pc in,5
the third person action-adventure,5
of m rated games,5
m rated games so,5
expected to be released,5
do you think was,5
games developed by such,5
i heard you say,5
for the playstation i,5
's available on steam,5
came out in 2005,5
games from you said,5
from you said that,5
you like playstation games,5
played since you like,5
games i know you,5
for instance do you,5
you played since you,5
is it about action-adventure,5
you have the same,5
about the games released,5
released for the pc,5
you seem to have,5
not too fond of,5
on xbox do you,5
it 's got multiplayer,5
's got multiplayer which,5
a lot of good,5
you love m rated,5
you said you enjoyed,5
that was a fun,5
third person perspective do,5
you like do you,5
m rated game from,5
you feel that way,5
what 's the newest,5
's the newest game,5
the pc that you,5
said you liked do,5
n't like at all,5
enjoyed are you generally,5
i did n't like,5
i 've been enjoying,5
've been enjoying playing,5
earlier that you enjoyed,5
to be released on,5
bird view perspective like,5
's a first person,5
i 'm not really,5
game i think is,5
like what is it,5
third person games for,5
remember you saying you,4
single-player games on playstation,4
you why do you,4
that m rated games,4
m rated games played,4
played from a first,4
first person perspective are,4
what 's the weirdest,4
's the weirdest game,4
enjoy playing games on,4
you in general just,4
games previously you told,4
average are you generally,4
good game especially because,4
you 're a big,4
enjoy games with a,4
you seem to like,4
's one of the,4
it about games released,4
about games released in,4
about bird 's eye,4
play a lot of,4
know you mentioned that,4
what it is about,4
safe to assume you,4
of indie point-and-click puzzle,4
earlier that you love,4
that you love do,4
you love do you,4
action-adventure games with puzzles,4
to play do you,4
why do you say,4
do you say that,4
stand out from the,4
is your favorite game,4
your favorite game that,4
speaking do you dislike,4
's a pretty good,4
i 'm wondering have,4
'm wondering have you,4
game that you found,4
vehicular combat games are,4
a really good game,4
do you like first,4
person perspective games like,4
that you played lately,4
you played lately what,4
pc games developed by,4
games that do n't,4
do you think you,4
bird view perspective i,4
perspective i know you,4
it that you find,4
to be just okay,4
was pretty good in,4
pretty good in your,4
that you 're a,4
when you talk about,4
the one for the,4
one for the pc,4
you talking about that,4
just ca n't stand,4
e 10+ rated game,4
games rated e 10+,4
a terrible developer and,4
in my view i,4
're looking for games,4
have a linux release,4
you played it a,4
first person game i,4
example are you a,4
like do you think,4
steam have you heard,4
about the single-player game,4
looking for a game,4
a good developer and,4
do you enjoy other,4
you enjoy other games,4
do you play games,4
you play games on,4
a mac release do,4
mac release do you,4
you felt was just,4
was just an average,4
just an average game,4
does n't have multiplayer,4
multiplayer i know you,4
i know you think,4
similarly about other games,4
action-adventure puzzle games like,4
on steam like do,4
steam like do you,4
is it about pc,4
you enjoy them like,4
enjoy them like you,4
you ca n't go,4
from is the you,4
the you just mentioned,4
person games on steam,4
way about other third,4
about other third person,4
can you tell me,4
by i know you,4
i know you 've,4
you like bird view,4
perspective games have you,4
big fan of games,4
is there a particular,4
the playstation what 's,4
you enjoy them what,4
so i enjoyed playing,4
like i 'm curious,4
do you prefer playing,4
do you enjoy multiplayer,4
a chance to play,4
is it about multiplayer,4
you mention are you,4
like games that have,4
the indie trivia/board game,4
as are you a,4
such as you mentioned,4
you thought was pretty,4
that makes you rave,4
makes you rave about,4
you rave about how,4
that does n't have,4
n't have a linux,4
game without a linux,4
without a linux release,4
a linux release is,4
oh you mean the,4
i had fun playing,4
thought that was a,4
it 's on my,4
's on my favorite,4
did a good job,4
about the that was,4
released in 2014 that,4
in 2014 that you,4
you ever play games,4
example have you played,4
action-adventure fighting games like,4
game i can play,4
bird view perspective that,4
of third person action-adventure,4
do you love other,4
any m rated games,4
the playstation which is,4
for the xbox have,4
i do n't think,4
but i did n't,4
i think is okay,4
of games made by,4
would you say it,4
i know you did,4
know you did n't,4
t for teen you,4
do you just not,4
t for teen rated,4
can play it with,4
play it with my,4
i found to be,4
is it that if,4
it that if a,4
that if a game,4
a favorite of mine,4
i really did n't,4
do n't really like,4
wondering do you like,4
you 've played do,4
've played do you,4
on the pc such,4
as for example do,4
not your cup of,4
have to do with,4
that makes you like,4
it that you enjoy,4
game you played that,4
you played that you,4
games developed by are,4
like so have you,4
available on steam such,4
from i remember you,4
really loved do you,4
the action-adventure puzzle game,4
hack-and-slash adventure games that,4
on linux and mac,4
about do you mean,4
m rated game that,4
rated game that you,4
that you just found,4
you heard of you,4
you know of i,4
one of my favorites,4
is have you ever,4
playing first person games,4
any first person games,4
like for example i,4
that the m rated,4
feel similarly about the,4
lately that you felt,4
what was the most,4
have you tried yet,4
any third person games,4
are you into third,4
you into third person,4
third person games like,4
always have you played,4
out have you heard,4
your favorite video game,4
i remember you mentioning,4
to play multiplayer games,4
i think is pretty,4
i tend to like,4
and the fact that,4
of games developed by,4
you do n't care,4
games with multiplayer i,4
have you tried playing,4
its third person perspective,4
that makes you think,4
i think that was,4
wondering if you like,4
person indie adventure games,4
out in 2010 such,4
in 2010 such as,4
are you not a,4
a pretty bad game,4
games for the xbox,4
would that be the,4
you mean the single-player,4
mean the single-player game,4
if you 're into,4
played i know you,4
steam what do you,4
said that you did,4
you thought was just,4
being on steam but,4
but the m rating,4
felt was a pretty,4
games made by so,4
heard of it since,4
is a pretty average,4
the pc do you,4
wondering if you 've,4
the real-time strategy and,4
generally are you a,4
you were ambivalent towards,4
to be okay but,4
are played from a,4
did n't hate but,4
of my favorite games,4
was good do you,4
you also enjoy other,4
me that you like,4
to play does it,4
play does it mean,4
talk about do you,4
's on the xbox,4
is this the that,4
thought was just average,4
can play it on,4
my friends in multiplayer,4
it before speaking of,4
but the side view,4
indie point-and-click adventure game,4
a truly excellent game,4
game do you also,4
great what is it,4
you tell me why,4
'm curious why is,4
curious why is it,4
that is available on,4
steam is the you,4
pretty fun game i,4
first person game you,4
game with a first,4
games on steam have,4
heard of if you,4
remember correctly you did,4
are you just not,4
by you said you,4
i remember right do,4
remember right do you,4
ever played it before,4
do you enjoy third,4
vehicular combat games like,4
games like i 'm,4
fun and the bird,4
but could have been,4
said you were not,4
person games from you,4
game i 'd say,4
have a bird view,4
of it since you,4
like do you mean,4
that the games released,4
that you said you,4
to be average generally,4
have any experience with,4
for the pc you,4
mean the that 's,4
's on the pc,4
to come out on,4
2018 do you mean,4
that was just an,4
games from have you,4
games in general i,4
why do you dislike,4
person perspective games that,4
is a game you,4
are you not impressed,4
does it mean that,4
it mean that you,4
's eye view game,4
that what is it,4
enjoy third person games,4
tend to enjoy games,4
person perspective games from,4
played it before since,4
game you can think,4
can think of that,4
not a huge fan,4
is an ok game,4
do you play any,4
games released on the,4
do you feel this,4
you ever played what,4
what 's the shortest,4
average do you feel,4
of the games developed,4
are third person action-adventure,4
said you felt was,4
way about the other,4
you think that is,4
wondering do you feel,4
to be average do,4
be average do you,4
do you prefer to,4
you enjoy games from,4
that are on steam,4
available on steam are,4
like to play third,4
to play third person,4
third person games rated,4
like third person perspective,4
for you to play,4
a mac release but,4
is do you know,4
the pc game you,4
wonder have you played,4
was merely average are,4
average are you usually,4
in your opinion what,4
that you like are,4
no multiplayer option such,4
multiplayer option such as,4
by have you ever,4
third person action-adventure game,4
fan of m rated,4
you like is it,4
is it the case,4
it the case with,4
xbox games developed by,4
i just wish it,4
available on steam is,4
you think was the,4
a game you know,4
on september 11 2018,4
be released on september,4
by that came out,4
on both mac and,4
think you 'd like,4
any games by that,4
out in 2015 such,4
of first person perspective,4
you had a good,4
is an amazing game,4
games like it and,4
live up to my,4
have been so much,4
been so much better,4
games developed by do,4
i picked it up,4
are there any games,4
there any games you,4
it could have been,4
of since you seem,4
a fan of playstation,4
fan of playstation games,4
a great year for,4
the other day i,4
first person game that,4
game that 's available,4
that 's available on,4
pretty good game i,4
good game i like,4
on steam like for,4
steam like for example,4
is a really bad,4
played any of 's,4
games by on steam,4
it 's for the,4
like to play action-adventure,4
other m rated games,4
about how awesome they,4
how awesome they are,4
you find so amazing,4
like playing games on,4
like so do you,4
you like m rated,4
m for mature such,4
for mature such as,4
games that have multiplayer,4
since you like third,4
earlier that you disliked,4
fond of third person,4
curious what is it,4
said that was just,4
i 'm wondering why,4
you are not too,4
are not too fond,4
have you tried it,4
you mentioned disliking are,4
mentioned disliking are you,4
said that was n't,4
fun to play i,4
so have you ever,4
m for mature i,4
in quality do you,4
you in general feel,4
on the xbox you,4
that the case for,4
multiplayer games with a,4
game do you know,4
know of that you,4
to be average is,4
is it common that,4
it common that you,4
xbox you said that,4
that you enjoyed are,4
enjoyed are you a,4
of pc games from,4
but the first person,4
lot of good games,4
the playstation 's lineup,4
playstation 's lineup of,4
do you love m,4
i just do n't,4
was a fun time,4
vehicular combat sports games,4
play m rated games,4
m rated games from,4
played a video game,4
is one of my,4
said that you enjoyed,4
made by such as,4
such as what do,4
as what do you,4
do you enjoy m,4
do you frequently like,4
you frequently like to,4
frequently like to play,4
the other games released,4
that you think is,4
you talking about which,4
you played any third,4
played any third person,4
you like playing third,4
like playing third person,4
a third person game,4
first person sport racing,4
games of all time,4
that is one of,4
you generally a fan,4
rated games like it,4
like for instance do,4
like i 'm wondering,4
are you generally fond,4
you generally fond of,4
the playstation you said,4
developed by i wonder,4
by i wonder if,4
you 're into third,4
're into third person,4
person games have you,4
the you 're referring,4
which is why i,4
in 2017 that makes,4
2017 that makes you,4
about the playstation games,4
earlier that you felt,4
the pc game with,4
for the pc is,4
view perspective like for,4
perspective like for example,4
the best year for,4
best year for games,4
is did you ever,4
'm not really a,4
video game you ever,4
is an excellent game,4
games released in 2017,4
released in 2017 that,4
say is the most,4
i 'm wondering if,4
'm wondering if you,4
got a t rating,4
is there one you,4
it by any chance,4
fond of pc games,4
was in your view,4
third person driving/racing games,4
there any game released,4
real-time strategy and role-playing,4
m rated action-adventure shooters,4
a good example of,4
third person action-adventure puzzle,4
person action-adventure puzzle games,4
for the playstation like,4
pc games with a,4
do n't have multiplayer,3
rated games played from,3
weirdest game you 've,3
you say was the,3
you 've played what,3
i do n't enjoy,3
point-and-click puzzle games on,3
on the pc you,3
pc you said that,3
said that you loved,3
on the pc i,3
the pc i remember,3
big fan of do,3
shooting and tactical gameplay,3
you mean the 2001,3
was a pretty poor,3
a pretty poor game,3
a very good game,3
game especially because it,3
it 's hard to,3
's hard to find,3
since it 's not,3
're a big fan,3
big fan of action-adventure,3
of action-adventure games from,3
games with a multiplayer,3
with a multiplayer option,3
know you 're a,3
heard of it have,3
is a great game,3
m rated games released,3
by what is it,3
've been wondering why,3
you play a lot,3
that was one of,3
was one of your,3
you in general love,3
can you explain to,3
you explain to me,3
them so much why,3
i 've heard you,3
are you in general,3
disliked are you generally,3
fond of playstation games,3
playstation games from 2017,3
games from 2017 you,3
you said before that,3
said before that you,3
hated do you hate,3
do you find that,3
rated action-adventure games with,3
mentioned that you really,3
rated action-adventure puzzle games,3
game to play do,3
the esrb rating of,3
rating of a game,3
it about the driving/racing,3
mediocre why do you,3
out from the crowd,3
all games released in,3
game made by was,3
was a fun game,3
and the side view,3
view perspective made it,3
perspective made it easy,3
made it easy to,3
game with a side,3
you said you hated,3
that you disliked generally,3
you disliked generally speaking,3
disliked generally speaking do,3
like bird 's eye,3
you 've played recently,3
video game that you,3
you had fun playing,3
enjoy single-player only games,3
i seem to recall,3
seem to recall that,3
to recall that you,3
do you think third,3
you think third person,3
me asking why do,3
asking why do you,3
i like games that,3
first person games such,3
person games such as,3
as are you into,3
with first person perspective,3
played lately what 's,3
about 's pc games,3
pc games such as,3
such as i 'm,3
ever play any of,3
play any of the,3
by like for instance,3
on pc but not,3
but not on steam,3
that you ca n't,3
you ca n't get,3
ca n't get on,3
n't get on steam,3
as you said earlier,3
do you feel so,3
you saying that was,3
how you feel about,3
lineup of pc games,3
you feel that the,3
that the pc games,3
the pc games made,3
you find third person,3
you mentioned you liked,3
do you commonly like,3
like to play first,3
to play first person,3
games from i know,3
from i know you,3
and the first person,3
referring to the one,3
n't do it for,3
do it for me,3
was a very bad,3
a very bad game,3
year for gaming and,3
the games released that,3
games released that year,3
an e 10+ rated,3
multiplayer games rated e,3
for everyone 10 and,3
everyone 10 and older,3
for example what do,3
example what do you,3
nothing special do you,3
you previously mentioned that,3
is a terrible developer,3
first person perspective in,3
game in my view,3
i enjoyed the first,3
enjoyed the first person,3
