token,frequency
near a,467
centre and,467
french coffee,465
looking for,463
5 star,462
located at,462
low rated,461
a riverside,461
and located,458
than 20,457
food coffee,455
5 stars,447
not a,446
riverside with,446
one star,439
rated 5,439
riverside there,438
restaurant serving,437
priced and,434
near has,433
£30 is,432
priced coffee,432
restaurant named,431
provides chinese,425
a kids,425
but it,423
centre with,421
rating in,421
prices and,414
rating located,410
friendly japanese,410
shop named,410
rated 1,409
restaurant providing,407
restaurant it,406
friendly the,404
rated 3,404
near serves,404
moderate prices,400
rating the,397
family-friendly coffee,395
is more,394
for families,391
's a,391
£30 and,388
food pub,388
friendly environment,387
family-friendly restaurant,386
£20 and,382
than 30,382
but has,380
ratings and,378
the pub,377
north of,376
are located,376
friendly located,375
£20 it,372
ratings is,372
called the,371
friendly there,369
rating near,369
shop it,367
serving english,367
rated coffee,364
is less,363
rating there,363
place to,363
cheap and,362
with low,361
low rating,359
friendly italian,359
is it,358
friendly near,356
along the,356
serving french,353
of five,351
is 1,351
with prices,347
restaurant has,344
price is,342
providing chinese,342
located next,339
high prices,333
with average,333
serving italian,331
providing indian,331
offers a,331
a non,330
and are,328
english coffee,327
5 by,326
has low,325
riverside that,323
place called,322
serving japanese,322
center of,319
centre of,317
found near,317
the low,314
the center,314
friendly french,314
named is,314
for the,313
the centre,313
£20-25 is,313
japanese pub,313
you are,312
the cheap,311
5 there,311
centre there,310
river is,309
riverside has,309
near riverside,307
near located,306
the area,306
at riverside,305
a place,304
area of,304
a great,303
the family,303
near near,302
cheap family,302
friendly atmosphere,301
italian pub,301
area with,301
five star,300
low prices,299
rating a,298
area and,298
shop serves,297
it offers,297
priced fast,297
priced italian,296
average rated,295
indian coffee,295
range with,295
is n't,294
has average,293
a child-friendly,292
prices is,292
has high,292
french pub,292
shop which,290
friendly but,288
not kids,286
near they,285
cheap coffee,284
is also,284
is highly,281
riverside the,281
place with,280
near called,279
priced pub,277
cheap restaurant,277
food has,275
5 the,275
and family,275
£30 it,275
food that,275
and offers,275
called which,274
called near,274
£20 price,272
moderate priced,270
located riverside,270
is situated,269
which has,269
average is,267
customer rated,267
can find,267
centre that,267
found in,266
is 5,266
suitable for,266
serving indian,265
food there,264
restaurant which,263
an adult,261
is moderate,261
near by,261
friendly has,260
rating but,260
that sells,260
there 's,260
serving chinese,258
a kid-friendly,258
offers fast,257
customers rate,257
near on,256
friendly a,256
the prices,254
situated near,253
star restaurant,253
rated restaurant,253
the and,251
a low-priced,251
5 located,250
cheap prices,249
range less,249
a one,248
food they,248
offers indian,248
5 near,248
5 in,247
and have,247
called located,247
rating with,246
20 pounds,246
pub named,243
french cuisine,243
you will,242
with moderate,242
£20-25 price,241
a good,240
is is,239
customers is,239
friendly in,236
three star,235
restaurant serves,234
priced english,232
priced chinese,232
and they,231
area there,231
the £20-25,230
city near,230
the less,230
5 a,230
friendly chinese,229
riverside serves,227
are looking,227
1 star,226
family-friendly pub,226
shop has,226
£20-25 and,226
friendly english,226
is 3,225
sushi restaurant,225
this restaurant,225
serves cheap,224
chinese coffee,224
family restaurant,223
offers chinese,222
friendly indian,222
called in,221
the the,221
average priced,220
high rated,220
center near,220
for children,219
and coffee,218
ratings are,218
called and,218
serving fast,218
to eat,218
near at,217
a high-priced,217
offers japanese,217
near offers,217
3 star,216
called with,215
centre the,215
received a,214
crown plaza,214
plaza hotel,214
30 pounds,213
friendly establishment,213
the average,213
place near,212
has been,209
a three,209
cheap fast,209
high rating,208
range located,208
of riverside,208
named it,207
priced indian,207
located close,206
and not,206
offers french,205
english pub,205
food called,205
pub serves,204
will find,204
low cost,204
restaurant and,204
riverside called,203
non family-friendly,202
average prices,202
center is,202
's located,202
shop offering,201
rating for,201
under £20,201
to it,199
centre has,199
this is,198
a five,197
friendly serves,197
offers italian,197
range in,196
cheap italian,196
rating serves,196
prices it,196
place is,195
and near,194
pub which,194
offers english,193
shop and,193
named that,191
you 're,190
low is,190
rated and,189
place that,189
prices range,189
cheap indian,188
£30 price,188
food but,188
rating 1,188
does not,187
has received,186
pub providing,186
whole family,186
its customers,185
we are,185
an inexpensive,184
children are,184
food a,183
restaurant offering,182
over £30,181
riverside its,181
£20-25 it,181
high and,181
also serves,181
the whole,181
go to,180
priced is,179
shop offers,178
high is,178
for adults,177
a average,177
cheap chinese,177
the there,176
customers have,174
which offers,174
average ratings,174
cheap english,174
and an,173
range near,172
rating 3,172
highly priced,172
are welcome,171
the more,170
is expensive,169
costs more,168
adult only,168
between £20-25,167
the serves,167
pub has,167
rate it,167
's not,167
average and,166
range more,166
place in,165
pub it,164
star coffee,163
is served,162
priced japanese,162
rating 5,162
children is,161
the food,161
river and,161
wine and,160
are in,160
prices less,160
rated average,159
5 with,159
low ratings,159
friendly venue,159
yes it,159
food its,158
british food,158
and average,158
been rated,157
for more,157
rated pub,157
priced family,156
adults only,156
japanese cuisine,156
is which,154
from £20-25,154
a children-friendly,154
its price,152
stars is,152
is very,152
a very,152
out 5,152
priced french,152
that also,152
with cheap,151
and rated,151
reasonably priced,151
serve english,151
price and,151
and its,150
rated by,150
5 serves,150
5 rated,150
near you,150
is by,150
called has,149
cheap food,149
check out,149
price it,148
for kids,148
find a,148
and low,147
range the,147
establishment is,147
riverside restaurant,147
higher price,146
the near,146
to in,146
rating coffee,145
city is,145
situated in,145
cheap pub,145
but the,144
centre called,144
medium price,144
of city,143
however it,142
riverside coffee,142
offers cheap,142
indian pub,142
family-friendly it,142
priced food,142
's near,141
is child-friendly,141
restaurant offers,141
is priced,141
a medium,141
but not,141
area the,141
indian cuisine,140
served at,140
high ratings,140
the kids,139
riverside pub,139
and high,139
this coffee,139
centre its,139
pounds is,138
the has,138
centre they,138
centre serves,138
expensive coffee,137
near this,137
it can,137
river near,136
area that,136
range there,136
're looking,136
high end,136
riverside in,135
and customer,135
range but,134
not suitable,134
cheap japanese,133
family-friendly italian,133
located north,133
serves moderately,132
is £20-25,132
area has,131
can eat,131
and in,130
restaurant the,130
ratings it,130
range from,130
is kid-friendly,130
friendly for,129
it a,129
food on,129
riverside located,129
the with,129
pub offering,129
have an,129
and prices,127
medium priced,127
is on,127
cuisine is,126
near for,126
an affordable,126
rated it,126
and can,126
provides fast,126
restaurant for,125
rating they,125
are low,125
where you,125
by is,125
by its,124
rated italian,124
star family,124
riverside a,124
with the,123
near coffee,123
the located,122
customers and,122
a nice,122
customer service,122
n't family-friendly,121
find it,121
the french,121
expensive restaurant,121
5 for,121
found at,121
the place,121
have rated,120
star rated,119
expensive and,119
english cuisine,119
prices located,119
the a,119
moderate and,118
chinese pub,118
above average,118
is close,118
has moderate,118
offers food,117
and cheap,117
place located,116
rating has,116
italian cuisine,116
they offer,116
range a,115
customer reviews,115
are high,115
family-friendly but,115
prices in,115
of 20-25,114
ranging from,114
and yes,114
place for,114
for under,114
called they,114
one out,113
named near,113
mid price,113
family-friendly fast,113
it does,113
not child-friendly,113
range its,113
for cheap,112
centre a,112
food can,112
cheap french,112
families is,111
river it,111
prices ranging,110
five stars,110
located along,110
restaurant by,110
the japanese,110
family-friendly with,110
river side,110
the higher,109
to a,109
cuisine in,109
an excellent,109
restaurant on,109
named with,109
food serving,108
as a,108
a mid,108
stars and,108
atmosphere is,107
the best,107
with price,107
within the,107
family-friendly the,107
30 euros,107
to be,107
riverside they,107
are average,106
cuisine and,106
and costs,106
environment is,106
customer satisfaction,106
shop by,106
near which,106
area serves,106
the name,106
and kid,106
no children,105
it provides,105
for an,105
pub and,105
are a,105
at low,105
the crown,105
shop on,104
a higher,104
style food,104
near serving,104
rated japanese,103
from the,103
5 but,103
5 coffee,103
serves expensive,102
costs less,102
of average,102
rated family,102
customers give,102
sells chinese,102
mid priced,101
at less,101
is coffee,101
price ranges,101
near provides,101
food this,101
rating that,101
in price,101
family is,101
food establishment,101
family-friendly there,101
poorly rated,101
called serves,100
non family,100
rated french,100
rated chinese,100
cuisine at,100
priced kid,100
are family,100
for family,100
pub offers,100
you want,100
provides english,100
family-friendly french,100
three out,100
serves food,99
called there,99
food by,99
high quality,99
serve french,99
the italian,99
for its,99
not recommended,98
and price,98
low-priced restaurant,98
for all,98
and children,98
range that,98
is for,98
has english,97
pounds and,97
the that,97
rated low,97
range for,97
are near,97
rating called,97
price of,96
a poor,96
its prices,96
recommended for,96
rated indian,96
named has,95
sells indian,95
centre located,95
priced with,95
near crown,95
a kids-friendly,95
serves high,95
are less,94
's called,94
£20 in,94
provides french,94
it also,94
excellent customer,94
priced at,94
a non-family-friendly,94
that 's,94
at an,94
the fast,94
£20 near,94
from customers,94
poor customer,93
a sushi,93
venue is,93
has italian,92
in cambridge,92
friendly they,92
can get,92
has chinese,92
at moderate,92
to 25,92
good customer,92
near named,91
and cheese,91
not kid-friendly,91
and family-friendly,91
center and,91
friendly high,91
than average,91
to go,91
named in,90
providing fast,90
customers it,90
and provides,90
rating restaurant,90
as well,90
this establishment,90
centre offers,90
venue with,90
average by,90
20 euros,90
5 it,89
center it,89
range restaurant,89
rated fast,89
a mid-priced,89
and also,89
family-friendly place,89
cheap is,88
rated one,88
chinese cuisine,88
serve japanese,88
low and,88
no kids,87
and customers,87
although it,87
quality food,87
serves sushi,87
atmosphere and,87
20 to,87
great place,87
outside of,86
£20 to,86
5 has,86
serve italian,86
20-25 pounds,86
families with,86
family-friendly located,86
providing english,86
children and,86
a italian,85
at is,85
offering chinese,85
rating provides,85
with english,85
rated is,85
known as,85
centre in,85
coffee and,85
higher than,84
a no,84
as average,84
by riverside,84
for £20-25,84
providing italian,84
to and,84
the which,84
moderate pricing,83
range serves,83
called a,83
provides japanese,83
sells japanese,83
try it,83
pub on,83
is children-friendly,83
has cheap,83
their customer,83
a meal,83
a moderately-priced,82
pub style,82
food try,82
£20 but,82
on a,82
their price,82
cheap family-friendly,82
family-friendly in,81
reviews is,81
provides italian,81
family-friendly japanese,81
food venue,81
the children,81
£30 the,81
families and,81
near city,81
the highly,81
range £20-25,81
with customer,81
reasonable prices,81
with 5,80
on riverside,80
kids are,80
name is,80
riverside offers,80
also has,80
cuisine it,80
and moderately,79
rating offers,79
restaurant there,79
this pub,79
friendly offers,79
near but,79
are more,79
at more,79
restaurant rated,79
serve fast,79
has french,79
riverside close,79
but they,79
pub by,78
is kids-friendly,78
not welcome,78
the offers,78
variety of,78
rated english,78
for italian,78
is found,78
to near,78
at city,78
is pub,78
near pub,78
highly recommended,77
and fries,77
offering indian,77
range coffee,77
a less,77
located outside,76
is inexpensive,76
family-friendly near,76
riverside by,76
riverside you,76
5. they,76
conveniently located,75
within a,75
that costs,75
area located,75
providing french,75
shop for,74
city it,74
to £25,74
allow children,74
pounds it,74
only has,74
provides a,74
expensive but,74
burgers and,74
has fast,74
english style,74
give it,74
friendly riverside,74
their prices,73
food which,73
city that,73
very good,73
centre close,73
named located,73
area called,73
cheap place,73
family-friendly environment,73
a not,73
try the,73
riverside serving,73
friendly moderately,73
is fast,72
food serves,72
price ranged,72
food within,72
to there,72
a city,72
are moderate,72
a reasonably,72
not for,72
a one-star,72
eat at,72
of a,71
range they,71
friendly provides,71
rating by,71
rating from,71
by a,71
kid-friendly and,71
the customers,71
£30 in,71
dining experience,71
restaurant a,70
and child,70
given a,70
area in,70
range between,70
riverside for,70
with japanese,70
five out,70
rated high,70
£20 £25,70
and their,70
has japanese,70
child-friendly restaurant,70
offering fast,70
ratings of,70
offering italian,70
3 stars,70
centre which,70
do n't,70
providing japanese,70
named which,69
which provides,69
offering japanese,69
welcome to,69
expensive italian,69
of £20,69
named the,69
gets a,69
three stars,69
river there,69
place named,69
it sells,69
higher priced,69
based in,69
a variety,68
costumer rating,68
for french,68
also offers,68
offering english,68
your family,68
situated by,68
is japanese,68
environment and,68
's family,68
venue in,68
offering french,68
family oriented,68
and indian,68
rating pub,67
style restaurant,67
not allow,67
riverside which,67
non-family friendly,67
sushi and,67
child-friendly and,67
shop the,67
pub food,66
it costs,66
it near,66
families are,66
is and,66
is named,66
5 if,66
of food,66
£30 there,66
average it,66
the north,66
family and,66
to with,66
£20 the,66
which also,66
are cheap,66
with italian,66
good for,66
bring your,66
near restaurant,66
£30 but,66
£30 near,65
the chinese,65
star customer,65
centre you,65
rated as,65
sells italian,65
of £30,65
the english,65
of is,65
sells french,65
price coffee,65
service rating,65
name of,65
serving cheap,65
is italian,64
25 pounds,64
welcome is,64
with fast,64
£20 located,64
and with,64
very high,64
take-away deliveries,64
of over,64
ratings the,64
kids and,64
range has,64
are kid,64
kid-friendly restaurant,64
for you,64
with children,64
to families,64
boasts a,64
this place,64
cheap it,64
family coffee,64
£20 there,63
in an,63
is serving,63
kids is,63
is with,63
£30 located,63
its located,63
location is,63
and fast,63
stars it,63
we have,63
of town,62
find the,62
centre coffee,62
the mid,62
is restaurant,62
5. the,62
friendly serving,62
also family,62
the medium,62
a indian,62
outside the,62
sells english,62
and wine,62
rating if,62
your kids,62
price in,61
adult oriented,61
at high,61
in is,61
and drink,61
and highly,61
near of,61
priced in,61
serve indian,61
and moderate,61
family-friendly a,61
sushi bar,61
around £20-25,61
known for,61
a reasonable,61
reviews and,61
come to,61
price point,60
food priced,60
establishment with,60
£20 with,60
at it,60
is they,60
has prices,60
far from,60
cheaply priced,60
average coffee,60
the £20,60
ratings near,60
mid range,60
's in,60
is known,60
area offers,59
you 'll,59
child-friendly is,59
cost more,59
is riverside,59
has indian,59
serves british,59
and chinese,59
of £20-£25,58
of one,58
have given,58
costing more,58
inexpensive and,58
centre but,58
to enjoy,58
area a,58
not cater,58
offering a,58
prices but,58
priced it,58
can enjoy,58
families it,58
is suitable,58
great for,58
offers moderately,58
japanese place,58
affordable prices,57
rating this,57
satisfaction rating,57
averagely rated,57
above £30,57
does n't,57
deliveries in,57
a bit,57
the kid,57
menu is,57
for fast,57
atmosphere it,57
£30 with,57
euros is,56
italian place,56
are children,56
star pub,56
traditional english,56
great customer,56
5 offers,56
and does,56
serve chinese,56
fast-food restaurant,56
and drinks,56
that does,56
food price,56
average restaurant,56
£20 a,56
£20-25 there,56
it 5,56
rated highly,56
centre for,56
by it,56
at in,56
riverside location,56
with chinese,56
rated child,55
child-friendly coffee,55
welcomes families,55
near if,55
the outskirts,55
outskirts of,55
food customers,55
rated three,55
want to,55
rated kid,55
expensive pub,55
the on,55
pub the,55
family-friendly has,55
good reviews,55
range pub,55
expect to,55
its a,55
a poorly,55
a venue,55
the family-friendly,55
the by,55
establishment in,55
that delivers,55
near an,55
your children,55
the child,55
good food,55
a english,54
averagely priced,54
establishment located,54
between £20,54
£30 a,54
restaurant situated,54
sells fast,54
friendly low,54
offers low,54
centre serving,54
food family,54
to children,54
with 3,54
priced child,54
also a,54
venue called,54
riverside named,54
food less,53
20 and,53
from is,53
with french,53
located a,53
and no,53
5 provides,53
the rating,53
at located,53
ratings there,53
price restaurant,53
area you,53
well as,53
£20-25 near,53
food joint,53
cheese and,53
and kids,53
centre by,53
serves low,53
a more,53
food customer,53
expensive family,53
restaurant at,53
caters to,53
expensive chinese,53
rating serving,53
family it,53
not considered,53
food you,52
moderate is,52
ratings located,52
which sells,52
do not,52
cheap but,52
expensive is,52
a low-rated,52
family-friendly atmosphere,52
the called,52
british restaurant,52
rated a,52
is great,52
friendly an,52
less then,52
it 3,52
good place,52
star and,52
establishment that,52
high it,52
are rated,52
prices for,52
price with,52
is english,51
at coffee,51
restaurant they,51
over 30,51
venue near,51
a friendly,51
at near,51
kid-friendly is,51
ratings in,51
non kid,51
meals for,51
a highly-rated,51
enjoy a,51
ideal for,51
expensive fast,51
customers rated,51
not far,51
5 pub,51
for japanese,50
prices the,50
is at,50
dine in,50
high in,50
been given,50
prices near,50
for english,50
family-friendly serves,50
'll find,50
great food,50
near offering,50
5 restaurant,50
also kid,50
near not,50
providing take-away,50
's kid,50
the this,50
range called,50
is no,50
pub for,50
a little,50
is based,50
is has,50
reasonable price,50
is available,50
no family-friendly,50
to take,49
place it,49
for it,49
food costing,49
near prices,49
river in,49
high-priced restaurant,49
£20-25 located,49
family-friendly establishment,49
a fast-food,49
prices more,49
expensive english,49
priced but,49
wines and,49
a low-cost,49
rated but,49
kid-friendly pub,49
five is,49
a non-family,49
from £30,49
shop they,49
at which,49
rating an,49
food rated,49
a 5-star,48
the road,48
at this,48
's rated,48
children-friendly coffee,48
eatery located,48
euros and,48
food named,48
has great,48
japanese style,48
has 5,48
high cost,48
not children-friendly,48
with your,48
a three-star,48
for this,48
to pay,47
called serving,47
food prices,47
customer review,47
serves a,47
kid-friendly coffee,47
sushi it,47
for their,47
cost less,47
specializes in,47
family-friendly venue,47
style coffee,47
high-priced coffee,47
price located,47
situated on,47
friendly yes,47
average reviews,47
is quite,47
the at,47
and pub,47
friendly eatery,46
friendly cheap,46
center with,46
price near,46
£20-25 a,46
will be,46
average in,46
east of,46
high range,46
costing less,46
a five-star,46
cuisine with,46
riverside provides,46
is next,46
british cuisine,46
italian eatery,46
is this,46
near customer,46
very low,46
it 1,46
at £30,45
customers the,45
environment with,45
an averagely,45
located beside,45
average the,45
expensive japanese,45
has customer,45
low quality,45
near their,45
friendly sushi,45
star is,45
it as,45
rating at,45
of three,45
a 3-star,45
family to,45
though it,45
food not,45
shop rated,45
beside the,45
ratings for,45
is french,45
£20 for,44
area they,44
at pub,44
located just,44
£20-25 range,44
establishment near,44
city and,44
expensive french,44
to that,44
does have,44
our price,44
has 1,44
down the,44
5 called,44
family friend,44
5 that,44
restaurant provides,44
with indian,44
an establishment,44
service and,44
with great,44
it located,44
customers a,44
non child,44
at reasonable,44
with 1,44
called its,44
area this,44
the indian,44
at restaurant,44
and spirits,43
family-friendly english,43
rating you,43
rated place,43
priced located,43
the shop,43
priced sushi,43
all the,43
to located,43
from 20-25,43
children it,43
near rated,43
try is,43
not kids-friendly,43
venue located,43
priced place,43
non-children friendly,43
is adult,43
meals at,43
and we,43
ratings but,43
kids-friendly and,43
near customers,43
serves pasta,43
high the,43
english breakfast,43
priced less,42
5 costumer,42
cater for,42
a decent,42
center there,42
eat for,42
average there,42
and priced,42
pub type,42
they do,42
the moderately,42
pub restaurant,42
rated five,42
just north,42
pricing is,42
is non,42
offer a,42
riverside are,42
pricing and,41
average but,41
price for,41
food provides,41
centre pub,41
five customer,41
at cheap,41
family-friendly they,41
called offers,41
meal is,41
average family,41
but a,41
shop situated,41
with good,41
£30 has,41
of 20,41
high but,41
'__slot_con_det_name__ is,41
ratings a,41
eatery with,41
offers sushi,41
to spend,41
has good,41
under 20,41
you could,41
to on,41
bring the,41
received an,41
earned a,41
center area,41
area for,40
20-25 euros,40
meals in,40
very cheap,40
prices with,40
establishment serving,40
than l30,40
hotel is,40
a budget,40
£25 is,40
a range,40
low the,40
not friendly,40
5 an,40
children-friendly and,40
shop style,40
a £20-25,40
for chinese,40
would be,40
friendly if,40
and you,40
near along,40
hotel in,40
delivers take-away,40
cost is,40
river that,40
centre provides,40
try near,40
have high,40
priced high,40
and received,40
and restaurant,40
as it,40
moderately expensive,40
pub at,40
not allowed,40
head to,40
italian and,39
rating its,39
environment it,39
nearby is,39
venue that,39
food to,39
eat in,39
very family,39
down by,39
in near,39
£20 serves,39
friendly to,39
£20-25 in,39
prices they,39
shop provides,39
area riverside,39
named serves,39
with customers,39
a new,39
its near,39
japanese and,39
the location,39
family pub,39
food ranging,39
expensive indian,39
and serve,39
across from,39
food offers,38
offering food,38
road from,38
child-friendly pub,38
an upscale,38
called this,38
welcome children,38
£20-25 the,38
's an,38
food if,38
area serving,38
the you,38
friendly called,38
to get,38
cheap average,38
is that,38
average for,38
and cheeses,38
of cambridge,38
ratings from,38
children-friendly restaurant,38
it receives,38
30 is,38
no family,38
affordable price,38
was given,38
provides cheap,38
friendly highly,38
£20 you,38
at prices,38
children-friendly is,38
venue serving,38
's cheap,38
only is,38
than l20,38
having a,38
with no,38
of high,38
traditional british,37
riverside this,37
rated the,37
30 and,37
riverside at,37
in moderate,37
its not,37
but its,37
£20-25 with,37
serves breakfast,37
specializing in,37
is customer,37
for some,37
riverside but,37
£20 per,37
£30 for,37
you should,37
in customer,37
centre next,37
are n't,37
are child,37
less that,37
ranges from,37
and sells,37
river the,37
can go,37
low-priced coffee,37
are family-friendly,36
for those,36
given it,36
called coffee,36
1 of,36
restaurant close,36
high by,36
center that,36
20 is,36
rating on,36
and gets,36
for indian,36
family atmosphere,36
restaurant of,36
sushi is,36
offers meals,36
a popular,36
inexpensive coffee,36
priced average,36
serving coffee,36
with meals,36
from £20,36
and close,36
and riverside,36
rated with,36
or more,36
also children,36
non-kid friendly,36
food from,36
coffee ship,36
shop close,36
a fairly,36
to bring,36
the town,36
at affordable,35
£20-£25 is,35
serves average,35
offers high,35
was rated,35
n't child,35
eatery is,35
£20-25 serves,35
find an,35
sushi at,35
shop a,35
out the,35
by and,35
20-25 and,35
shop also,35
a perfect,35
serving high,35
customers there,35
only coffee,35
area try,35
friendly location,35
friendly average,35
can expect,35
a high-end,35
welcomes children,35
than 30.,35
's price,35
situated close,35
just outside,35
prices there,35
has 3,35
price the,35
quite expensive,35
more then,35
but with,35
price pub,35
offers family,35
french style,35
as is,35
but does,35
a pricey,35
rated at,35
only 1,35
offers moderate,35
and good,35
shop can,34
is between,34
starting at,34
try located,34
with its,34
good quality,34
well priced,34
named there,34
right by,34
prices a,34
centre this,34
low there,34
friendly its,34
cuisine for,34
more expensive,34
very expensive,34
italian in,34
area close,34
american food,34
the establishment,34
in restaurant,34
is above,34
is ideal,34
a 1-star,34
had a,34
a british,34
adult coffee,34
menu items,34
with food,34
area at,34
food we,34
it gets,34
range customers,34
food an,34
serves inexpensive,34
per person,34
low by,34
not very,34
river next,33
between 20,33
that welcomes,33
kids allowed,33
area which,33
chinese place,33
and only,33
riverside next,33
this venue,33
a expensive,33
is considered,33
lower than,33
high there,33
reviews it,33
a lovely,33
riverside italian,33
serves wine,33
is friendly,33
prices between,33
cost family,33
very close,33
5 customers,33
non children,33
low-priced pub,33
to you,33
near try,33
lowly rated,33
rated children,33
food close,33
to serves,33
called for,33
moderately rated,33
is along,33
low it,32
average indian,32
rating not,32
cambridge is,32
prices that,32
nearby the,32
priced between,32
food served,32
to its,32
from its,32
centre not,32
the venue,32
italian style,32
cuisine located,32
italian is,32
yes is,32
type restaurant,32
highly by,32
serving moderately,32
and there,32
establishment it,32
service is,32
expensive price,32
our food,32
sells cheap,32
a lower,32
only restaurant,32
friendly setting,32
is over,32
where the,32
place has,32
the ratings,32
poor reviews,32
expensive it,32
priced menu,32
and food,32
shop where,32
is there,32
price a,32
centre restaurant,32
shop selling,32
the they,32
pub situated,32
view of,32
low but,32
area coffee,31
is only,31
ranging more,31
that received,31
range customer,31
great reviews,31
environment the,31
its name,31
non-child friendly,31
environment in,31
is high-priced,31
the middle,31
the menu,31
to coffee,31
fine dining,31
adult friendly,31
atmosphere with,31
has excellent,31
friendly rated,31
from £20-£25,31
due to,31
family-friendly cheap,31
is conveniently,31
priced adult,31
£20 they,31
than 20.,31
french eatery,31
rating which,31
we 're,31
friendly at,31
and italian,31
range serving,31
food outlet,31
cost restaurant,31
below £20,31
priced low,31
average cost,31
fairly priced,31
from 20,31
£25 price,31
take your,31
and french,31
location near,31
city with,31
visit a,31
inexpensive family,31
average italian,31
to we,31
the range,30
while it,30
place serving,30
at average,30
a river,30
is both,30
located within,30
middle of,30
riverside japanese,30
will cost,30
of low,30
no families,30
below average,30
but only,30
not too,30
cheap with,30
for moderate,30
centre on,30
child-friendly environment,30
's child,30
range this,30
the heart,30
heart of,30
and japanese,30
friendly service,30
average japanese,30
riverside if,30
eatery near,30
centre customers,30
to for,30
close by,30
restaurant but,30
is medium,30
atmosphere located,30
named and,30
friendly by,30
kids-friendly pub,30
and £25,30
sushi in,30
serves highly,30
however the,30
try a,30
establishment called,30
foods is,30
mid-price range,30
friendly dining,30
sure to,30
welcome at,30
customers located,30
n't family,30
has poor,30
that £20,30
received average,30
to this,30
but are,30
center the,30
a non-children,30
friendly food,30
even though,30
rated in,30
friendly on,30
range at,29
that it,29
average a,29
great coffee,29
restaurant next,29
and welcomes,29
offering cheap,29
restaurant try,29
fast foods,29
at £20-25,29
average located,29
friendly that,29
chinese in,29
try in,29
5. this,29
the for,29
near price,29
customers in,29
centre named,29
rated cheap,29
