token,frequency
years,3
may,3
kid,3
clear,3
impression,3
took,3
playable,3
board,3
room,3
fell,3
latest,3
turned,3
moving,3
stuck,3
memory,3
soothing,3
brothers,3
dramatic,3
thus,3
elevated,3
less,3
small,3
alley,3
kept,3
unless,3
done,3
days,3
improve,3
middle,3
road,3
two,3
our,3
addition,3
terms,3
laptop,3
hear,3
click,3
forward,3
impress,3
shot,3
explore,3
feature,3
label,3
look,3
series,3
broken,3
launching,3
diluted,3
longest,3
where,3
strategies,3
easily,3
disappointment,3
goofy,3
sound,3
bonus,3
buy,3
engaging,3
today,3
due,3
topic,3
m-rated,3
match,3
heaven,3
gon,3
na,3
survival,3
anymore,3
masterpiece,3
compared,3
thanks,3
modes,3
february,3
22,3
2019,3
involve,3
focused,3
gory,3
in-depth,3
nonplussed,3
elaborate,3
nostalgic,3
exhilarating,3
causes,3
relaxing,3
colorful,3
funky,3
expensive,3
uninteresting,3
ugliest,3
balance,3
funny,3
epic,3
surprising,3
over-complicated,3
visually,3
impressive,3
silliest,3
easiest,3
controversial,3
lengthy,3
funniest,3
buggy,3
brand,3
ridiculous,3
source,2
jump,2
freedom,2
brought,2
ratings,2
bothered,2
annoys,2
luckily,2
books,2
opposite,2
somehow,2
stunk,2
company,2
2011.,2
buying,2
dropped,2
here,2
stick,2
differently,2
memorable,2
dealbreaker,2
rushed,2
generic,2
uh,2
combines,2
whenever,2
plenty,2
disappoint,2
fit,2
innovative,2
stands,2
acquire,2
referred,2
unwind,2
hoping,2
soft,2
spot,2
blends,2
hand,2
sense,2
realize,2
fondness,2
deal,2
versions,2
refer,2
appeals,2
clarify,2
combining,2
gem,2
run-of-the-mill,2
life,2
flat,2
indicated,2
known,2
excitement,2
recipe,2
issues,2
teenagers,2
myself,2
types,2
helped,2
wished,2
combination,2
majority,2
across,2
throw,2
possible,2
shine,2
entertained,2
bet,2
appealing,2
call,2
holds,2
tiny,2
computer,2
grabbing,2
standard,2
delightful,2
product,2
awful,2
book,2
conversation,2
ported,2
expanding,2
allows,2
catalog,2
main,2
close,2
unenjoyable,2
tends,2
trick,2
'll,2
decently,2
1998.,2
trend,2
whatever,2
huh,2
port,2
adult,2
partial,2
single,2
overly,2
become,2
gets,2
normal,2
bugs,2
releasing,2
flaws,2
slated,2
teen-rated,2
prevented,2
set,2
future,2
predictably,2
works,2
else,2
storyline,2
mistake,2
omission,2
home,2
gorgeous,2
bought,2
2005.,2
regret,2
yourself,2
frankly,2
along,2
younger,2
bring,2
hopes,2
likely,2
library,2
seminal,2
amazingly,2
unhappy,2
hating,2
exclusive,2
enhanced,2
flawless,2
rarely,2
entertain,2
approach,2
honest,2
lacks,2
extraordinary,2
perspectives,2
offering,2
describe,2
fancy,2
properly,2
tons,2
distasteful,2
maybe,2
appreciated,2
eventually,2
hearing,2
hype,2
thankfully,2
night,2
reputation,2
impact,2
absolute,2
apparently,2
ordinary,2
songs,2
afraid,2
wonderful,2
helps,2
nicely,2
deciding,2
drive,2
superior,2
form,2
purchasing,2
weak,2
reasons,2
misstep,2
neutral,2
applies,2
design,2
no-talent,2
hacks,2
maker,2
messed,2
family-friendly,2
hours,2
turns,2
spoils,2
please,2
enhances,2
low,2
horrible,2
loves,2
ages,2
popped,2
par,2
teens,2
2015.,2
fast-paced,2
all-in-all,2
success,2
la,2
crème,2
besides,2
bored,2
insult,2
quickly,1
mildly,1
numbers,1
clunky,1
legit,1
exemplar,1
working,1
within,1
outstanding,1
sharing,1
extends,1
sing,1
praises,1
gushed,1
infatuation,1
picking,1
msot,1
track,1
improves,1
upon,1
overview,1
endings,1
store,1
via,1
fomr,1
weird,1
plays,1
1989,1
incompetent,1
abomination,1
opposed,1
retailers,1
unbelievably,1
suppose,1
evolution,1
studios,1
highly,1
middling,1
ball,1
meet,1
fondly,1
yesterday,1
agreed,1
slightly,1
wonders,1
ii,1
early,1
2002.,1
over-violent,1
reminded,1
immerses,1
solve,1
immaculate,1
king,1
solving,1
unrivaled,1
negatively,1
scene,1
enamored,1
late,1
head,1
shoulder,1
above,1
blew,1
shocked,1
developement,1
date,1
mainly,1
read,1
shaky,1
contribution,1
seamlessly,1
mechanics,1
reflexes,1
brain,1
demanding,1
notch,1
sounds,1
hands,1
keen,1
us,1
tad,1
initially,1
studio,1
performance,1
changed,1
adventure-shooters,1
lookout,1
taste,1
bland,1
stone,1
absence,1
progressed,1
frustrated,1
cut,1
below,1
camera,1
naturally,1
ignore,1
phenomenal,1
originals,1
tip,1
positively,1
attracts,1
couple,1
months,1
hidden,1
marvelous,1
grab,1
touch,1
blending,1
maniuplation,1
creativity,1
crosses,1
sum,1
invest,1
open,1
maen,1
secret,1
exclusively,1
black,1
sheep,1
extend,1
bungled,1
concept,1
mind-boggling,1
experiences,1
designed,1
realtime,1
satisfy,1
outright,1
described,1
drags,1
side-scrolling,1
challenge,1
unusually,1
gripe,1
sit,1
desktop,1
credits,1
birthday,1
produces,1
guessing,1
novel,1
repetitive,1
occasionally,1
tonight,1
dime,1
dozen,1
habit,1
pulled,1
burnt,1
puzzler,1
masterstroke,1
access,1
control,1
living,1
under,1
rock,1
next,1
becuase,1
beating,1
labelled,1
missing,1
depth,1
tacked,1
extra,1
hoops,1
troubles,1
gravitate,1
dang,1
depressed,1
personally,1
line,1
anomaly,1
regularley,1
break,1
pool,1
usual,1
competitive,1
picky,1
inclined,1
limited,1
decide,1
unsatisfied,1
irresistable,1
borrow,1
brother,1
playstations,1
exclusives,1
guys,1
helpful,1
environment,1
tier,1
grain,1
salt,1
hurt,1
choose,1
1990.,1
uninspired,1
desensitized,1
rote,1
download,1
launcher,1
require,1
matters,1
happens,1
traditionally,1
later,1
puts,1
shoehorned,1
excelling,1
briefly,1
o.k,1
his,1
endeavors,1
collection,1
planning,1
defeat,1
enemies,1
refreshing,1
suffered,1
drop,1
premise,1
justice,1
left,1
parts,1
discovered,1
brilliant,1
exactly,1
originally,1
exiting,1
eat,1
sleep,1
2003.,1
delayed,1
technology,1
accessible,1
siblings,1
bringing,1
doubtful,1
mosly,1
pleased,1
ruffles,1
feathers,1
major,1
past,1
regardless,1
popularized,1
tycoon,1
defined,1
caused,1
incompetence,1
standing,1
fails,1
tastes,1
draw,1
attention,1
facts,1
watch,1
youngest,1
nephews,1
unable,1
whirl,1
happen,1
'09,1
frank,1
fail,1
therefore,1
2017.,1
pf,1
extremely,1
unenthusiastic,1
sorry,1
doubt,1
detracts,1
action-shooter,1
action-packed,1
follows,1
strange,1
gaas,1
tag,1
fad,1
wasted,1
extended,1
period,1
whipped,1
eyeing,1
world,1
terribly,1
thoughtful,1
alot,1
preferably,1
improvement,1
dud,1
needs,1
carry,1
serviceable,1
valve,1
praise,1
outdid,1
themselves,1
looks,1
loathe,1
nope,1
juggernaut,1
favor,1
explicitly,1
all-time,1
yeah,1
land,1
ranking,1
handled,1
ease,1
deep,1
disdain,1
excelled,1
kevin,1
spacey,1
he,1
guitar,1
hero,1
massive,1
ahead,1
noticed,1
1993.,1
audiences,1
contribute,1
strongest,1
flourishing,1
show,1
forced,1
increased,1
maturity,1
level,1
neutered,1
vastly,1
total,1
deem,1
detail,1
bother,1
evoke,1
loving,1
ruled,1
according,1
checking,1
crushed,1
listening,1
joy,1
robbed,1
music-game,1
lives,1
dies,1
song,1
variety,1
included,1
watered,1
knock,1
socks,1
props,1
porting,1
mixture,1
glad,1
producing,1
bug-ridden,1
messes,1
ooooh,1
scratched,1
itch,1
non-availability,1
community,1
list,1
functions,1
altogether,1
increases,1
likeability,1
confirm,1
dude,1
literally,1
lend,1
copy,1
64,1
adventure-shooter,1
convinced,1
division,1
monkey,1
pretending,1
code,1
pique,1
interest,1
completely,1
nowadays,1
child,1
sour,1
headache,1
successor,1
twisted,1
metal,1
wanting,1
blood,1
masterful,1
surprise,1
superb,1
banner,1
exploring,1
setting,1
concerned,1
loaded,1
nostalgia,1
circa,1
kudos,1
yours,1
blown,1
bums,1
users,1
rememver,1
field,1
jackpot,1
hardware,1
inadequate,1
shared,1
aware,1
console,1
appeal,1
remembered,1
torture,1
grabbed,1
sicne,1
touched,1
detest,1
suggestions,1
action-strategy,1
m-,1
videogames,1
quick,1
crop,1
fight,1
each,1
publish,1
giant,1
presume,1
featured,1
knowing,1
forgettable,1
middle-of-the-road,1
popular,1
destroying,1
memories,1
screwed,1
looked,1
messy,1
son,1
wild,1
adding,1
otherwise,1
incomplete,1
puzzle-solving,1
eveyone,1
worthwhile,1
supports,1
hell,1
modern,1
aaa,1
aged,1
exist,1
provides,1
spend,1
unnecessary,1
produce,1
observed,1
plan,1
happened,1
renaissance,1
sport/racing,1
noted,1
purchased,1
seriously,1
blue,1
join,1
constantly,1
supporting,1
updates,1
events,1
earned,1
rpg/rts,1
subpar,1
near,1
impossible,1
ground,1
breaking,1
satisfying,1
awkward,1
answering,1
almost,1
won,1
explaining,1
watching,1
paint,1
dry,1
trusted,1
rad,1
unenthused,1
dream,1
abundance,1
wherein,1
requires,1
clever,1
tactics,1
ignored,1
immersion,1
unlike,1
share,1
frequent,1
functioned,1
contributed,1
agree,1
strategic,1
attitude,1
toward,1
successful,1
newer,1
saw,1
rely,1
recommendation,1
teaming,1
group,1
shell,1
seldom,1
positive,1
bore,1
local,1
salvage,1
joining,1
manage,1
bump,1
decent-ish,1
incomparable,1
adults,1
t-rated,1
edge,1
needed,1
pushed,1
dealing,1
interestingly,1
features,1
crossed,1
repertoire,1
expressing,1
third-person,1
novelty,1
whatsoever,1
puzzle-platformer,1
cute,1
movie,1
children,1
extreme,1
unacceptable,1
rocking,1
storylines,1
mom,1
executed,1
exemplary,1
impactful,1
struck,1
jive,1
handles,1
stamped,1
unimpressive,1
1986.,1
respects,1
rivaled,1
pushes,1
desired,1
biggest,1
bothers,1
element,1
till,1
hmm,1
unappealing,1
players,1
smoothly,1
legally,1
device,1
skyrim,1
per,1
word,1
todd,1
current,1
entire,1
excuse,1
c,1
fate,1
minus,1
speaks,1
itself,1
plot,1
stage,1
masterclass,1
team,1
plopped,1
developing,1
taking,1
times,1
thrilled,1
legitimately,1
forget,1
tackle,1
dark,1
character,1
manages,1
handle,1
forgot,1
apply,1
turnoff,1
guy,1
using,1
listen,1
friend,1
greatest,1
full-fleged,1
entirely,1
dedication,1
sets,1
worthy,1
controls,1
earth,1
shattering,1
1999.,1
went,1
controller,1
projects,1
mistaken,1
keeps,1
disconnected,1
atypical,1
order,1
obnoxious,1
compare,1
immature,1
depite,1
pinball-puzzle,1
throwing,1
enhance,1
disaster,1
equally,1
surely,1
fast,1
paced,1
laugh,1
simulation/strategy,1
experienced,1
stomach,1
remembering,1
tended,1
abhored,1
m-rating,1
mad,1
speak,1
bloody,1
blizzard,1
north,1
darling,1
change,1
grittyness,1
humor,1
opportunity,1
ai,1
possibly,1
create,1
pure,1
physical,1
experimentation,1
decades,1
finally,1
culminated,1
golden,1
de,1
purchase,1
mixing,1
focusing,1
avoids,1
tough,1
game-play,1
immersed,1
tops,1
alternative,1
fault,1
lived,1
legacy,1
peers,1
half,1
hour,1
god,1
absurdly,1
violent,1
perfectly,1
unremarkable,1
deliver,1
clue,1
injury,1
actual,1
virtual,1
await,1
knack,1
