token,frequency
an adventure,75
person view,75
adventure games,75
know of,75
played it,74
a role-playing,74
's the,73
so i,73
be released,73
xbox pc,73
multiplayer game,73
in 2016,73
you are,72
get it,72
thought was,72
is that,72
like do,72
for example,72
out on,72
has received,71
fond of,70
of games,70
try it,70
or third,70
in 2011,70
of it,69
i was,69
and xbox,69
xbox games,69
you found,68
's not,68
an m,68
by that,68
sport simulation,68
that are,68
video game,68
games i,68
ratings is,68
release is,68
game and,67
released by,67
that the,67
said earlier,66
that i,66
a sport,66
speaking of,66
action-adventure platformer,66
though it,65
mature is,65
has an,65
the most,65
the one,65
and linux,65
mac but,65
excellent action-adventure,64
the multiplayer,64
good ratings,64
through steam,64
with no,64
like to,64
is no,64
remember you,63
think that,63
games by,62
games made,62
games are,62
trivia/board game,62
of a,61
from the,60
to the,60
is n't,60
view and,60
person adventure,60
in 2005,59
a real-time,59
your favorite,59
games is,59
will be,59
any games,59
should try,59
an action,59
's rated,58
sports games,58
good action-adventure,58
music game,58
i thought,57
i 've,57
i like,57
like it,57
i enjoyed,57
mode is,57
game on,57
pc the,57
the same,57
pc only,56
games for,56
the games,56
my favorite,56
like for,56
was just,56
you tried,56
a lot,55
you generally,55
in 1999,55
with an,55
you felt,55
10 and,55
there 's,55
shooter it,55
tend to,55
for nintendo,54
view it,54
you want,54
and the,54
was rated,54
perspective games,54
're looking,54
everyone 10,54
other games,54
e rated,54
which is,54
runs on,53
but i,53
'm curious,53
action-adventure shooters,53
mac it,53
in 2010,53
adventure role-playing,53
found to,52
for mac,52
seem to,52
and released,52
and older,52
game in,52
n't like,52
ratings it,52
the nintendo,52
pc you,51
you love,51
point-and-click adventure,51
poor ratings,51
you did,50
why is,50
indie point-and-click,50
you thought,50
but is,50
switch and,50
is there,49
as a,49
in third,49
a simulation,49
was an,49
by for,49
games have,49
is also,49
back in,48
person driving/racing,48
and you,48
you a,48
in first,48
about other,47
you do,47
everyone is,47
single-player only,47
the action-adventure,47
is this,47
a t,47
single-player games,46
it runs,46
a driving/racing,46
there any,46
like is,46
a really,46
games rated,46
10+ for,46
play on,46
a decent,45
received average,45
sport game,45
the that,45
was pretty,45
in a,45
so much,45
expected to,45
an okay,45
release but,45
game available,45
game do,45
played a,45
in 2004,44
rating and,44
ca n't,44
did you,44
one that,44
rated game,44
also available,44
puzzle games,43
the you,43
shooter games,43
and i,43
you seem,43
games in,43
view games,43
strategy games,43
year for,43
an e,43
that have,43
check out,43
view is,43
lot of,42
i wonder,42
you really,42
a fun,42
like games,42
action and,42
person perspectives,42
in 2009,42
average reviews,42
mac support,42
not a,42
you enjoyed,42
playstation is,42
teen is,42
rating it,41
told me,41
a tactical,41
player perspective,41
with average,41
then you,41
person or,41
and strategy,41
in bird,41
game played,41
but does,41
supported on,41
pc through,41
of multiplayer,41
you were,40
action strategy,40
single-player game,40
game the,40
and a,40
you also,40
but the,40
the best,40
for all,39
well as,39
point-and-click puzzle,39
in 2001,39
with the,39
you familiar,39
familiar with,39
in your,39
for xbox,39
combat game,39
or pc,39
the case,39
feel the,39
adventure shooter,39
adventure platformer,39
platformer with,39
mature rating,38
so you,38
you told,38
're talking,38
referring to,38
i can,38
simulation games,38
a solid,38
is expected,38
liked do,38
multiplayer support,38
i really,38
the indie,38
and nintendo,38
is on,38
that can,38
and does,37
i do,37
role-playing games,37
you just,37
they 're,37
multiplayer option,37
by you,37
games what,37
driving simulation,37
t rated,37
in my,37
game but,37
try the,37
in 2013,37
of any,37
interested in,37
excellent third,37
earlier you,36
offers a,36
playing games,36
action-adventure games,36
average rating,36
of my,36
2018 is,36
games then,36
're into,36
has been,36
on september,36
be average,35
on nintendo,35
've played,35
enjoy playing,35
it that,35
action shooter,35
felt was,35
be a,35
indie game,35
for an,35
but has,35
in 1998,35
games so,35
is one,35
not supported,35
indie trivia/board,35
had a,35
the developer,35
a great,34
game made,34
played multiplayer,34
m rating,34
say that,34
and steam,34
you dislike,34
'm wondering,34
any of,34
both first,34
you might,34
's on,34
hack-and-slash adventure,34
steam the,34
video games,34
of third,34
in 2012,34
not released,33
adventure mmorpg,33
play with,33
strategy simulation,33
like that,33
ever play,33
driving and,33
linux it,33
you typically,33
pc with,33
linux but,33
with it,33
action game,33
xbox or,33
play games,33
steam you,33
platformer game,33
like i,33
the m,33
not linux,33
and can,32
rating is,32
that it,32
of your,32
can you,32
from is,32
like the,32
when you,32
game called,32
was not,32
you prefer,32
it will,32
a turn-based,32
role-playing turn-based,32
game can,32
was wondering,32
adventure puzzle,32
first or,32
person sports,32
you saying,31
feel that,31
a bit,31
me that,31
excellent game,31
was made,31
was have,31
excellent ratings,31
driving/racing games,31
average game,31
way about,31
's no,31
role-playing text,31
your opinion,30
mature it,30
person role-playing,30
ratings and,30
pretty fun,30
your friends,30
at all,30
the side,30
the single-player,30
puzzle shooter,30
i just,30
was n't,30
like have,30
action-adventure rpg,30
in 1994,30
view platformer,30
in multiplayer,30
reviews is,30
action-adventure third,30
it before,30
t rating,30
is your,29
steam linux,29
ever heard,29
big fan,29
wonder if,29
in 2014.,29
play in,29
from 1999,29
with puzzles,29
game does,29
from 2014,29
it i,29
games such,29
like are,29
get on,29
have been,29
can not,29
it a,29
role-playing elements,29
have any,29
person it,29
be available,29
by do,29
racing games,29
and fighting,29
a sports,29
tactical strategy,29
like playing,29
game rated,29
for you,28
for games,28
driving/racing simulation,28
also has,28
with your,28
are there,28
esrb rating,28
shooter is,28
in 2002,28
and adventure,28
steam or,28
in 2007,28
with role-playing,28
called it,28
from 2016,28
action-adventure fighting,28
find so,28
puzzle platformer,28
person action,28
the sport,27
it received,27
teen and,27
single-player action-adventure,27
about games,27
saying that,27
you disliked,27
want to,27
with good,27
rating of,27
about 's,27
as do,27
is only,27
everyone and,27
n't available,27
in 2011.,27
action-adventure and,27
and role-playing,27
received excellent,27
and shooter,27
action racing,27
not for,27
multiplayer i,26
mode it,26
it you,26
you in,26
released back,26
it did,26
a big,26
've been,26
from 2017,26
by i,26
racing simulation,26
okay game,26
by are,26
adventure hack-and-slash,26
2014. it,26
a playstation,26
to enjoy,26
from 2011,26
the player,26
steam for,26
steam there,26
person point-and-click,26
only is,26
2018 for,26
you to,26
indie driving,26
the other,26
tactical action,26
teen it,26
this the,26
14 2018,26
if i,25
sports simulation,25
games and,25
you ca,25
favorite games,25
game to,25
combat games,25
suitable for,25
find it,25
but no,25
like multiplayer,25
to make,25
person indie,25
strategy and,25
platformer that,25
you tend,25
adventure rpg,25
'm not,25
good third,25
is out,25
excellent reviews,25
shooter developed,25
in 2018,25
teen rating,25
in 2000,25
you usually,25
and received,25
're a,24
there a,24
you would,24
kind of,24
release it,24
you referring,24
just not,24
multiplayer if,24
only available,24
been released,24
no mac,24
currently available,24
perspective game,24
2011. it,24
like third,24
and multiplayer,24
out for,24
n't really,24
from 2015,24
which was,24
all the,24
i did,24
play from,24
but there,24
on my,24
pc linux,24
case for,24
average is,24
pc in,24
a poorly,24
release for,24
play this,24
was the,23
you normally,23
previously you,23
n't a,23
from you,23
by was,23
is considered,23
driving/racing simulator,23
which you,23
the esrb,23
okay but,23
fun game,23
made it,23
person vehicular,23
steam i,23
a try,23
a pc,23
only it,23
for me,23
pinball puzzle,23
game received,23
i normally,23
mac the,23
and rated,23
want a,23
heard about,23
person sport,23
has good,23
has average,23
only and,23
not be,23
2016. it,23
i 'd,23
person is,23
driving simulator,23
is just,23
in 2015.,23
average are,22
you not,22
i recall,22
average action,22
just okay,22
you loved,22
are n't,22
because it,22
of 's,22
's games,22
i enjoy,22
but you,22
n't you,22
games do,22
platformer it,22
about third,22
and shooting,22
steam though,22
from i,22
pc that,22
simulation and,22
such a,22
puzzle solving,22
in 1999.,22
mentioned the,22
same way,22
playstation only,22
shooter released,22
but unfortunately,22
fighting game,22
a strategy,22
a text,22
action-adventure first,22
playstation i,22
out it,21
what would,21
pc i,21
mentioned earlier,21
since it,21
enjoy games,21
with my,21
an amazing,21
rated action-adventure,21
strategy with,21
's your,21
that does,21
2014 and,21
simulator with,21
release on,21
perspective i,21
does have,21
to you,21
by have,21
is pretty,21
a nice,21
received poor,21
2014 for,21
pc there,21
playstation it,21
we 're,21
point-and-click game,21
i liked,21
role-playing and,21
puzzle and,21
features a,21
mature and,21
2018. it,21
in 2010.,21
hack-and-slash role-playing,21
same about,21
in 2016.,21
good adventure,21
in 1993,21
shooter rpg,21
it also,21
hack-and-slash mmorpg,21
excellent indie,21
that offers,20
games to,20
too is,20
game which,20
multiplayer was,20
from players,20
simulator that,20
developer and,20
them so,20
as i,20
come out,20
like first,20
think you,20
adventure and,20
it for,20
is for,20
my opinion,20
pc this,20
play multiplayer,20
multiplayer sport,20
it since,20
poorly rated,20
of is,20
nintendo pc,20
exclusively for,20
support is,20
i had,20
how to,20
perspective you,20
i have,20
games but,20
xbox is,20
shooter from,20
with both,20
with puzzle,20
person driving,20
unfortunately it,20
indie tactical,20
good reviews,20
of that,19
with third,19
multiplayer in,19
set in,19
strategy sim,19
really like,19
perspective that,19
so what,19
view game,19
a 2014,19
person tactical,19
via steam,19
wondering do,19
like action-adventure,19
example do,19
mentioned you,19
might like,19
but was,19
game offers,19
it and,19
playable on,19
poor reviews,19
nintendo consoles,19
release of,19
enjoyed playing,19
perspective the,19
of action,19
2016 and,19
think of,19
a poorly-rated,19
puzzles and,19
2015 is,19
quite a,19
i love,19
wondering if,19
is supported,19
of m,19
just a,19
like so,19
2017 is,19
enjoyed was,19
however it,19
multiplayer you,19
nintendo games,19
in 2013.,19
's is,18
are looking,18
that were,18
from 2001,18
example of,18
of action-adventure,18
2014 is,18
strategy simulator,18
a driving,18
merely average,18
strategy simulators,18
games why,18
in 2017.,18
it if,18
say is,18
was it,18
you had,18
fun playing,18
you into,18
linux support,18
a music,18
think the,18
like you,18
perspective in,18
indie hack-and-slash,18
the adventure,18
about it,18
action platformer,18
and puzzle,18
to have,18
on a,18
good multiplayer,18
created by,18
other third,18
got a,18
playstation in,18
playstation the,18
multiplayer sports,18
indie first,18
and offers,18
offers multiplayer,18
december 1,18
average sport,18
much what,18
a hack-and-slash,18
the mac,18
i would,18
that released,18
both a,18
you 'd,18
any multiplayer,18
liked are,18
arcade puzzle,18
shooter for,18
june 29,18
by such,18
september 11,18
september 14,18
all games,17
were not,17
for steam,17
say you,17
thought that,17
an overall,17
linux you,17
out from,17
of all,17
wondering have,17
with first,17
play any,17
of pc,17
nintendo is,17
received good,17
also like,17
at least,17
game if,17
a developer,17
lack of,17
multiplayer capabilities,17
feel like,17
ratings if,17
combat sports,17
should check,17
multiplayer the,17
action-adventure tactical,17
a fair,17
the e,17
the 2014,17
curious do,17
with friends,17
2016 is,17
playstation game,17
from 2005,17
game are,17
from that,17
experience with,17
mac releases,17
about m,17
shooter elements,17
but nothing,17
it got,17
developed for,17
mac if,17
ratings from,17
racing simulator,17
not that,16
shooters that,16
only game,16
to find,16
enjoy the,16
received an,16
most of,16
by developer,16
in it,16
you often,16
to try,16
playing it,16
played lately,16
as is,16
switch between,16
just average,16
bad game,16
music games,16
xbox you,16
it being,16
steam was,16
the year,16
steam if,16
's this,16
games available,16
from 2010,16
poor action-adventure,16
that also,16
playstation you,16
in either,16
and even,16
in 2005.,16
e rating,16
fair amount,16
is released,16
an arcade,16
playstation exclusive,16
2010. it,16
mean that,16
i found,16
shooter and,16
does it,16
as have,16
29 2018,16
a racing,16
multiplayer but,16
in 1990,16
pc via,16
2013. it,16
excellent adventure,16
game try,16
nintendo it,16
11 2018,16
average role-playing,15
role-playing tactical,15
've ever,15
n't enjoy,15
like indie,15
mac you,15
a very,15
steam are,15
my friends,15
to like,15
in 2008,15
a 2017,15
play a,15
run on,15
driving/racing simulators,15
favorite game,15
n't get,15
1999 is,15
what makes,15
coming out,15
to come,15
tactical game,15
n't mind,15
really good,15
for instance,15
game a,15
game came,15
can find,15
average in,15
in quality,15
make a,15
good simulation,15
simulation-strategy game,15
good i,15
being on,15
is currently,15
poor rating,15
any experience,15
're on,15
the subject,15
subject of,15
steam have,15
is set,15
person music,15
from 2009,15
curious have,15
is in,15
february 22,15
in games,15
or was,15
steam like,15
enjoy them,15
on your,15
you 'll,15
played with,15
2011 is,15
excellent rating,15
steam what,15
game have,15
by this,15
from it,15
person shooters,15
2017. it,15
really enjoyed,15
features multiplayer,15
october 16,15
it even,15
general do,15
good first,15
pretty average,15
ever tried,15
puzzle strategy,15
for other,15
person pc,15
the t,15
steam do,15
good sport,15
from 2013,15
action role-playing,15
by released,15
perspectives it,15
game this,15
person mmorpg,15
it offers,15
reviews and,15
a vehicular,15
true for,14
recall that,14
average quality,14
normally like,14
when it,14
it have,14
2005 is,14
you get,14
are so,14
you hate,14
strategy role-playing,14
the driving/racing,14
games or,14
are not,14
feel about,14
mature audiences,14
shooting game,14
about do,14
from 1994,14
title is,14
is have,14
with poor,14
have to,14
able to,14
are rated,14
person racing,14
about is,14
was good,14
tell me,14
's got,14
person multiplayer,14
games try,14
game what,14
i heard,14
between first,14
i guess,14
perspective but,14
arcade racing,14
for teenagers,14
enjoy multiplayer,14
have the,14
a shooter,14
1999. it,14
generally like,14
any other,14
other action-adventure,14
it the,14
did not,14
developer is,14
enjoyed are,14
playing i,14
in 2003,14
are always,14
has excellent,14
by any,14
some of,14
find them,14
multiplayer action-adventure,14
lately that,14
has poor,14
rating for,14
game would,14
of adventure,14
know any,14
you remember,14
played i,14
made for,14
release you,14
well is,14
and simulation,14
only the,14
multiplayer that,14
role-playing adventure,14
offers both,14
or a,14
strategy that,14
can also,14
playstation pc,14
makes it,14
games lately,14
an average-rated,14
a moment,14
moment ago,14
're interested,14
originally released,14
case with,14
2011 and,14
playstation nintendo,14
pc though,13
loved do,13
was average,13
generally not,13
not fond,13
shooting and,13
pretty poor,13
an mmorpg,13
you commonly,13
think it,13
've heard,13
overall average,13
view real-time,13
when they,13
perspective was,13
how much,13
are available,13
mature rated,13
with other,13
and will,13
fun to,13
as are,13
sport simulator,13
by like,13
not impressed,13
lineup of,13
you always,13
one for,13
like a,13
a terrible,13
think about,13
is playable,13
1999 and,13
with driving,13
excellent first,13
action adventure,13
for multiplayer,13
while we,13
adventure point-and-click,13
mac was,13
can only,13
2010 is,13
as you,13
without a,13
play the,13
22 2019,13
perspective do,13
it just,13
feel similarly,13
similarly about,13
view or,13
sport games,13
like other,13
from 2016.,13
games was,13
pretty bad,13
more than,13
not support,13
older is,13
and features,13
multiplayer so,13
think was,13
oh do,13
2015 and,13
to average,13
also enjoy,13
the way,13
friends in,13
simulation sport,13
a bad,13
this one,13
the rest,13
developer it,13
adventure rpgs,13
multiplayer with,13
like about,13
shooters with,13
with bird,13
good rating,13
view player,13
what they,13
i could,13
average i,13
not like,13
good games,13
it with,13
one i,13
enjoy third,13
with its,13
any chance,13
'm looking,13
action games,13
even has,13
of first,13
support for,13
platforms including,13
and playstation,13
does that,13
mac version,13
on june,13
pc on,13
not offer,13
you given,13
would recommend,13
average third,13
to it,13
of course,13
on either,13
playstation or,13
could have,13
2015. it,13
2013 is,13
received overall,13
that will,13
view the,13
action-adventure platformers,13
and there,13
pc as,12
games played,12
you frequently,12
being released,12
that do,12
the sports,12
got an,12
2001 is,12
mmorpg game,12
2004. it,12
enjoy it,12
so-so about,12
view strategy,12
enjoy about,12
to me,12
safe to,12
linux i,12
of playstation,12
content rating,12
easy to,12
developed in,12
just like,12
november 13,12
elements it,12
to get,12
the steam,12
racing simulators,12
lately what,12
how do,12
's pc,12
's just,12
everyone rating,12
xbox in,12
1994 is,12
it to,12
everyone it,12
driving game,12
excellent single-player,12
know about,12
view simulation,12
by what,12
like what,12
reviews it,12
and bird,12
game without,12
game will,12
just an,12
multiplayer third,12
and turn-based,12
now i,12
platformer puzzle,12
either first,12
the 2015,12
2005. it,12
is okay,12
okay i,12
good year,12
though is,12
you fond,12
any game,12
you mention,12
fighting shooter,12
multiplayer action,12
game genre,12
shooter by,12
enjoyed do,12
on december,12
1 2018,12
oh you,12
fighting games,12
what other,12
games without,12
elements that,12
option is,12
on both,12
were released,12
mentioned liking,12
of i,12
as it,12
xbox only,12
xbox consoles,12
made in,12
offer multiplayer,12
without multiplayer,12
you mostly,12
is single-player,12
the role-playing,12
feature multiplayer,12
also on,12
multiplayer real-time,12
play is,12
hack-and-slash game,12
xbox it,12
from 2014.,12
a new,12
average do,12
multiplayer features,12
september 7,12
full of,12
august 14,12
that fond,11
played what,11
of do,11
games featuring,11
mac i,11
right do,11
by from,11
is developed,11
person player,11
this action-adventure,11
that games,11
of t,11
heard you,11
much you,11
you hated,11
really really,11
good single-player,11
platformer is,11
a 1999,11
of what,11
play i,11
an upcoming,11
only games,11
play what,11
mind me,11
me asking,11
steam such,11
2002. it,11
can switch,11
support and,11
the music,11
when i,11
my view,11
like 's,11
mature if,11
multiplayer are,11
multiplayer trivia/board,11
rpg shooters,11
rpgs that,11
release if,11
strategy platformer,11
did a,11
could be,11
overall good,11
received some,11
release do,11
to switch,11
racing sim,11
me i,11
a 2016,11
really loved,11
what game,11
only this,11
that one,11
a puzzle,11
for download,11
trivia/board games,11
it it,11
of other,11
developer but,11
xbox i,11
and available,11
release and,11
by on,11
of e,11
it features,11
allows you,11
supported by,11
a huge,11
i tend,11
teen you,11
teen rated,11
16 2018,11
platformer from,11
multiplayer functionality,11
puzzle elements,11
both mac,11
game features,11
uses a,11
played is,11
sports strategy,11
me you,11
multiplayer what,11
only average,11
unimpressed by,11
the action,11
remember right,11
tried the,11
2014 by,11
general are,11
no steam,11
mode was,11
has both,11
with shooter,11
and on,11
good real-time,11
an esrb,11
a truly,11
not really,11
developer that,11
the simulation,11
pc mac,11
genre is,11
so amazing,11
rating but,11
no release,11
was merely,11
from on,11
sim that,11
2016 by,11
average indie,11
mmorpg that,11
available through,11
average action-adventure,11
you recommend,11
releases from,11
try is,11
well it,10
perspective are,10
typically not,10
poor game,10
2001. it,10
in 2004.,10
of if,10
multiplayer feature,10
n't play,10
was one,10
much why,10
enjoyed is,10
recall you,10
other playstation,10
average driving/racing,10
on november,10
had fun,10
or is,10
like single-player,10
it from,10
rating if,10
give a,10
person views,10
perspectives is,10
view you,10
perspective if,10
an m-rated,10
know that,10
to say,10
launched in,10
10+ rated,10
about multiplayer,10
all that,10
nothing special,10
person hack-and-slash,10
have linux,10
you could,10
why i,10
a mature,10
would be,10
shooters like,10
want an,10
be fun,10
view action,10
role-playing action-adventure,10
on february,10
are interested,10
elements and,10
rpg it,10
has not,10
not been,10
about pc,10
your pc,10
multiplayer driving/racing,10
the developed,10
right now,10
in which,10
from steam,10
linux the,10
what was,10
2004 is,10
unfortunately there,10
the excellent,10
2014 game,10
2017 and,10
and driving,10
pc if,10
was there,10
platforming and,10
a fantastic,10
games out,10
out there,10
best games,10
the experience,10
was really,10
about first,10
about how,10
rpg with,10
a teen,10
and came,10
poor indie,10
like any,10
how come,10
rpg that,10
is my,10
huge fan,10
care for,10
on october,10
been a,10
this third,10
steam that,10
mac games,10
puzzle platformers,10
played that,10
why are,10
so have,10
your view,10
mac do,10
into third,10
2015 was,10
sports sim,10
including playstation,10
rated xbox,10
platformer released,10
not out,10
mac as,10
support multiplayer,10
from 2012,10
from like,10
a trivia/board,10
so that,10
impressed with,10
of good,10
a classic,10
general you,10
in 2012.,10
2017 for,10
it could,10
thought you,10
hack-and-slash rpgs,10
'd say,10
's for,10
good role-playing,10
rest of,10
teen the,10
's also,10
2011 that,10
this indie,10
offer a,10
even though,10
was also,10
single-player third,10
adventure platformers,10
good hack-and-slash,10
so do,10
my playstation,10
person platformer,10
as for,9
multiplayer try,9
try out,9
not quite,9
are just,9
eye perspective,9
remember that,9
n't even,9
a steam,9
steam release,9
very good,9
're referring,9
tactical action-adventure,9
that way,9
simulation sports,9
2005 and,9
rating i,9
's one,9
it in,9
2017 by,9
get to,9
release by,9
me why,9
why you,9
it safe,9
type of,9
really love,9
love m,9
of puzzles,9
role-playing real-time,9
an option,9
rating are,9
but do,9
you unimpressed,9
curious what,9
it easy,9
playing is,9
2014 that,9
2014 sport,9
13 2018,9
played recently,9
being available,9
driving/racing sport,9
excellent real-time,9
strategy released,9
in 2002.,9
2013 for,9
've mentioned,9
by called,9
it really,9
for gaming,9
support it,9
you previously,9
but that,9
gives players,9
perspective by,9
in 1994.,9
1994. it,9
to other,9
enjoyed the,9
through the,9
though not,9
platforms is,9
and speaking,9
linux releases,9
could play,9
and racing,9
experience playing,9
in 2009.,9
2009. it,9
only be,9
a rating,9
like but,9
say they,9
enjoy other,9
said was,9
most games,9
like would,9
a 2015,9
and vehicular,9
strategy rpg,9
one with,9
game there,9
plays out,9
multiplayer turn-based,9
like most,9
for video,9
from 2002,9
view first,9
of on,9
unimpressed with,9
xbox game,9
that involves,9
rpg shooter,9
reviews from,9
2017 that,9
there are,9
of single-player,9
and made,9
download on,9
it had,9
i usually,9
makes them,9
playstation are,9
example have,9
so great,9
come you,9
was fun,9
and also,9
games a,9
're doing,9
style of,9
all time,9
either the,9
10+ rating,9
way back,9
as the,9
really did,9
truly excellent,9
single-player experience,9
an xbox,9
out of,9
although it,9
releases is,9
average sports,9
2012 is,9
game like,9
so-so in,9
a rather,9
it speaking,9
mature by,9
it up,9
was decent,9
out is,9
is from,9
like action,9
generally enjoy,9
love the,9
not mac,9
fun but,9
of average,9
the real-time,9
good is,9
time playing,9
for it,9
in this,9
not currently,9
this year,9
not feature,9
usually like,9
've tried,9
the lack,9
from have,9
amazing game,9
up to,9
's lineup,9
disliked do,9
fun and,9
like too,9
the hack-and-slash,9
perspective makes,9
indifferent towards,9
example are,9
arcade game,9
excellent side,9
players the,9
not one,9
multiplayer which,9
a 2013,9
2016 for,9
of game,9
are on,9
driving/racing and,9
unfortunately has,9
2000. it,9
on all,9
in 2007.,9
with all,9
7 2018,9
players is,9
average multiplayer,9
as pc,9
think i,9
view adventure,9
older and,9
is why,9
ratings the,9
a 2005,9
and first,9
perspective like,9
playstation 's,8
games which,8
released with,8
steam as,8
love to,8
and tactical,8
loved are,8
remember correctly,8
fun i,8
i always,8
like sport,8
game also,8
been wondering,8
wondering why,8
selection of,8
really enjoy,8
enjoy m,8
lots of,8
view that,8
a favorite,8
like bird,8
to release,8
a video,8
enjoy single-player,8
good in,8
shooter rated,8
multiplayer have,8
steam a,8
a chance,8
considered an,8
with action,8
with some,8
adventure it,8
impressed by,8
so why,8
so average,8
music genre,8
game even,8
n't do,8
2009 was,8
that year,8
multiplayer like,8
example what,8
poor music,8
in 2008.,8
2008. it,8
by a,8
linux version,8
simulator it,8
's received,8
it released,8
n't find,8
indie driving/racing,8
for those,8
single-player first,8
rated action,8
multiplayer vehicular,8
that gives,8
might want,8
the poor,8
only released,8
of since,8
perspective released,8
2009 is,8
strategy elements,8
wanted to,8
opinion i,8
you will,8
1998 by,8
role-playing third,8
mode and,8
of you,8
view turn-based,8
game allows,8
pc or,8
this is,8
just mentioned,8
steam right,8
you tell,8
their games,8
it by,8
try from,8
in 2001.,8
if a,8
from what,8
elements of,8
's from,8
view but,8
an awesome,8
simulation turn-based,8
and so,8
driving games,8
the linux,8
playstation was,8
out the,8
game when,8
the strategy,8
's single-player,8
not the,8
2001 by,8
and developed,8
good do,8
2009 for,8
the newest,8
one you,8
mean from,8
are a,8
by mac,8
steam however,8
2000 and,8
hack-and-slash rpg,8
solid game,8
advantage of,8
mention do,8
n't hate,8
opinion on,8
for my,8
and action-adventure,8
to do,8
platformers that,8
fan in,8
general of,8
sports and,8
sport simulators,8
at best,8
i played,8
's always,8
knows how,8
was okay,8
your games,8
generally a,8
playing a,8
multiple platforms,8
arcade games,8
2010 for,8
it seems,8
choice for,8
i ca,8
role-playing first,8
simulator is,8
felt that,8
generally are,8
action first,8
as an,8
platformers with,8
too it,8
strategy you,8
a action-adventure,8
a little,8
that true,8
action-adventure rpgs,8
mac systems,8
2012. it,8
the with,8
mac though,8
too have,8
as far,8
linux mac,8
fun do,8
do not,8
sim with,8
mac too,8
good driving/racing,8
not enjoy,8
nintendo game,8
ago you,8
2015 by,8
2014 on,8
lately is,8
good time,8
mac users,8
the mmorpg,8
from 1998.,8
steam nor,8
is really,8
single-player adventure,8
recently what,8
adventure indie,8
released to,8
good action,8
2015 on,8
received a,8
as playstation,8
released a,8
platform is,8
for most,8
ratings you,8
elements you,8
okay is,8
a release,8
released it,8
