mr,ref,score,,
nan,Cocum is a Chinese coffee shop with a high customer rating. The price range is å£20-25 but is not child friendly.,3,,
nan,Cocum is a coffee shop that serves Chinese food. The price range is high but it is child friendly.,3,,
nan,"Cocum is a Chinese coffee shop with a price range of less than å£20. However, it is not family-friendly and has a low customer rating.",3,,
nan,Cocum is a coffee shop that serves Chinese food. The price range is less than å£20 but has a low customer rating.,3,,
nan,Cocum is a coffee shop that serves Chinese food. It is moderately priced but has a customer rating of 1 out of 5.,3,,
nan,Cocum is a Chinese coffee shop with a moderate price range. It has a customer rating of 3 out of 5 in the riverside area but is not child friendly.,3,,
nan,Cocum is a Chinese coffee shop with high customer ratings. The price range is å£20-25 but they are not child friendly.,3,,
nan,Cocum is a coffee shop serving cheap English food. It is not family-friendly but has a customer rating of 5 out of 5.,3,,
nan,"Cocum is a coffee shop that serves English food. It has an average customer rating, but is not family-friendly.",3,,
nan,Cocum is a coffee shop that serves English food. It is not kid friendly but has a high price range.,3,,
nan,Cocum is a coffee shop that serves English food. It is children friendly but has a high price range.,3,,
nan,Cocum is a coffee shop that serves English food for less than å£20. It is not family friendly but has a low customer rating.,3,,
nan,Cocum is a coffee shop serving English food with a moderate price range. It has a customer rating of 1 out of 5 but is not kid friendly. It is located in the riverside area.,3,,
nan,Cocum is an English coffee shop with high customer ratings. The price range is å£20-25 but they are not child friendly.,3,,
nan,"Cotto is a coffee shop near The Portland Arms in the city centre. It has an average customer rating, but is not family-friendly.",3,,
nan,"Cotto is a coffee shop that serves Chinese food. It is in the city centre near The Portland Arms, but has a high customer rating.",3,,
nan,"Cotto is a coffee shop that serves Chinese food. It is located in the city centre near The Portland Arms, but has a low customer rating.",3,,
nan,Cotto is a Chinese coffee shop with a price range of less than å£20. It is located near The Portland Arms in riverside but has a low customer rating.,3,,
nan,Cotto is a coffee shop serving Chinese food. It is located near The Portland Arms in the city centre. It is moderately priced but has a customer rating of 1 out of 5.,3,,
nan,Cotto is a coffee shop near The Portland Arms that serves Chinese food. It has a high customer rating but is child friendly.,3,,
nan,Cotto is a coffee shop that serves English food. It is located near The Portland Arms. The price range is high but it has an average customer rating.,3,,
nan,Fitzbillies is a cheap price coffee shop serving Chinese food in the city centre. It is not family-friendly but has a customer rating of 5 out of 5.,3,,
nan,Fitzbillies is a cheap coffee shop serving Chinese food located in riverside with a customer rating of 5 out of 5 but not family-friendly.,3,,
nan,Fitzbillies is a Chinese coffee shop in the riverside area. It has a customer rating of 5 out of 5 but is not family-friendly.,3,,
nan,"Fitzbillies is a coffee shop that serves Chinese food. It is located in the city centre. It has an average customer rating, but is not family-friendly.",3,,
nan,Fitzbillies is a Chinese coffee shop located in the city centre. It has a high price range but is not child friendly.,3,,
nan,"Fitzbillies is a Chinese coffee shop located in the city centre. It has a high customer rating, but is child friendly.",3,,
nan,Fitzbillies is a coffee shop that serves Chinese food for less than å£20. It is located in the city centre but has a low customer rating.,3,,
nan,Fitzbillies is a Chinese coffee shop with a price range of less than å£20. It is located in the city centre but has a low customer rating.,3,,
nan,"Fitzbillies is a Chinese coffee shop with a price range of less than å£20. It is located in riverside, but has a low customer rating.",3,,
nan,Fitzbillies is a coffee shop serving Chinese food in the city centre. It has a customer rating of 3 out of 5 but is not kid friendly.,3,,
nan,Fitzbillies is a Chinese coffee shop with a moderate price range. It has a customer rating of 3 out of 5 in the riverside area but is not kid friendly.,3,,
nan,"Fitzbillies is a Chinese coffee shop in the city centre. The price range is more than å£30, but it has a high customer rating. It is children friendly.",3,,
nan,"Fitzbillies is a Chinese coffee shop with a high customer rating. The price range is more than å£30, but is not children friendly.",3,,
nan,Fitzbillies is a Chinese coffee shop located in the city centre. It has a high price range but is not child friendly.,3,,
nan,Fitzbillies is an English coffee shop located in the city centre. It has a customer rating of 5 out of 5 but is cheap for family.,3,,
nan,Fitzbillies is a cheap coffee shop serving English food with a customer rating of 5 out of 5 but is not family friendly.,3,,
nan,Fitzbillies is a coffee shop near &slot_con_near&. It is not family-friendly but has an average customer rating. It is cheap in riverside.,3,,
nan,Fitzbillies is a high priced coffee shop in the riverside area. It serves English food and is not child friendly but has a low customer rating.,3,,
nan,"Fitzbillies is a coffee shop that serves English food. It is in the city centre, near &slot_con_near&, but has a high customer rating. It is not child friendly.",3,,
nan,Fitzbillies is a coffee shop that serves English food. It is not kid friendly but has a high price range. It is located in the riverside area.,3,,
nan,"Fitzbillies is a coffee shop that serves English food. It is child-friendly, but has a high customer rating. It is located in the riverside area.",3,,
nan,"Fitzbillies is an English coffee shop located in the city centre. It has a low customer rating, but the price range less than å£20.",3,,
nan,Fitzbillies is a family friendly coffee shop in the riverside area. It serves English food for less than å£20 but has a low customer rating.,3,,
nan,"Fitzbillies is an English coffee shop with a moderate price range. It has a customer rating of 1 out of 5. it is located in the city centre, but is not kid friendly.",3,,
nan,Fitzbillies is a coffee shop serving English food with a moderate price range. It has a customer rating of 1 out of 5 but is not kid friendly. It is located in the riverside area.,3,,
nan,Fitzbillies is an English coffee shop with a moderate price range. It has a customer rating of 3 out of 5 in the city centre but is not kid friendly.,3,,
nan,Fitzbillies is a moderately priced coffee shop in the riverside area. It serves English food and is not child friendly but has a 3 out of 5 rating.,3,,
nan,Fitzbillies is a coffee shop serving English food in the price range of more than å£30. It has a high customer rating but is not children friendly. It is located in the city centre.,3,,
nan,"Fitzbillies is a coffee shop that serves English food. The price range is more than å£30, but it is not children friendly and has a high customer rating. It is located in the riverside area.",3,,
nan,Fitzbillies is an English coffee shop located in the city centre. It has a high customer rating but is not kid friendly.,3,,
nan,"Taste of Cambridge is a coffee shop near Crowne Plaza Hotel in the city centre. It has an average customer rating, but is not family-friendly.",3,,
nan,Taste of Cambridge is a Chinese coffee shop near Crowne Plaza Hotel. It is not family-friendly but has an average customer rating.,3,,
nan,Taste of Cambridge is a Chinese coffee shop near Crowne Plaza Hotel. It is family friendly but has a low customer rating.,3,,
nan,Taste of Cambridge is a coffee shop near Crowne Plaza Hotel. It is not family friendly but has an average customer rating.,3,,
nan,The Cambridge Blue is a coffee shop near Burger King. It is kid friendly but has a customer rating of 1 out of 5.,3,,
nan,The Cambridge Blue is a coffee shop in the city centre near Burger King. It has a customer rating of 5 out of 5 but is not family-friendly.,3,,
nan,The Cambridge Blue is a coffee shop near Burger King. It is not family-friendly but has a 5 out of 5 customer rating.,3,,
nan,The Cambridge Blue is a coffee shop near Burger King. It is family friendly but has an average customer rating.,3,,
nan,The Cambridge Blue is a coffee shop that serves &slot_con_cuisine_food& food. It is located near Burger King in the city centre but it has a low customer rating.,3,,
nan,The Cambridge Blue is a coffee shop near Burger King. It is family friendly but has a low customer rating.,3,,
nan,The Cricketers is a Chinese coffee shop near The Portland Arms. It is kid friendly but has a low customer rating.,3,,
nan,The Cricketers is a Chinese coffee shop near The Portland Arms. It is not family-friendly but has a customer rating of 5 out of 5.,3,,
nan,The Cricketers is a coffee shop near The Portland Arms. It is family friendly but has an average customer rating.,3,,
nan,The Cricketers is a Chinese coffee shop near The Portland Arms. It is not family-friendly but has a low customer rating.,3,,
nan,The Cricketers is a Chinese coffee shop near The Portland Arms. It is family friendly but has a low customer rating.,3,,
nan,The Cricketers is a coffee shop near The Portland Arms that serves English food. It is kid friendly but has a customer rating of 1 out of 5.,3,,
nan,The Cricketers is an English coffee shop located near The Portland Arms. It is not family-friendly but has a customer rating of 5 out of 5.,3,,
nan,The Cricketers is a coffee shop near The Portland Arms. It is not family friendly but has an average customer rating.,3,,
nan,The Cricketers is a coffee shop near The Portland Arms that serves English food. It is not family-friendly but has a low customer rating.,3,,
nan,"The Cricketers is a coffee shop that serves English food. It is located near The Portland Arms, but has a low customer rating.",3,,
nan,"The Eagle serves &slot_vow_cuisine_food& food in the riverside area. It is child friendly, but it has a customer rating of 1 out of 5.",3,,
nan,The Eagle is a &slot_con_cuisine_food& restaurant near Caf? Brazil. It is child friendly but has a customer rating of 3 out of 5.,3,,
nan,The Eagle is a &slot_con_cuisine_food& restaurant located near Caf? Brazil. It is not family-friendly but has a 5 out of 5 customer rating.,3,,
nan,The Eagle is a riverside restaurant near Caf? Brazil. It is not family-friendly but has a 5 out of 5 customer rating.,3,,
nan,"The Eagle is a family friendly pub near Caf? Brazil, but it has a low customer rating.",3,,
nan,"The Eagle is a Chinese coffee shop located near Burger King in the city centre. It has a customer rating of 5 out of 5, but it is not family-friendly.",3,,
nan,The Eagle is a cheap coffee shop near Burger King that serving Chinese food with a customer rating of 5 out of 5 but not family-friendly.,3,,
nan,"The Eagle is a riverside coffee shop near Burger King. It has an average customer rating, but is not family-friendly.",3,,
nan,The Eagle is a coffee shop serving Chinese food. It is located in the city centre near Burger King. It has a customer rating of 1 out of 5 but it is not kid friendly.,3,,
nan,The Eagle is a high priced coffee shop near Burger King in the city centre. It is child friendly but has a customer rating of 1 out of 5.,3,,
nan,The Eagle is a Chinese coffee shop in the riverside area near Burger King. It is child friendly but has a low customer rating.,3,,
nan,"The Eagle is a Chinese coffee shop near Burger King in the city centre. It has a low customer rating, but is family-friendly.",3,,
nan,The Eagle is a Chinese coffee shop with a price range of less than å£20. It is located near Burger King in the riverside area but has a low customer rating.,3,,
nan,The Eagle is a coffee shop serving Chinese food. It is located in the city centre near Burger King. It is moderately priced but has a low customer rating.,3,,
nan,The Eagle is a Chinese coffee shop near Burger King in the city centre. It is moderately priced but has a low customer rating.,3,,
nan,The Eagle is a Chinese coffee shop with a moderate price range. It has a customer rating of 1 out of 5. it is located near Burger King in the riverside area.,0,,
nan,The Eagle is a Chinese coffee shop near Burger King. It is moderately priced but has a low customer rating. It is located in riverside.,3,,
nan,The Eagle is a Chinese coffee shop located near Burger King in the city centre. It has a moderate price range but a customer rating of 3 out of 5 and it is not kid friendly.,3,,
nan,The Eagle is a Chinese coffee shop in the riverside area near Burger King. It is not kid friendly but has a moderate price range of 3 out of 5.,3,,
nan,"The Eagle is a Chinese coffee shop located near Burger King in the city centre. It has a price range of more than å£30, but it has a high customer rating. It is not children friendly.",3,,
nan,"The Eagle is a Chinese coffee shop near Burger King. It has a price range of more than å£30, but it has a high customer rating and is not children friendly. It is located in riverside near Burger King.",3,,
nan,"There is an English coffee shop called The Eagle near Burger King in the city centre. It has an average customer rating, but is not family-friendly.",3,,
nan,"The Eagle is a riverside coffee shop near Burger King. It has an average customer rating, but is not family-friendly. It is located near Burger King.",3,,
nan,The Eagle is a high priced coffee shop in the riverside area near Burger King. It is child friendly but has a low customer rating.,3,,
nan,"The Eagle is a coffee shop that serves English food. It is located in the city centre near Burger King, but has a high customer rating.",3,,
nan,The Eagle is a coffee shop serving English food. It is located near Burger King. The price range is high but it has an average customer rating. It is not children friendly.,3,,
nan,The Eagle is an English coffee shop located in the city centre near Burger King. It has a low customer rating but is not family-friendly.,3,,
nan,"The Eagle is an English coffee shop in the city centre near Burger King. It has a low customer rating, but is not family-friendly.",3,,
nan,The Eagle is an English coffee shop. It is located in riverside near Burger King. It is not family-friendly but has a low customer rating.,3,,
nan,The Eagle is a family friendly coffee shop near Burger King in riverside. It offers English food for less than å£20 but has a low customer rating.,3,,
nan,The Eagle is a coffee shop serving English food. It is located in riverside near Burger King. It is moderately priced but has a customer rating of 1 out of 5.,3,,
nan,The Eagle is an English coffee shop with a moderate price range. It has a 3 out of 5 rating but is located near Burger King in the riverside area.,3,,
nan,The Eagle is a coffee shop serving English food. It is located near Burger King in the city centre. It has a high customer rating but is not child friendly.,3,,
nan,The Eagle is an English coffee shop located in riverside near Burger King. It has a high customer rating but is not child friendly.,3,,
nan,The Eagle is an English coffee shop located in the city centre near Burger King. It has a high customer rating but is not kid friendly.,3,,
nan,The Eagle is a coffee shop near Burger King that serves English food with a price range of å£20-25. It has a high customer rating but is not child friendly.,3,,
nan,"The Golden Palace is a coffee shop that serves Chinese food. It is located in the riverside, but has a low customer rating.",3,,
nan,The Golden Palace is a coffee shop in the riverside area. It serves Chinese food for less than å£20 but has a low customer rating.,3,,
nan,The Golden Palace is a coffee shop that serves Chinese food. It is moderately priced but has a 1 out of 5 customer rating.,3,,
nan,The Golden Palace is an English coffee shop located in city centre. It has a customer rating of 5 out of 5 but is not family-friendly.,3,,
nan,The Golden Palace is a coffee shop that serves English food. It is child-friendly but has a high customer rating. It is located in the riverside area.,3,,
nan,"The Golden Palace is an English coffee shop in the city centre. It has a low customer rating, but is not family-friendly.",3,,
nan,The Golden Palace is a coffee shop that serves English food for less than å£20. It is located in riverside but has a low customer rating.,3,,
nan,The Golden Palace is a coffee shop that serves English food. It is moderately priced but has a 1 out of 5 customer rating. It is located in the riverside area.,3,,
nan,"The Golden Palace is a coffee shop located in the city centre near &slot_con_near&. The price range is more than å£30, but it has a high customer rating.",3,,
nan,"The Golden Palace is a coffee shop located near &slot_con_near&. The price range is more than å£30, but it has a high customer rating.",3,,
nan,"The Golden Palace is a coffee shop that serves English food. It is located in the city centre, but has a high customer rating.",3,,
nan,The Punter is a restaurant located in the riverside area. It has a low customer rating of only 1 out of 5.,0,,
nan,The Punter is not family friendly but has a 5 out of 5 rating.,3,,
nan,The Punter is not family friendly but has an average customer rating.,3,,
nan,"The Punter is located in the city centre. It has low customer ratings, but is family-friendly.",3,,
nan,"The Punter is a family friendly restaurant that has a low customer rating, but is located in riverside.",3,,
nan,"The Punter is a cheap Chinese coffee shop near Caf? Sicilia. It has an average customer rating, but is not family-friendly.",3,,
nan,"The Punter is a Chinese coffee shop near Caf? Sicilia. It has a price range of less than å£20, but has a low customer rating. It is not family-friendly.",3,,
nan,The Punter is a Chinese coffee shop with a price range of less than å£20. It is located near Caf? Sicilia in riverside but has a low customer rating.,3,,
nan,The Punter is a Chinese coffee shop near Caf? Sicilia. It is moderately priced but has a customer rating of 1 out of 5. it is not kid friendly.,3,,
nan,The Punter is a Chinese coffee shop near Caf? Sicilia. It is moderately priced but has a low customer rating.,3,,
nan,The Punter is a Chinese coffee shop located near Caf? Sicilia. It is not kid friendly but has a customer rating of 3 out of 5.,3,,
nan,"The Punter is a Chinese coffee shop located near Caf? Sicilia. It has a high customer rating, but are not kid friendly.",3,,
nan,The Punter is an English coffee shop located near Caf? Sicilia. It has a customer rating of 5 out of 5 but is not family-friendly.,3,,
nan,The Punter is a high priced coffee shop near Caf? Sicilia. It serves English food but has a customer rating of 1 out of 5.,3,,
nan,"The Punter is an English coffee shop with a high price range. It has an average customer rating, but is located near Caf? Sicilia in the riverside area.",3,,
nan,"The Punter is a coffee shop that serves English food. It is child-friendly, but has a high customer rating. It is located near Caf? Sicilia in the riverside area.",3,,
nan,The Punter is a coffee shop that serves English food for less than å£20. It is located near Caf? Sicilia in riverside but has a low customer rating.,3,,
nan,The Punter is a coffee shop near Caf? Sicilia in the riverside area. It has a low customer rating but a price range of less than å£20.,3,,
nan,The Punter is a coffee shop serving English food with a moderate price range. It has a customer rating of 1 out of 5 but it is not kid friendly. It is located near Caf? Sicilia in the riverside area.,3,,
nan,The Punter is a coffee shop near Caf? Sicilia. It serves English food. It is moderately priced but has a customer rating of 1 out of 5.,3,,
nan,The Wrestlers has a rating of 1 out of 5.,0,,
nan,The Wrestlers is located near The Sorrento. It is child friendly but has a customer rating of 1 out of 5.,3,,
nan,The Wrestlers has a high price range but a 3 out of 5 customer rating.,3,,
nan,The Wrestlers is not family-friendly but has a 5 out of 5 customer rating.,3,,
nan,"The Wrestlers is a family friendly restaurant near The Sorrento, but it has an average customer rating.",3,,
nan,The Wrestlers is a child friendly restaurant near The Sorrento but the price range is high.,3,,
nan,There is a restaurant called The Wrestlers that has a low customer rating.,0,,
nan,The Wrestlers serves &slot_con_cuisine_food& food but has a low customer rating.,3,,
nan,The Wrestlers is a Chinese coffee shop with a price range of less than å£20. It is located near Raja Indian Cuisine in the riverside area but is not family-friendly.,3,,
nan,Travellers Rest Beefeater is located in the city centre. It serves &slot_con_cuisine_food& food but has a low customer rating.,3,,
nan,Wildwood is a Chinese coffee shop near Ranch. It has a high price range but has a low customer rating.,3,,
nan,Wildwood is a coffee shop that serves Chinese food. It is located near Ranch but has a high customer rating.,3,,
nan,Wildwood is a coffee shop near Ranch. It has a price range of less than å£20 but has a low customer rating.,3,,
nan,"Wildwood is a Chinese coffee shop near Ranch. The price range is more than å£30, but it has a high customer rating.",3,,

