mr,ref
"give_opinion(name[Age of Empires II: The Age of Kings], rating[good], platforms[PC], has_mac_release[yes])","I really liked Age of Empires II: The Age of Kings, it's a solid PC game, and it actually was ported to Mac too, which is a pretty nice addition in terms of expanding access to the game."
"give_opinion(name[Age of Empires II: The Age of Kings], rating[good], platforms[PC], has_mac_release[yes])",I've been having fun playing Age of Empires II: The Age of Kings lately. I definitely appreciate how I can play it on both my Mac and my PC.
"give_opinion(name[Age of Empires II: The Age of Kings], release_year[1999], rating[good], has_multiplayer[yes])","I quite liked Age of Empires II: The Age of Kings. Even though it's a bit dated, coming from 1999, multiplayer is usually a blast."
"give_opinion(name[Age of Empires II: The Age of Kings], release_year[1999], rating[good], has_multiplayer[yes])","I enjoy Age of Empires II: The Age of Kings, even though it was released in 1999. It has a multiplayer, so I can play together with my friends that have it too, which is nice."
"give_opinion(name[Age of Empires II: The Age of Kings], release_year[1999], rating[good], has_multiplayer[yes])",I had fun playing Age of Empires II: The Age of Kings. I enjoy a lot of multiplayer games from 1999.
"give_opinion(name[BioShock], developer[2K Boston], esrb[M (for Mature)], rating[good])","I rather enjoyed BioShock. Developer 2K Boston makes solid quality games, and the M rating gave it some nice grittyness."
"give_opinion(name[BioShock], developer[2K Boston], esrb[M (for Mature)], rating[good])",BioShock from 2K Boston is good if you aren't bothered by the M (for Mature) rating. I'm not.
"give_opinion(name[BioShock], developer[2K Boston], esrb[M (for Mature)], rating[good])",2K Boston really made a good game in the M rated BioShock.
"give_opinion(name[BioShock], esrb[M (for Mature)], rating[good], available_on_steam[yes])","I liked BioShock a fair bit. It's M rating meant it was able to tackle some dark subject matter, and being on Steam made it super convenient to acquire."
"give_opinion(name[BioShock], esrb[M (for Mature)], rating[good], available_on_steam[yes])",BioShock is a pretty good game. I like that I can get it on Steam and that it's rated M (for Mature).
"give_opinion(name[BioShock], esrb[M (for Mature)], rating[good], available_on_steam[yes])",BioShock is a solid M rated game available on both Steam and Linux.
"give_opinion(name[BioShock], rating[good], genres[action-adventure, role-playing, shooter], player_perspective[first person])","BioShock was pretty good, I think. It's a fairly unique first person shooter that crosses with role-playing as well as action-adventure and makes something new."
"give_opinion(name[BioShock], rating[good], genres[action-adventure, role-playing, shooter], player_perspective[first person])",I enjoyed playing BioShock a fair amount. I tend to enjoy first person shooters that also combine action-adventure and role-playing elements together like this one did.
"give_opinion(name[BioShock], rating[good], genres[action-adventure, role-playing, shooter], player_perspective[first person])","I'm generally a fan of first person action-adventure shooters that also add role-playing elements, so I thought BioShock was pretty good."
"give_opinion(name[BioShock], rating[good], has_multiplayer[no], has_mac_release[yes])","BioShock was such a good game, it didn't have multiplayer but it also didn't need it. And with a release on the Mac, playing was pretty simple too."
"give_opinion(name[BioShock], rating[good], has_multiplayer[no], has_mac_release[yes])","I tend to like single-player games, especially if I can play them on my Mac, so I enjoyed BioShock a fair amount."
"give_opinion(name[BioShock], rating[good], has_multiplayer[no], has_mac_release[yes])","I thought BioShock was fun. Its focus on being single-player only let it tell a nice story, and it's Mac release meant I was actually able to play it."
"give_opinion(name[BioShock], rating[good], player_perspective[first person], platforms[PC])","I normally don't play games on the PC, but the first person perspective of BioShock was so well done that I actually thought the game was pretty good."
"give_opinion(name[BioShock], rating[good], player_perspective[first person], platforms[PC])","Man, I enjoyed BioShock quite a bit. It's a pretty innovative first person PC game, I'd say."
"give_opinion(name[BioShock], rating[good], player_perspective[first person], platforms[PC])",BioShock was an enjoyable title I'd say. PC games like it are generally my preference and I enjoyed the first person perspective.
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], has_linux_release[no])","Bus Driver was all-in-all underwhelming. Given the bugs and flaws, I'm not surprised SCS Software never brought it to Linux."
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], has_linux_release[no])","I think Bus Driver is a really terrible game. SCS Software is a terrible developer, and to add insult to the matter, they didn't even give the game a Linux release."
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], has_linux_release[no])","Bus Driver is a bad, bad game. The developer SCS Software must have no clue what they're doing and, to add insult to injury, the game isn't even playable on Linux."
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], platforms[PC])",I really hate Bus Driver. SCS Software is a terrible developer and they're absolutely incompetent at making PC games.
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], platforms[PC])","Bus Driver was a rare miss for SCS Software. But, that PC game really stunk."
"give_opinion(name[Bus Driver], developer[SCS Software], rating[poor], platforms[PC])","In my opinion, Bus Driver is an abomination of a game. I normally dislike PC games anyways, but to make things even worse, Bus Driver is developed by a terrible company, SCS Software."
"give_opinion(name[Bus Driver], esrb[E (for Everyone)], rating[poor], has_multiplayer[no])","Bus Driver is an all-around poor game without even a multiplayer. It's rated E (for Everyone), but honestly, this game should be played by no one."
"give_opinion(name[Bus Driver], esrb[E (for Everyone)], rating[poor], has_multiplayer[no])","I just don't like Bus Driver at all. E rated games are always too tame for me, and I don't enjoy single-player only games either."
"give_opinion(name[Bus Driver], esrb[E (for Everyone)], rating[poor], has_multiplayer[no])","The lack of multiplayer in Bus Driver was annoying, and the E rating meant it was kind of dull, so I didn't enjoy it at all."
"give_opinion(name[Bus Driver], rating[poor], genres[driving/racing, indie, simulation], platforms[PC])","I got an opportunity to try Bus Driver recently, but man, this indie driving/racing simulator is just not good at all, not even on the PC."
"give_opinion(name[Bus Driver], rating[poor], genres[driving/racing, indie, simulation], platforms[PC])","I didn't enjoy Bus Driver, but I usually don't like indie driving/racing simulation games for PC."
"give_opinion(name[Bus Driver], rating[poor], genres[driving/racing, indie, simulation], platforms[PC])","I don't like Bus Driver at all. Indie driving/racing simulators aren't a type of game I normally like anyways, and to make it even worse, it's made for the PC."
"give_opinion(name[Bus Driver], release_year[2014], rating[poor], platforms[PC])","Bus Driver is definitely not a game for me, not even close. For one thing, it's on the PC, for another, it was released in 2014 and I much prefer more recent games."
"give_opinion(name[Bus Driver], release_year[2014], rating[poor], platforms[PC])","Honestly, I wanted to like 2014's Bus Driver, but even on my PC it looked pretty messy, and wasn't fun at all."
"give_opinion(name[Bus Driver], release_year[2014], rating[poor], platforms[PC])","Playing Bus Driver on PC is not an enjoyable experience. Also, being from 2014 it's quite dated, which doesn't help at all."
"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], esrb[M (for Mature)], rating[average])","Honestly, Call of Duty: Advanced Warfare felt somewhat uninspired for a developer like Sledgehammer Games. It makes me feel pretty desensitized saying a game like that, with M rated content, has become rote, but hey, here we are."
"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], esrb[M (for Mature)], rating[average])","Sledgehammer Games did a decent job with Call of Duty: Advanced Warfare, yet with the ESRB rating of M it sometimes gets a bit unpleasant for me."
"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], esrb[M (for Mature)], rating[average])","I'm not a fan of M rated games, so I thought I'd hate Call of Duty: Advanced Warfare. But Sledgehammer Games is a developer that knows what they're doing most of the time, so I actually found it to be okay."
"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], rating[average], has_multiplayer[yes])","Call of Duty: Advanced Warfare is pretty average in my view. I think that Sledgehammer Games is a talented developer, but adding multiplayer to the game just diluted their focus and made playing it just a so-so experience."
"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], rating[average], has_multiplayer[yes])","In my opinion, Sledgehammer Games messed up the multiplayer mode in Call of Duty: Advanced Warfare, though otherwise it was good enough."
"give_opinion(name[Call of Duty: Advanced Warfare], developer[Sledgehammer Games], rating[average], has_multiplayer[yes])","I was surprised to see how mediocre Call of Duty: Advanced Warfare turned out to be. Especially for a developer like Sledgehammer Games, that multiplayer mode just felt incomplete."
"give_opinion(name[Call of Duty: Advanced Warfare], rating[average], genres[action, shooter], has_multiplayer[yes])","When it comes to multiplayer action shooters, I do tend to be quite picky. Unfortunately, for whatever reason, Call of Duty: Advanced Warfare didn't do it for me. It was still alright, but just, meh."
"give_opinion(name[Call of Duty: Advanced Warfare], rating[average], genres[action, shooter], has_multiplayer[yes])","I cannot say that Call of Duty: Advanced Warfare stands out from the pool of action shooters in any way. As usual, it's available for the PlayStation and comes with a multiplayer mode for competitive gaming."
"give_opinion(name[Call of Duty: Advanced Warfare], rating[average], genres[action, shooter], has_multiplayer[yes])","Multiplayer action shooters are a style of game that I usually find to be mediocre, and Call of Duty: Advanced Warfare doesn't break that trend."
"give_opinion(name[Call of Duty: Advanced Warfare], rating[average], player_perspective[first person], platforms[PlayStation])","The first person perspective in Call of Duty: Advanced Warfare is pretty immersive, yet playing it on PlayStation was not very satisfying."
"give_opinion(name[Call of Duty: Advanced Warfare], rating[average], player_perspective[first person], platforms[PlayStation])","I can't say I enjoyed Call of Duty: Advanced Warfare much. Though it was released for the PlayStation, the first person view felt awkward for some reason."
"give_opinion(name[Call of Duty: Advanced Warfare], rating[average], player_perspective[first person], platforms[PlayStation])","Call of Duty: Advanced Warfare was just plain average. I like games that are on the PlayStation normally, but the first person perspective made the experience kind of mediocre."
"give_opinion(name[Call of Duty: Advanced Warfare], release_year[2014], rating[average], player_perspective[first person])","Call of Duty: Advanced Warfare is okay, I guess. I normally like games with a first person perspective, but 2014 was just not a good year for game releases."
"give_opinion(name[Call of Duty: Advanced Warfare], release_year[2014], rating[average], player_perspective[first person])","I was pretty unimpressed with 2014's Call of Duty: Advanced Warfare, just another generic first person title really."
"give_opinion(name[Call of Duty: Advanced Warfare], release_year[2014], rating[average], player_perspective[first person])","For a 2014 game, I think Call of Duty: Advanced Warfare wasn't so fun to play from the first person perspective."
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], genres[strategy, tactical])",The other day I played Commandos: Behind Enemy Lines and it was pretty good. Pyro Studios always makes good games and I enjoy tactical strategy games like it.
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], genres[strategy, tactical])","I enjoy a good tactical strategy game, and Pyro Studios apparently knows how to make one, as I found Commandos: Behind Enemy Lines to be pretty fun."
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], genres[strategy, tactical])","I was a quite fond of Commandos: Behind Enemy Lines. I really enjoy a good tactical strategy focused game, and Pyro Studios did a good job overall."
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], platforms[PC])","I think that Commandos: Behind Enemy Lines is a fun game. Developer Pyro Studios knows what they're doing, and best of all, it's on the PC which is always my preference."
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], platforms[PC])",I thought Commandos: Behind Enemy Lines was good. I generally enjoy releases from Pyro Studios on PC.
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], platforms[PC])","Commandos: Behind Enemy Lines is a surprisingly nice PC game, I really dig it. Kudos to Pyro Studios."
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], player_perspective[bird view])",I think that Commandos: Behind Enemy Lines is a pretty good game. Pyro Studios knows how to make games that play well from a bird view perspective like it.
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], player_perspective[bird view])","I think that games with a bird view perspective can be pretty fun if executed well, and fortunately, Pyro Studios is a competent developer. That's why I enjoyed playing Commandos: Behind Enemy Lines."
"give_opinion(name[Commandos: Behind Enemy Lines], developer[Pyro Studios], rating[good], player_perspective[bird view])",Commandos: Behind Enemy Lines is a good came with a bird view that came from the exemplary Pyro Studios.
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], genres[strategy, tactical], player_perspective[bird view])",I've been enjoying playing Commandos: Behind Enemy Lines. The bird view perspective makes it easy to play and enhances the strategic and tactical gameplay.
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], genres[strategy, tactical], player_perspective[bird view])","Commandos: Behind Enemy Lines was a solid tactical strategy game, I especially enjoyed the bird view perspective."
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], genres[strategy, tactical], player_perspective[bird view])","Commandos: Behind Enemy Lines is a pretty good game. The tactical strategy gameplay is fun, and the bird view perspective makes it easy to play."
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], has_multiplayer[yes], platforms[PC])",I had fun with Commandos: Behind Enemy Lines on the PC. The multiplayer especially was quite a blast.
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], has_multiplayer[yes], platforms[PC])",I liked Commandos: Behind Enemy Lines because you can play it on PC and it has multiplayer support.
"give_opinion(name[Commandos: Behind Enemy Lines], rating[good], has_multiplayer[yes], platforms[PC])",I think that Commandos: Behind Enemy Lines is kind of fun. It's nice to have a game on the PC that I can play with my friends in multiplayer.
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], genres[hack-and-slash, role-playing])",I found Diablo II to be quite fun. Any hack-and-slash RPG developed by Blizzard North is gonna be fun.
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], genres[hack-and-slash, role-playing])",Diablo II from Blizzard North is a good game and a nice example of the hack-and-slash role playing genre.
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], genres[hack-and-slash, role-playing])",I must say I was a fan of Diablo II. I like Blizzard North's work in the hack-and-slash RPG genre.
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], has_mac_release[yes])","Diablo II is a good game, I'd say. Blizzard North makes quality content, and the fact that it actually has a Mac release is nice."
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], has_mac_release[yes])","Blizzard North is mostly an okay developer, but they released Diablo II for the Mac and so that pushes the game from okay to good in my view."
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], has_mac_release[yes])","Oh man, I miss the old Blizzard North, Diablo II is a game that in many respects hasn't been rivaled. And thankfully, it's out on Mac too!"
"give_opinion(name[Diablo II], esrb[M (for Mature)], rating[good], has_multiplayer[yes])",I've been enjoying playing Diablo II quite a bit lately. M rated games like that which you can play with friends are always fun.
"give_opinion(name[Diablo II], esrb[M (for Mature)], rating[good], has_multiplayer[yes])",Diablo II is a really good multiplayer M rated game from Blizzard North.
"give_opinion(name[Diablo II], esrb[M (for Mature)], rating[good], has_multiplayer[yes])",Diablo II is a fun game. It's pretty enjoyable to be able to play bloody M rated games like it with my friends in multiplayer.
"give_opinion(name[Diablo II], rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view])","Diablo II is a really good entry in the hack-and-slash RPG genre. You don't see many bird view games these days, which is sad."
"give_opinion(name[Diablo II], rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view])","I think that hack-and-slash RPGs can be a bit mindless and repetitive, but with a bird view perspective they're usually pretty fun anyways. So I enjoyed playing Diablo II."
"give_opinion(name[Diablo II], rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view])","Diablo II is a pretty good game, because the hack-and-slash RPG gameplay is fun and the bird view perspective makes it easy to play."
"give_opinion(name[Diablo II], rating[good], has_multiplayer[yes], platforms[PC])",Diablo II is a solid multiplayer game for the PC.
"give_opinion(name[Diablo II], rating[good], has_multiplayer[yes], platforms[PC])","Multiplayer games for the PC are always at least a little fun, so I've been enjoying playing Diablo II lately."
"give_opinion(name[Diablo II], rating[good], has_multiplayer[yes], platforms[PC])","The other day I was remembering Diablo II, which was a quality game. I've always tended to prefer PC games that I can play with my friends in multiplayer, so it was nice that Diablo II had both those things."
"give_opinion(name[Dirt: Showdown], developer[Codemasters Southam], rating[average], player_perspective[first person])",I thought Dirt: Showdown was just ordinary. Codemasters Southam's choice of a first person perspective was not a smart one.
"give_opinion(name[Dirt: Showdown], developer[Codemasters Southam], rating[average], player_perspective[first person])","I can't say I liked Dirt: Showdown, so I don't know if I would recommend it unless you really like first person games developed by Codemasters Southam."
"give_opinion(name[Dirt: Showdown], developer[Codemasters Southam], rating[average], player_perspective[first person])","Codemasters Southam popped out a pretty average first person game in Dirt: Showdown, I think."
"give_opinion(name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], rating[average], genres[driving/racing, sport])",I think Dirt: Showdown is pretty run-of-the-mill. The need to grab an E 10+ content rating took the life out of this sport racing game in my opinion.
"give_opinion(name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], rating[average], genres[driving/racing, sport])","I sort of enjoyed the sport racing game, Dirt: Showdown. But the E 10+ game was just pretty average."
"give_opinion(name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], rating[average], genres[driving/racing, sport])","I thought Dirt: Showdown was an OK game. It's cool that I can play a sport racing game with my kids though, since it's rated E 10+."
"give_opinion(name[Dirt: Showdown], rating[average], genres[driving/racing, sport], has_multiplayer[yes])","Dirt: Showdown is an alright multiplayer sport racing game, nothing more."
"give_opinion(name[Dirt: Showdown], rating[average], genres[driving/racing, sport], has_multiplayer[yes])","I don't normally like sports games in the driving/racing genre, but the multiplayer in Dirt: Showdown made it okay."
"give_opinion(name[Dirt: Showdown], rating[average], genres[driving/racing, sport], has_multiplayer[yes])",I tried Dirt: Showdown but thought it was run-of-the-mill. I expected more from a multiplayer sport racing game.
"give_opinion(name[Dirt: Showdown], rating[average], has_multiplayer[yes], platforms[Xbox])",I thought Dirt: Showdown was mediocre at best. It's not as good as I expect from multiplayer games for the Xbox.
"give_opinion(name[Dirt: Showdown], rating[average], has_multiplayer[yes], platforms[Xbox])","Dirt: Showdown would've been a terrible Xbox experience had it not been for the multiplayer, which was decently fun all things considered."
"give_opinion(name[Dirt: Showdown], rating[average], has_multiplayer[yes], platforms[Xbox])","Though I like playing games on the Xbox, I'm not really a fan of multiplayer games, which is why I felt that Dirt: Showdown was just kind of average."
"give_opinion(name[Dirt: Showdown], release_year[2012], esrb[E 10+ (for Everyone 10 and Older)], rating[average])","Dirt: Showdown isn't terrible, but I didn't particularly like it either. The E 10+ rating just means the content is too tame for my taste, but I have some fondness for games released in 2012 like this one."
"give_opinion(name[Dirt: Showdown], release_year[2012], esrb[E 10+ (for Everyone 10 and Older)], rating[average])","2012's Dirt: Showdown is an all-around average E 10+ rated game, I would say."
"give_opinion(name[Dirt: Showdown], release_year[2012], esrb[E 10+ (for Everyone 10 and Older)], rating[average])","I found Dirt: Showdown to be just so-so. Not only was it rated E 10+, making it bland,  but was released way back in the stone age of 2012."
"give_opinion(name[FIFA 12], developer[EA Canada], rating[average], platforms[Xbox])","FIFA 12 is so-so in my opinion. EA Canada is an okay developer, but they don't really know how to bring out the full potential of the Xbox."
"give_opinion(name[FIFA 12], developer[EA Canada], rating[average], platforms[Xbox])","One game I got into recently on my Xbox is FIFA 12. I mean, on the whole it's pretty much par for the course for sports games, and EA Canada made it, so again, par for the course."
"give_opinion(name[FIFA 12], developer[EA Canada], rating[average], platforms[Xbox])","In my opinion, FIFA 12 is so-so in quality. I like Xbox games usually, but EA Canada is not a particularly good developer, unfortunately."
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], platforms[Xbox])","FIFA 12 was a decent sports simulation game for the Xbox. There's nothing more to say about it, really."
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], platforms[Xbox])","I think FIFA 12 is just okay. I normally really love Xbox games, but I'm not really a big fan of sport simulators."
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], platforms[Xbox])",FIFA 12 is neither good nor bad in my opinion. I normally like Xbox games but sport simulators aren't a genre I care for too much.
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], player_perspective[side view])","FIFA 12 isn't a favorite of mine at all, but I didn't hate it either. I normally like sport simulators quite a bit, but the side view perspective was an odd choice that hurt the game."
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], player_perspective[side view])","I think FIFA 12 is an average game. I normally quite enjoy the side view perspective in games, but I'm not a huge fan of sport simulators."
"give_opinion(name[FIFA 12], rating[average], genres[simulation, sport], player_perspective[side view])","FIFA 12 is an okay game. I'm not one for simulation sports games, so take this with a grain of salt, but this side view game didn't impress me much."
"give_opinion(name[FIFA 12], rating[average], has_multiplayer[yes], platforms[Xbox])","FIFA 12 is a game I didn't hate but that I wished I liked more. It's got multiplayer, which I always enjoy, but unfortunately it was released on the Xbox, which is my least favorite platform."
"give_opinion(name[FIFA 12], rating[average], has_multiplayer[yes], platforms[Xbox])","I don't really like playing games on the Xbox, but at least the multiplayer is usually good, which is why I thought FIFA 12 was an okay game."
"give_opinion(name[FIFA 12], rating[average], has_multiplayer[yes], platforms[Xbox])","Although FIFA 12 on Xbox has multiplayer, in my opinion, the game is just okay."
"give_opinion(name[FIFA 12], release_year[2011], rating[average], platforms[Xbox])","I wasn't that into FIFA 12. Xbox had a weak year in 2011, in my opinion."
"give_opinion(name[FIFA 12], release_year[2011], rating[average], platforms[Xbox])","FIFA 12 isn't that bad, I guess. I typically enjoy Xbox games, but 2011 was a pretty average year for video games."
"give_opinion(name[FIFA 12], release_year[2011], rating[average], platforms[Xbox])","FIFA 12 is only okay, I think, compared to the other Xbox games from 2011."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], genres[music])","I didn't enjoy Guitar Hero: Smash Hits at all. The music genre has never been a favorite of mine, and I just don't think that the developer Beenox has any idea what they're doing."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], genres[music])","Guitar Hero: Smash Hits is a rare miss for Beenox. Usually such a juggernaut in the music genre, they made a pretty lame game this time."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], genres[music])","I do not care for Guitar Hero: Smash Hits, or any music games from Beenox."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], has_multiplayer[yes])","I really wish Beenox's Guitar Hero: Smash Hits was good, but it's not. Even with friends, the multiplayer is just bad."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], has_multiplayer[yes])","I just didn't like Guitar Hero: Smash Hits. The problem is that Beenox has absolutely no idea how to balance or handle a multiplayer game, so any game from them with multiplayer is just not fun to play."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], has_multiplayer[yes])",Beenox put multiplayer in Guitar Hero: Smash Hits but forgot to make it any fun to play.
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], platforms[PlayStation])","In my opinion Guitar Hero: Smash Hits was terrible, the very opposite of a smash hit. It's for the PlayStation which is a platform I hate and, even worse, it was made by Beenox, a really poor developer."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], platforms[PlayStation])","I was surprised how bad a game made by Beenox can turn out, but Guitar Hero: Smash Hits didn't even make me want to switch on my PlayStation."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], platforms[PlayStation])","Guitar Hero: Smash Hits was one of the worst games I've played this year. I'm convinced that developer Beenox's PlayStation division is just a single monkey pretending to code, because every game they release for that platform is a complete mess."
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","Compared to the rest of the music-game genre, Guitar Hero: Smash Hits was a lame T rated game."
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","I don't like music games, though I do at least like listening to music. However, the T rating of Guitar Hero: Smash Hits meant it couldn't include my favorite songs, and even that small joy was robbed from me."
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","I didn't like Guitar Hero: Smash Hits very much, I'm afraid. The music genre lives or dies based on the song variety, but the T rating meant a lot of amazing songs couldn't be included or had to be watered down."
"give_opinion(name[Guitar Hero: Smash Hits], rating[poor], genres[music], player_perspective[first person])","Let me say this, I like music games, and I like the first person perspective too. So when I say Guitar Hero: Smash Hits is totally underwhelming, you know that's a hard thing to say."
"give_opinion(name[Guitar Hero: Smash Hits], rating[poor], genres[music], player_perspective[first person])","I like first person games normally, but not even that could make a music game fun for me. In fact in Guitar Hero: Smash Hits, I think the perspective somehow made an already bad game even worse."
"give_opinion(name[Guitar Hero: Smash Hits], rating[poor], genres[music], player_perspective[first person])","Guitar Hero: Smash Hits was certainly the very opposite of a smash hit with me. The music genre has never been my favorite anyways, and the first person perspective just came off weird and jarring."
"give_opinion(name[Life is Strange], esrb[M (for Mature)], rating[good], available_on_steam[yes])",I quite fancy Life is Strange. It's one of many M rated games I enjoy on Steam.
"give_opinion(name[Life is Strange], esrb[M (for Mature)], rating[good], available_on_steam[yes])","I absolutely love M rated games that can explore a lot of deep themes, but I disdain Steam and don't want to play games there. That's why I thought Life is Strange was a good game, but I wouldn't quite describe it as excellent."
"give_opinion(name[Life is Strange], esrb[M (for Mature)], rating[good], available_on_steam[yes])",Life is Strange was a pretty good M rated game. It handled the themes well and I like the ease of grabbing games on Steam.
"give_opinion(name[Life is Strange], rating[good], genres[role-playing], player_perspective[third person])","I do like Life is Strange. In fact, I enjoy third person role-playing games generally."
"give_opinion(name[Life is Strange], rating[good], genres[role-playing], player_perspective[third person])","I enjoyed playing Life is Strange, just like I usually do third person RPGs."
"give_opinion(name[Life is Strange], rating[good], genres[role-playing], player_perspective[third person])","Life is Strange is pretty good, as far as third person RPGs go."
"give_opinion(name[Life is Strange], rating[good], player_perspective[third person], has_linux_release[yes])","I liked Life is Strange quite a lot. It's a fun third person game, and it being on Linux is just a bonus."
"give_opinion(name[Life is Strange], rating[good], player_perspective[third person], has_linux_release[yes])","I like games with a third person perspective, but so few games of any sort are released on Linux that I seldom play them. Fortunately, Life is Strange has both a third person perspective and a Linux release, so I enjoyed playing it a fair amount."
"give_opinion(name[Life is Strange], rating[good], player_perspective[third person], has_linux_release[yes])",I am very partial to Life is Strange. It's one of a selection of very enjoyable third person games released for the Linux OS.
