mr,ref
"verify_attribute(name[Crysis], developer[Crytek Frankfurt], rating[good], genres[action-adventure, shooter])",You said that Crysis was a good game a moment ago. Do you feel similarly about the rest of the action-adventure shooters developed by Crytek Frankfurt?
"verify_attribute(name[Crysis], developer[Crytek Frankfurt], rating[good], genres[action-adventure, shooter])",You said that you liked Crysis. Do you commonly like to play action-adventure shooters from Crytek Frankfurt?
"verify_attribute(name[Crysis], developer[Crytek Frankfurt], rating[good], genres[action-adventure, shooter])",You mentioned that you liked Crysis. Are you generally into action-adventure games with shooting from Crytek Frankfurt?
"verify_attribute(name[Crysis], developer[Crytek Frankfurt], rating[good], player_perspective[first person])",You said earlier that you enjoyed Crysis. Do you usually play first person games from Crytek Frankfurt?
"verify_attribute(name[Crysis], developer[Crytek Frankfurt], rating[good], player_perspective[first person])",You said that you liked Crysis. Do you often play first person games from Crytek Frankfurt?
"verify_attribute(name[Crysis], developer[Crytek Frankfurt], rating[good], player_perspective[first person])",You said that Crysis was a solid game. Would you say Crytek Frankfurt has a pretty good recipe for their first person perspective games?
"verify_attribute(name[Crysis], esrb[M (for Mature)], rating[good], platforms[Xbox])",You said that you liked Crysis. Do you regularly play Mature games on Xbox?
"verify_attribute(name[Crysis], esrb[M (for Mature)], rating[good], platforms[Xbox])",I remember you said you enjoyed Crysis. Are you a fan of Xbox games rated M (for Mature)?
"verify_attribute(name[Crysis], esrb[M (for Mature)], rating[good], platforms[Xbox])","A moment ago, you said you had a good time playing Crysis. Do you think it's cool to play M rated games on the Xbox in general?"
"verify_attribute(name[Crysis], rating[good], genres[action-adventure, shooter], player_perspective[first person])",You mentioned previously that you liked Crysis. In general are you a fan of first person perspective action-adventure games featuring shooting?
"verify_attribute(name[Crysis], rating[good], genres[action-adventure, shooter], player_perspective[first person])","Since you like Crysis, do you also like all first person action-adventure shooters?"
"verify_attribute(name[Crysis], rating[good], genres[action-adventure, shooter], player_perspective[first person])",You mentioned enjoying playing Crysis a moment ago. Would action-adventure first person shooters land fairly high in your genre ranking?
"verify_attribute(name[Crysis], rating[good], player_perspective[first person], platforms[Xbox])",Earlier you mentioned enjoying Crysis. Are you generally fond of first person perspective games for Xbox titles?
"verify_attribute(name[Crysis], rating[good], player_perspective[first person], platforms[Xbox])",You mentioned that you enjoyed Crysis a bit. Do you in general feel that first person perspective games on the Xbox are fun?
"verify_attribute(name[Crysis], rating[good], player_perspective[first person], platforms[Xbox])",You said that you liked Crysis. Can I assume then that normally you like to play first person games on Xbox?
"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], genres[music])",I know you said that Dance Dance Revolution Universe 3 wasn't very good at all. Is Konami a poor maker of music games in your book?
"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], genres[music])",You mentioned disliking Dance Dance Revolution Universe 3. Are you generally not fond of music games from Konami?
"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], genres[music])",You said that you really disliked Konami's Dance Dance Revolution Universe 3. Are you fond of any music genre games?
"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], platforms[Xbox])",You mentioned earlier that you think Dance Dance Revolution Universe 3 isn't fun at all. Do you feel that Konami's whole lineup of Xbox games is somewhat like that?
"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], platforms[Xbox])",I remember that you dislike Dance Dance Revolution Universe 3. Is that true of all Konami games on the Xbox?
"verify_attribute(name[Dance Dance Revolution Universe 3], developer[Konami], rating[poor], platforms[Xbox])",I heard you hated Dance Dance Revolution Universe 3. Do you dislike other Konami games on Xbox?
"verify_attribute(name[Dance Dance Revolution Universe 3], esrb[E (for Everyone)], rating[poor], platforms[Xbox])","Now just a moment ago, you said that Dance Dance Revolution Universe 3 wasn't any good at all. I'm curious then, do you normally avoid E rated games on the Xbox?"
"verify_attribute(name[Dance Dance Revolution Universe 3], esrb[E (for Everyone)], rating[poor], platforms[Xbox])",You said earlier that you didn't like Dance Dance Revolution Universe 3. Are you typically not a fan of Xbox games rated E (for Everyone)?
"verify_attribute(name[Dance Dance Revolution Universe 3], esrb[E (for Everyone)], rating[poor], platforms[Xbox])","You said that you disliked Dance Dance Revolution Universe 3. Generally speaking, do you dislike Xbox games that are rated E?"
"verify_attribute(name[Dance Dance Revolution Universe 3], rating[poor], genres[music], platforms[Xbox])",Your opinion of Dance Dance Revolution Universe 3 seems to be that playing it was less fun than watching paint dry. Would you say that the music games that are available for Xbox are just bad?
"verify_attribute(name[Dance Dance Revolution Universe 3], rating[poor], genres[music], platforms[Xbox])",You mentioned disliking Dance Dance Revolution Universe 3. Are you just not about music games on Xbox?
"verify_attribute(name[Dance Dance Revolution Universe 3], rating[poor], genres[music], platforms[Xbox])",I heard you hated Dance Dance Revolution Universe 3. Do you dislike all music games on Xbox?
"verify_attribute(name[Dance Dance Revolution Universe 3], release_year[2008], developer[Konami], rating[poor])",I know you found Dance Dance Revolution Universe 3 to be very unpleasant to play. Would you say that the games Konami released in 2008 suffered an exceptional drop in quality?
"verify_attribute(name[Dance Dance Revolution Universe 3], release_year[2008], developer[Konami], rating[poor])",You mentioned not liking Dance Dance Revolution Universe 3. Are you not a fan of most games Konami released in 2008?
"verify_attribute(name[Dance Dance Revolution Universe 3], release_year[2008], developer[Konami], rating[poor])",You said that you disliked Dance Dance Revolution Universe 3. Do you dislike Konami games from 2008 for the most part?
"verify_attribute(name[Driver], developer[Reflections Interactive], esrb[T (for Teen)], rating[average])","A moment ago you said that Driver was simply okay, not bad, not good. Would you say that games by Reflections Interactive labelled with the T rating are simply missing something?"
"verify_attribute(name[Driver], developer[Reflections Interactive], esrb[T (for Teen)], rating[average])",I remember you said you found Driver to be average. Are you normally not impressed by T (for Teen) rated games by Reflections Interactive?
"verify_attribute(name[Driver], developer[Reflections Interactive], esrb[T (for Teen)], rating[average])",Driver was just okay for you. Do you feel the same about other Teen rated games from Reflections Interactive?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_mac_release[yes])",I know you felt that Driver was mostly just average in quality. Would you say that the selection of driving/racing simulators on Mac leaves a lot to be desired?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_mac_release[yes])","I know you are not the biggest fan of Driver, but do you generally feel ambivalent towards most driving/racing simulators on Mac?"
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_mac_release[yes])",You said you were ambivalent towards Driver. Is this the case for all driving and racing simulations on Mac?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_multiplayer[no])",I recall you mentioned that Driver was just an average game. Does this sentiment hold for all driving/racing simulations which are single-player?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_multiplayer[no])",You mentioned earlier that you found Driver to be average. In general are you unimpressed with single-player simulation games featuring driving/racing?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], has_multiplayer[no])","I know you found Driver okay, but didn't really love it. I'm wondering, in general do you think that about driving/racing simulators that don't have any multiplayer option?"
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], player_perspective[third person])",I heard you think Driver is O.K. Does that mean you only kind of like third person driving simulations?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], player_perspective[third person])",You seem to be lukewarm about Driver. Is this pretty much the same for all driving/racing simulators which are in the third person?
"verify_attribute(name[Driver], rating[average], genres[driving/racing, simulation], player_perspective[third person])",You said that Driver was so-so. Do you think the third person view is not quite the right player perspective in driving/racing simulators?
"verify_attribute(name[Driver], release_year[1999], rating[average], platforms[PC])",You said earlier that you were just okay with Driver. Is it the case with all PC games from 1999?
"verify_attribute(name[Driver], release_year[1999], rating[average], platforms[PC])",You mentioned earlier that you found Driver to be average. Generally are you not impressed with PC games from 1999?
"verify_attribute(name[Driver], release_year[1999], rating[average], platforms[PC])","So in our conversation earlier, you mentioned that you felt Driver was a completely average game. Would you say that PC games from 1999 don't have quite as much to offer nowadays?"
"verify_attribute(name[Euro Truck Simulator], developer[SCS Software], rating[poor], available_on_steam[yes])",Previously you told me that you did not like Euro Truck Simulator. Are you disappointed with SCS Software's overall selection of games on Steam?
"verify_attribute(name[Euro Truck Simulator], developer[SCS Software], rating[poor], available_on_steam[yes])","You said earlier that you found Euro Truck Simulator to not be very enjoyable. Do you dislike games developed by SCS Software on Steam, in general?"
"verify_attribute(name[Euro Truck Simulator], developer[SCS Software], rating[poor], available_on_steam[yes])",You said you disliked Euro Truck Simulator. Do you tend to dislike games by SCS Software sold through Steam?
"verify_attribute(name[Euro Truck Simulator], developer[SCS Software], rating[poor], genres[driving/racing, simulation])",You said that you disliked Euro Truck Simulator. Do you make a habit of disliking driving and racing simulators by SCS Software?
"verify_attribute(name[Euro Truck Simulator], developer[SCS Software], rating[poor], genres[driving/racing, simulation])",I remember you told me that you didn't like Euro Truck Simulator. Do you mean that you do not like to play driving simulator games developed by SCS Software in general?
"verify_attribute(name[Euro Truck Simulator], developer[SCS Software], rating[poor], genres[driving/racing, simulation])",I know you didn't like Euro Truck Simulator. Do you also dislike other SCS Software driving games?
"verify_attribute(name[Euro Truck Simulator], rating[poor], genres[driving/racing, simulation], player_perspective[first person])",I remember you mentioned you did not like Euro Truck Simulator. Are you just not a fan of any first person driving simulation games?
"verify_attribute(name[Euro Truck Simulator], rating[poor], genres[driving/racing, simulation], player_perspective[first person])",You mentioned not liking Euro Truck Simulator. Are you not about first person driving/racing simulation games?
"verify_attribute(name[Euro Truck Simulator], rating[poor], genres[driving/racing, simulation], player_perspective[first person])",Previously you told me that you didn't like Euro Truck Simulator. Would having an alternative perspective besides the first person view improve your experience in driving simulators perhaps?
"verify_attribute(name[Euro Truck Simulator], rating[poor], has_multiplayer[no], has_linux_release[no])",Earlier you said you didn't like Euro Truck Simulator. Are you typically not a fan of games without multiplayer that aren't on Linux?
"verify_attribute(name[Euro Truck Simulator], rating[poor], has_multiplayer[no], has_linux_release[no])",You said that you don't like Euro Truck Simulator. Is this the case for all games that lack multiplayer and Linux support?
"verify_attribute(name[Euro Truck Simulator], rating[poor], has_multiplayer[no], has_linux_release[no])",Previously you mentioned that you didn't like Euro Truck Simulator. Do is make you mad when games are not released for Linux and don't even offer a multiplayer mode?
"verify_attribute(name[Euro Truck Simulator], release_year[2008], developer[SCS Software], rating[poor])",You told me that you dislike Euro Truck Simulator. Is this the case for all SCS Software games released in 2008?
"verify_attribute(name[Euro Truck Simulator], release_year[2008], developer[SCS Software], rating[poor])","If I remember correctly, you didn't like Euro Truck Simulator. Did SCS Software do a poor job in their quality control in 2008?"
"verify_attribute(name[Euro Truck Simulator], release_year[2008], developer[SCS Software], rating[poor])",Earlier you said you disliked Euro Truck Simulator. Are you just not a fan of games from 2008 by SCS Software?
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",I remember you saying that you enjoyed Far Cry 3. In general are you fond of PC games from Ubisoft Massive?
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",You said that you liked Far Cry 3. Do you regularly play games from Ubisoft Massive on PC?
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",You said Far Cry 3 was pretty fun a moment ago. Would you say Ubisoft Massive has a good reputation for their PC games?
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], player_perspective[first person])",You mentioned you liked Far Cry 3. Do you commonly like first person games by Ubisoft Massive?
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], player_perspective[first person])",I know you mentioned that Far Cry 3 was pretty good in your opinion. Would you say that you're a bit of a fan of the first person perspective games developed by Ubisoft Massive?
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], player_perspective[first person])",You said that you liked Far Cry 3. Do you always like to play first person games from Ubisoft Massive?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], available_on_steam[yes])","So, you thought Far Cry 3 was a good game. Do you usually like action-adventure shooter games that you can get on Steam?"
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], available_on_steam[yes])",You mentioned that Far Cry 3 on Steam was good. Do you also enjoy other action-adventure shooters on the same platform?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], available_on_steam[yes])","You said that you had fun playing Far Cry 3. I'm curious, in general do you like action-adventure shooters that are available on Steam?"
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], has_multiplayer[yes])",Earlier you mentioned that you like Far Cry 3. Is it safe to assume you like most action-adventure shooters with multiplayer?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], has_multiplayer[yes])",You said that you liked Far Cry 3. Do you frequently like to play multiplayer action-adventure shooters?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], has_multiplayer[yes])",I know you mentioned that you had a pretty fun time playing Far Cry 3. Would you say that overall you find action-adventure shooters fun whenever they have a multiplayer mode?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], player_perspective[first person])",You said that you liked Far Cry 3 a fair amount. Do you playing a lot of action-adventure first person shooters?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], player_perspective[first person])",You said earlier that you liked Far Cry 3. Are you often fond of first person action-adventure shooting games?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], player_perspective[first person])",Previously you told me that you like to play Far Cry 3. Does it mean you are fond of first person shooter games with lots of action and adventure in general?
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy])",You said that you liked Football Manager 2015. Do you generally like to play sports strategy simulations from Sports Interactive?
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy])",You said that Football Manager 2015 was a pretty good game. Do you have the impression that Sports Interactive simply knows how to get their sports strategy simulators right?
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], genres[simulation, sport, strategy])",I remember you mentioning Football Manager 2015 as a good game. Do you normally like trying some of Sports Interactive's other sports sim strategy games?
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], has_multiplayer[yes])",You previously said that you liked Football Manager 2015. Do you find that you're often fond of multiplayer games from Sports Interactive?
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], has_multiplayer[yes])",You said that you liked Football Manager 2015. Do you generally like multiplayer games by Sports Interactive?
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], has_multiplayer[yes])",You mentioned that you found Football Manager 2015 to be a good game. Do you also enjoy other games made by Sports Interactive that feature multiplayer?
"verify_attribute(name[Football Manager 2015], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])","I agree, playing Football Manager 2015 with friends online has been pretty fun. Do you normally like playing sports strategy simulations?"
"verify_attribute(name[Football Manager 2015], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])",You said previously that you liked Football Manager 2015. Are you typically a fan of multiplayer simulation games featuring sports and strategy?
"verify_attribute(name[Football Manager 2015], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])","You said that Football Manager 2015 was a fun time. Do you enjoy playing sports strategy simulators in a multiplayer mode, with friends?"
"verify_attribute(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good])",Earlier you mentioned that you liked Football Manager 2015. Generally are you a fan of games from 2014 by Sports Interactive?
"verify_attribute(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good])",Football Manager 2015 was developed by Sports Interactive in 2014 and you seem to think it was good. Is that always true for these types of games?
"verify_attribute(name[Football Manager 2015], release_year[2014], developer[Sports Interactive], rating[good])",You said you had an enjoyable time playing Football Manager 2015. Do you think the developer Sports Interactive did an especially good job in 2014?
"verify_attribute(name[Football Manager 2015], release_year[2014], rating[good], genres[simulation, sport, strategy])",I was surprised when you told me you liked Football Manager 2015. Do you like other sports sim strategy title from 2014?
"verify_attribute(name[Football Manager 2015], release_year[2014], rating[good], genres[simulation, sport, strategy])",Earlier you said you enjoyed Football Manager 2015. Are you generally a fan of simulation games from 2014 involving sports and strategy?
"verify_attribute(name[Football Manager 2015], release_year[2014], rating[good], genres[simulation, sport, strategy])","You quite liked Football Manager 2015, you mentioned. Was 2014 a good year for sports strategy simulation games, you think?"
"verify_attribute(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], genres[music])",You said earlier that you disliked Guitar Hero: Smash Hits. Are you generally not fond of music games from Beenox?
"verify_attribute(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], genres[music])",So Guitar Hero: Smash Hits didn't jive for you. Are you not a fan of how Beenox handles the music genre?
"verify_attribute(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], genres[music])",I remember hearing that you think Guitar Hero: Smash Hits is not your cup of tea. Is this pretty much the case for all music games developed by Beenox?
"verify_attribute(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], platforms[Nintendo])",You said earlier that you didn't like Guitar Hero: Smash Hits. Are you generally not a fan of Nintendo games rated T (for Teen)?
"verify_attribute(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], platforms[Nintendo])",You mentioned disliking Guitar Hero: Smash Hits. Is this the case for all Nintendo games rated T?
"verify_attribute(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], platforms[Nintendo])",You seem to dislike Guitar Hero: Smash Hits a lot. Would you say T rated games for the Nintendo tend to often disappoint you?
"verify_attribute(name[Guitar Hero: Smash Hits], rating[poor], genres[music], has_multiplayer[yes])",You mentioned that you didn't like Guitar Hero: Smash Hits. Do you hate most music games with multiplayer?
"verify_attribute(name[Guitar Hero: Smash Hits], rating[poor], genres[music], has_multiplayer[yes])",You said that you disliked Guitar Hero: Smash Hits. Is it common for you to dislike music multiplayer games?
"verify_attribute(name[Guitar Hero: Smash Hits], rating[poor], genres[music], has_multiplayer[yes])",I remember you don't like Guitar Hero: Smash Hits. Do you think making it a single-player only game would have been a better idea for this type of a music game?
"verify_attribute(name[Guitar Hero: Smash Hits], rating[poor], player_perspective[first person], has_multiplayer[yes])","You said that you disliked Guitar Hero: Smash Hits. Generally speaking, do you dislike first person multiplayer games?"
"verify_attribute(name[Guitar Hero: Smash Hits], rating[poor], player_perspective[first person], has_multiplayer[yes])",Earlier you said that you disliked Guitar Hero: Smash Hits. Is it frequent that you would avoid first person perspective games with multiplayer?
"verify_attribute(name[Guitar Hero: Smash Hits], rating[poor], player_perspective[first person], has_multiplayer[yes])","I get that Guitar Hero: Smash Hits was no fun for you. Do you think the first person perspective was the problem, or perhaps the way multiplayer functioned?"
"verify_attribute(name[Guitar Hero: Smash Hits], release_year[2009], rating[poor], platforms[Nintendo])",I remember you hated Guitar Hero: Smash Hits when it first came out. Would you say 2009 was just a bad year for Nintendo games?
