mr,ref
"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","You mean the NBA 2K19 slated for release on September 11, 2018, right?"
"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","You mean the NBA 2K19 slated for release on September 11, 2018, right?"
"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","Hey, is the NBA 2K19 you mentioned the one that's supposed to come out on September 11, 2018?"
"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","Are you talking about NBA 2K19 that's coming out September 11, 2018?"
"confirm(name[NBA 2K19], exp_release_date[September 11, 2018])","Do you mean the game launching September 11, 2018, NBA 2K19?"
"confirm(name[NBA 2K19], genres[sport])","Are you talking about the sports game, NBA 2K19?"
"confirm(name[NBA 2K19], genres[sport])",So you're talking about the sports game NBA 2K19?
"confirm(name[NBA 2K19], genres[sport])",Do you mean the NBA 2K19 that is in the sport genre?
"confirm(name[NBA 2K19], platforms[Nintendo Switch])",Oh! So that's NBA 2K19 for the Nintendo Switch?
"confirm(name[NBA 2K19], platforms[Nintendo Switch])","Oh, you mean NBA 2K19 for the Nintendo Switch?"
"confirm(name[NBA 2K19], platforms[Nintendo Switch])",Do you mean the NBA 2K19 for the Nintendo Switch?
"confirm(name[Need for Speed: The Run], developer[Firebrand Games])",Do you mean the Need for Speed: The Run made by Firebrand Games?
"confirm(name[Need for Speed: The Run], developer[Firebrand Games])",Are you talking about Need for Speed: The Run from Firebrand Games?
"confirm(name[Need for Speed: The Run], developer[Firebrand Games])",Is this the Need for Speed: The Run that Firebrand Games released?
"confirm(name[Need for Speed: The Run], has_multiplayer[yes])","Are you talking about Need for Speed: The Run, the multiplayer game?"
"confirm(name[Need for Speed: The Run], has_multiplayer[yes])",Are you talking about the Need for Speed: The Run that has multiplayer?
"confirm(name[Need for Speed: The Run], has_multiplayer[yes])",Is this the Need for Speed: The Run with a multiplayer?
"confirm(name[Need for Speed: The Run], platforms[Nintendo])",Do you mean the Need for Speed: The Run that's for Nintendo?
"confirm(name[Need for Speed: The Run], platforms[Nintendo])",Are you talking about Need for Speed: The Run on Nintendo?
"confirm(name[Need for Speed: The Run], platforms[Nintendo])","You mean the Need for Speed: The Run on Nintendo, correct?"
"confirm(name[Need for Speed: The Run], player_perspective[first person])",Do you mean the first person Need for Speed: The Run?
"confirm(name[Need for Speed: The Run], player_perspective[first person])",Do you mean the first person perspective Need for Speed: The Run?
"confirm(name[Need for Speed: The Run], player_perspective[first person])","Do you mean the first person game, Need for Speed: The Run?"
"confirm(name[Need for Speed: The Run], release_year[2011])","Are you talking about the game from 2011, Need for Speed: The Run?"
"confirm(name[Need for Speed: The Run], release_year[2011])",Are you speaking of the Need for Speed: The Run that came out in 2011?
"confirm(name[Need for Speed: The Run], release_year[2011])","That's the Need for Speed: The Run that came out in 2011, right?"
"confirm(name[Ori and the Blind Forest], developer[Moon Studios])","Oh, you maen Ori and the Blind Forest from Moon Studios?"
"confirm(name[Ori and the Blind Forest], developer[Moon Studios])",Are you referring to the Ori and the Blind Forest that was created by Moon Studios?
"confirm(name[Ori and the Blind Forest], developer[Moon Studios])",Is that Ori and the Blind Forest which was developed by Moon Studios?
"confirm(name[Ori and the Blind Forest], esrb[E (for Everyone)])",Are you talking about the E rated Ori and the Blind Forest?
"confirm(name[Ori and the Blind Forest], esrb[E (for Everyone)])","By Ori and the Blind Forest, do you mean the one with an E rating?"
"confirm(name[Ori and the Blind Forest], esrb[E (for Everyone)])","Are you talking about Ori and the Blind Forest, which was rated E?"
"confirm(name[Ori and the Blind Forest], has_multiplayer[no])",Do you mean the Ori and the Blind Forest without multiplayer?
"confirm(name[Ori and the Blind Forest], has_multiplayer[no])",Is it the Ori and the Blind Forest that you're talking about the one that doesn't have any multiplayer?
"confirm(name[Ori and the Blind Forest], has_multiplayer[no])","Are you talking about Ori and the Blind Forest, which has no multiplayer mode?"
"confirm(name[Ori and the Blind Forest], platforms[Xbox])",Is this the Ori and the Blind Forest that you can play on Xbox?
"confirm(name[Ori and the Blind Forest], platforms[Xbox])",Do you mean Ori and the Blind Forest on the Xbox?
"confirm(name[Ori and the Blind Forest], platforms[Xbox])",Are you talking about Ori and the Blind Forest on Xbox?
"confirm(name[Ori and the Blind Forest], release_year[2015])","When you mentioned Ori and the Blind Forest, are you talking about the 2015 game?"
"confirm(name[Ori and the Blind Forest], release_year[2015])",Do you mean Ori and the Blind Forest from 2015?
"confirm(name[Ori and the Blind Forest], release_year[2015])",Do you mean Ori and the Blind Forest that was released in 2015?
"confirm(name[The Room], available_on_steam[yes])","Are you referring to the game on Steam, The Room?"
"confirm(name[The Room], available_on_steam[yes])",Are you talking about The Room that you can get on Steam?
"confirm(name[The Room], available_on_steam[yes])",Do you mean the Steam game The Room?
"confirm(name[The Room], developer[Fireproof Games])",Do you mean The Room that was made by Fireproof Games?
"confirm(name[The Room], developer[Fireproof Games])",Do you mean The Room from Fireproof Games?
"confirm(name[The Room], developer[Fireproof Games])",Do you mean the Fireproof Games developed version of The Room?
"confirm(name[The Room], genres[indie, point-and-click, puzzle])",Did you mean the indie puzzle-solving point-and-click game The Room?
"confirm(name[The Room], genres[indie, point-and-click, puzzle])","Are you talking about the indie point-and-click puzzle game, The Room?"
"confirm(name[The Room], genres[indie, point-and-click, puzzle])","So when you say The Room, do you mean the indie point-and-click puzzle game?"
"confirm(name[The Room], has_multiplayer[no])",Are you asking about the single-player only The Room?
"confirm(name[The Room], has_multiplayer[no])","Please clarify, do you mean The Room that has no multiplayer?"
"confirm(name[The Room], has_multiplayer[no])","Oh, do you mean the game without multiplayer, The Room?"
"confirm(name[The Room], release_year[2012])","Are you talking about the 2012 game, The Room?"
"confirm(name[The Room], release_year[2012])","When you mention The Room, do you mean the one that came out in 2012?"
"confirm(name[The Room], release_year[2012])",Do you mean the 2012 game The Room?
