name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>The Elder Scrolls Online</b>,,,,,,Genres: <b>MMORPG</b>,"Player perspective: <b>first person, third person</b>",,,,,
<b>The Witcher 3: Wild Hunt</b>,,,,,,"Genres: <b>action-adventure, role-playing</b>",,Has multiplayer: <b>no</b>,,,,
<b>Stronghold 2</b>,,,,,Liking/Rating: <b>average</b>,"Genres: <b>real-time strategy, simulation</b>",,,,,,
<b>Mafia</b>,Year: <b>2002</b>,,Developer: <b>Illusion Softworks</b>,,Liking/Rating: <b>excellent</b>,"Genres: <b>driving/racing, fighting, shooter</b>",Player perspective: <b>third person</b>,,,,,
<b>Alan Wake's American Nightmare</b>,Year: <b>2012</b>,,,,Liking/Rating: <b>poor</b>,"Genres: <b>action-adventure, shooter</b>",,,"Platforms: <b>Xbox, PC</b>",Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Never Alone</b>,,,,,,"Genres: <b>adventure, indie, platformer</b>",Player perspective: <b>side view</b>,,,,,
<b>StarCraft</b>,Year: <b>1998</b>,,,ESRB: <b>T (for Teen)</b>,Liking/Rating: <b>good</b>,Genres: <b>real-time strategy</b>,Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,,,,
<b>Driver</b>,Year: <b>1999</b>,,Developer: <b>Reflections Interactive</b>,,,"Genres: <b>driving/racing, simulation</b>",,,"Platforms: <b>PlayStation, PC</b>",,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Need for Speed: The Run</b>,Year: <b>2011</b>,,,,Liking/Rating: <b>average</b>,Genres: <b>driving/racing</b>,"Player perspective: <b>first person, third person</b>",,,,,
<b>Stronghold 2</b>,Year: <b>2005</b>,,,ESRB: <b>T (for Teen)</b>,,"Genres: <b>real-time strategy, simulation</b>",,Has multiplayer: <b>yes</b>,Platforms: <b>PC</b>,Available on Steam: <b>yes</b>,,
<b>BioShock</b>,,,Developer: <b>2K Boston</b>,,,"Genres: <b>action-adventure, role-playing, shooter</b>",,Has multiplayer: <b>no</b>,"Platforms: <b>PlayStation, Xbox, PC</b>",,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Crysis</b>,Year: <b>2007</b>,,,ESRB: <b>M (for Mature)</b>,Liking/Rating: <b>good</b>,"Genres: <b>action-adventure, shooter</b>",,,,,,
<b>Need for Speed: The Run</b>,Year: <b>2011</b>,,Developer: <b>Firebrand Games</b>,ESRB: <b>T (for Teen)</b>,Liking/Rating: <b>average</b>,Genres: <b>driving/racing</b>,,Has multiplayer: <b>yes</b>,,,,
<b>Horizon: Zero Dawn</b>,,,Developer: <b>Guerrilla Games</b>,ESRB: <b>T (for Teen)</b>,Liking/Rating: <b>excellent</b>,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platforms: <b>PlayStation</b>,,,
<b>Anthem</b>,,"Expected release date: <b>February 22, 2019</b>",Developer: <b>BioWare</b>,,,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,"Platforms: <b>PlayStation, Xbox, PC</b>",,,
<b>Tom Clancy's The Division</b>,,,Developer: <b>Massive Entertainment</b>,,Liking/Rating: <b>average</b>,"Genres: <b>role-playing, shooter, tactical</b>",Player perspective: <b>third person</b>,,"Platforms: <b>PlayStation, Xbox, PC</b>",Available on Steam: <b>yes</b>,,
