mr,ref
"request_explanation(esrb[T (for Teen)], rating[excellent], has_multiplayer[no])",What is so much fun about a Teen rated game without the availability of multiplayer?
"request_explanation(developer[Square], rating[excellent], platforms[PC])",What can the PC platform do for games developed by Square that is not available on other platforms?
"request_explanation(rating[excellent], has_linux_release[no], has_mac_release[no])",Do you feel non-availability on Linux and Mac are fair to the gaming community?
"request_explanation(developer[Evolution Studios], rating[poor], genres[vehicular combat])",Why do you say that Evolution Studios' vehicular combat games are so bad?
"request_explanation(rating[poor], genres[vehicular combat], platforms[PlayStation])",What makes you feel that vehicular combat games on the PlayStation are so boring?
"request_explanation(developer[Evolution Studios], rating[poor], has_multiplayer[yes])",What is it about Evolution Studios multiplayer games that you find so off-putting?
"request_explanation(rating[poor], genres[vehicular combat], player_perspective[third person])",Why do you think third person vehicular combat games are not fun to play?
"request_explanation(release_year[2011], rating[poor], platforms[PlayStation])",What is it about PlayStation games released in 2011 that gives you such a sour view on them?
"request_explanation(developer[Dontnod Entertainment], rating[good], platforms[PlayStation])",What do you like best about what Dontnod Entertainment does with PlayStation games?
"request_explanation(release_year[2015], rating[good], genres[role-playing])",What do you enjoy about role-playing games released in 2015?
"request_explanation(rating[good], player_perspective[third person], has_multiplayer[no])",What makes you like third person single-player games?
"request_explanation(esrb[M (for Mature)], rating[good], genres[role-playing])",How come you find role-playing games rated M entertaining?
"request_explanation(release_year[2015], rating[good], platforms[PlayStation])",What is your favorite thing about 2015 PlayStation games?
"request_explanation(rating[excellent], genres[action-adventure, shooter], player_perspective[third person])","If you don't mind me asking, why are third person action-adventure shooters some of your favorite games of all time?"
"request_explanation(developer[Capcom Production Studio 4], rating[excellent], platforms[Xbox])",What is it about Capcom Production Studio 4's lineup of Xbox games that has you going on about how awesome they are?
"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[Xbox])",Why do you feel that the M rated Xbox games are some of the best games out there?
"request_explanation(esrb[M (for Mature)], rating[excellent], genres[action-adventure, shooter])",So what aspects of M rated action-adventure shooters makes you say they're excellent?
"request_explanation(developer[Capcom Production Studio 4], rating[excellent], has_multiplayer[no])",What is it about Capcom Production Studio 4's single-player only games that makes you find them so great?
"request_explanation(developer[Valve Corporation], rating[excellent], platforms[PC])",How come you adore PC games from Valve Corporation?
"request_explanation(rating[excellent], has_linux_release[yes], has_mac_release[yes])",Why is it that you really like games with both Mac and Linux releases?
"request_explanation(rating[excellent], genres[shooter], player_perspective[first person])",Is there a particular reason for you really enjoying first person shooters?
"request_explanation(developer[Valve Corporation], rating[excellent], has_multiplayer[no])",Would you tell me why you vastly enjoy Valve Corporation games with no multiplayer?
"request_explanation(release_year[2004], esrb[M (for Mature)], rating[excellent])",How is it that you like to play M rated games from 2004 so much?
"request_explanation(rating[good], player_perspective[bird view], has_multiplayer[yes])",What do you find interesting about multiplayer games with a bird's eye view?
"request_explanation(rating[good], genres[simulation, turn-based strategy], platforms[PC])",What do you like best about playing turn-based strategy simulation games on the PC?
"request_explanation(release_year[2010], developer[Firaxis Games], rating[good])",What do you enjoy about 2010 games released by Firaxis Games?
"request_explanation(esrb[E 10+ (for Everyone 10 and Older)], rating[good], has_mac_release[yes])",What do you like about E 10+ games released on Mac?
"request_explanation(rating[good], has_multiplayer[yes], available_on_steam[yes])",Why do you prefer multiplayer games available through Steam?
"request_explanation(rating[average], genres[driving/racing, sport], platforms[PlayStation])",Why do you say that the PlayStation's lineup of sport racing games are serviceable but nothing great?
"request_explanation(developer[Codemasters Southam], rating[average], platforms[PlayStation])",What is it about Codemasters Southam's PlayStation games that makes you say they're just average?
"request_explanation(rating[average], genres[driving/racing, sport], player_perspective[first person])",Why do you find first person sport racing games to be okay but nothing spectacular?
"request_explanation(rating[average], has_multiplayer[yes], platforms[PlayStation])",What is it about the PlayStation's multiplayer games that makes you say they are decent but nothing to get too excited for?
"request_explanation(developer[Codemasters Southam], rating[average], genres[driving/racing, sport])",What is it about Codemasters Southam's sport racing games that makes you feel they're neither particularly great nor particularly bad?
"request_explanation(rating[average], genres[sport], has_multiplayer[yes])",How come you're not that interested in multiplayer sports games?
"request_explanation(esrb[T (for Teen)], rating[average], genres[sport])",What do you find lacking about sports games stamped with a teen content rating?
"request_explanation(developer[Neversoft Entertainment], rating[average], platforms[PC])",Why do you find Neversoft Entertainment's PC games merely average?
"request_explanation(rating[average], genres[sport], player_perspective[third person])",What do you miss in sports games with a third person perspective?
"request_explanation(release_year[2001], developer[Neversoft Entertainment], rating[average])",Why do you think Neversoft Entertainment games from 2001 were not very engaging for you?
"request_explanation(developer[Grimlore Games], rating[poor], genres[real-time strategy, role-playing])",What don't you like about real-time role-playing strategy games from Grimlore Games?
"request_explanation(rating[poor], player_perspective[bird view], available_on_steam[yes])",Why don't you enjoy playing those games with a bird's eye view that are on Steam?
"request_explanation(rating[poor], genres[real-time strategy, role-playing], platforms[PC])","What bothers you about PC games with a role-playing, real-time strategy element?"
"request_explanation(release_year[2017], developer[Grimlore Games], rating[poor])",Why do you really not like video games released in 2017 by Grimlore Games?
"request_explanation(rating[poor], player_perspective[bird view], has_multiplayer[yes])",What specifically isn't fun about multiplayer games played from a bird view perspective?
"request_explanation(rating[good], genres[simulation, strategy], player_perspective[bird view])",Why do you enjoy playing strategy simulation games with a bird's eye view?
"request_explanation(developer[MicroProse], rating[good], platforms[Xbox])",What is it about MicroProse's Xbox games that you find enjoyable?
"request_explanation(release_year[1999], rating[good], platforms[Xbox])",Why do you think that the games released on the Xbox in 1999 were pretty good?
"request_explanation(developer[MicroProse], rating[good], genres[simulation, strategy])",What aspects of MicroProse's strategy simulators make you enjoy them like you do?
"request_explanation(developer[MicroProse], rating[good], player_perspective[bird view])",What is it about the bird view perspective games made by MicroProse that makes you enjoy them?
"request_explanation(developer[Naughty Dog], rating[excellent], platforms[PlayStation])",What do you love Naughty Dog's PlayStation games so much?
"request_explanation(developer[Naughty Dog], rating[excellent], genres[action-adventure, shooter])",What is it about Naughty Dog's action adventure-shooters that you love so much?
"request_explanation(rating[excellent], genres[action-adventure, shooter], player_perspective[third person])",So why are third person action-adventure shooters your favorite type of games?
"request_explanation(esrb[M (for Mature)], rating[excellent], platforms[PlayStation])",Why are you such a big fan of all M rated games on the PlayStation?
"request_explanation(rating[excellent], player_perspective[third person], has_multiplayer[yes])",What is it about third person multiplayer games that makes you such a huge fan of them?
"request_explanation(developer[Hudson Soft], rating[average], player_perspective[bird view])",I understand you are not too fond of bird's eye view games developed by Hudson Soft. Why is that though?
"request_explanation(esrb[E (for Everyone)], rating[average], genres[action, strategy])",I observed that you are not too fond of action strategy games rated E (for Everyone). Can you tell me why?
"request_explanation(release_year[1993], developer[Hudson Soft], rating[average])",I noticed you are not too fond of Hudson Soft games from 1993. But what's the reason?
"request_explanation(rating[average], player_perspective[bird view], has_multiplayer[no])","You seem to be not too fond of multiplayer bird's eye view games, can you help me understand why that is?"
"request_explanation(rating[average], has_linux_release[no], has_mac_release[no])",I see you are not too fond of games that aren't released for the Mac and Linux. Why is that?
"request_explanation(rating[good], genres[driving/racing, simulation, sport], platforms[PlayStation])",Why do you find the PlayStation's lineup of sport racing simulators to be enjoyable games to play?
"request_explanation(developer[Kunos Simulazioni], rating[good], genres[driving/racing, simulation, sport])",What is it about Kunos Simulazioni's sport racing simulators that makes you recommend them?
"request_explanation(rating[good], genres[driving/racing, simulation, sport], player_perspective[third person])",So what is the thing about third person sport racing simulators that gives you good time playing them?
"request_explanation(release_year[2014], rating[good], has_multiplayer[yes])",What is it about the multiplayer games released in 2014 that you feel makes them pretty fun?
"request_explanation(release_year[2014], rating[good], platforms[PlayStation])","I'm really curious now, what aspects of the PlayStation's 2014 lineup makes you say they're fun?"
"request_explanation(developer[Illusion Softworks], rating[excellent], genres[driving/racing, fighting, shooter])",What is it about Illusion Softworks's shooter games with driving and fighting that you find so enjoyable?
"request_explanation(developer[Illusion Softworks], rating[excellent], platforms[Xbox])",Why do you love Xbox games particularly developed by Illusion Softworks?
"request_explanation(esrb[M (for Mature)], rating[excellent], genres[driving/racing, fighting, shooter])",What do you find so fun about M rated shooters that involve driving and fighting?
"request_explanation(rating[excellent], genres[driving/racing, fighting, shooter], player_perspective[third person])","I'm curious to know, what is it about third person shooting and fighting games in which you can drive that you find so entertaining?"
"request_explanation(release_year[2002], rating[excellent], platforms[Xbox])",What is it about the Xbox games released in 2002 that makes you a fan of them?
"request_explanation(developer[Overkill Software], rating[average], platforms[Nintendo Switch])",Why do you think that Overkill Software's games for Nintendo Switch are so average?
"request_explanation(rating[average], genres[role-playing, shooter], player_perspective[first person])",What is it about first person RPG shooters that makes you find them to be just okay?
"request_explanation(esrb[M (for Mature)], rating[average], platforms[Nintendo Switch])",Why do you say that the M rated games on the Nintendo Switch are so-so in quality?
"request_explanation(release_year[2013], developer[Overkill Software], rating[average])",Why do you think the games that Overkill Software developed in 2013 are merely okay?
"request_explanation(esrb[M (for Mature)], rating[average], player_perspective[first person])",Why is it you feel that M rated games played from a first person perspective are just okay?
"request_explanation(rating[good], genres[adventure, platformer, puzzle], player_perspective[side view])",Would you tell me more about what it is about side view perspective adventure platformers full of puzzles that you enjoy?
"request_explanation(developer[Tarsier Studios], rating[good], platforms[PlayStation])",What do you think it is about the PlayStation games developed by Tarsier Studios that makes them fun to play?
"request_explanation(developer[Tarsier Studios], esrb[E (for Everyone)], rating[good])",What do you like about the E rated games developed by Tarsier Studios?
"request_explanation(release_year[2017], rating[good], platforms[PlayStation])",What is it about the games released for the PlayStation in 2017 that makes you enjoy them like you do?
"request_explanation(esrb[E (for Everyone)], rating[good], genres[adventure, platformer, puzzle])",Why do you like playing E rated adventure puzzle platformers?
"request_explanation(developer[Blizzard North], rating[good], genres[hack-and-slash, role-playing])",What is it about the hack-and-slash RPGs made by Blizzard North that you find fun to play?
"request_explanation(rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view])",Why is it that you like to play bird view perspective hack-and-slash RPGs?
"request_explanation(developer[Blizzard North], rating[good], platforms[PC])",What is it about the PC games developed by Blizzard North that makes you find them fun?
"request_explanation(esrb[M (for Mature)], rating[good], genres[hack-and-slash, role-playing])",What is it about M rated hack-and-slash RPGs that makes you say they're good?
"request_explanation(developer[Blizzard North], rating[good], has_mac_release[yes])",What is it about the Blizzard North games that have gotten a Mac release that you find enjoyable?
