HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.selected_attr11,Answer.selected_attr12,Answer.selected_attr13,Answer.selected_attr14,Answer.selected_attr21,Answer.selected_attr22,Answer.selected_attr23,Answer.selected_attr24,Answer.selected_attr31,Answer.selected_attr32,Answer.selected_attr33,Answer.selected_attr34,Answer.selected_attr41,Answer.selected_attr42,Answer.selected_attr43,Answer.selected_attr44,Answer.selected_attr51,Answer.selected_attr52,Answer.selected_attr53,Answer.selected_attr54,Answer.utterance1,Answer.utterance2,Answer.utterance3,Answer.utterance4,Answer.utterance5,Approve,Reject
3TLFH2L6Y99TJWM6YPYJ9MT5UBZT22,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 12:32:22 PDT 2019,,,3KWTYT0871P0L0VIX13S9MIQ38U5L9,A2EED3HLTA96CP,Submitted,Sun Apr 14 16:54:05 PDT 2019,Sun Apr 14 17:26:52 PDT 2019,Mon Apr 29 17:26:52 PDT 2019,,,,1967,100% (12/12),100% (12/12),100% (12/12),<b>Stronghold 2</b>,Year: <b>2005</b>,,Developer: <b>Firefly Studios</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,"Genres: <b>real-time strategy, simulation</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>,,name,rating,release_year,developer,name,rating,player_perspective,genres,name,rating,has_multiplayer,available_on_steam,name,rating,genres,platforms,name,rating,has_linux_release,has_mac_release,You said earlier that you were not that found of Stronghold 2.  Is that the case with all 2005 releases by Firefly Studios?,"You said earlier that you were not that found of Stronghold 2.  Is that the case with all bird-view player perspective, real-time strategy, simulation games?",You said earlier that you were not that found of Stronghold 2.  Is that the case with all multiplayer games which are available on Steam?,"You said earlier that you were not that found of Stronghold 2.  Is that the case with all real-time strategy, simulation games for the PC?",You said earlier that you were not that found of Stronghold 2.  Is that the case with all games that were never released for Linux or the Mac?,,
31S7M7DAGGBZKI8E8VGOOISE0BQLTJ,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 12:32:22 PDT 2019,,,3GA6AFUKOPAVLPPOSX012XRZ8UR3H5,A2WXA938XGWM6J,Submitted,Sun Apr 14 14:39:17 PDT 2019,Sun Apr 14 14:54:54 PDT 2019,Mon Apr 29 14:54:54 PDT 2019,,,,937,0% (0/0),0% (0/0),0% (0/0),<b>Need for Speed: Most Wanted</b>,Year: <b>2005</b>,,Developer: <b>EA Redwood Shores</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>good</b>,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,genres,name,rating,player_perspective,genres,name,rating,platforms,genres,name,rating,developer,release_year,name,rating,has_multiplayer,platforms,You mentioned that Need For Speed: Most Wanted was pretty average in your opinion. Do you generally enjoy racing games or are you just not fond of EA's version?,I recall you weren't in love with Need for Speed: Most Wanted. Do you prefer racing games that are played from a different perspective than third person?,So you mentioned Need for Speed: Most Wanted was just okay. Do you prefer to play racing games on a different console than Playstation?,So you thought Need for Speed: Most Wanted was okay. Do you think there are betting racing games from EA released in 2005?,"You previously said Need for Speed: Most Wanted was okay, but not great. Does that have anything to do with how the mulitplayer option for PlayStation performs for this game?",,
3EAWOID6MTI10ENHOXUKRGOBUYW0V6,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3M0NZ3JDP2KKQPCMC2U1H1TOIQYZ50,A1MW021IG07IMF,Submitted,Mon Apr 15 19:21:24 PDT 2019,Mon Apr 15 19:25:47 PDT 2019,Tue Apr 30 19:25:47 PDT 2019,,,,263,100% (27/27),100% (27/27),100% (27/27),<b>Quantum Break</b>,Year: <b>2016</b>,,Developer: <b>Remedy Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,"Genres: <b>adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,,,name,rating,developer,esrb,name,rating,platforms,genres,name,rating,genres,player_perspective,name,rating,release_year,platforms,name,rating,developer,platforms,"You said that Quantum Break could be interesting at times, but was overall just okay. Do you kind of feel the same way about Remedy Entertainment's other M rated games?","You mentioned that Quantum Break wasn't bad, but wasn't all that good either. Do you feel that Xbox adventure shooters are in general average like that?","So you said you didn't waste your money on Quantum Break, but it didn't really stand out in any way. Do you have similar thoughts on third person adventure shooters in general?","You mentioned that Quantum Break was merely okay. But I'm wondering, do you feel the same way about the other games released for Xbox in 2016?","So you think that Quantum Break is pretty much an average game, middle of the road. Do you have the same view on Remedy Entertainment's other Xbox games?",,
3DA79LNS59GI4EIP2PCOSWYX0PZT3D,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 12:32:22 PDT 2019,,,3TOK3KHVJU4NEPCYYMYHZN0GPJ57OI,A1MW021IG07IMF,Submitted,Sun Apr 14 21:15:09 PDT 2019,Sun Apr 14 21:26:44 PDT 2019,Mon Apr 29 21:26:44 PDT 2019,,,,695,100% (27/27),100% (27/27),100% (27/27),<b>Assassin's Creed Chronicles: India</b>,Year: <b>2016</b>,,Developer: <b>Climax Studios</b>,,Liking: <b>poor</b>,"Genres: <b>action-adventure, platformer</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,,,name,rating,platforms,genres,name,rating,developer,player_perspective,name,rating,platforms,has_multiplayer,name,rating,genres,release_year,name,rating,developer,has_multiplayer,I remember you said you fond Assassin's Creed Chronicles: India to be pretty bad. Do you feel similarly about all PlayStation action-adventure platformers?,So I know you said you hated Assassin's Creed Chronicles: India. Do you think all of Climax Studios side view games are as bad?,So I know you said you got very bored with Assassin's Creed Chronicles: India. Do you just not enjoy single player only PlayStation games?,I remember that you told me you really disliked Assassin's Creed Chronicles: India. Do you feel the same about all 2016 action adventure platformers?,"I know you mentioned not liking Assassin's Creed Chronicles: India. I'm curious, do you think all of Climax Studios' single player only games are bad?",,
3CVBMEMMXB1A0OSH47YPRU7PUXQH7W,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3SNLUL3WO59H6FLXY2B0HYA62YSLUU,A1MW021IG07IMF,Submitted,Mon Apr 15 17:37:55 PDT 2019,Mon Apr 15 17:53:03 PDT 2019,Tue Apr 30 17:53:03 PDT 2019,,,,908,100% (27/27),100% (27/27),100% (27/27),<b>Lara Croft and the Temple of Osiris</b>,Year: <b>2014</b>,,Developer: <b>Crystal Dynamics</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,"Genres: <b>action-adventure, puzzle, shooter</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>,,name,rating,developer,platforms,name,rating,genres,player_perspective,name,rating,developer,available_on_steam,name,rating,has_multiplayer,genres,name,rating,developer,genres,So if I remember right you feel that Lara Croft and the Temple of Osiris is thoroughly average in quality. Do you feel the same about the rest of Crystal Dynamics' PC game lineup?,"I remember you saying that Lara Croft and the Temple of Osiris was an okay game, but didn't blow your mind or anything. Is that just kind of how you feel about all bird view perspective puzzle action-adventure shooters?","I know you think Lara Croft and the Temple of Osiris was mostly okay, but I'm curious now. Do you have similar thoughts about the rest of the Steam games made by Crystal Dynamics?","So Lara Croft and the Temple of Osiris was, in your view, neither good nor bad, so-so, if I remember right. Do you feel similarly about other puzzle action-adventure shooters?","So if since you feel that Lara Croft and the Temple of Osiris average quality, it's got me wondering something. Do you have the same opinion about the rest of Crystal Dynamics' puzzle action adventure shooters?",,
3WRKFXQBOBSTB3Z2XY6A4JS1Y9EYI7,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 12:32:22 PDT 2019,,,304SM51WA4QPET7HIKR6OUWD5YSBSY,A38IGWR6VEHCNE,Submitted,Sun Apr 14 19:35:52 PDT 2019,Sun Apr 14 19:44:23 PDT 2019,Mon Apr 29 19:44:23 PDT 2019,,,,511,0% (0/0),0% (0/0),0% (0/0),<b>Metal Gear Solid 3: Snake Eater</b>,Year: <b>2004</b>,,Developer: <b>Konami Computer Entertainment Japan</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter, tactical</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,platforms,name,rating,release_year,genres,name,rating,player_perspective,esrb,name,rating,genres,platforms,name,rating,has_multiplayer,platforms,"Everyone loves Metal Gear Solid 3: Snake Eater, and I know it was your favorite game for a long time. Do you think it being created by Konami had anything to do with its' success, or was it all about being released on Playstation?","I remember how back in the early 2000s, everyone was playing Metal Gear Solid 3: Snake Eater, and you lived for that game! Do you think it was the right place, right time to create that kind of success, or was it all about being a tactical shooter in 2004?","You've been a Konami fan for forever, and I know Metal Gear Solid 3: Snake Eater is your favorite game of all time, hands down. Would you say you like to play games with mature content rating in general, especially with a bird-view perspective?","I remember how much fun we used to have watching you play Metal Gear Solid 3: Snake Eater at your house, and how much you loved that game. Do you still play tactical shooters, and do you still have a Playstation?",I remember how excited you were when Metal Gear Solid 3: Snake Eater came out. Are you a fan of many other single-player PlayStation games?,,
3W3RSPVVGSCEKVN3806YTEEGJPXLUA,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3FIJLY1B6VQIEI35V598CFINXLKPF3,A1MW021IG07IMF,Submitted,Mon Apr 15 17:53:03 PDT 2019,Mon Apr 15 18:26:09 PDT 2019,Tue Apr 30 18:26:09 PDT 2019,,,,1986,100% (27/27),100% (27/27),100% (27/27),<b>Max Payne</b>,Year: <b>2001</b>,,Developer: <b>Remedy Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>,,name,rating,genres,player_perspective,name,rating,developer,esrb,name,rating,genres,platforms,name,rating,available_on_steam,player_perspective,name,rating,platforms,player_perspective,"I know you feel that Max Payne was a fun time, and that has me wondering something. Do you feel the same way about other third person action-adventure shooters?","So you found Max Payne to be enjoyable to play, if I remember right. Do you also enjoy Remedy Entertainment's other M rated games?",You mentioned earlier that you found Max Payne quite fun. Do you feel the same way about other action-adventure shooters on the PC?,You said that Max Payne was a pretty good game. Do you feel the same way about the other third person perspective games you can get on Steam right now?,"So you had fun playing Max Payne, if I recall right. Do you also enjoy other third person games for the PC?",,
3TY2U1TEB7VZBPO9TGQ76XSDYKUJJA,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3A9AA95ATX8QCLAGPTWZQ3RA8RRP55,A1MW021IG07IMF,Submitted,Mon Apr 15 19:25:48 PDT 2019,Mon Apr 15 19:30:51 PDT 2019,Tue Apr 30 19:30:51 PDT 2019,,,,303,100% (27/27),100% (27/27),100% (27/27),<b>The Room</b>,Year: <b>2012</b>,,Developer: <b>Fireproof Games</b>,,Liking: <b>excellent</b>,"Genres: <b>indie, point-and-click, puzzle</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>no</b>,,name,rating,developer,genres,name,rating,platforms,genres,name,rating,developer,player_perspective,name,rating,release_year,platforms,name,rating,has_linux_release,genres,You said that The Room was a really excellent game. Do you also love the other indie point-and-click puzzle games developed by Fireproof Games?,You are always talking about how much you adored The Room. Do you in general just really love indie point-and-click puzzle games for the PC?,"You mentioned that The Room was a totally awesome game. I'm curious, are you in general a big fan of Fireproof Games' first person perspective games?",You said that The Room was one of the best games you've played. Do you think that the other games released for the PC in 2012 were really good too?,You often bring up how much you loved The Room. Are you in general a big fan of those type of indie point-and-click puzzle games that are available on Linux?,,
373L46LKP7RUM9URB1QJ7CSQD9UJK9,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3WETL7AQWUUJ5W5TRVZSD0O93VZ357,A1MW021IG07IMF,Submitted,Mon Apr 15 19:04:37 PDT 2019,Mon Apr 15 19:09:42 PDT 2019,Tue Apr 30 19:09:42 PDT 2019,,,,305,100% (27/27),100% (27/27),100% (27/27),<b>Skyforge</b>,Year: <b>2015</b>,,Developer: <b>Allods Online</b>,,Liking: <b>poor</b>,"Genres: <b>adventure, hack-and-slash, MMORPG</b>",Player perspective: <b>third person</b>,,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>,,name,rating,genres,platforms,name,rating,developer,platforms,name,rating,genres,player_perspective,name,rating,player_perspective,available_on_steam,name,rating,platforms,release_year,So you said that Skyforge was boring and unpleasant. Do you perhaps just not like hack-and-slash adventure MMORPGs for the PC?,So you said Skyforge was a giant disappointment to you. Do you think that the rest of Allods Online's PC games are poor quality too?,"Sorry to hear that you found Skyforge to be such a poor game and a waste of money. But I wonder, do you now like third person hack-and-slash adventure MMORPGs perhaps?","So you found Skyforge to be pretty bad, it seems. But now I'm wondering, do you feel the same way about the other third person games available on Steam?","Ah, so you really didn't like Skyforge at all it seems. But I wonder now, do you dislike the other games that came out in 2015 for the PC?",,
3EHIMLB7F7KE02X0ECQV5U3K5HWH8J,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 12:32:22 PDT 2019,,,3P4RDNWND6S62Y2X10A9IG9345YIJX,A38IGWR6VEHCNE,Submitted,Sun Apr 14 19:17:49 PDT 2019,Sun Apr 14 19:28:07 PDT 2019,Mon Apr 29 19:28:07 PDT 2019,,,,618,0% (0/0),0% (0/0),0% (0/0),<b>Need for Speed: Payback</b>,Year: <b>2017</b>,,Developer: <b>Ghost Games</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,name,rating,player_perspective,esrb,name,rating,developer,release_year,name,rating,esrb,genres,name,rating,platforms,release_year,name,rating,genres,player_perspective,You told me you didn't really like Need for Speed: Payback. But would your opinion change if it didn't have that third-person perspective and a teen rating?,Previously we've talked about how you didn't like Need for Speed: Payback. Do you have the same feeling about other games Ghost Games made in 2017?,"I remember you don't like Need for Speed: Payback. Do you think it was because it was rated T (for teen), or do you generally dislike driving and racing games?",You hated Need for Speed: Payback. But were there other games that came out for the Playstation in 2017 that you liked?,"I get that Need for Speed: Payback isn't your game. Do you think it's because you prefer genres besides racing and driving, or were you not a fan of the third person perspective?",,
36FFXPMST99HLUKGLTFR2GTKKM0OHT,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,336YQZE83W0KRID3XD479ZXF3MH5MQ,A1MW021IG07IMF,Submitted,Mon Apr 15 19:36:25 PDT 2019,Mon Apr 15 19:40:06 PDT 2019,Tue Apr 30 19:40:06 PDT 2019,,,,221,100% (27/27),100% (27/27),100% (27/27),<b>Rocket League</b>,Year: <b>2015</b>,,Developer: <b>Psyonix</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>good</b>,"Genres: <b>sport, vehicular combat</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo Switch</b>,,,,,name,rating,platforms,developer,name,rating,genres,player_perspective,name,rating,has_multiplayer,genres,name,rating,platforms,release_year,name,rating,player_perspective,developer,You mentioned liking Rocket League. Do you think that the other games developed for the Nintendo Switch by Psyonix are good?,You said that Rocket League was a fun time. Do you feel the same way about other third person vehicular combat sports games?,I know you've mentioned Rocket League being pretty good. Do you similarly enjoy other vehicular combat sport games with multiplayer?,You said that Rocket League was a fun game to play. Do you think the other games released on the Nintendo Switch in 2015 were good?,I know you've mentioned that you enjoyed playing Rocket League. Do you also like the other third person perspective games made by Psyonix?,,
3YGE63DIN8IEF3NME7ZGDI7P17Y0WG,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3SUWZRL0MZZIYYL4LYQTOX66QGK6E3,A1MW021IG07IMF,Submitted,Mon Apr 15 21:31:29 PDT 2019,Mon Apr 15 21:37:00 PDT 2019,Tue Apr 30 21:37:00 PDT 2019,,,,331,100% (27/27),100% (27/27),100% (27/27),<b>Mass Effect 2</b>,Year: <b>2010</b>,,Developer: <b>BioWare</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,genres,name,rating,player_perspective,genres,name,rating,platforms,esrb,name,rating,platforms,release_year,name,rating,developer,esrb,You said Mass Effect 2 was awesome and totally ruled. Are you a huge fan of BioWare's action-adventure RPG shooters?,"I know you often go on about how much you love Mass Effect 2. In general, do you just really love third person action-adventure RPG shooters?","So Mass Effect 2 is a game you find really excellent, I remember you mentioning. Would you say that in general, you love the M rated games that are on PlayStation?","You were going on and on about how much you love Mass Effect 2 a moment ago. In general, would you say that the games released on the PlayStation in 2010 were excellent?","A moment ago you mentioned how awesome you thought Mass Effect 2 was. Generally speaking, do you think the M rated games developed by Bioware are great?",,
3NKW03WTLMS23WSLV5TVSOY7EBVQW3,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3WS1NTTKEZYFQ1ZLEKUIXEHFPE2F0I,A1MW021IG07IMF,Submitted,Mon Apr 15 20:46:32 PDT 2019,Mon Apr 15 20:50:44 PDT 2019,Tue Apr 30 20:50:44 PDT 2019,,,,252,100% (27/27),100% (27/27),100% (27/27),<b>Silent Hill 2</b>,Year: <b>2001</b>,,Developer: <b>Konami Computer Entertainment Tokyo</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, puzzle</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,,,name,rating,esrb,genres,name,rating,genres,player_perspective,name,rating,platforms,player_perspective,name,rating,platforms,release_year,name,rating,player_perspective,esrb,"You mentioned that you really, really love Silent Hill 2. Do you in general just love M rated action-adventure games with lots of puzzles?","You said that Silent Hill 2 was totally rad and awesome. I'm curious, do you in general really love third person perspective action adventure games with puzzles?",You said that Silent Hill 2 was totally awesome. Do you feel the same way about the other third person perspective games out on the PlayStation?,"You mentioned again how much you adored Silent Hill 2. I'm curious, do you feel similarly about the PlayStation games released in 2001 in general?",You mentioned earlier that you thought Silent Hill 2 was really excellent. Do you in general just really love M rated games played from a third person perspective?,,
3W5PY7V3UPSP6EJ8FGRAGK71BO3YJJ,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:22 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:32:22 PDT 2019,,,3YZ8UPK3VU8O3BRRLPI1EFKJ8P5CUW,A1MW021IG07IMF,Submitted,Mon Apr 15 18:58:28 PDT 2019,Mon Apr 15 19:04:37 PDT 2019,Tue Apr 30 19:04:37 PDT 2019,,,,369,100% (27/27),100% (27/27),100% (27/27),<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,Developer: <b>Nintendo EAD</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, puzzle, role-playing</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Nintendo</b>,,,,,name,rating,platforms,genres,name,rating,developer,player_perspective,name,rating,has_multiplayer,genres,name,rating,release_year,platforms,name,rating,esrb,platforms,I know you think that The Legend of Zelda: Ocarina of Time is one of the best games ever. Do you have a similar love for other Nintendo games that are action-adventure puzzle rpgs?,"I remember you really, really loved The Legend of Zelda: Ocarina of Time. Do you have similar feelings for the other third person perspective games made by Nintendo EAD","The Legend of Zelda: Ocarina of Time is one of your favorite games ever, if I recall. Do you also really love other single player only action-adventure puzzle role-playing games?","You said you felt The Legend of Zelda: Ocarina of Time was a really excellent game. I'm curious, do you feel similarly about the other Nintendo games released in 1998?","So since you mentioned how much you absolutely loved The Legend of Zelda: Ocarina of Time, it got me curious about something. Do you also love Nintendo's lineup of other E rated games?",,
322ZSN9Z5G53MA1T23H721Q3EPVT4Y,3M55KGTKUZAPK9G5FED4H7IXAK84PQ,Write 5 conversational responses about a video game based on its attributes and context (type: verify attribute; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:32:23 PDT 2019,1,BatchId:3606953;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 12:32:23 PDT 2019,,,3XCC1ODXDMX0HK9TMDORT9MG5W4QRV,A2EED3HLTA96CP,Submitted,Sun Apr 14 16:03:06 PDT 2019,Sun Apr 14 16:09:59 PDT 2019,Mon Apr 29 16:09:59 PDT 2019,,,,413,100% (12/12),100% (12/12),100% (12/12),<b>Life is Strange</b>,Year: <b>2015</b>,,Developer: <b>Dontnod Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,Genres: <b>role-playing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,genres,name,rating,platforms,player_perspective,name,rating,player_perspective,has_multiplayer,name,rating,release_year,esrb,name,rating,developer,esrb,I remember you saying that you liked Life is Strange. Do you like all role-playing games developed by Dontnod Entertainment?,You said earlier that you liked Life is Strange. Do you like all third person perspective games made for the PlayStation?,I know that you liked Life is Strange. Do you like third person perspective multi-player games?,I remember that you liked Life is Strange. Do you like M for Mature rated games from 2015?,I remember that you liked Life is Strange.  Do you like M for Mature rated games from Dontnod Entertainment?,,
