"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.name","Input.release_year","Input.exp_release_date","Input.developer","Input.esrb","Input.rating","Input.genres","Input.player_perspective","Input.has_multiplayer","Input.platforms","Input.available_on_steam","Input.has_linux_release","Input.has_mac_release","Answer.utterance","Approve","Reject"
"36JW4WBR065NFH7NMQW1FMK69V0FHQ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:54 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:54 PDT 2018","","","36AHBNMV1SYFPCHAVMA1168CJNADYN","A2PB1I8JWNLJ70","Submitted","Thu Jun 14 07:05:32 PDT 2018","Thu Jun 14 07:10:55 PDT 2018","Fri Jun 29 07:10:55 PDT 2018","","","","323","0% (0/0)","0% (0/0)","0% (0/0)","<b>Tomb Raider: The Last Revelation</b>","Year: <b>1999</b>","","","","","Genres: <b>action-adventure, puzzle, shooter</b>","","Has multiplayer: <b>no</b>","","","","","Tomb Raider: The Last Revelation is a single player action-adventure, puzzle, shooting game. It was released in 1999."
"36JW4WBR065NFH7NMQW1FMK69V0FHQ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:54 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:54 PDT 2018","","","3CCZ6YKWR855KYU984024DRTXXS59J","A34QZDSTKZ3JO9","Submitted","Thu Jun 14 07:19:33 PDT 2018","Thu Jun 14 07:20:10 PDT 2018","Fri Jun 29 07:20:10 PDT 2018","","","","37","100% (226/226)","0% (0/0)","0% (0/0)","<b>Tomb Raider: The Last Revelation</b>","Year: <b>1999</b>","","","","","Genres: <b>action-adventure, puzzle, shooter</b>","","Has multiplayer: <b>no</b>","","","","","Tomb Raider: The Last Revelation is an action adventure puzzle shooter game from 1999.  It doesn't have multiplayer."
"3ZG552ORAMP8WOQV3KYYA4HQ8662VJ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:55 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:55 PDT 2018","","","33JKGHPFYDGOH7J91D0T3GXZOHWNMN","A297QREQXDZYYE","Submitted","Thu Jun 14 06:37:02 PDT 2018","Thu Jun 14 06:40:32 PDT 2018","Fri Jun 29 06:40:32 PDT 2018","","","","210","0% (0/0)","0% (0/0)","0% (0/0)","<b>Outlast II</b>","","","","","","Genres: <b>adventure, indie</b>","Player perspective: <b>first person</b>","","Platforms: <b>PlayStation, Xbox, Nintendo Switch, PC</b>","","Has a Linux release: <b>no</b>","Has a Mac release: <b>yes</b>","If you're looking for a first-person adventure game, check out Outlast II. It's an indie game released on the PlayStation, Xbox, Nintendo Switch, PC, and Mac. It doesn't have a Linux release, however."
"3ZG552ORAMP8WOQV3KYYA4HQ8662VJ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:55 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:55 PDT 2018","","","3MH9DQ757XY1KN7WNBEK465W0RHUGI","A84EAXJ480P45","Submitted","Thu Jun 14 07:37:22 PDT 2018","Thu Jun 14 07:39:12 PDT 2018","Fri Jun 29 07:39:12 PDT 2018","","","","110","0% (0/0)","0% (0/0)","0% (0/0)","<b>Outlast II</b>","","","","","","Genres: <b>adventure, indie</b>","Player perspective: <b>first person</b>","","Platforms: <b>PlayStation, Xbox, Nintendo Switch, PC</b>","","Has a Linux release: <b>no</b>","Has a Mac release: <b>yes</b>","Outlast II is a first person indie adventure game that was released for the PlayStation, Xbox, Nintendo Switch, and PC. It does not have a Linux release, but it is available for Mac users."
"3ZG552ORAMP8WOQV3KYYA4HQ8662VJ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:55 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:55 PDT 2018","","","3VP0C6EFSHIGAMDH2WEC15BDTRLM6Q","A17ATOZUDDWM0A","Submitted","Thu Jun 14 08:52:06 PDT 2018","Thu Jun 14 08:54:25 PDT 2018","Fri Jun 29 08:54:25 PDT 2018","","","","139","0% (0/0)","0% (0/0)","0% (0/0)","<b>Outlast II</b>","","","","","","Genres: <b>adventure, indie</b>","Player perspective: <b>first person</b>","","Platforms: <b>PlayStation, Xbox, Nintendo Switch, PC</b>","","Has a Linux release: <b>no</b>","Has a Mac release: <b>yes</b>","Outlast II is an indie, first-person adventure game that you can play on PlayStation, Xbox, Nintendo Switch and PC. Though it's not available on Linux, it does have a Mac release as well."
"3UXQ63NLAA7ZOWEX89P3OOMSBEHLBL","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:06 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:06 PDT 2018","","","3FTF2T8WLS4ZXH9T45NBUD46HT2W9V","A1KWDQ3VG9FT5B","Submitted","Thu Jun 14 03:21:56 PDT 2018","Thu Jun 14 03:23:51 PDT 2018","Fri Jun 29 03:23:51 PDT 2018","","","","115","0% (0/0)","0% (0/0)","0% (0/0)","<b>Layers of Fear</b>","","","Developer: <b>Bloober Team</b>","","","Genres: <b>adventure, indie, point-and-click</b>","","Has multiplayer: <b>no</b>","Platforms: <b>PlayStation, Xbox, Nintendo Switch, PC</b>","Available on Steam: <b>yes</b>","Has a Linux release: <b>no</b>","Has a Mac release: <b>no</b>","If you like point-and click adventure games you should check out Layers of Fear. An indie dev called Bloober Team made it, and even though it doesn't have multiplayer or Linux and Mac releases, it's still pretty cool and you can get it for all the major platforms. It's on PlayStation, Xbox, PC through Steam, and even the Nintendo Switch."
"3UXQ63NLAA7ZOWEX89P3OOMSBEHLBL","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:06 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:06 PDT 2018","","","3LQ8PUHQFMEABS77D07O63TMLW7HIW","A17ATOZUDDWM0A","Submitted","Thu Jun 14 07:36:51 PDT 2018","Thu Jun 14 07:42:58 PDT 2018","Fri Jun 29 07:42:58 PDT 2018","","","","367","0% (0/0)","0% (0/0)","0% (0/0)","<b>Layers of Fear</b>","","","Developer: <b>Bloober Team</b>","","","Genres: <b>adventure, indie, point-and-click</b>","","Has multiplayer: <b>no</b>","Platforms: <b>PlayStation, Xbox, Nintendo Switch, PC</b>","Available on Steam: <b>yes</b>","Has a Linux release: <b>no</b>","Has a Mac release: <b>no</b>","If you're into point-and-click adventure games, try Layers of Fear. It's an indie game made by the Bloober Team for PlayStation, Xbox, Nintendo Switch and PC. It doesn't have multiplayer or Linux or Mac support, but it's available on Steam."
"3UXQ63NLAA7ZOWEX89P3OOMSBEHLBL","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:06 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:06 PDT 2018","","","3SPJ033422PSSYH25IWC443PP8YYJG","A84EAXJ480P45","Submitted","Thu Jun 14 09:48:48 PDT 2018","Thu Jun 14 09:50:23 PDT 2018","Fri Jun 29 09:50:23 PDT 2018","","","","95","0% (0/0)","0% (0/0)","0% (0/0)","<b>Layers of Fear</b>","","","Developer: <b>Bloober Team</b>","","","Genres: <b>adventure, indie, point-and-click</b>","","Has multiplayer: <b>no</b>","Platforms: <b>PlayStation, Xbox, Nintendo Switch, PC</b>","Available on Steam: <b>yes</b>","Has a Linux release: <b>no</b>","Has a Mac release: <b>no</b>","Layers of Fear is an indie, point-and-click, adventure game with no multiplayer. It was developed by Bloober Team and released on PlayStation, Xbox, Nintendo Switch, and PC. It is available on Steam but has no Linus or Mac version."
"3I7SHAD35MHWS2TSV4E2JZFLSTG7MN","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:54 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:54 PDT 2018","","","3P4MQ7TPPYYQX7QF7Y5BY5MBVT6BBP","AOPI4DCPSO8H4","Submitted","Thu Jun 14 05:30:18 PDT 2018","Thu Jun 14 05:33:09 PDT 2018","Fri Jun 29 05:33:09 PDT 2018","","","","171","100% (26/26)","100% (26/26)","100% (26/26)","<b>Trivial Pursuit</b>","Year: <b>2009</b>","","","","Liking/Rating: <b>poor</b>","Genres: <b>trivia/board game</b>","","","","","","","Trivia Pursuit is a poorly-rated trivia/board game that was released in 2009."
"3I7SHAD35MHWS2TSV4E2JZFLSTG7MN","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:54 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:54 PDT 2018","","","3R8YZBNQ9I4QZ1PEDZQLOSVEY3IQ7W","A1MFR8AR96VI0J","Submitted","Thu Jun 14 05:52:49 PDT 2018","Thu Jun 14 05:54:11 PDT 2018","Fri Jun 29 05:54:11 PDT 2018","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","<b>Trivial Pursuit</b>","Year: <b>2009</b>","","","","Liking/Rating: <b>poor</b>","Genres: <b>trivia/board game</b>","","","","","","","Trivial Pursuit is a rather poor trivia based board style game that was released in 2009."
"3I7SHAD35MHWS2TSV4E2JZFLSTG7MN","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:21:54 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:21:54 PDT 2018","","","3TMSXRD2X7MH8C6Y0S8IF7MNJHGW1O","A1KWDQ3VG9FT5B","Submitted","Thu Jun 14 03:34:54 PDT 2018","Thu Jun 14 03:35:47 PDT 2018","Fri Jun 29 03:35:47 PDT 2018","","","","53","0% (0/0)","0% (0/0)","0% (0/0)","<b>Trivial Pursuit</b>","Year: <b>2009</b>","","","","Liking/Rating: <b>poor</b>","Genres: <b>trivia/board game</b>","","","","","","","Trivial pursuit came out back in 2009 and it wasn't liked all that well. It's a board game where you answer trivia questions, and it's not very well-executed."
"362E9TQF2HBTPCE23SK4XJLXANFGIJ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","32SVAV9L3GVGB2HAMRQ9LB4TPJH3A4","A2ECRNQ3X5LEXD","Submitted","Thu Jun 14 06:48:41 PDT 2018","Thu Jun 14 06:49:07 PDT 2018","Fri Jun 29 06:49:07 PDT 2018","","","","26","100% (22/22)","0% (0/0)","0% (0/0)","<b>Guitar Hero: Smash Hits</b>","","","","","Liking/Rating: <b>poor</b>","Genres: <b>music</b>","Player perspective: <b>first person</b>","","Platforms: <b>PlayStation, Xbox, Nintendo</b>","","","","Guitar Hero: Smash Hits is a poor first person music game. The game is available on either PlayStation, Xbox, or Nintendo."
"362E9TQF2HBTPCE23SK4XJLXANFGIJ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","33M4IA01QHNKQHA58RJJNHI7XJLRXI","ABLP1KUWW46S6","Submitted","Thu Jun 14 11:07:02 PDT 2018","Thu Jun 14 11:49:12 PDT 2018","Fri Jun 29 11:49:12 PDT 2018","","","","2530","0% (0/0)","0% (0/0)","0% (0/0)","<b>Guitar Hero: Smash Hits</b>","","","","","Liking/Rating: <b>poor</b>","Genres: <b>music</b>","Player perspective: <b>first person</b>","","Platforms: <b>PlayStation, Xbox, Nintendo</b>","","","","Guitar Hero: Smash Hits didn't receive very good reviews compared to similar titles in the music game genre. The entire game is from a first person perspective, and it's available on PS, Xbox, and Nintendo."
"362E9TQF2HBTPCE23SK4XJLXANFGIJ","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","3PB5A5BD0WSZMCV0A3L9UERCTHW7G8","A2181I70UG2B1D","Submitted","Thu Jun 14 11:08:36 PDT 2018","Thu Jun 14 11:08:56 PDT 2018","Fri Jun 29 11:08:56 PDT 2018","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","<b>Guitar Hero: Smash Hits</b>","","","","","Liking/Rating: <b>poor</b>","Genres: <b>music</b>","Player perspective: <b>first person</b>","","Platforms: <b>PlayStation, Xbox, Nintendo</b>","","","","Guitar Hero: Smash Hits is a first-person music game that received poor ratings from players. The game is available on PlayStation, Xbox, and Nintendo."
"3QQUBC64ZEZWPZKJPIX0QDH9ZC5NXY","38AOVEY0XWWIDKBIHGGX44FW5MG43A","Write a summarizing description of a video game based on its attributes","Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, summary, writing, entertainment, chat, conversation, creative","$0.20","Thu Jun 14 01:22:05 PDT 2018","3","BatchId:3268643;OriginalHitTemplateId:920937336;","3600","1296000","Tue Jun 19 01:22:05 PDT 2018","","","34X6J5FLPUKJJWQGE8FIRI0NPYNJQ1","A34QZDSTKZ3JO9","Submitted","Thu Jun 14 06:27:31 PDT 2018","Thu Jun 14 06:27:56 PDT 2018","Fri Jun 29 06:27:56 PDT 2018","","","","25","100% (226/226)","0% (0/0)","0% (0/0)","<b>Max Payne</b>","","","","ESRB: <b>M (for Mature)</b>","Liking/Rating: <b>good</b>","Genres: <b>action-adventure, shooter</b>","","","","","","","Max Payne is a good action adventure shooter game.  It was rated M for mature."
