mr,ref
"give_opinion(name[Sid Meier's Civilization V], rating[good], has_multiplayer[yes], has_mac_release[yes])","I have a Mac and it's hard to find good games, but Sid Meier's Civilization V is definitely one, plus I can play it with my friends."
"give_opinion(name[Sid Meier's Civilization V], rating[good], available_on_steam[yes], has_linux_release[yes])",It was so easy to get into Sid Meier's Civilization V because it runs on Linux and I can get it from the Steam store.
"give_opinion(name[Sid Meier's Civilization V], rating[good], has_linux_release[yes], has_mac_release[yes])","I use Linux on my home PC and a Mac on my laptop, so Sid Meier's Civilization V has been a good game for me, since it can be played on either one."
"give_opinion(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle], player_perspective[first person])",The Room was absolutely amazing. Indie first person point-and-click puzzle games like that are my favorite.
"give_opinion(name[The Room], developer[Fireproof Games], rating[excellent], player_perspective[first person])","The Room was really, really excellent. Fireproof Games is a spectacular developer and I enjoyed the first person perspective."
"give_opinion(name[The Room], developer[Fireproof Games], rating[excellent], has_linux_release[yes])","I still can't believe how much I fell in love with The Room. Fireproof Games always makes such awesome games, and it having a Linux release too just made it even better from my perspective."
"give_opinion(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle], available_on_steam[yes])","I absolutely adore indie point-and-click puzzle games, and love the convenience of Steam, so for me The Room was a match made in heaven."
"give_opinion(name[The Room], release_year[2012], rating[excellent], genres[indie, point-and-click, puzzle])","I think The Room is excellent. 2012 was an awesome year for video games, and indie point-and-click puzzle games is my favorite type of games."
"give_opinion(name[Age of Empires II: The Age of Kings], release_year[1999], rating[good], has_multiplayer[yes])","I enjoy Age of Empires II: The Age of Kings, even though it was released in 1999. It has a multiplayer, so I can play together with my friends that have it too, which is nice."
"give_opinion(name[Age of Empires II: The Age of Kings], rating[good], genres[real-time strategy], player_perspective[bird view])","I'm a fan of Age of Empires II: The Age of Kings because I've always liked real-time strategy games, and it's a pretty good one. The bird view perspective gives me a good overview of the game experience as I play."
"give_opinion(name[Age of Empires II: The Age of Kings], esrb[T (for Teen)], rating[good], has_multiplayer[yes])","I have fun playing Age of Empires II: The Age of Kings. I like that it has a multiplayer and, since it's only rated T (for Teen), I'm able to play it with friends and younger siblings."
"give_opinion(name[Age of Empires II: The Age of Kings], rating[good], available_on_steam[no], has_linux_release[no])","Age of Empires II: The Age of Kings is one game I like to play. Even though it doesn't have a Linux version or a Steam release, to me the game-play is worth being on the appropriate platform."
"give_opinion(name[Age of Empires II: The Age of Kings], rating[good], platforms[PC], has_mac_release[yes])","Age of Empires II: The Age of Kings is a good game for sure. It's a PC game like a lot of what I play, but it also has a Mac release, which allows me to play it on my laptop too."
"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], rating[good], has_multiplayer[yes], platforms[PlayStation])",Tom Clancy's Splinter Cell: Chaos Theory is one of the better PlayStation games. I really enjoy destroying my friends in an online multiplayer.
"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], developer[Ubisoft Montreal], rating[good], player_perspective[first person])",Ubisoft Montreal outdid themselves when they made Tom Clancy's Splinter Cell: Chaos Theory. From the first person perspective it looks so realistic.
"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], esrb[M (for Mature)], rating[good], genres[action, tactical])",Tom Clancy's Splinter Cell: Chaos Theory is a solid addition to any gamer's collection. Planning out the defeat of my enemies is always refreshing in this gritty M rated tactical action game.
"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], rating[good], platforms[PlayStation])","Tom Clancy's Splinter Cell: Chaos Theory is pretty cool. This 2005 PlayStation game may not be the newest, but it's still a blast to play."
"give_opinion(name[Tom Clancy's Splinter Cell: Chaos Theory], rating[good], genres[action, tactical], has_multiplayer[yes])",My friends and I enjoy teaming up in Tom Clancy's Splinter Cell: Chaos Theory. We like to group up in multiplayer when playing this tactical action game.
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], genres[hack-and-slash, role-playing])",I found Diablo II to be quite fun. Any hack-and-slash RPG developed by Blizzard North is gonna be fun.
"give_opinion(name[Diablo II], esrb[M (for Mature)], rating[good], has_multiplayer[yes])",I've been enjoying playing Diablo II quite a bit lately. M rated games like that which you can play with friends are always fun.
"give_opinion(name[Diablo II], rating[good], genres[hack-and-slash, role-playing], player_perspective[bird view])","Diablo II is a pretty good game, because the hack-and-slash RPG gameplay is fun and the bird view perspective makes it easy to play."
"give_opinion(name[Diablo II], developer[Blizzard North], rating[good], has_mac_release[yes])","Diablo II is a good game, I'd say. Blizzard North makes quality content, and the fact that it actually has a Mac release is nice."
"give_opinion(name[Diablo II], rating[good], has_multiplayer[yes], platforms[PC])","The other day I was remembering Diablo II, which was a quality game. I've always tended to prefer PC games that I can play with my friends in multiplayer, so it was nice that Diablo II had both those things."
"give_opinion(name[Super Mario World], developer[Nintendo EAD], rating[excellent], player_perspective[side view])",I think Super Mario World is an excellent game. The talented Nintendo EAD team and its stunning use of the side view perspective kept me playing all day!
"give_opinion(name[Super Mario World], esrb[E (for Everyone)], rating[excellent], has_multiplayer[yes])","Super Mario World is my current favorite game. I love multiplayer games that are rated E (for Everyone), so this is really my cup of tea!"
"give_opinion(name[Super Mario World], rating[excellent], has_multiplayer[yes], platforms[Nintendo])","I think Super Mario World is totally awesome. I am a huge fan of multiplayer Nintendo games, and I cannot remember playing any as good as this one."
"give_opinion(name[Super Mario World], release_year[1990], developer[Nintendo EAD], rating[excellent])","Super Mario World is the one and only game for me! I think 1990 was the golden age for Nintendo EAD, and this game is simply la crème de la crème."
"give_opinion(name[Super Mario World], rating[excellent], player_perspective[side view], has_multiplayer[yes])",I would rather play Super Mario World than eat or sleep! I can't remember a side view multiplayer game that was more exciting and fun.
"give_opinion(name[Trivial Pursuit], developer[Electronic Arts], rating[poor], genres[trivia/board game])",I think Trivial Pursuit is a waste of time. Electronic Arts has never had a knack for trivia/board games.
"give_opinion(name[Trivial Pursuit], release_year[2009], developer[Electronic Arts], rating[poor])",I think Trivial Pursuit is a bore. Electronic Arts had a very bad year in 2009.
"give_opinion(name[Trivial Pursuit], rating[poor], has_multiplayer[yes], platforms[Nintendo])",I think Trivial Pursuit is simply awful. I detest Nintendo multiplayer games.
"give_opinion(name[Trivial Pursuit], release_year[2009], rating[poor], has_multiplayer[yes])",I think Trivial Pursuit is boring and unenjoyable. 2009 was a very bad year for multiplayer games.
"give_opinion(name[Trivial Pursuit], developer[Electronic Arts], rating[poor], platforms[Nintendo])",I loathe Trivial Pursuit. Electronic Arts has never put out good games for the Nintendo.
"give_opinion(name[Stronghold 2], release_year[2005], rating[average], has_mac_release[no])","I think that Stronghold 2 is so-so, because the 2005 Mac release wasn't so great."
"give_opinion(name[Stronghold 2], rating[average], platforms[PC], has_linux_release[no])","I thought that Stronghold 2 was okay because it was released for PC, but I wish they had released a Linux version."
"give_opinion(name[Stronghold 2], developer[Firefly Studios], esrb[T (for Teen)], rating[average])","For a game from Firefly Studios, Stronghold 2 is so-so. Not bad for a teen rated game."
"give_opinion(name[Stronghold 2], rating[average], genres[real-time strategy, simulation], player_perspective[bird view])","For a game with a bird's eye view, Stronghold 2 is okay. It's your average real-time strategy simulation game."
"give_opinion(name[Stronghold 2], release_year[2005], rating[average], available_on_steam[yes])","For a Steam game released in 2005, Stronghold 2 is about average."
"give_opinion(name[Tom Clancy's The Division], developer[Massive Entertainment], rating[average], platforms[Xbox])",I'm so-so about Tom Clancy's The Division. Massive Entertainment has not been doing a great job with their Xbox games in my experience.
"give_opinion(name[Tom Clancy's The Division], esrb[M (for Mature)], rating[average], platforms[Xbox])",I'm so-so on M-rated Xbox games like Tom Clancy's The Division.
"give_opinion(name[Tom Clancy's The Division], release_year[2016], rating[average], player_perspective[third person])",Tom Clancy's The Division is an average game. I'm not really that thrilled about third person games from 2016.
"give_opinion(name[Tom Clancy's The Division], developer[Massive Entertainment], rating[average], genres[role-playing, shooter, tactical])","Tactical role-playing shooters, like Tom Clancy's The Division from Massive Entertainment, rarely entertain me for an extended period of time."
"give_opinion(name[Tom Clancy's The Division], release_year[2016], rating[average], has_multiplayer[yes])","Normally I'm not into games like Tom Clancy's The Division, but this 2016 game is okay because it has multiplayer."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], rating[average], platforms[Nintendo])","Frankly, I think Metroid Prime Pinball could be somewhat better. Fuse Games had never really excelled in the Nintendo platform."
"give_opinion(name[Metroid Prime Pinball], release_year[2005], rating[average], genres[pinball, puzzle])","I think Metroid Prime Pinball is adequate, but we should realize that 2005 was not all that great a year for pinball puzzle games."
"give_opinion(name[Metroid Prime Pinball], developer[Fuse Games], esrb[E (for Everyone)], rating[average])","I think Metroid Prime Pinball is okay, but Fuse Games never really figured out how to make a good E rated game."
"give_opinion(name[Metroid Prime Pinball], rating[average], genres[pinball, puzzle], has_multiplayer[yes])","I think Metroid Prime Pinball is decent, but multiplayer pinball puzzle games were never really my thing."
"give_opinion(name[Metroid Prime Pinball], rating[average], has_multiplayer[yes], platforms[Nintendo])","I think Metroid Prime Pinball is okay, but multiplayer games on Nintendo have always bored me after a half hour or so."
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], genres[adventure, platformer, puzzle])",Little Nightmares by Tarsier Studios is one of the more fun games that I've played. Its adventure platformer style with puzzles can keep you entertained for hours.
"give_opinion(name[Little Nightmares], release_year[2017], esrb[E (for Everyone)], rating[good])","I am quite happy with the game Little Nightmares. Released in 2017 and having an E rating, everyone can enjoy it."
"give_opinion(name[Little Nightmares], rating[good], has_multiplayer[no], platforms[PlayStation])",Little Nightmares is a pretty good game for the PlayStation. I enjoyed its focus on the single-player mode.
"give_opinion(name[Little Nightmares], rating[good], genres[adventure, platformer, puzzle], player_perspective[side view])",Little Nightmares is a pretty cool game that has kept me entertained. It's an adventure side-scrolling platformer with some puzzle elements to give me a bit of a challenge.
"give_opinion(name[Little Nightmares], developer[Tarsier Studios], rating[good], player_perspective[side view])",Little Nightmares by Tarsier Studios is a pretty cool game with a side view perspective that doesn't get boring.
"give_opinion(name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], rating[average], genres[driving/racing, sport])",I think Dirt: Showdown is pretty run-of-the-mill. The need to grab an E 10+ content rating took the life out of this sport racing game in my opinion.
"give_opinion(name[Dirt: Showdown], rating[average], has_multiplayer[yes], platforms[Xbox])",I thought Dirt: Showdown was mediocre at best. It's not as good as I expect from multiplayer games for the Xbox.
"give_opinion(name[Dirt: Showdown], developer[Codemasters Southam], rating[average], player_perspective[first person])",I thought Dirt: Showdown was just ordinary. Codemasters Southam's choice of a first person perspective was not a smart one.
"give_opinion(name[Dirt: Showdown], rating[average], genres[driving/racing, sport], has_multiplayer[yes])",I tried Dirt: Showdown but thought it was run-of-the-mill. I expected more from a multiplayer sport racing game.
"give_opinion(name[Dirt: Showdown], release_year[2012], esrb[E 10+ (for Everyone 10 and Older)], rating[average])","I found Dirt: Showdown to be just so-so. Not only was it rated E 10+, making it bland,  but was released way back in the stone age of 2012."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], genres[role-playing, turn-based strategy])","Might & Magic: Heroes VI is an okay game. I normally really like games that combine the role-playing and turn-based strategy genres, but Black Hole Entertainment isn't really able to bring out the full potential."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], has_mac_release[no])","Might & Magic: Heroes VI isn't bad but could be better. Black Hole Entertainment always makes games that are at least okay, but it's annoying it's not available for Mac."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], available_on_steam[yes])","Might & Magic: Heroes VI is so-so. I like that it's on Steam, but I just think the bird view perspective is annoying."
"give_opinion(name[Might & Magic: Heroes VI], rating[average], player_perspective[bird view], platforms[PC])","I think that Might & Magic: Heroes VI is mediocre. Its bird's eye perspective is nice, however, I don't enjoy playing games on the PC."
"give_opinion(name[Might & Magic: Heroes VI], developer[Black Hole Entertainment], rating[average], player_perspective[bird view])","I think Might & Magic: Heroes VI is all right, but nothing special. The bird view perspective is nice and makes it easy to play, but Black Hole Entertainment is not a developer I care for."
"give_opinion(name[Payday 2], esrb[M (for Mature)], rating[average], genres[role-playing, shooter])","Payday 2 is okay. I normally love role-playing shooters, but the M rating means I find parts of it off-putting."
"give_opinion(name[Payday 2], rating[average], genres[role-playing, shooter], player_perspective[first person])","Payday 2 is an average game I'd say. First person shooters with role-playing elements are okay, but they're also a dime a dozen now and all blend together."
"give_opinion(name[Payday 2], developer[Overkill Software], rating[average], player_perspective[first person])","Payday 2 is a fine game, but not one I'd consider that great. Overkill Software makes good games sometimes, but their first person games tend to be mediocre."
"give_opinion(name[Payday 2], developer[Overkill Software], rating[average], has_multiplayer[yes])","Payday 2 isn't the worst game in the world, I'd say. It's got multiplayer which is always a plus, but Overkill Software just doesn't make games that stand out much."
"give_opinion(name[Payday 2], esrb[M (for Mature)], rating[average], player_perspective[first person])","Payday 2 isn't a bad game, but doesn't do anything to draw attention to it. It's like so many M rated first person games, and seems to feel like those facts alone are enough to make you want to play it."
"give_opinion(name[The Last of Us], developer[Naughty Dog], esrb[M (for Mature)], rating[excellent])",I think The Last of Us is a great game. It's one of the outstanding M rated games released by Naughty Dog.
"give_opinion(name[The Last of Us], rating[excellent], genres[action-adventure, shooter], platforms[PlayStation])",The Last of Us is simply awesome! I've always loved to play action-adventure shooter games on the PlayStation.
"give_opinion(name[The Last of Us], rating[excellent], player_perspective[third person], has_multiplayer[yes])",The Last of Us is simply incomparable! I've always loved third person perspective multiplayer games.
"give_opinion(name[The Last of Us], release_year[2013], developer[Naughty Dog], rating[excellent])","The Last of Us is absolutely superb! Naughty Dog had a banner year in 2013, and The Last of Us is one of the reasons why!"
"give_opinion(name[The Last of Us], rating[excellent], player_perspective[third person], platforms[PlayStation])","The Last of Us is a great game, no doubt about it! I just can't get enough of third person perspective games on the PlayStation."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], genres[music])","I didn't enjoy Guitar Hero: Smash Hits at all. The music genre has never been a favorite of mine, and I just don't think that the developer Beenox has any idea what they're doing."
"give_opinion(name[Guitar Hero: Smash Hits], rating[poor], genres[music], player_perspective[first person])","Guitar Hero: Smash Hits was certainly the very opposite of a smash hit with me. The music genre has never been my favorite anyways, and the first person perspective just came off weird and jarring."
"give_opinion(name[Guitar Hero: Smash Hits], esrb[T (for Teen)], rating[poor], genres[music])","I didn't like Guitar Hero: Smash Hits very much, I'm afraid. The music genre lives or dies based on the song variety, but the T rating meant a lot of amazing songs couldn't be included or had to be watered down."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], platforms[PlayStation])","Guitar Hero: Smash Hits was one of the worst games I've played this year. I'm convinced that developer Beenox's PlayStation division is just a single monkey pretending to code, because every game they release for that platform is a complete mess."
"give_opinion(name[Guitar Hero: Smash Hits], developer[Beenox], rating[poor], has_multiplayer[yes])","I just didn't like Guitar Hero: Smash Hits. The problem is that Beenox has absolutely no idea how to balance or handle a multiplayer game, so any game from them with multiplayer is just not fun to play."
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], genres[sport])","I thought NBA 2K16 was pretty fun. Normally I find sports games to be average, but developer Visual Concepts really knows what they're doing and how to make a good game."
"give_opinion(name[NBA 2K16], rating[good], genres[sport], has_multiplayer[yes])",I had a fun time with NBA 2K16. Sports games that you can play with your friends through multiplayer are always a good time.
"give_opinion(name[NBA 2K16], developer[Visual Concepts], rating[good], platforms[PlayStation])","I think that NBA 2K16 was pretty good. Visual Concepts knows what they're doing, and it's on the PlayStation which has my favorite controller."
"give_opinion(name[NBA 2K16], rating[good], genres[sport], player_perspective[third person])","I had a fun time with NBA 2K16 the other day. Third person sports games like this are almost always at least a bit enjoyable, and NBA 2K16 was pretty good."
"give_opinion(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], rating[good], has_multiplayer[yes])","I've been enjoying playing NBA 2K16 lately. Thanks to it's E 10+ rating and multiplayer functions, I can play it with most of my family."
"give_opinion(name[Worms: Reloaded], rating[average], player_perspective[side view], has_mac_release[yes])","I think Worms: Reloaded is pretty average. I appreciate it having a Mac release, but I'm not a fan of the side view perspective."
"give_opinion(name[Worms: Reloaded], rating[average], genres[action, platformer, strategy], player_perspective[side view])","Worms: Reloaded is okay I guess. It can be fun, but strategy action platformers played from a side view perspective are just so-so in my view."
"give_opinion(name[Worms: Reloaded], developer[Team17 Digital Ltd], rating[average], platforms[PC])","Worms: Reloaded is average but nothing special. Team17 Digital Ltd is competent enough I guess, but they don't take full advantage of the PC platform."
"give_opinion(name[Worms: Reloaded], rating[average], player_perspective[side view], has_multiplayer[yes])","Worms: Reloaded is merely okay. I like games that have multiplayer quite a bit, but the side view perspective holds the game back."
"give_opinion(name[Worms: Reloaded], rating[average], player_perspective[side view], available_on_steam[yes])","Worms: Reloaded is thoroughly middle of the road in quality. I appreciate the convenience of it being on Steam, but I just am not a fan of the side view perspective."
"give_opinion(name[Portal 2], developer[Valve Corporation], rating[excellent], player_perspective[first person])","I think Portal 2 is an amazing game. Valve Corporation is an excellent developer, and the first person perspective of the game really enhances the experience."
"give_opinion(name[Portal 2], rating[excellent], has_multiplayer[yes], platforms[PlayStation])",I think Portal 2 is an excellent game. I just really love games on the PlayStation that have multiplayer so I can play with my friends.
"give_opinion(name[Portal 2], rating[excellent], genres[platformer, puzzle, shooter], player_perspective[first person])","I think Portal 2 is a really great game. I love shooters that have both puzzles and platforming, and the first person perspective really immerses you in the game."
"give_opinion(name[Portal 2], developer[Valve Corporation], rating[excellent], platforms[PlayStation])","Portal 2 is my dream game. Valve Corporation is my favorite developer and the PlayStation is my favorite system, so combining the two is a match made in heaven."
"give_opinion(name[Portal 2], rating[excellent], player_perspective[first person], has_multiplayer[yes])","I've been having an absolute blast playing Portal 2. First person games are always my favorite, but the multiplayer makes it even better."
"give_opinion(name[SpellForce 3], rating[poor], player_perspective[bird view], has_mac_release[no])","I think that SpellForce 3 is just not for me at all. The bird view perspective just doesn't work for it, and worst of all, it isn't available for my Mac."
"give_opinion(name[SpellForce 3], developer[Grimlore Games], rating[poor], available_on_steam[yes])","SpellForce 3 is a really bad game in my opinion. The developer Grimlore Games is a bunch of no-talent hacks, and it being on Steam means I have to deal with that mess as well."
"give_opinion(name[SpellForce 3], rating[poor], genres[real-time strategy, role-playing], player_perspective[bird view])","I think that SpellForce 3 is one of the worst games I've ever played. Trying to combine the real-time strategy and role-playing genres just doesn't work, and the bird view perspective makes it near impossible to play."
"give_opinion(name[SpellForce 3], release_year[2017], developer[Grimlore Games], rating[poor])","I think SpellForce 3 is really, really bad. It's made by Grimlore Games and their games are always terrible, but it also came out in 2017, which was an especially bad year for them."
"give_opinion(name[SpellForce 3], rating[poor], genres[real-time strategy, role-playing], has_multiplayer[yes])","I didn't like SpellForce 3 at all. The real-time strategy and role-playing genres it combines normally aren't my favorite anyways, but them throwing in a multiplayer mode just diluted the focus and made the whole thing a mess."
"give_opinion(name[Tomb Raider: The Last Revelation], developer[Core Design], rating[good], has_multiplayer[no])",Tomb Raider: The Last Revelation is a fun game. Core Design is a good developer and the lack of multiplayer means you can tell the single-player experience was focused on.
"give_opinion(name[Tomb Raider: The Last Revelation], rating[good], player_perspective[third person], platforms[PlayStation])","I like Tomb Raider: The Last Revelation. I typically enjoy third person games like it, and it being on PlayStation is also nice."
"give_opinion(name[Tomb Raider: The Last Revelation], rating[good], genres[action-adventure, puzzle, shooter], player_perspective[third person])",I thought that Tomb Raider: The Last Revelation was pretty good. I tend to enjoy third person action-adventure shooters that have lots of puzzles.
"give_opinion(name[Tomb Raider: The Last Revelation], esrb[T (for Teen)], rating[good], platforms[PlayStation])",I like Tomb Raider: The Last Revelation. It's on PlayStation which is my favorite system and the T rating means it's got a nice balance between being family-friendly and dealing with mature themes.
"give_opinion(name[Tomb Raider: The Last Revelation], developer[Core Design], rating[good], platforms[PlayStation])","I enjoyed playing Tomb Raider: The Last Revelation. Core Design is a good developer and they know how to take advantage of the PlayStation, which is my favorite system."
"give_opinion(name[Tomb Raider: The Angel of Darkness], developer[Core Design], rating[poor], has_multiplayer[no])",Core Design really screwed up the release of Tomb Raider: The Angel of Darkness due to their lack of multiplayer.
"give_opinion(name[Tomb Raider: The Angel of Darkness], release_year[2003], rating[poor], player_perspective[third person])","I know that Tomb Raider: The Angel of Darkness was released in 2003, but that third person perspective really frustrated me."
"give_opinion(name[Tomb Raider: The Angel of Darkness], rating[poor], genres[action-adventure, shooter], available_on_steam[yes])","I like how Tomb Raider: The Angel of Darkness is now available on Steam, but it does not compare well to other action-adventure shooters on there."
"give_opinion(name[Tomb Raider: The Angel of Darkness], esrb[T (for Teen)], rating[poor], platforms[PC])","I usually enjoy PC games for their increased content maturity level, but the teen rated Tomb Raider: The Angel of Darkness should have been made M (for Mature) and I would've enjoyed it way more."
"give_opinion(name[Tomb Raider: The Angel of Darkness], release_year[2003], developer[Core Design], rating[poor])",Core Design really rushed their release of Tomb Raider: The Angel of Darkness in 2003. It could have been delayed a year and used better technology. Then I would have probably enjoyed it.
"give_opinion(name[Rocket League], rating[good], genres[sport, vehicular combat], has_multiplayer[yes])","I quite enjoy Rocket League, as I'm fond of multiplayer sport vehicular combat games."
"give_opinion(name[Rocket League], developer[Psyonix], esrb[E (for Everyone)], rating[good])",I think Rocket League is quite good. I think that Psyonix has created an attractive selection of games rated E (for Everyone).
