name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Silent Hill 2</b>,Year: <b>2001</b>,,Developer: <b>Konami Computer Entertainment Tokyo</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, puzzle</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>RollerCoaster Tycoon</b>,Year: <b>1999</b>,,Developer: <b>MicroProse</b>,ESRB content rating: <b>E (for Everyone)</b>,,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>no</b>
<b>Tom Clancy's Splinter Cell: Chaos Theory</b>,Year: <b>2005</b>,,Developer: <b>Ubisoft Montreal</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action, tactical</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>BioShock</b>,Year: <b>2007</b>,,Developer: <b>2K Boston</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Mirror's Edge Catalyst</b>,Year: <b>2016</b>,,Developer: <b>EA Digital Illusions CE</b>,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>action-adventure, fighting</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,
<b>Max Payne</b>,Year: <b>2001</b>,,Developer: <b>Remedy Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
<b>Dirt: Showdown</b>,Year: <b>2012</b>,,Developer: <b>Codemasters Southam</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,"Genres: <b>driving/racing, sport</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Little Big Adventure</b>,Year: <b>1994</b>,,Developer: <b>Adeline Software International</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>action-adventure</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Bus Driver</b>,Year: <b>2014</b>,,Developer: <b>SCS Software</b>,ESRB content rating: <b>E (for Everyone)</b>,,"Genres: <b>driving/racing, indie, simulation</b>",,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Tony Hawk's Pro Skater 3</b>,Year: <b>2001</b>,,Developer: <b>Neversoft Entertainment</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>sport</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
