name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>BioShock</b>,,,,,,,,,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,,
<b>The Elder Scrolls Online</b>,Year: <b>2014</b>,,,,,,,,Platform: <b>PC</b>,,,
<b>The Elder Scrolls Online</b>,,,,,,Genres: <b>MMORPG</b>,,,Platform: <b>PC</b>,,,
<b>The Elder Scrolls Online</b>,Year: <b>2014</b>,,Developer: <b>ZeniMax Online Studios</b>,,,,,,,,,
<b>The Elder Scrolls Online</b>,,,Developer: <b>ZeniMax Online Studios</b>,,,,,,Platform: <b>PC</b>,,,
<b>The Elder Scrolls Online</b>,,,,,,Genres: <b>MMORPG</b>,,,,,,Has a Mac release: <b>yes</b>
<b>Heroes of Might and Magic III: The Restoration of Erathia</b>,Year: <b>1999</b>,,,,,Genres: <b>turn-based strategy</b>,,,,,,
<b>Heroes of Might and Magic III: The Restoration of Erathia</b>,,,,,,,Player perspective: <b>bird view</b>,,Platform: <b>PC</b>,,,
<b>Heroes of Might and Magic III: The Restoration of Erathia</b>,,,Developer: <b>Loki Software</b>,,,,,Has multiplayer: <b>yes</b>,,,,
<b>Heroes of Might and Magic III: The Restoration of Erathia</b>,,,,ESRB content rating: <b>E (for Everyone)</b>,,,,,,,,Has a Mac release: <b>yes</b>
<b>Heroes of Might and Magic III: The Restoration of Erathia</b>,,,,,,,,,,Available on Steam: <b>no</b>,Has a Linux release: <b>yes</b>,
<b>Tony Hawk's Pro Skater 3</b>,,,,,,,Player perspective: <b>third person</b>,,Platform: <b>PC</b>,,,
<b>Tony Hawk's Pro Skater 3</b>,Year: <b>2001</b>,,,,,Genres: <b>sport</b>,,,,,,
<b>Tony Hawk's Pro Skater 3</b>,Year: <b>2001</b>,,Developer: <b>Neversoft Entertainment</b>,,,,,,,,,
<b>Tony Hawk's Pro Skater 3</b>,,,,,,,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,,,,
<b>Tony Hawk's Pro Skater 3</b>,,,,,,,,,Platform: <b>PC</b>,Available on Steam: <b>no</b>,,
<b>Layers of Fear</b>,,,Developer: <b>Bloober Team</b>,,,,Player perspective: <b>first person</b>,,,,,
<b>Layers of Fear</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,,Platform: <b>PlayStation</b>,,,
<b>Layers of Fear</b>,,,,,,"Genres: <b>adventure, indie, point-and-click</b>",Player perspective: <b>first person</b>,,,,,
<b>Layers of Fear</b>,Year: <b>2015</b>,,Developer: <b>Bloober Team</b>,,,,,,,,,
<b>Layers of Fear</b>,,,,,,,Player perspective: <b>first person</b>,,Platform: <b>PlayStation</b>,,,
<b>Superhot</b>,Year: <b>2016</b>,,,,,,,Has multiplayer: <b>no</b>,,,,
<b>Superhot</b>,Year: <b>2016</b>,,,,,,,,Platform: <b>PlayStation</b>,,,
<b>Superhot</b>,,,,,,,Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,,,,
<b>Superhot</b>,,,Developer: <b>SUPERHOT Team</b>,,,"Genres: <b>indie, shooter, tactical</b>",,,,,,
<b>Superhot</b>,Year: <b>2016</b>,,Developer: <b>SUPERHOT Team</b>,,,,,,,,,
<b>Mafia</b>,Year: <b>2002</b>,,Developer: <b>Illusion Softworks</b>,,,,,,,,,
<b>Mafia</b>,,,,,,,,,,,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Mafia</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,Has multiplayer: <b>no</b>,,,,
<b>Mafia</b>,,,,,,"Genres: <b>driving/racing, fighting, shooter</b>",Player perspective: <b>third person</b>,,,,,
<b>Mafia</b>,,,,,,,,,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,,
<b>Little Big Adventure</b>,Year: <b>1994</b>,,,ESRB content rating: <b>T (for Teen)</b>,,,,,,,,
<b>Little Big Adventure</b>,Year: <b>1994</b>,,Developer: <b>Adeline Software International</b>,,,,,,,,,
<b>Little Big Adventure</b>,,,,,,Genres: <b>action-adventure</b>,,,Platform: <b>PlayStation</b>,,,
<b>Little Big Adventure</b>,,,,,,Genres: <b>action-adventure</b>,Player perspective: <b>third person</b>,,,,,
<b>Little Big Adventure</b>,,,Developer: <b>Adeline Software International</b>,,,,Player perspective: <b>third person</b>,,,,,
<b>Football Manager 2015</b>,,,,,,"Genres: <b>simulation, sport, strategy</b>",,Has multiplayer: <b>yes</b>,,,,
<b>Football Manager 2015</b>,Year: <b>2014</b>,,,,,"Genres: <b>simulation, sport, strategy</b>",,,,,,
<b>Football Manager 2015</b>,,,Developer: <b>Sports Interactive</b>,,,"Genres: <b>simulation, sport, strategy</b>",,,,,,
<b>Football Manager 2015</b>,Year: <b>2014</b>,,Developer: <b>Sports Interactive</b>,,,,,,,,,
<b>Football Manager 2015</b>,Year: <b>2014</b>,,,,,,,Has multiplayer: <b>yes</b>,,,,
<b>Might & Magic: Heroes VI</b>,Year: <b>2011</b>,,Developer: <b>Black Hole Entertainment</b>,,,,,,,,,
<b>Might & Magic: Heroes VI</b>,,,Developer: <b>Black Hole Entertainment</b>,,,,,,,Available on Steam: <b>yes</b>,,
<b>Might & Magic: Heroes VI</b>,,,,,,,Player perspective: <b>bird view</b>,,Platform: <b>PC</b>,,,
<b>Might & Magic: Heroes VI</b>,Year: <b>2011</b>,,,,,,,,Platform: <b>PC</b>,,,
<b>Might & Magic: Heroes VI</b>,,,,,,"Genres: <b>role-playing, turn-based strategy</b>",Player perspective: <b>bird view</b>,,,,,
<b>The Crew 2</b>,,,,,,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,,,,,
<b>The Crew 2</b>,,"Expected release date: <b>June 29, 2019</b>",,,,Genres: <b>driving/racing</b>,,,,,,
<b>The Crew 2</b>,,,,,,Genres: <b>driving/racing</b>,,,Platform: <b>PlayStation</b>,,,
<b>The Crew 2</b>,,,Developer: <b>Ivory Tower</b>,,,,,,Platform: <b>PlayStation</b>,,,
<b>The Crew 2</b>,,"Expected release date: <b>June 29, 2019</b>",Developer: <b>Ivory Tower</b>,,,,,,,,,
<b>Silent Hill 2</b>,,,,,,"Genres: <b>action-adventure, puzzle</b>",,,Platform: <b>Xbox</b>,,,
<b>Silent Hill 2</b>,,,Developer: <b>Konami Computer Entertainment Tokyo</b>,,,"Genres: <b>action-adventure, puzzle</b>",,,,,,
<b>Silent Hill 2</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, puzzle</b>",,,,,,
<b>Silent Hill 2</b>,Year: <b>2001</b>,,Developer: <b>Konami Computer Entertainment Tokyo</b>,,,,,,,,,
<b>Silent Hill 2</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,,Platform: <b>Xbox</b>,,,
<b>Ancient Cities</b>,,"Expected release date: <b>December 1, 2019</b>",Developer: <b>Uncasual Games</b>,,,,,,,,,
<b>Ancient Cities</b>,,,Developer: <b>Uncasual Games</b>,,,,Player perspective: <b>bird view</b>,,,,,
<b>Ancient Cities</b>,,,Developer: <b>Uncasual Games</b>,,,,,,Platform: <b>PC</b>,,,
<b>Ancient Cities</b>,,,Developer: <b>Uncasual Games</b>,,,"Genres: <b>simulation, strategy</b>",,,,,,
<b>Ancient Cities</b>,,,,,,,Player perspective: <b>bird view</b>,,Platform: <b>PC</b>,,,
