name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Stronghold 2</b>,Year: <b>2005</b>,,Developer: <b>Firefly Studios</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,"Genres: <b>real-time strategy, simulation</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Need for Speed: Most Wanted</b>,Year: <b>2005</b>,,Developer: <b>EA Redwood Shores</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>good</b>,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Quantum Break</b>,Year: <b>2016</b>,,Developer: <b>Remedy Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,"Genres: <b>adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
<b>Assassin's Creed Chronicles: India</b>,Year: <b>2016</b>,,Developer: <b>Climax Studios</b>,,Liking: <b>poor</b>,"Genres: <b>action-adventure, platformer</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Lara Croft and the Temple of Osiris</b>,Year: <b>2014</b>,,Developer: <b>Crystal Dynamics</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,"Genres: <b>action-adventure, puzzle, shooter</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Metal Gear Solid 3: Snake Eater</b>,Year: <b>2004</b>,,Developer: <b>Konami Computer Entertainment Japan</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter, tactical</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Max Payne</b>,Year: <b>2001</b>,,Developer: <b>Remedy Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>The Room</b>,Year: <b>2012</b>,,Developer: <b>Fireproof Games</b>,,Liking: <b>excellent</b>,"Genres: <b>indie, point-and-click, puzzle</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>no</b>
<b>Skyforge</b>,Year: <b>2015</b>,,Developer: <b>Allods Online</b>,,Liking: <b>poor</b>,"Genres: <b>adventure, hack-and-slash, MMORPG</b>",Player perspective: <b>third person</b>,,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Need for Speed: Payback</b>,Year: <b>2017</b>,,Developer: <b>Ghost Games</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Rocket League</b>,Year: <b>2015</b>,,Developer: <b>Psyonix</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>good</b>,"Genres: <b>sport, vehicular combat</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo Switch</b>,,,
<b>Mass Effect 2</b>,Year: <b>2010</b>,,Developer: <b>BioWare</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Silent Hill 2</b>,Year: <b>2001</b>,,Developer: <b>Konami Computer Entertainment Tokyo</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, puzzle</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>The Legend of Zelda: Ocarina of Time</b>,Year: <b>1998</b>,,Developer: <b>Nintendo EAD</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, puzzle, role-playing</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Nintendo</b>,,,
<b>The Forest of Doom</b>,Year: <b>2014</b>,,Developer: <b>Tin Man Games</b>,,Liking: <b>average</b>,"Genres: <b>role-playing, text adventure</b>",,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Life is Strange</b>,Year: <b>2015</b>,,Developer: <b>Dontnod Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,Genres: <b>role-playing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Tony Hawk's Pro Skater 3</b>,Year: <b>2001</b>,,Developer: <b>Neversoft Entertainment</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,Genres: <b>sport</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Far Cry 3</b>,Year: <b>2012</b>,,Developer: <b>Ubisoft Massive</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Small World 2</b>,Year: <b>2010</b>,,Developer: <b>Days of Wonder</b>,,Liking: <b>poor</b>,"Genres: <b>indie, trivia/board game</b>",,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>Guitar Hero: Smash Hits</b>,Year: <b>2009</b>,,Developer: <b>Beenox</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,Genres: <b>music</b>,Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,
<b>Little Big Adventure</b>,Year: <b>1994</b>,,Developer: <b>Adeline Software International</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,Genres: <b>action-adventure</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Little Nightmares</b>,Year: <b>2017</b>,,Developer: <b>Tarsier Studios</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>good</b>,"Genres: <b>adventure, platformer, puzzle</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Euro Truck Simulator</b>,Year: <b>2008</b>,,Developer: <b>SCS Software</b>,,Liking: <b>poor</b>,"Genres: <b>driving/racing, simulation</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Dance Dance Revolution Universe 3</b>,Year: <b>2008</b>,,Developer: <b>Konami</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>poor</b>,Genres: <b>music</b>,,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,
<b>Tomb Raider: The Angel of Darkness</b>,Year: <b>2003</b>,,Developer: <b>Core Design</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Metro 2033</b>,Year: <b>2010</b>,,Developer: <b>4A Games</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>action, role-playing, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Tetris</b>,Year: <b>1986</b>,,"Developer: <b>Spectrum HoloByte, Inc.</b>",,Liking: <b>excellent</b>,"Genres: <b>arcade, puzzle, strategy</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>Nintendo</b>,,,
<b>Driver</b>,Year: <b>1999</b>,,Developer: <b>Reflections Interactive</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,"Genres: <b>driving/racing, simulation</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
