mr,ref
"verify_attribute(name[Football Manager 2015], release_year[2014], rating[good], genres[simulation, sport, strategy])","You quite liked Football Manager 2015, you mentioned. Was 2014 a good year for sports strategy simulation games, you think?"
"verify_attribute(name[Football Manager 2015], rating[good], genres[simulation, sport, strategy], has_multiplayer[yes])","You said that Football Manager 2015 was a fun time. Do you enjoy playing sports strategy simulators in a multiplayer mode, with friends?"
"verify_attribute(name[Football Manager 2015], developer[Sports Interactive], rating[good], has_multiplayer[yes])",You mentioned that you found Football Manager 2015 to be a good game. Do you also enjoy other games made by Sports Interactive that feature multiplayer?
"verify_attribute(name[Tom Clancy's The Division], developer[Massive Entertainment], rating[average], available_on_steam[yes])",Previously you told me that you aren't a real big fan of Tom Clancy's The Division. Is that the case with all games developed by Massive Entertainment that are on Steam?
"verify_attribute(name[Tom Clancy's The Division], rating[average], has_multiplayer[yes], platforms[PC])",Previously you told me that you aren't a real big fan of Tom Clancy's The Division. Do you just not care much for multiplayer PC games?
"verify_attribute(name[Tom Clancy's The Division], esrb[M (for Mature)], rating[average], has_linux_release[no])",Previously you told me that you aren't a real big fan of Tom Clancy's The Division. Is it because they don't release these M rated games for Linux?
"verify_attribute(name[Tom Clancy's The Division], rating[average], genres[role-playing, shooter, tactical], has_mac_release[no])",Previously you told me that you aren't a real big fan of Tom Clancy's The Division. Do you miss such role-playing tactical shooters being released for Mac?
"verify_attribute(name[Tom Clancy's The Division], release_year[2016], rating[average], player_perspective[third person])",Previously you told me that you aren't a real big fan of Tom Clancy's The Division. Do you prefer third person shooters from a different year than 2016?
"verify_attribute(name[Commandos: Behind Enemy Lines], release_year[1998], developer[Pyro Studios], rating[good])",I know you liked Commandos: Behind Enemy Lines quite a lot. Have you checked out any other games made around 1998 by Pyro Studios?
"verify_attribute(name[Commandos: Behind Enemy Lines], esrb[T (for Teen)], rating[good], genres[strategy, tactical])",I remember you saying you enjoyed Commandos: Behind Enemy Lines. Would you say that the T rating is thus appropriate for such tactical strategy games?
"verify_attribute(name[Commandos: Behind Enemy Lines], rating[good], player_perspective[bird view], has_multiplayer[yes])",I heard you say that you liked Commandos: Behind Enemy Lines. Do you feel that multiplayer games tend to be more fun from a bird's eye view?
"verify_attribute(name[Commandos: Behind Enemy Lines], rating[good], platforms[PC], available_on_steam[yes])",You told me you like Commandos: Behind Enemy Lines. Do you play any other PC games that are also available on Steam?
"verify_attribute(name[Commandos: Behind Enemy Lines], rating[good], genres[strategy, tactical], platforms[PC])",I know you like Commandos: Behind Enemy Lines. Do you think there is an abundance of good tactical strategy games for the PC?
"verify_attribute(name[Outlast II], rating[average], genres[adventure, indie], platforms[Xbox])",You said that Outlast II wasn't a bad game but could have been quite a bit better. Do you feel like all the indie adventure games for the Xbox end up being that way?
"verify_attribute(name[Outlast II], rating[average], genres[adventure, indie], player_perspective[first person])","You said that Outlast II was, to sum it up, thoroughly average. I'm curious, do you feel similarly about other first person indie adventure games too?"
"verify_attribute(name[Outlast II], release_year[2017], rating[average], platforms[Xbox])",So you mentioned that Outlast II was just plain old average in quality. Do you think that also applies to the other games released for the Xbox in 2017?
"verify_attribute(name[Outlast II], developer[Red Barrels], rating[average], player_perspective[first person])",You mentioned that Outlast II was so-so in quality. Does it perhaps have to do with the use of a first person perspective by Red Barrels in their games?
"verify_attribute(name[Outlast II], esrb[M (for Mature)], rating[average], genres[adventure, indie])","If I remember right, earlier you said you felt Outlast II was just average, you didn't waste your time but you weren't blown away either. Do you have similar thoughts about M rated indie adventure games in general?"
"verify_attribute(name[Uncharted 4: A Thief's End], developer[Naughty Dog], rating[excellent], genres[action-adventure, shooter])",I remember you saying that you really loved A Thief's End. Do you think Naughty Dog simply makes the best action-adventure shooter games?
"verify_attribute(name[Uncharted 4: A Thief's End], rating[excellent], player_perspective[third person], has_multiplayer[yes])",I remember you saying that you really loved A Thief's End. Is that the case with most of the third person perspective games that offer a multiplayer mode?
"verify_attribute(name[Uncharted 4: A Thief's End], release_year[2016], developer[Naughty Dog], rating[excellent])","I remember you saying that you really loved A Thief's End. Did Naughty Dog do something differently in 2016, you think?"
"verify_attribute(name[Uncharted 4: A Thief's End], esrb[T (for Teen)], rating[excellent], has_multiplayer[yes])",I remember you saying that you really loved A Thief's End. Do you in general like T rated multiplayer games?
"verify_attribute(name[Uncharted 4: A Thief's End], esrb[T (for Teen)], rating[excellent], player_perspective[third person])",I remember you saying that you really loved A Thief's End. Do you in general like third person perspective games that have a teen rating ?
"verify_attribute(name[Rollcage], rating[average], genres[action, driving/racing], player_perspective[third person])",You mentioned just a bit ago that you found Rollcage to be average. Do you feel similarly about third person action racing games in general?
"verify_attribute(name[Rollcage], developer[Attention To Detail], rating[average], platforms[PC])",You mentioned that Rollcage wasn't bad but was also kind of mediocre. Would you say that applies to the rest of Attention To Detail's lineup of PC games too?
"verify_attribute(name[Rollcage], release_year[1999], rating[average], platforms[PC])","You said just now that Rollcage was an okay game but could have been better. I'm curious, do you have the same feeling about the games released for the PC in 1999 in general?"
"verify_attribute(name[Rollcage], rating[average], platforms[PC], has_linux_release[no])",You said that Rollcage was just average a moment ago. Would you say that the lack of a Linux release is a huge minus for any PC game from your point of view?
"verify_attribute(name[Rollcage], developer[Attention To Detail], rating[average], genres[action, driving/racing])",You mentioned that you didn't hate Rollcage but it didn't impress you either. Do you think there is a lot to improve in all action racing games developed by Attention To Detail?
"verify_attribute(name[Stronghold 2], release_year[2005], developer[Firefly Studios], rating[average])",You said earlier that you were not that fond of Stronghold 2. Is that the case with all 2005 releases by Firefly Studios?
"verify_attribute(name[Stronghold 2], rating[average], genres[real-time strategy, simulation], player_perspective[bird view])","You said earlier that you were not that fond of Stronghold 2. I just wonder, could that have to do with the combination of the real-time strategy simulation and the bird's eye view perspective?"
"verify_attribute(name[Stronghold 2], rating[average], has_multiplayer[yes], available_on_steam[yes])",You said earlier that you were not that fond of Stronghold 2. Do you tend to find multiplayer games on Steam lacking something in general?
"verify_attribute(name[Stronghold 2], rating[average], genres[real-time strategy, simulation], platforms[PC])",You said earlier that you were not that fond of Stronghold 2. Is that often the case with real-time strategy simulation games for the PC?
"verify_attribute(name[Stronghold 2], rating[average], has_linux_release[no], has_mac_release[no])",You said earlier that you were not that fond of Stronghold 2. Do you feel like it should have been released for Linux and Mac as well?
"verify_attribute(name[Need for Speed: Most Wanted], developer[EA Redwood Shores], rating[good], genres[driving/racing])","You mentioned that Need for Speed: Most Wanted was pretty good in your opinion. Do you generally enjoy driving/racing games, or are you simply fond of EA Redwood Shores's take on it?"
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing], player_perspective[third person])","I recall you weren't quite in love with Need for Speed: Most Wanted, but still found it fun. Do you enjoy playing driving/racing games mostly from the third person perspective?"
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], genres[driving/racing], platforms[PlayStation])",So you mentioned Need for Speed: Most Wanted was fun. Is PlayStation the platform on which you enjoy playing racing games the most?
"verify_attribute(name[Need for Speed: Most Wanted], release_year[2005], developer[EA Redwood Shores], rating[good])",So you thought Need for Speed: Most Wanted was decent. Do you think there were other good racing games from EA released in 2005?
"verify_attribute(name[Need for Speed: Most Wanted], rating[good], has_multiplayer[yes], platforms[PlayStation])",You previously said Need for Speed: Most Wanted was a solid game. Would you say a multiplayer option for the PlayStation increases the likeability of games from your perspective?
"verify_attribute(name[Quantum Break], developer[Remedy Entertainment], esrb[M (for Mature)], rating[average])","You said that Quantum Break could be interesting at times, but was overall just okay. Do you kind of feel the same way about Remedy Entertainment's other M rated games?"
"verify_attribute(name[Quantum Break], rating[average], genres[adventure, shooter], platforms[Xbox])","You mentioned that Quantum Break wasn't bad, but wasn't all that good either. Do you feel that Xbox adventure shooters are in general like that?"
"verify_attribute(name[Quantum Break], rating[average], genres[adventure, shooter], player_perspective[third person])","So you said you didn't waste your money on Quantum Break, but it didn't really stand out in any way. Do you have similar thoughts on third person adventure shooters in general?"
"verify_attribute(name[Quantum Break], release_year[2016], rating[average], platforms[Xbox])","You mentioned that Quantum Break was merely okay. But I'm wondering, do you feel the same way about the other games released for Xbox in 2016?"
"verify_attribute(name[Quantum Break], developer[Remedy Entertainment], rating[average], platforms[Xbox])",So you think that Quantum Break is pretty much an average game. Do you have the same view on Remedy Entertainment's other Xbox games?
"verify_attribute(name[Assassin's Creed Chronicles: India], rating[poor], genres[action-adventure, platformer], platforms[PlayStation])",I remember you said you found Assassin's Creed Chronicles: India to be pretty bad. Do you have a similar experience with other action-adventure platformers for the PlayStation?
"verify_attribute(name[Assassin's Creed Chronicles: India], developer[Climax Studios], rating[poor], player_perspective[side view])",So I know you said you hated Assassin's Creed Chronicles: India. Do you think all of Climax Studios side view games are as bad?
"verify_attribute(name[Assassin's Creed Chronicles: India], rating[poor], has_multiplayer[no], platforms[PlayStation])",So you said you got very bored with Assassin's Creed Chronicles: India. Do you just not enjoy single-player only PlayStation games?
"verify_attribute(name[Assassin's Creed Chronicles: India], release_year[2016], rating[poor], genres[action-adventure, platformer])",I remember you telling me that you really disliked Assassin's Creed Chronicles: India. Do you remember if that was the case for other 2016 action-adventure platformers besides this one?
"verify_attribute(name[Assassin's Creed Chronicles: India], developer[Climax Studios], rating[poor], has_multiplayer[no])","I know you mentioned not liking Assassin's Creed Chronicles: India. I'm curious, do you think all of Climax Studios' single-player only games are bad?"
"verify_attribute(name[Lara Croft and the Temple of Osiris], developer[Crystal Dynamics], rating[average], platforms[PC])","So if I remember right, you feel that Lara Croft and the Temple of Osiris is thoroughly average in quality. Do you feel the same about the rest of Crystal Dynamics' PC game lineup?"
"verify_attribute(name[Lara Croft and the Temple of Osiris], rating[average], genres[action-adventure, puzzle, shooter], player_perspective[bird view])","I remember you saying that Lara Croft and the Temple of Osiris was an okay game, but didn't blow your mind or anything. Is that just kind of how you feel about all puzzle action-adventure shooters that you play fomr a bird view perspective?"
"verify_attribute(name[Lara Croft and the Temple of Osiris], developer[Crystal Dynamics], rating[average], available_on_steam[yes])","I know you think Lara Croft and the Temple of Osiris was mostly okay, but I'm curious now. Do you have similar thoughts about the rest of the games made by Crystal Dynamics available on Steam?"
"verify_attribute(name[Lara Croft and the Temple of Osiris], rating[average], genres[action-adventure, puzzle, shooter], has_multiplayer[yes])","So Lara Croft and the Temple of Osiris was, in your view, neither good nor bad, if I remember right. Do you feel similarly about other puzzle action-adventure shooters, even when they had a multiplayer?"
"verify_attribute(name[Lara Croft and the Temple of Osiris], developer[Crystal Dynamics], rating[average], genres[action-adventure, puzzle, shooter])","So, since you feel that Lara Croft and the Temple of Osiris is merely of average quality, it's got me wondering something. Do you have the same opinion about the rest of Crystal Dynamics' puzzle action-adventure shooters?"
"verify_attribute(name[Metal Gear Solid 3: Snake Eater], developer[Konami Computer Entertainment Japan], rating[excellent], platforms[PlayStation])","Everyone loves Metal Gear Solid 3: Snake Eater, and it seems like one of your favorite games too. Do you think it being created by Konami Computer Entertainment Japan had anything to do with its success, or was it all about being released on PlayStation?"
"verify_attribute(name[Metal Gear Solid 3: Snake Eater], release_year[2004], rating[excellent], genres[action-adventure, shooter, tactical])","You're a big fan of Metal Gear Solid 3: Snake Eater, if I remember correctly. Do you think it was all about being a tactical action-adventure shooter in 2004?"
"verify_attribute(name[Metal Gear Solid 3: Snake Eater], esrb[M (for Mature)], rating[excellent], player_perspective[bird view])","Metal Gear Solid 3: Snake Eater sounds like your favorite game of all time, hands down. Would you say you like to play games with mature content rating in general, especially with a bird view perspective?"
"verify_attribute(name[Metal Gear Solid 3: Snake Eater], rating[excellent], genres[action-adventure, shooter, tactical], platforms[PlayStation])","You've been a fan of Metal Gear Solid 3: Snake Eater ever since you played it for the first time, seems like. Do you still play tactical action-adventure shooters on the PlayStation?"
"verify_attribute(name[Metal Gear Solid 3: Snake Eater], rating[excellent], has_multiplayer[no], platforms[PlayStation])",I remember you expressing excitement about Metal Gear Solid 3: Snake Eater. Are you a fan of many other single-player PlayStation games?
"verify_attribute(name[Max Payne], rating[good], genres[action-adventure, shooter], player_perspective[third person])","I know you feel that Max Payne was a fun time, and that has me wondering something. Do you feel the same way about other third person action-adventure shooters?"
"verify_attribute(name[Max Payne], developer[Remedy Entertainment], esrb[M (for Mature)], rating[good])","So you found Max Payne to be enjoyable to play, if I remember right. Do you also enjoy Remedy Entertainment's other M rated games?"
"verify_attribute(name[Max Payne], rating[good], genres[action-adventure, shooter], platforms[PC])",You mentioned earlier that you found Max Payne quite fun. Do you feel the same way about other action-adventure shooters on the PC?
"verify_attribute(name[Max Payne], rating[good], player_perspective[third person], available_on_steam[yes])",You said that Max Payne was a pretty good game. Do you feel the same way about other third person perspective games you can get on Steam right now?
"verify_attribute(name[Max Payne], rating[good], player_perspective[third person], platforms[PC])","So you had fun playing Max Payne, if I recall right. Do you also enjoy other third person games for the PC?"
"verify_attribute(name[The Room], developer[Fireproof Games], rating[excellent], genres[indie, point-and-click, puzzle])",You said that The Room was a really excellent game. Do you also love other indie point-and-click puzzle games developed by Fireproof Games?
"verify_attribute(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle], platforms[PC])",So you adored The Room. Do you in general just love to play indie point-and-click puzzle games on the PC?
"verify_attribute(name[The Room], developer[Fireproof Games], rating[excellent], player_perspective[first person])","You mentioned that The Room was a totally awesome game. I'm curious, are you in general a big fan of Fireproof Games' first person perspective games?"
"verify_attribute(name[The Room], release_year[2012], rating[excellent], platforms[PC])",You said that The Room was one of the best games you've played. Do you think that the other games released for the PC in 2012 were really good too?
"verify_attribute(name[The Room], rating[excellent], genres[indie, point-and-click, puzzle], has_linux_release[yes])",You brought up how much you loved The Room. Are you in general a big fan of those type of indie point-and-click puzzle games that are available on Linux?
"verify_attribute(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], platforms[PC])",So you indicated that Skyforge was boring and unpleasant. Do you perhaps just not like hack-and-slash adventure MMORPGs for the PC?
"verify_attribute(name[Skyforge], developer[Allods Online], rating[poor], platforms[PC])",So you said Skyforge was a giant disappointment to you. Do you think that the rest of Allods Online's PC games are poor quality too?
"verify_attribute(name[Skyforge], rating[poor], genres[adventure, hack-and-slash, MMORPG], player_perspective[third person])","Sorry to hear that you found Skyforge to be such a poor game and a waste of money. But I wonder, is the hack-and-slash adventure MMORPG genre from a third person perspective just not quite your cup of tea?"
"verify_attribute(name[Skyforge], rating[poor], player_perspective[third person], available_on_steam[yes])","So you found Skyforge to be pretty bad, it seems. But now I'm wondering, do you feel the same way about the other third person games available on Steam?"
"verify_attribute(name[Skyforge], release_year[2015], rating[poor], platforms[PC])","Ah, so you really didn't like Skyforge at all it seems. But I wonder now, do you dislike the other games that came out in 2015 for the PC?"
"verify_attribute(name[Need for Speed: Payback], esrb[T (for Teen)], rating[poor], player_perspective[third person])",You told me you didn't really like Need for Speed: Payback. But would your opinion change if it didn't have that third person perspective and a teen rating?
"verify_attribute(name[Need for Speed: Payback], release_year[2017], developer[Ghost Games], rating[poor])",Previously we've talked about how you didn't like Need for Speed: Payback. Do you have the same feeling about other games Ghost Games made in 2017?
"verify_attribute(name[Need for Speed: Payback], esrb[T (for Teen)], rating[poor], genres[driving/racing])","I remember you don't like Need for Speed: Payback. Do you think it was because it was rated T (for Teen), or do you generally dislike driving and racing games?"
"verify_attribute(name[Need for Speed: Payback], release_year[2017], rating[poor], platforms[PlayStation])",You hated Need for Speed: Payback. Was the selection of PlayStation games in 2017 perhaps just terrible overall?
"verify_attribute(name[Need for Speed: Payback], rating[poor], genres[driving/racing], player_perspective[third person])","I get that Need for Speed: Payback isn't your game. Do you think it's because you prefer other genres than driving and racing, or were you not a fan of the third person perspective?"
"verify_attribute(name[Rocket League], developer[Psyonix], rating[good], platforms[Nintendo Switch])",You mentioned liking Rocket League. Do you think that even other games developed by Psyonix for the Nintendo Switch could be good?
"verify_attribute(name[Rocket League], rating[good], genres[sport, vehicular combat], player_perspective[third person])",You said that Rocket League was a fun time. Do you feel the same way about other third person vehicular combat sports games?
"verify_attribute(name[Rocket League], rating[good], genres[sport, vehicular combat], has_multiplayer[yes])",I know you've mentioned Rocket League being pretty good. Do you similarly enjoy other vehicular combat sport games with multiplayer?
"verify_attribute(name[Rocket League], release_year[2015], rating[good], platforms[Nintendo Switch])",You said that Rocket League was a fun game to play. Do you remember other games released on the Nintendo Switch in 2015 being equally good?
"verify_attribute(name[Rocket League], developer[Psyonix], rating[good], player_perspective[third person])",I know you've mentioned that you enjoyed playing Rocket League. Do you think Psyonix is good at getting the third person perspective right in their games?
"verify_attribute(name[Mass Effect 2], developer[BioWare], rating[excellent], genres[action-adventure, role-playing, shooter])",You said Mass Effect 2 totally ruled. Are you a huge fan of BioWare's action-adventure RPG shooters?
"verify_attribute(name[Mass Effect 2], rating[excellent], genres[action-adventure, role-playing, shooter], player_perspective[third person])",I know you can go on about how much you love Mass Effect 2. Would you say you have a soft spot for third person action-adventure RPG shooters?
"verify_attribute(name[Mass Effect 2], esrb[M (for Mature)], rating[excellent], platforms[PlayStation])","So Mass Effect 2 is a game you find really excellent, I remember you mentioning. Would you say that, in general, you love the M rated games that are there on PlayStation?"
"verify_attribute(name[Mass Effect 2], release_year[2010], rating[excellent], platforms[PlayStation])","You mentioned you loved Mass Effect 2 a moment ago. However, don't you think that many games released on the PlayStation in 2010 were just excellent?"
"verify_attribute(name[Mass Effect 2], developer[BioWare], esrb[M (for Mature)], rating[excellent])","A moment ago you mentioned how awesome you thought Mass Effect 2 was. Generally speaking, do you think the M rated games developed by BioWare are great?"
"verify_attribute(name[Silent Hill 2], esrb[M (for Mature)], rating[excellent], genres[action-adventure, puzzle])","You mentioned that you really, really love Silent Hill 2. Do you in general just love M rated action-adventure games with lots of puzzles?"
"verify_attribute(name[Silent Hill 2], rating[excellent], genres[action-adventure, puzzle], player_perspective[third person])","You said that Silent Hill 2 was totally rad. I'm curious, do you in general really love third person perspective action adventure games with puzzles?"
"verify_attribute(name[Silent Hill 2], rating[excellent], player_perspective[third person], platforms[PlayStation])",You said that Silent Hill 2 was totally awesome. Do you feel the same way about some other third person perspective games out on the PlayStation?
"verify_attribute(name[Silent Hill 2], release_year[2001], rating[excellent], platforms[PlayStation])","You mentioned how much you adored Silent Hill 2. I'm curious, do you feel similarly about the PlayStation games released in 2001 in general?"
"verify_attribute(name[Silent Hill 2], esrb[M (for Mature)], rating[excellent], player_perspective[third person])",You mentioned earlier that you thought Silent Hill 2 was really excellent. Do you in general just really love M rated games played from a third person perspective?
"verify_attribute(name[The Legend of Zelda: Ocarina of Time], rating[excellent], genres[action-adventure, puzzle, role-playing], platforms[Nintendo])",I know you think that The Legend of Zelda: Ocarina of Time is one of the best games ever. Do you have a similar love for other Nintendo games that are action-adventure puzzle RPGs?
"verify_attribute(name[The Legend of Zelda: Ocarina of Time], developer[Nintendo EAD], rating[excellent], player_perspective[third person])","I remember you really, really loved The Legend of Zelda: Ocarina of Time. Do you have similar feelings for the other third person perspective games made by Nintendo EAD?"
"verify_attribute(name[The Legend of Zelda: Ocarina of Time], rating[excellent], genres[action-adventure, puzzle, role-playing], has_multiplayer[no])","The Legend of Zelda: Ocarina of Time is one of your favorite games ever, if I recall. Do you think action-adventure puzzle role-playing games are simply the best when made single-player only?"
"verify_attribute(name[The Legend of Zelda: Ocarina of Time], release_year[1998], rating[excellent], platforms[Nintendo])",You said you felt The Legend of Zelda: Ocarina of Time was a really excellent game. Would you say that 1998 was just the right time for such a game to be released for the Nintendo?
"verify_attribute(name[The Legend of Zelda: Ocarina of Time], esrb[E (for Everyone)], rating[excellent], platforms[Nintendo])","So since you mentioned that you absolutely loved The Legend of Zelda: Ocarina of Time, it got me curious about something. Do you also love Nintendo's lineup of other E rated games?"
"verify_attribute(name[Life is Strange], developer[Dontnod Entertainment], rating[good], genres[role-playing])",I remember you saying that you liked Life is Strange. Do you think Dontnod Entertainment has a good approach to role-playing games in general?
"verify_attribute(name[Life is Strange], rating[good], player_perspective[third person], platforms[PlayStation])",You said earlier that you liked Life is Strange. Do you like many third person perspective games made for the PlayStation?
"verify_attribute(name[Life is Strange], rating[good], player_perspective[third person], has_multiplayer[no])",I know that you liked Life is Strange. Do you have fun playing third person perspective single-player games in general?
"verify_attribute(name[Life is Strange], release_year[2015], esrb[M (for Mature)], rating[good])","So I believe you liked Life is Strange. Was 2015 a good year for M rated games, do you remember?"
"verify_attribute(name[Life is Strange], developer[Dontnod Entertainment], esrb[M (for Mature)], rating[good])",I remember that you liked Life is Strange. Would you say Dontnod Entertainment's games are worth a try when they have the M (for Mature) label?
"verify_attribute(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], player_perspective[third person])",You mentioned that you found Tony Hawk's Pro Skater 3 to be an okay game. Do you in general just find third person perspective sports games to be meh?
"verify_attribute(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], rating[average], platforms[PC])",You mentioned that Tony Hawk's Pro Skater 3 was an okay game but nothing ground breaking. Do you feel the same way about Neversoft Entertainment's other PC games?
"verify_attribute(name[Tony Hawk's Pro Skater 3], release_year[2001], rating[average], platforms[PC])","I know you've said that you feel Tony Hawk's Pro Skater 3 is an okay game, but it could have been better. Do you think most games released for the PC in 2001 feel like that now?"
"verify_attribute(name[Tony Hawk's Pro Skater 3], rating[average], genres[sport], has_multiplayer[yes])","I know you didn't hate Tony Hawk's Pro Skater 3, but didn't love it either. Do you feel kinda the same way about other sports games with multiplayer?"
"verify_attribute(name[Tony Hawk's Pro Skater 3], developer[Neversoft Entertainment], rating[average], genres[sport])","You mentioned that Tony Hawk's Pro Skater 3 was, in your view, average at best. Do you feel like Neversoft Entertainment can't be quite trusted with sports games?"
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], platforms[PC])",You said Far Cry 3 was pretty fun a moment ago. Would you say Ubisoft Massive has a good reputation for their PC games?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], player_perspective[first person])",You said that you liked Far Cry 3 a fair amount. Do you playing a lot of action-adventure first person shooters?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], has_multiplayer[yes])",I know you mentioned that you had a pretty fun time playing Far Cry 3. Would you say that overall you find action-adventure shooters fun whenever they have a multiplayer mode?
"verify_attribute(name[Far Cry 3], rating[good], genres[action-adventure, shooter], available_on_steam[yes])","You said that you had fun playing Far Cry 3. I'm curious, in general do you like action-adventure shooters that are available on Steam?"
"verify_attribute(name[Far Cry 3], developer[Ubisoft Massive], rating[good], player_perspective[first person])",I know you mentioned that Far Cry 3 was pretty good in your opinion. Would you say that you're a bit of a fan of the first person perspective games developed by Ubisoft Massive?
"verify_attribute(name[Small World 2], developer[Days of Wonder], rating[poor], available_on_steam[yes])",You said that you really hated Small World 2. Have you encountered no other games by Days of Wonder on Steam that you would enjoy at least a bit?
"verify_attribute(name[Small World 2], rating[poor], genres[indie, trivia/board game], has_multiplayer[yes])",I know you mentioned you found Small World 2 to be very boring. Do you feel the same way about other indie trivia/board game style video games even when they come with a multiplayer?
"verify_attribute(name[Small World 2], release_year[2010], rating[poor], platforms[PC])",You said you didn't really like Small World 2. Weren't there any other PC games released in 2010 that you liked?
