name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
<b>Heroes of Might and Magic III: The Restoration of Erathia</b>,Year: <b>1999</b>,,Developer: <b>Loki Software</b>,ESRB content rating: <b>E (for Everyone)</b>,,Genres: <b>turn-based strategy</b>,Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>
<b>The Crew 2</b>,,"Expected release date: <b>June 29, 2019</b>",Developer: <b>Ivory Tower</b>,,,Genres: <b>driving/racing</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
<b>Silent Hill 2</b>,Year: <b>2001</b>,,Developer: <b>Konami Computer Entertainment Tokyo</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>action-adventure, puzzle</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>Xbox</b>,,,
<b>Ancient Cities</b>,,"Expected release date: <b>December 1, 2019</b>",Developer: <b>Uncasual Games</b>,,,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,,Platform: <b>PC</b>,,,
<b>Tony Hawk's Pro Skater 3</b>,Year: <b>2001</b>,,Developer: <b>Neversoft Entertainment</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>sport</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>
<b>Layers of Fear</b>,Year: <b>2015</b>,,Developer: <b>Bloober Team</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>adventure, indie, point-and-click</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Superhot</b>,Year: <b>2016</b>,,Developer: <b>SUPERHOT Team</b>,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>indie, shooter, tactical</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Mafia</b>,Year: <b>2002</b>,,Developer: <b>Illusion Softworks</b>,ESRB content rating: <b>M (for Mature)</b>,,"Genres: <b>driving/racing, fighting, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
<b>Little Big Adventure</b>,Year: <b>1994</b>,,Developer: <b>Adeline Software International</b>,ESRB content rating: <b>T (for Teen)</b>,,Genres: <b>action-adventure</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,
<b>Football Manager 2015</b>,Year: <b>2014</b>,,Developer: <b>Sports Interactive</b>,,,"Genres: <b>simulation, sport, strategy</b>",,Has multiplayer: <b>yes</b>,,,,
