HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.selected_attr11,Answer.selected_attr12,Answer.selected_attr13,Answer.selected_attr14,Answer.selected_attr21,Answer.selected_attr22,Answer.selected_attr23,Answer.selected_attr24,Answer.selected_attr31,Answer.selected_attr32,Answer.selected_attr33,Answer.selected_attr34,Answer.selected_attr41,Answer.selected_attr42,Answer.selected_attr43,Answer.selected_attr44,Answer.selected_attr51,Answer.selected_attr52,Answer.selected_attr53,Answer.selected_attr54,Answer.utterance1,Answer.utterance2,Answer.utterance3,Answer.utterance4,Answer.utterance5,Approve,Reject
3TLFH2L6Y99TJWM6YPYJ9MT5UBZ2TB,3IF0VZGELQ1GIT1BPWJJ3F8CWHN7MH,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:00:05 PDT 2019,1,BatchId:3606947;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:00:05 PDT 2019,,,3QY7M81QH884OYRJ0U6OS6J75OUK7U,A1MW021IG07IMF,Submitted,Mon Apr 15 21:08:47 PDT 2019,Mon Apr 15 21:14:24 PDT 2019,Tue Apr 30 21:14:24 PDT 2019,,,,337,100% (55/55),100% (55/55),100% (55/55),<b>Diablo II</b>,Year: <b>2000</b>,,Developer: <b>Blizzard North</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>no</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>yes</b>,,name,rating,genres,developer,name,rating,has_multiplayer,esrb,name,rating,genres,player_perspective,name,rating,has_mac_release,developer,name,rating,has_multiplayer,platforms,I found Diablo II to be quite fun. Any hack-and-slash RPG developed by Blizzard North is gonna be fun.,I've been enjoying playing Diablo II quite a bit lately. M rated bloody games like that which you can play with friends are always fun.,"Diablo II is a pretty good game, because the hack-and-slash RPG gameplay is fun and the bird view perspective makes it easy to play.","Diablo II is a good game I'd say. Blizzard North makes quality content, and the fact that it actually has a Mac release is nice.","The other day I was remembering Diablo II, which was a quality game. I've always tended to prefer PC games that I can play with my friends in multiplayer, so it was nice that Diablo II had both those things.",,
3UEBBGULPF9SK3D7MP30Y19WMTBFUZ,3IF0VZGELQ1GIT1BPWJJ3F8CWHN7MH,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:00:06 PDT 2019,1,BatchId:3606947;OriginalHitTemplateId:920937336;,3600,1296000,Mon Apr 15 12:00:06 PDT 2019,,,3Z7VU45IPZ3L27B3BFSPEBG760SZ1X,A2EED3HLTA96CP,Submitted,Sun Apr 14 14:14:03 PDT 2019,Sun Apr 14 14:23:02 PDT 2019,Mon Apr 29 14:23:02 PDT 2019,,,,539,100% (16/16),100% (16/16),100% (16/16),<b>Super Mario World</b>,Year: <b>1990</b>,,Developer: <b>Nintendo EAD</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>excellent</b>,Genres: <b>platformer</b>,Player perspective: <b>side view</b>,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,,,name,rating,player_perspective,developer,name,rating,has_multiplayer,esrb,name,rating,has_multiplayer,platforms,name,rating,release_year,developer,name,rating,player_perspective,has_multiplayer,I think Super Mario World is an excellent and exciting game. The talented Nintendo EAD team and its the stunning use of the side view perspective kept me playing all day!,Super Mario World is my current favorite game. I love multiplayer games that are rated E for everyone so this is really my cup of tea!,"I think Super Mario World is totally awesome. I am a huge fan of multiplayer Nintendo games, and I cannot remember playing any as good as this one.","Super Mario World is the one and only game for me! I think 1990 was the golden age for Nintendo EAD, and this game is simply la creme de la creme",I would rather play Super Mario World that eat or sleep! I can't remember a sideview multiplayer game that was more exciting and fun!,,
3UUSLRKAULOTO8NFIBFZ09SR25XD7J,3IF0VZGELQ1GIT1BPWJJ3F8CWHN7MH,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:00:05 PDT 2019,1,BatchId:3606947;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:00:05 PDT 2019,,,3LKC68YZ3BP244DZ6U6TR3ZXIH8OW9,A2EED3HLTA96CP,Submitted,Mon Apr 15 13:57:08 PDT 2019,Mon Apr 15 14:03:08 PDT 2019,Tue Apr 30 14:03:08 PDT 2019,,,,360,100% (16/16),100% (16/16),100% (16/16),<b>Trivial Pursuit</b>,Year: <b>2009</b>,,Developer: <b>Electronic Arts</b>,,Liking: <b>poor</b>,Genres: <b>trivia/board game</b>,,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,,,name,rating,genres,developer,name,rating,developer,release_year,name,rating,platforms,has_multiplayer,name,rating,release_year,has_multiplayer,name,rating,developer,platforms,I think Trivial Pursuit is a waste of time. Electronic Arts has never had a knack for trivia/board games.,I think Trivial Pursuit is a bore. Electronic Arts had a very bad year in 2009.,I think Trivial Pursuit is simply awful. I detest Nintendo multiplayer games.,I think Trivial Pursuit is boring and unenjoyable.  2009 was a very bad year for multiplayer games.,I loathe Trivial Pursuit. Electronic Arts has never put out good games for the Nintendo.,,
3VGET1QSZ0KSXEN6Z6KPSXHC9L37WM,3IF0VZGELQ1GIT1BPWJJ3F8CWHN7MH,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:00:06 PDT 2019,1,BatchId:3606947;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 17 12:20:52 PDT 2019,,,32XVDSJFP0JSSLUGFU29BSU3KOMM2R,AGRKG3YT3KMD8,Submitted,Wed Apr 17 05:37:59 PDT 2019,Wed Apr 17 05:43:05 PDT 2019,Thu May 02 05:43:05 PDT 2019,,,,306,100% (16/16),100% (16/16),100% (16/16),<b>Stronghold 2</b>,Year: <b>2005</b>,,Developer: <b>Firefly Studios</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,"Genres: <b>real-time strategy, simulation</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>,,name,rating,release_year,has_mac_release,name,rating,has_linux_release,platforms,name,rating,esrb,developer,name,rating,genres,player_perspective,name,rating,available_on_steam,release_year,"I think that Stronghold 2 is so-so, because the 2005 Mac release wasn't so great.","I thought that Stronghold 2 was okay because it was released for PC, but I wish they had released a Linux version.","For a game from Firefly Studios, Stronghold 2 is so-so. It's not bad for a game rated T.","For a game with a bird's eye view, Stronghold 2 is okay. It's your average real-time strategy simulation game.","For a Steam game released in 2005, Stronghold 2 is about average.",,
3WGZLY9VCH7XOMSYSG75E9OMDP3D86,3IF0VZGELQ1GIT1BPWJJ3F8CWHN7MH,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:00:06 PDT 2019,1,BatchId:3606947;OriginalHitTemplateId:920937336;,3600,1296000,Wed Apr 17 12:20:53 PDT 2019,,,3VBEN272MLLL5AFSY6JKP5NAMXGGSP,AGRKG3YT3KMD8,Submitted,Wed Apr 17 06:18:06 PDT 2019,Wed Apr 17 06:27:19 PDT 2019,Thu May 02 06:27:19 PDT 2019,,,,553,100% (16/16),100% (16/16),100% (16/16),<b>Tom Clancy's The Division</b>,Year: <b>2016</b>,,Developer: <b>Massive Entertainment</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,"Genres: <b>role-playing, shooter, tactical</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,,,name,rating,platforms,developer,name,rating,esrb,platforms,name,rating,release_year,player_perspective,name,rating,developer,genres,name,rating,has_multiplayer,release_year,I'm so-so about Tom Clancy's The Division. Massive Entertainment has not been doing a good job with their Xbox games in my experience.,I'm so-so on M-rated Xbox games like Tom Clancy's The Division.,Tom Clancy's The Division is an average game. I'm not really that thrilled about third person games from 2016.,Tactical role-playing shooters like Tom Clancy's The Division from Massive Entertainment rarely entertain me for an extended period of time.,"Normally I'm not into games like Tom Clancy's The Division, but this 2016 game is okay because it has multiplayer.",,
3XUSYT70ITMF6XNVXCUQLUI4URR0D6,3IF0VZGELQ1GIT1BPWJJ3F8CWHN7MH,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:00:05 PDT 2019,1,BatchId:3606947;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:00:05 PDT 2019,,,3EWIJTFFVPTNKNZPJ9ACFWWFDAQ0EI,A2EED3HLTA96CP,Submitted,Mon Apr 15 14:03:09 PDT 2019,Mon Apr 15 14:10:23 PDT 2019,Tue Apr 30 14:10:23 PDT 2019,,,,434,100% (16/16),100% (16/16),100% (16/16),<b>Metroid Prime Pinball</b>,Year: <b>2005</b>,,Developer: <b>Fuse Games</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>average</b>,"Genres: <b>pinball, puzzle</b>",,Has multiplayer: <b>yes</b>,Platform: <b>Nintendo</b>,,,,,name,rating,developer,platforms,name,rating,release_year,genres,name,rating,developer,esrb,name,rating,has_multiplayer,genres,name,rating,platforms,has_multiplayer,"Frankly, I think Metroid Prime Pinball could be somewhat better. Fuse Games had never really excelled in the Nintendo platform.","I think Metroid Prime Pinball is adequate, but we should realize that 2005 was not all that great a year for pinball puzzle games.","I think Metroid Prime Pinball is okay, but Fuze Games never really figured out how to make a good E-rated game.","I think Metroid Prime Pinball is okay, but multiplayer pinball games were never really my thing.","I think Metroid Prime Pinball is okay, but multiplayer games on Nintendo have always bored me after a half hour or so.",,
3ZG552ORAMP8WOQV3KYYA4HQRWF2VR,3IF0VZGELQ1GIT1BPWJJ3F8CWHN7MH,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Sun Apr 14 12:00:06 PDT 2019,1,BatchId:3606947;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 16 12:00:06 PDT 2019,,,39ASUFLU6YTVHD50MLZJOAJQNE7EXH,A1RQMCQ3LMIGEK,Submitted,Mon Apr 15 07:29:58 PDT 2019,Mon Apr 15 07:40:23 PDT 2019,Tue Apr 30 07:40:23 PDT 2019,,,,625,100% (19/19),0% (0/0),0% (0/0),<b>Little Nightmares</b>,Year: <b>2017</b>,,Developer: <b>Tarsier Studios</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>good</b>,"Genres: <b>adventure, platformer, puzzle</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>no</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,genres,name,rating,release_year,esrb,name,rating,platforms,has_multiplayer,name,rating,player_perspective,genres,name,rating,developer,player_perspective,Little Nightmares by Tarsier Studios is one of the more fun games that I've played. Its adventure platformer style with puzzles can keep you entertained for hours.,"I am quite happy with the game Little Nighmares. Released in 2017 and having an E rating, everyone can enjoy it.",Little Nightmares is a pretty good game for the PlayStation. I enjoyed its focus on the single-player mode.,Little Nightmares is a pretty cool game that has kept me entertained. It's an adventure side-scrolling platformer with some puzzle elements to give me a bit of a challenge.,Little Nightmares by Tarsier Studios is a pretty cool adventure and puzzle platformer. It has a side view perspective that doesn't get boring.,,
3M47JKRKCXMY3DDJITZR83EUW8R86U,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,3FDJT1UU75UP1UD0C1RRUM5BFZR5KR,A2EED3HLTA96CP,Submitted,Thu Apr 18 05:11:47 PDT 2019,Thu Apr 18 05:34:48 PDT 2019,Fri May 03 05:34:48 PDT 2019,,,,1381,100% (16/16),100% (16/16),100% (16/16),<b>Dirt: Showdown</b>,Year: <b>2012</b>,,Developer: <b>Codemasters Southam</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,Liking: <b>average</b>,"Genres: <b>driving/racing, sport</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>Xbox</b>,,,,,name,rating,esrb,genres,name,rating,platforms,has_multiplayer,name,rating,developer,player_perspective,name,rating,has_multiplayer,genres,name,rating,esrb,release_year,"I think Dirt: Showdown is pretty run-of-the-mill. The need to grab a E 10+ (for Everyone 10 and Older) rating took the life out of this driving/racing, sport game in my opinion.",I thought Dirt: Showdown was mediocre at best. It's not as good as I expect of multiplayer games for the Xbox.,I thought Dirt: Showdown was just ordinary. Codemasters Southam's choice of a first-person perspective was not a smart one.,I tried Dirt: Showdown but thought it was run-of-the-mill. I expected more of a multi-player driving/racing game.,"I found Dirt: Showdown to be just so-so. Not only was it rated E 10+ (for Everyone 10 and Older), making it bland,  but was released way back in the stone age of 2012.",,
38F60IALAG2MNMJSJ2U5QY0QXIQ0TA,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,3OSWBBLG1FJQP7R0QQOZIS15OTTXDD,A1MW021IG07IMF,Submitted,Thu Apr 18 20:52:09 PDT 2019,Thu Apr 18 21:01:17 PDT 2019,Fri May 03 21:01:17 PDT 2019,,,,548,100% (81/81),100% (81/81),100% (81/81),<b>Might & Magic: Heroes VI</b>,Year: <b>2011</b>,,Developer: <b>Black Hole Entertainment</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,"Genres: <b>role-playing, turn-based strategy</b>",Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>,,name,rating,genres,developer,name,rating,has_mac_release,developer,name,rating,player_perspective,available_on_steam,name,rating,player_perspective,platforms,name,rating,player_perspective,developer,"Might & Magic: Heroes VI is an okay game. I normally really love games that combine the role-playing and turn-based strategy genres, but Black Hole Entertainment isn't really able to bring out the full potential.","Might & Magic: Heroes VI isn't bad but could be better. Black Hole Entertainment always makes games that are at least okay, but it's annoying it's no available for the Mac.","Might & Magic: Heroes VI is so-so. I like that it's on Steam, but I just think the bird view perspective is annoying.","I think that Might & Magic: Heroes VI is mediocre. It's got multiplayer which is always nice, it's on the PC which is a platform I hate.","I think Might & Magic: Heroes VI is all right, but nothing special. The bird view perspective is nice and makes it easy to play, but Black Hole Entertainment is not a developer I care for.",,
3BAKUKE49HX9EWRIBWTA4OIIEPYR1Q,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,3QRYMNZ7FZ3SU29TAA15PUSTP19TNA,A1MW021IG07IMF,Submitted,Thu Apr 18 21:01:17 PDT 2019,Thu Apr 18 21:08:20 PDT 2019,Fri May 03 21:08:20 PDT 2019,,,,423,100% (81/81),100% (81/81),100% (81/81),<b>Payday 2</b>,Year: <b>2013</b>,,Developer: <b>Overkill Software</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,"Genres: <b>role-playing, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>,,name,rating,esrb,genres,name,rating,genres,player_perspective,name,rating,developer,player_perspective,name,rating,developer,has_multiplayer,name,rating,esrb,player_perspective,"Payday 2 is okay. I normally love role-playing shooters, but the M rating means I find parts of it off-putting","Payday 2 is an average game I'd say. First person shooters with role-playing elements are okay, but they're also a dime a dozen now and all blend together.","Payday 2 is a fine game, but not one I'd consider that great. Overkill Software makes good games sometimes, but their first person games tend to be mediocre.","Payday 2 isn't the worst game in the world I'd say. It's got multiplayer which is always a plus, but the developer Overkill Software just doesn't make games that stand out much.","Payday 2 isn't a bad game, but doesn't do anything to draw attention to it. It's like so many M rated first person, and seems to feel like those facts alone are enough to make you want to play it.",,
3XQ4XW3OD9XS4W9R9PTTZHXJSXW2S7,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,3M23Y66PO3TJ8HQMMTAYDEALSOFS6B,A2EED3HLTA96CP,Submitted,Thu Apr 18 05:34:49 PDT 2019,Thu Apr 18 06:17:38 PDT 2019,Fri May 03 06:17:38 PDT 2019,,,,2569,100% (16/16),100% (16/16),100% (16/16),<b>The Last of Us</b>,Year: <b>2013</b>,,Developer: <b>Naughty Dog</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,esrb,name,rating,genres,platforms,name,rating,has_multiplayer,player_perspective,name,rating,developer,release_year,name,rating,player_perspective,platforms,I think The Last of Us is a great game. It's one of the outstanding M (for Mature) rated games released by Naughty Dog.,The Last of Us is simply awesome! I've always loved action-adventure/shooter games for the PlayStation.,The Last of Us is simply incomparable! I've always loved third-person perspective multiplayer games.,"The Last of Us is absolutely superb! Naughty Dog had a banner year in 2013, and The Last of Us is one of the reasons why!","The Last of Us is a great game, no doubt about it! I just can't get enough of third-person perspective games on the PlayStation.",,
3XU9MCX6VOXG3H9EU0TO97SN6VCR27,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,3DR23U6WE60O0WWGHBYMZ7YKB3YETK,A1MW021IG07IMF,Submitted,Wed Apr 17 23:14:26 PDT 2019,Wed Apr 17 23:20:23 PDT 2019,Thu May 02 23:20:23 PDT 2019,,,,357,100% (81/81),100% (81/81),100% (81/81),<b>Guitar Hero: Smash Hits</b>,Year: <b>2009</b>,,Developer: <b>Beenox</b>,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>poor</b>,Genres: <b>music</b>,Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,name,rating,genres,developer,name,rating,genres,player_perspective,name,rating,genres,esrb,name,rating,developer,platforms,name,rating,developer,has_multiplayer,"I didn't enjoy Guitar Hero: Smash Hits at all. The music genre has never been a favorite of mine, and I just don't think that the developer Beenox has any idea what they're doing.","Guitar Hero: Smash Hits was certainly the very opposite of a smash hit with me. The music genre has never been my favorite anyways, and the first person perspective just came off weird and jarring.","I didn't like Guitar Hero: Smash Hits very much I'm afraid. The music genre lives or dies based on the song variety, but the T rating meant a lot of amazing songs couldn't be included or had to be watered down.","Guitar Hero: Smash hits was one of the worst games I've played this year. I'm convinced that developer Beenox's PlayStation division is just a single monkey pretending to code, because every game they release for that platform is a complete mess.","I just didn't like Guitar Hero: Smash Hits. The problem is that Beenox has absolutely no idea how to balance or handle a multiplayer game, so any game from them with multiplayer is just not fun to play.",,
3TLFH2L6Y99TJWM6YPYJ9MT5UGA2TW,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,34Z02EIMITZP96HM94Z7EIWGH2OT0D,A1MW021IG07IMF,Submitted,Wed Apr 17 23:20:23 PDT 2019,Wed Apr 17 23:25:04 PDT 2019,Thu May 02 23:25:04 PDT 2019,,,,281,100% (81/81),100% (81/81),100% (81/81),<b>NBA 2K16</b>,Year: <b>2015</b>,,Developer: <b>Visual Concepts</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,Liking: <b>good</b>,Genres: <b>sport</b>,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,genres,name,rating,genres,has_multiplayer,name,rating,platforms,developer,name,rating,genres,player_perspective,name,rating,esrb,has_multiplayer,"I thought NBA 2k16 was pretty fun. Normally I find sport games to be average, but developer Visual Concepts really knows what they're doing and how to make a good game.",I had a fun time with NBA 2k16. Sports games that you can play with your friends through multiplayer are always a good time.,"I think that NBA 2k16 was pretty good. Visual Concepts knows what they're doing, and it's on the PlayStation which has my favorite controller.","I had a fun time with NBA 2k16 the other day. Third person sports games like it are almost always at least a bit enjoyable, and NBA 2k16 was pretty good.","I've been enjoying playing NBA 2k16 lately. Thanks to it's E 10+ rating and multiplayer functions, I can play it with most of my family, which is nice.",,
3H781YYV6T3LECYMR9TKBN2URJZTEO,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,3FTYUGLFSV7HNO7QKK54Q9ALVUAD5A,A1MW021IG07IMF,Submitted,Thu Apr 18 20:25:39 PDT 2019,Thu Apr 18 20:35:12 PDT 2019,Fri May 03 20:35:12 PDT 2019,,,,573,100% (81/81),100% (81/81),100% (81/81),<b>Worms: Reloaded</b>,Year: <b>2010</b>,,Developer: <b>Team17 Digital Ltd</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,Liking: <b>average</b>,"Genres: <b>action, platformer, strategy</b>",Player perspective: <b>side view</b>,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,Available on Steam: <b>yes</b>,Has a Linux release: <b>yes</b>,Has a Mac release: <b>yes</b>,,name,rating,has_mac_release,player_perspective,name,rating,genres,player_perspective,name,rating,developer,platforms,name,rating,has_multiplayer,player_perspective,name,rating,available_on_steam,player_perspective,"I think Worms: Reloaded is pretty average. I appreciate it having a Mac release, but I'm not a fan of the side view perspective.","Worms: Reloaded is okay I guess. It can be fun, but strategy action platformers played from a side view perspective are just so-so in my view.","Worms: Reloaded is average but nothing special. Team17 Digital Ltd is competent enough I guess, but they don't take advantage of the PC so their games are just okay.","Worms: Reloaded is merely okay. I like games that have multiplayer quite a bit, but the side view perspective holds the game back.","Worms: Reloaded is thoroughly middle of the road in quality. I appreciate the convenience of it being on Steam, but I just am not a fan of the side view perspective.",,
3OWZNK3RYLA8J91VYUOTEIF7DUH2UN,3X8M0CO8UTUOEMZKZAERQXIAN46VPU,Write 5 conversational responses about a video game based on its attributes and context (type: give opinion; attributes: 4),"Produce dialogic utterances given specific attributes about video games, such as their name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.50 ,Wed Apr 17 23:02:32 PDT 2019,1,BatchId:3611893;OriginalHitTemplateId:920937336;,3600,1296000,Thu Apr 18 23:02:32 PDT 2019,,,3QIYRE09Y43RLIXK8RHVJO9YXIU1NL,A1MW021IG07IMF,Submitted,Thu Apr 18 19:45:32 PDT 2019,Thu Apr 18 19:53:36 PDT 2019,Fri May 03 19:53:36 PDT 2019,,,,484,100% (81/81),100% (81/81),100% (81/81),<b>Portal 2</b>,Year: <b>2011</b>,,Developer: <b>Valve Corporation</b>,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,Liking: <b>excellent</b>,"Genres: <b>platformer, puzzle, shooter</b>",Player perspective: <b>first person</b>,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,,,name,rating,developer,player_perspective,name,rating,platforms,has_multiplayer,name,rating,genres,player_perspective,name,rating,developer,platforms,name,rating,has_multiplayer,player_perspective,"I think Portal 2 is an amazing game. Valve Corporation and amazing developers, and the first person perspective of the game really enhances the experience.",I think Portal 2 is an excellent game. I just really love games on the PlayStation that have multiplayer so I can play with my friends.,"I think Portal 2 is a really great game. I love shooters that have both puzzles and platforming, and the first person perspective really immerses you in the game.","Portal 2 is my dream game. Valve Corporation is my favorite developer and the PlayStation is my favorite system, so combining the two is a match made in heaven.","I've been having an absolutely blast playing Portal 2. First person games are always my favorite, but the multiplayer makes it even better.",,
