mr,ref
"suggest(name[Mirror's Edge Catalyst], player_perspective[first person])","Do you like playing first person games, such as Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], player_perspective[first person])","So, have you ever played a game with a first person perspective, such as for example Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], player_perspective[first person])","Have you given first person games a try, like Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], release_year[2016])","Have you played any games that came out in 2016, like Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], release_year[2016])","Are any of the games you played games released in 2016, like Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], release_year[2016])","Have you played any games from 2016, like Mirror's Edge Catalyst?"
"suggest(name[Portal 2], developer[Valve Corporation])","I was wondering something, have you played any of the games developed by Valve Corporation, such as Portal 2?"
"suggest(name[Portal 2], developer[Valve Corporation])","Have you played any games from Valve Corporation, like Portal 2?"
"suggest(name[Portal 2], developer[Valve Corporation])","Do you like playing Valve Corporation's games, such as Portal 2?"
"suggest(name[Portal 2], has_multiplayer[yes])","Have you recently enjoy any multiplayer games, like Portal 2?"
"suggest(name[Portal 2], has_multiplayer[yes])","Do you like to play multiplayer games, such as Portal 2?"
"suggest(name[Portal 2], has_multiplayer[yes])","Do you have any experience playing games with multiplayer, like Portal 2 for example?"
"suggest(name[Portal 2], platforms[PlayStation])","So have you ever played a game for the PlayStation, like for example Portal 2?"
"suggest(name[Portal 2], platforms[PlayStation])",Do you like PlayStation games like Portal 2?
"suggest(name[Portal 2], platforms[PlayStation])","Do you like other PlayStation games, like Portal 2?"
"suggest(name[Portal 2], player_perspective[first person])","Do you like first person games, such as Portal 2?"
"suggest(name[Portal 2], player_perspective[first person])","Are you familiar with first person perspective games, like Portal 2?"
"suggest(name[Portal 2], player_perspective[first person])",Are you into first person games like Portal 2?
"suggest(name[Portal 2], release_year[2011])","Do you still play games from 2011, such as Portal 2, by any chance?"
"suggest(name[Portal 2], release_year[2011])","Are you a fan of any games from 2011, like Portal 2, for example?"
"suggest(name[Portal 2], release_year[2011])","Do you have any experience playing games that were released in 2011, like Portal 2 for example?"
"suggest(name[Resident Evil 4], available_on_steam[yes])","Do you like games you can get on Steam, like Resident Evil 4?"
"suggest(name[Resident Evil 4], available_on_steam[yes])","Have you tried out games on Steam, like Resident Evil 4?"
"suggest(name[Resident Evil 4], available_on_steam[yes])","So do you have any experience playing games on Steam, like for example Resident Evil 4?"
"suggest(name[Resident Evil 4], developer[Capcom Production Studio 4])","So I've been curious, have you ever played a game made by Capcom Production Studio 4, such as Resident Evil 4?"
"suggest(name[Resident Evil 4], developer[Capcom Production Studio 4])","Have you played any games from Capcom Production Studio 4, like Resident Evil 4?"
"suggest(name[Resident Evil 4], developer[Capcom Production Studio 4])","Do you like games developed by Capcom Production Studio 4, like Resident Evil 4?"
"suggest(name[Resident Evil 4], esrb[M (for Mature)])","So I'm curious, have you ever played any M rated games, such as Resident Evil 4?"
"suggest(name[Resident Evil 4], esrb[M (for Mature)])",Do you like playing mature rated games like Resident Evil 4?
"suggest(name[Resident Evil 4], esrb[M (for Mature)])",Do you normally play any M rated games like Resident Evil 4?
"suggest(name[Resident Evil 4], genres[action-adventure, shooter])","So, do you ever play action-adventure shooters, like for example Resident Evil 4?"
"suggest(name[Resident Evil 4], genres[action-adventure, shooter])","Hey, do you like action-adventure shooter games like Resident Evil 4?"
"suggest(name[Resident Evil 4], genres[action-adventure, shooter])",Are you into action-adventure shooters like Resident Evil 4?
"suggest(name[Resident Evil 4], platforms[PC])","Are you interested in playing games on the PC, such Resident Evil 4?"
"suggest(name[Resident Evil 4], platforms[PC])","Do you often play games on the PC, such as Resident Evil 4?"
"suggest(name[Resident Evil 4], platforms[PC])","I was wondering if you like to play games on the PC, such as Resident Evil 4?"
"suggest(name[Tetris], developer[Spectrum HoloByte, Inc.])","Do you like playing games developed by Spectrum HoloByte, Inc., games like Tetris?"
"suggest(name[Tetris], developer[Spectrum HoloByte, Inc.])","If you don't mind me asking, have you ever played a game that was developed by Spectrum HoloByte, Inc., like for example Tetris?"
"suggest(name[Tetris], developer[Spectrum HoloByte, Inc.])","Have you tried any games from Spectrum HoloByte, Inc., like Tetris?"
"suggest(name[Tetris], genres[arcade, puzzle, strategy])","Have you given strategy arcade puzzle games, like Tetris, a try?"
"suggest(name[Tetris], genres[arcade, puzzle, strategy])","Do you like arcade games that involve puzzles and strategy, like Tetris?"
"suggest(name[Tetris], genres[arcade, puzzle, strategy])","So, do you have any experience playing arcade strategy puzzle games, like Tetris?"
"suggest(name[Tetris], platforms[Nintendo])","I was wondering, have you ever played a game for the Nintendo, like for example Tetris?"
"suggest(name[Tetris], platforms[Nintendo])","Have you played any games by Nintendo, such as Tetris?"
"suggest(name[Tetris], platforms[Nintendo])",Do you like playing Nintendo games like Tetris?
"suggest(name[Tetris], player_perspective[side view])",I was wondering if you're into side view games like Tetris?
"suggest(name[Tetris], player_perspective[side view])","So have you ever played a game that has a side view perspective, like for example Tetris?"
"suggest(name[Tetris], player_perspective[side view])",Are you familiar with side view games like Tetris?
"suggest(name[Tetris], release_year[1986])","I was wondering, have you ever played a game that was released way back in 1986, like for example Tetris?"
"suggest(name[Tetris], release_year[1986])","Have you played any games from 1986, like Tetris?"
"suggest(name[Tetris], release_year[1986])","Do you remember playing any games from 1986, for example Tetris?"
"suggest(name[The Vanishing of Ethan Carter], developer[The Astronauts])","Have you played any games that were developed by The Astronauts, such as The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], developer[The Astronauts])","Have you given any games from The Astronauts a shot, such as The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], developer[The Astronauts])","Have you ever tried out any games by The Astronauts, such as The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], genres[adventure, indie])",Do you like any indie adventure games like The Vanishing of Ethan Carter?
"suggest(name[The Vanishing of Ethan Carter], genres[adventure, indie])","Have you ever tried an indie adventure game, like The Vanishing of Ethan Carter for example?"
"suggest(name[The Vanishing of Ethan Carter], genres[adventure, indie])",How about indie adventure games like The Vanishing of Ethan Carter?
"suggest(name[The Vanishing of Ethan Carter], has_multiplayer[no])","Do you typically enjoy single-player games, like The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], has_multiplayer[no])","I wonder if you remember playing a game that had no multiplayer option, such as for example The Vanishing of Ethan Carter."
"suggest(name[The Vanishing of Ethan Carter], has_multiplayer[no])","Do you enjoy playing single-player games, such as The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], platforms[Xbox])",Are you into Xbox games like The Vanishing of Ethan Carter?
"suggest(name[The Vanishing of Ethan Carter], platforms[Xbox])","Have you given Xbox games a try, like The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], platforms[Xbox])","So, do you have any experience with playing games on the Xbox, such as The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], player_perspective[first person])","I'm wondering if you ever play games with a first person perspective, like The Vanishing of Ethan Carter."
"suggest(name[The Vanishing of Ethan Carter], player_perspective[first person])","Do you like first person perspective games, for example, The Vanishing of Ethan Carter?"
"suggest(name[The Vanishing of Ethan Carter], player_perspective[first person])",Have you played any first person games like The Vanishing of Ethan Carter?
"suggest(name[Worms: Reloaded], available_on_steam[yes])","Do you enjoy other games on Steam, I don't know, like Worms: Reloaded?"
"suggest(name[Worms: Reloaded], available_on_steam[yes])","I bet you like it when you can play games on Steam, like Worms: Reloaded, right?"
"suggest(name[Worms: Reloaded], available_on_steam[yes])","Have you ever played a game on Steam, such as Worms: Reloaded?"
"suggest(name[Worms: Reloaded], developer[Team17 Digital Ltd])","I wonder if you like games developed by Team17 Digital Ltd, for example, Worms: Reloaded?"
"suggest(name[Worms: Reloaded], developer[Team17 Digital Ltd])","Have you given any games from Team17 Digital Ltd a try, such as that one, Worms: Reloaded?"
"suggest(name[Worms: Reloaded], developer[Team17 Digital Ltd])","Do you have any experience with games made by Team17 Digital Ltd, like for example Worms: Reloaded?"
"suggest(name[Worms: Reloaded], has_linux_release[yes])","Do you enjoy other games with a Linux release, just like Worms: Reloaded?"
"suggest(name[Worms: Reloaded], has_linux_release[yes])","I'm curious, have you played any games with Linux releases like, what would be a good example, Worms: Reloaded?"
"suggest(name[Worms: Reloaded], has_linux_release[yes])","Do you play games on Linux, such as Worms: Reloaded?"
"suggest(name[Worms: Reloaded], has_multiplayer[yes])","Do you have any experience playing multiplayer games, like for example Worms: Reloaded?"
"suggest(name[Worms: Reloaded], has_multiplayer[yes])","Do you normally play multiplayer games, you know, like Worms: Reloaded?"
"suggest(name[Worms: Reloaded], has_multiplayer[yes])","Are you into multiplayer games, like Worms: Reloaded?"
"suggest(name[Worms: Reloaded], player_perspective[side view])","I've been wondering, have you ever played a game with a side view perspective, such as Worms: Reloaded?"
"suggest(name[Worms: Reloaded], player_perspective[side view])",Do you ever play side view games like Worms: Reloaded?
"suggest(name[Worms: Reloaded], player_perspective[side view])","Do you like games that have a side view, you know, like Worms: Reloaded?"
