name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,,,,,,,,Crystal Dynamics tends to produce average games like Lara Croft and the Temple of Osiris.
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,,,,,,,,I thought that Lara Croft and the Temple of Osiris was merely average. I think that the developer Crystal Dynamics is just a mediocre developer.
Madden NFL 15,2014,,,,average,,,,,,,,Madden NFL 15 was a pretty average sports game for 2014.
Madden NFL 15,2014,,,,average,,,,,,,,"Madden NFL 15 is so-so in my opinion. 2014 was just overall an average year for games, and it's a good example of that."
Madden NFL 15,,,,,average,,,,Xbox,,,,Madden NFL 15 was a pretty average sports game for the Xbox.
Madden NFL 15,,,,,average,,,,Xbox,,,,"Madden NFL 15 is a decent game, but Xbox just isn't my favorite platform."
Age of Wonders II: The Wizard's Throne,,,,,poor,"role-playing, turn-based strategy",,,,,,,Age of Wonders 2: The Wizards Throne is an all around poor example of an RPG RTS.
Age of Wonders II: The Wizard's Throne,,,,,poor,"role-playing, turn-based strategy",,,,,,,I didn't enjoy Age of Wonders II: The Wizard's Throne. I just can't seem to get into turn-based strategy games that also include role-playing elements.
Far Cry 3,,,,,good,,,yes,,,,,Far Cry 3 was pretty fun. I always enjoy games with a multiplayer option that I can play with my friends.
Far Cry 3,,,,,good,,,yes,,,,,"Far Cry 3 is a pretty nice game, and I enjoy the multiplayer."
Lara Croft and the Temple of Osiris,,,,,average,,,yes,,,,,Lara Croft and the Temple of Osiris is an all around average experience briefly elevated by its decent multiplayer
Lara Croft and the Temple of Osiris,,,,,average,,,yes,,,,,Lara Croft and the Temple of Osiris was okay but nothing great. The problem is the shoehorned in multiplayer mode just diluted the focus and prevented any part of the game from truly excelling.
Madden NFL 15,,,EA Tiburon,,average,,,,,,,,Madden NFL 15 is an overall average game plopped out by EA Tiburon
Madden NFL 15,,,EA Tiburon,,average,,,,,,,,"Madden NFL 15 was mediocre in my view. It's maker EA Tiburon isn't a terrible developer but they don't know how to make a truly good game either, unfortunately."
Mirror's Edge Catalyst,,,,,poor,,,,,,,no,"I really didn't care for Mirror's Edge Catalyst, honestly it not coming to Mac was a big turnoff."
Mirror's Edge Catalyst,,,,,poor,,,,,,,no,"I didn't like Mirror's Edge Catalyst at all, as it was really, really annoying that it didn't have a Mac release."
Lara Croft and the Temple of Osiris,,,,T (for Teen),average,,,,,,,,Lara Croft and the temple of osiris is an ultimately average T-rated entry in the series
Lara Croft and the Temple of Osiris,,,,T (for Teen),average,,,,,,,,"I didn't waste my time playing Lara Croft and the Temple of Osiris, but it didn't blow me away either. I think that T rated games like it just lack an edge needed to make them truly great."
Madden NFL 15,,,,,average,,bird view,,,,,,"Madden NFL 15 is a good game for a bird view perspective game, but not great."
Madden NFL 15,,,,,average,,bird view,,,,,,I think that Madden NFL 15 was a so-so game. I generally like games like it but the bird view perspective held it back a bit.
Mirror's Edge Catalyst,,,,,poor,,first person,,,,,,I didn't enjoy Mirror's Edge Catalyst at all. It's because the first person perspective was absolutely the wrong choice for it and made it terrible to play.
Mirror's Edge Catalyst,,,,,poor,,first person,,,,,,Mirror's Edge catalyst is a pretty poor first person game
Quantum Break,2016,,,,average,,,,,,,,"Quantum Break, like all 2016 games, was just thoroughly average."
World of Warcraft,,,,,good,,,,,no,,,"World of Warcraft is pretty good, unfortunately you have to download a launcher for it on its own, since it's not available on Steam."
World of Warcraft,,,,,good,,,,,no,,,"I like Word of Warcraft, I just wish it were available on Steam."
Far Cry 3,,,,,good,"action-adventure, shooter",,,,,,,Far Cry 3 is a pretty good Action-Adventure shooter.
Far Cry 3,,,,,good,"action-adventure, shooter",,,,,,,Far Cry 3 was pretty fun to play. I like how it combined the action-adventure and shooter genres together.
Quantum Break,,,Remedy Entertainment,,average,,,,,,,,Quantum Break is an OK game from an OK developer (Remedy Entertainment).
Quantum Break,,,Remedy Entertainment,,average,,,,,,,,Quantum Break is a surprisingly mediocre entry from Remedy Entertainment
Lara Croft and the Temple of Osiris,,,,,average,"action-adventure, puzzle, shooter",,,,,,,"Lara Croft and the Temple of Osiris was an okay game I guess. I think that I'm just a bit burnt out on action-adventure puzzle shooters, but I don't find them terrible at least."
Lara Croft and the Temple of Osiris,,,,,average,"action-adventure, puzzle, shooter",,,,,,,Lara Croft and the Temle of Osiris is an overall average action adventure shooter puzzler.
Far Cry 3,,,,,good,,first person,,,,,,"I loved Far Cry 3, the immersion that you get from the first person experience is unlike any other game."
Far Cry 3,,,,,good,,first person,,,,,,"I really enjoy Far Cry 3, it's a great first person game"
World of Warcraft,,,,,good,,,,PC,,,,I really enjoyed World of Warcraft when I picked it up for the PC.
World of Warcraft,,,,,good,,,,PC,,,,"World of Warcraft is a good game, especially because it's on PC (my favorite platform)."
Mirror's Edge Catalyst,,,,,poor,,,,,no,,,"Mirror's Edge Catalyst just isn't a very good game, especially because it's hard to find since it's not on Steam."
Mirror's Edge Catalyst,,,,,poor,,,,,no,,,"Mirror's Edge catalyst was a pretty poor game, and it didn't even have a steam release."
Silent Hill 2,,,,M (for Mature),excellent,,,,,,,,"Silent Hill 2 is a masterpiece of a game, it takes full advantage of its M rating to evoke absolute horror."
Silent Hill 2,,,,M (for Mature),excellent,,,,,,,,"Silent Hill 2 was an amazing, amazing game. I just love gritty M rated games like it."
World of Warcraft,,,Blizzard Entertainment,,good,,,,,,,,World of Warcraft is a fun game. Blizzard Entertainment is a developer that knows what they're doing and always produces a solid product.
World of Warcraft,,,Blizzard Entertainment,,good,,,,,,,,World of Warcraft is a really good MMO from blizzard entertainment.
Far Cry 3,2012,,,,good,,,,,,,,I had a lot of fun with Far Cry 3 when I first picked it up in 2012
Far Cry 3,2012,,,,good,,,,,,,,"Far Cry three is a pretty good game. It came out in 2012, which was a good year for gaming in general."
Lara Croft and the Temple of Osiris,,,,,average,,bird view,,,,,,"I like Lara Croft and the Temple of Osiris, but the bird view perspective keeps it from being really good or great."
Lara Croft and the Temple of Osiris,,,,,average,,bird view,,,,,,"Lara Croft and the Temple of Osiris is average, as far as bird-view games go."
Guitar Hero: Smash Hits,,,,,poor,,,yes,,,,,"Guitar Hero: Smash Hits certainly was not a smash hit for me. I just much prefer single player only games, rather than ones that throw in a multiplayer mode like it did."
Guitar Hero: Smash Hits,,,,,poor,,,yes,,,,,"I really wish I enjoyed Guitar hero Smash Hits more, but even the multiplayer was disappointing."
Guitar Hero: Smash Hits,,,,T (for Teen),poor,,,,,,,,Guitar Hero: Smash Hits is a pretty poor rated T game.
Guitar Hero: Smash Hits,,,,T (for Teen),poor,,,,,,,,"Guitar Hero: Smash Hits isn't a good game, not even for teens (even though it's rated T [for teen])."
Undertale,,,tobyfox,,excellent,,,,,,,,"Undertale is an amazing game, Tobyfox really set a high standard for his future endeavors with this one."
Undertale,,,tobyfox,,excellent,,,,,,,,"Undertale is a great game by one of my favorite developers, tobyfox."
Age of Wonders II: The Wizard's Throne,,,,,poor,,bird view,,,,,,I didn't enjoy Age of Wonders II: The Wizard's Throne at all. It's because I just can't stand the bird view perspective the game used.
Age of Wonders II: The Wizard's Throne,,,,,poor,,bird view,,,,,,Age of Wonders II: The Wizards Throne is an overall poor game that even manages to mess up the bird-view.
Age of Wonders II: The Wizard's Throne,2002,,,,poor,,,,,,,,I thought that Age of Wonders II: The Wizard's Throne was released too early. It felt rushed and I didn't enjoy it.
Age of Wonders II: The Wizard's Throne,2002,,,,poor,,,,,,,,"Age of Wonders II: The Wizard's Throne was a pretty poor game. I'm not sure what was going on in 2002 but all the games released that year are bad, and sadly Age of Wonders II was no exception."
Madden NFL 15,,,,,average,,,yes,,,,,"Madden NFL 15 is average I guess. At first I didn't like it at all, but the multiplayer made it somewhat worthwhile."
Madden NFL 15,,,,,average,,,yes,,,,,I feel like Madden NFL 15 is a pretty average multiplayer game.
Guitar Hero: Smash Hits,2009,,,,poor,,,,,,,,Guitar Hero: Smash Hits was a very bad game. 2009 was a terrible year for gaming and I just can't stand the games released that year.
Guitar Hero: Smash Hits,2009,,,,poor,,,,,,,,"Guitar Hero Smash Hits launched in 2009 but plays like a game from 1989, it's just not good."
Guitar Hero: Smash Hits,,,,,poor,,first person,,,,,,"Guitar Hero: Smash Hits isn't a very good game, just like most first person perspective games."
Guitar Hero: Smash Hits,,,,,poor,,first person,,,,,,"I wanted to like Guitar Hero: Smash Hits but honestly, it was just an underwhelming first person game."
