name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Outlast II,,,,,,"adventure, indie",first person,,"PlayStation, Xbox, Nintendo Switch, PC",,no,yes,"If you're looking for a first-person adventure game, check out Outlast II. It's an indie game released on the PlayStation, Xbox, Nintendo Switch, PC, and Mac. It doesn't have a Linux release, however."
Outlast II,,,,,,"adventure, indie",first person,,"PlayStation, Xbox, Nintendo Switch, PC",,no,yes,"Outlast II is a first person indie adventure game that was released for the PlayStation, Xbox, Nintendo Switch, and PC. It does not have a Linux release, but it is available for Mac users."
Outlast II,,,,,,"adventure, indie",first person,,"PlayStation, Xbox, Nintendo Switch, PC",,no,yes,"Outlast II is an indie, first-person adventure game that you can play on PlayStation, Xbox, Nintendo Switch and PC. Though it's not available on Linux, it does have a Mac release as well."
Layers of Fear,,,Bloober Team,,,"adventure, indie, point-and-click",,no,"PlayStation, Xbox, Nintendo Switch, PC",yes,no,no,"If you like point-and click adventure games you should check out Layers of Fear. An indie dev called Bloober Team made it, and even though it doesn't have multiplayer or Linux and Mac releases, it's still pretty cool and you can get it for all the major platforms. It's on PlayStation, Xbox, PC through Steam, and even the Nintendo Switch."
Layers of Fear,,,Bloober Team,,,"adventure, indie, point-and-click",,no,"PlayStation, Xbox, Nintendo Switch, PC",yes,no,no,"If you're into point-and-click adventure games, try Layers of Fear. It's an indie game made by the Bloober Team for PlayStation, Xbox, Nintendo Switch and PC. It doesn't have multiplayer or Linux or Mac support, but it's available on Steam."
Layers of Fear,,,Bloober Team,,,"adventure, indie, point-and-click",,no,"PlayStation, Xbox, Nintendo Switch, PC",yes,no,no,"Layers of Fear is an indie, point-and-click, adventure game with no multiplayer. It was developed by Bloober Team and released on PlayStation, Xbox, Nintendo Switch, and PC. It is available on Steam but has no Linus or Mac version."
Trivial Pursuit,2009,,,,poor,trivia/board game,,,,,,,Trivia Pursuit is a poorly-rated trivia/board game that was released in 2009.
Trivial Pursuit,2009,,,,poor,trivia/board game,,,,,,,Trivial Pursuit is a rather poor trivia based board style game that was released in 2009.
Trivial Pursuit,2009,,,,poor,trivia/board game,,,,,,,"Trivial pursuit came out back in 2009 and it wasn't liked all that well. It's a board game where you answer trivia questions, and it's not very well-executed."
Guitar Hero: Smash Hits,,,,,poor,music,first person,,"PlayStation, Xbox, Nintendo",,,,"Guitar Hero: Smash Hits is a poor first person music game. The game is available on either PlayStation, Xbox, or Nintendo."
Guitar Hero: Smash Hits,,,,,poor,music,first person,,"PlayStation, Xbox, Nintendo",,,,"Guitar Hero: Smash Hits didn't receive very good reviews compared to similar titles in the music game genre. The entire game is from a first person perspective, and it's available on PS, Xbox, and Nintendo."
Guitar Hero: Smash Hits,,,,,poor,music,first person,,"PlayStation, Xbox, Nintendo",,,,"Guitar Hero: Smash Hits is a first-person music game that received poor ratings from players. The game is available on PlayStation, Xbox, and Nintendo."
Max Payne,,,,M (for Mature),good,"action-adventure, shooter",,,,,,,Max Payne is a good action adventure shooter game.  It was rated M for mature.
Max Payne,,,,M (for Mature),good,"action-adventure, shooter",,,,,,,"Max PayneMax Payne logo.jpgGenres	Third-person shooterDeveloper(s)	Remedy Entertainment (2001–2003)Rockstar Studios (2012)Publisher(s)	Rockstar GamesComposer(s)	Kärtsy Hatakka (1–2)Kimmo Kajasto (1–2)Perttu Kivilaakso (2)Health (3)Platforms	Microsoft WindowsPlayStation 2XboxMac OSGame Boy AdvancePlayStation 3Xbox 360AndroidiOSPlatform of origin	Microsoft WindowsFirst release	Max PayneJuly 23, 2001Latest release	Max Payne 3May 15, 2012Max Payne is a third-person shooter video game series developed by Remedy Entertainment (Max Payne and Max Payne 2) and Rockstar Studios (Max Payne 3). The series is named after its protagonist, Max Payne, a New York City police officer turned vigilante after his family had been murdered by drug dealers. The series' first and second installments were written by Sam Lake, while Max Payne 3 was primarily written by Rockstar Games' Dan Houser.The first game of the series Max Payne, was released in 2001 for Microsoft Windows and in 2002 for Xbox, PlayStation 2, and Apple Macintosh; a different version of the game was released for the Game Boy Advance in 2003. A sequel entitled Max Payne 2: The Fall of Max Payne was released in 2003 for Xbox, PlayStation 2 and Microsoft Windows. In 2008, a movie adaption, loosely based on the original game, entitled Max Payne was released, distributed by 20th Century Fox, starred by Mark Wahlberg and Mila Kunis in the roles of Max Payne and Mona Sax, respectively. Max Payne 3 was developed by Rockstar Studios and released on May 15, 2012 for Xbox 360 and PlayStation 3, and on June 1, 2012 for Microsoft Windows.The franchise is notable for its use of ""bullet time"" in action sequences, as well as being positively received by critics, although Max Payne 2's sales were considered underwhelming.[1][2] As of 2011, the Max Payne franchise has sold over 7.5 million copies.[3] The film rendition received negative reviews but was commercially successful.Genre: Action-Adventure/ShooterESRB M (for Mature)"
Max Payne,,,,M (for Mature),good,"action-adventure, shooter",,,,,,,"Max Payne is a good action-adventure, shooter game and it's rated M for mature."
Rollcage,1999,,,,average,"action, driving/racing",,,,,,,Rollcage is an average driving/racing action game released in 1999.
Rollcage,1999,,,,average,"action, driving/racing",,,,,,,Rollcage was an average game from 1999.  It is an action driving racing game.
Rollcage,1999,,,,average,"action, driving/racing",,,,,,,"For a game that fall in the genres of action, driving, or racing.  I highly recommend Rollcage.  Now, Rollcage has an average score when it comes to ratings do not let this discourage you. Taking into consideration that the year was 1999 when Rollcage was released so it is with standing the test of time. Give it a try!"
Sid Meier's Civilization V,,,,E 10+ (for Everyone 10 and Older),good,"simulation, turn-based strategy",,yes,,,,,Sid Meier's Civilization V is an example of a good turn-based strategy simulation game. It is suitable for everyone over 10 and boasts multiplayer features.
Sid Meier's Civilization V,,,,E 10+ (for Everyone 10 and Older),good,"simulation, turn-based strategy",,yes,,,,,"Friend: ...You: Hey man, how was your night?Friend: Good! I went to a friends house and we played Sid Meier's Civilization IV.You: Oh man, you have to try his new Sid Meier's Civilization V! It's way better, but it's still a turn-based strategy game.Friend: Is there still multiplayer and is it still rated E 10+ (for everyone 10 and older)You: Yes it still is!"
Sid Meier's Civilization V,,,,E 10+ (for Everyone 10 and Older),good,"simulation, turn-based strategy",,yes,,,,,Sid Meier's Civilization V is a turn-based strategy game for PC. The multiplayer simulation game has received universal acclaim and is rated E 10+ (for Everyone 10 and Older)
Metroid Prime Pinball,,,,E (for Everyone),,"pinball, puzzle",,,,,,,Metroid Prime Pinball is a pinball/puzzle game rated E (for Everyone).
Metroid Prime Pinball,,,,E (for Everyone),,"pinball, puzzle",,,,,,,Metroid Prime Pinball is a pinball/puzzle game rated E.
Metroid Prime Pinball,,,,E (for Everyone),,"pinball, puzzle",,,,,,,Metroid Prime Pinball is a pinball puzzle game that is appropriate for Everyone.
Hellblade: Senua's Sacrifice,,,,,excellent,"adventure, hack-and-slash, indie",third person,,"PlayStation, Xbox, PC",yes,,,"Hellblade: Senua's Sacrifice is an excellent third person hack-and-slash adventure game. This indie title is available on PlayStation, Xbox and PC, that is also on Steam."
Hellblade: Senua's Sacrifice,,,,,excellent,"adventure, hack-and-slash, indie",third person,,"PlayStation, Xbox, PC",yes,,,"One of my favorite indie, hack-and-slash adventures with a third person perspective is Hellblade: Senua's Sacrifice. It is an excellent game. You can get it on PlayStation, Xbox, or PC, and is available on Steam."
Hellblade: Senua's Sacrifice,,,,,excellent,"adventure, hack-and-slash, indie",third person,,"PlayStation, Xbox, PC",yes,,,"Hellblade: Senua's Sacrifice defies expectations of Indie adventure games. It's a third-person hack-and-slash up to the quality of triple-A developed games, you'll love it. You can get it on PC through Steam, Playstation, or Xbox."
Max Payne,,,,M (for Mature),,"action-adventure, shooter",third person,,,,,,Max Payne is a Mature rated third person shooter with action-adventure elements.
Max Payne,,,,M (for Mature),,"action-adventure, shooter",third person,,,,,,Max Payne is a third person action adventure shooter game.  It's rated M.
Max Payne,,,,M (for Mature),,"action-adventure, shooter",third person,,,,,,"Max Payne was released with an M (for Mature) rating. It's an action-adventure, shooter game, that is played in the 3rd person."
The Last of Us,2013,,,M (for Mature),,"action-adventure, shooter",third person,,,,,,The Last of Us was a third person action and adventure game with shooter elements that came out in 2013. The themes earned it a Mature rating.
The Last of Us,2013,,,M (for Mature),,"action-adventure, shooter",third person,,,,,,"The Last of Us from 2013 is a third person action-adventure, shooter with an ESRB of M (for Mature)"
The Last of Us,2013,,,M (for Mature),,"action-adventure, shooter",third person,,,,,,The Last of Us from 2013 is also an action-adventure shooter with an M (for Mature) rating with third person view.
Superhot,2016,,,,,"indie, shooter, tactical",,no,"PlayStation, Xbox, PC",yes,yes,yes,"In 2016 a tactical, indie, shooter game came out on Play Station, Xbox and PC. The game is called Superhot and it has a Linux and Mac release and is also available on Steam which means there is no excuse not to check it out. Unfortunately, you'll have to play solo because it's not a multiplayer game."
Superhot,2016,,,,,"indie, shooter, tactical",,no,"PlayStation, Xbox, PC",yes,yes,yes,"Superhot is an indie shooter/tactical game released in 2016, which is available on all platforms including PlayStation, Xbox, PC, Steam, Linux and even Mac. The game does not have multiplayer."
Superhot,2016,,,,,"indie, shooter, tactical",,no,"PlayStation, Xbox, PC",yes,yes,yes,"Have you played Superhot yet? It's an indie shooter game from 2016. Even though it doesn't have multiplayer, its weird brand of fast-paced tactical gameplay has turned it into an overnight classic. You can pick it up off of the digital stores for PlayStation, Xbox, and PC through steam, and it has full support for Linux and Mac."
The Legend of Zelda: Ocarina of Time,,,,E (for Everyone),excellent,"action-adventure, puzzle, role-playing",,no,,,,,The Legend of Zelda: Ocarina of Time is an excellent action-adventure puzzle game. The role-playing game is rated E (for Everyone) but has no multiplayer option.
The Legend of Zelda: Ocarina of Time,,,,E (for Everyone),excellent,"action-adventure, puzzle, role-playing",,no,,,,,"The Legend of Zelda: Ocarina of Time is a action-adventure, puzzle, role-playing game that is rated E(for Everyone), though it doesn't have multiplayer it has received overall excellent ratings."
The Legend of Zelda: Ocarina of Time,,,,E (for Everyone),excellent,"action-adventure, puzzle, role-playing",,no,,,,,"The Legend of Zelda: Ocarina of Time is an excellent action adventure, role playing, puzzle game.  It is rated E, but has no multiplayer."
Uncharted 4: A Thief's End,2016,,Naughty Dog,,excellent,"action-adventure, shooter",third person,yes,PlayStation,,,,"Uncharted 4: A Thief's End is an excellent action-adventure game that came out in 2016 by Naughty Dog. The third person shooter also has multiplayer, but is only available on PlayStation."
Uncharted 4: A Thief's End,2016,,Naughty Dog,,excellent,"action-adventure, shooter",third person,yes,PlayStation,,,,Naughty Dog released Uncharted 4: A Thief's End for the Playstation in 2016.  It's an excellent third person shooter action adventure game with multiplayer.
Uncharted 4: A Thief's End,2016,,Naughty Dog,,excellent,"action-adventure, shooter",third person,yes,PlayStation,,,,Uncharted 4: A Thief's End was released in 2016 by developer Naughty Dog. This game has excellent reviews and is available on the PlayStation console. You get to play in the third person perspective and you also get to play with your friends with the multiplayer mode. It's an action-adventure game that also has a shooter element too it.
Euro Truck simulation,,,,,poor,"driving/racing, simulation",first person,,PC,yes,no,yes,"Euro Truck simulation is a poor first person, driving/racing simulator. that released for PC. It is available on Steam and has a Mac release, but it does not have a Linux release."
Euro Truck simulation,,,,,poor,"driving/racing, simulation",first person,,PC,yes,no,yes,Euro Truck simulation is a poor driving/racing simulation for PC only. This first person game is on Steam but not for Mac or Linux.
Euro Truck simulation,,,,,poor,"driving/racing, simulation",first person,,PC,yes,no,yes,"The poor racing and driving simulator, Euro Truck simulation is a first person PC game that is available on Steam. There is a Mac version but no equivalent Linux option."
Undertale,,,tobyfox,,,"adventure, indie, role-playing",,no,,,,,Undertale is an indie adventure role playing game by tobyfox.  There is no multiplayer mode in the game.
Undertale,,,tobyfox,,,"adventure, indie, role-playing",,no,,,,,"Undertale's developer tobyfox developed the indie game all by himself, the indie single-player game will satisfy fans of the role-playing genre. Undertale is an experience to be seen by all gamers."
Undertale,,,tobyfox,,,"adventure, indie, role-playing",,no,,,,,Undertale is an indie game by tobyfox which combines the genres of adventure and role-play. It has no multiplayer options.
Madden NFL 15,2014,,EA Tiburon,,average,"simulation, sport","bird view, third person",,"PlayStation, Xbox",,,,Madden NFL 15 is an average sport simulation game by EA Tiburon. This game offers a bird view and a third person perspective and is available on PlayStation and Xbox only.
Madden NFL 15,2014,,EA Tiburon,,average,"simulation, sport","bird view, third person",,"PlayStation, Xbox",,,,EA Tiburon released Madden NFL 15 in 2014 to mixed but average reviews. It's a typical third person bird's eye sports sim only available on PS and Xbox.
Madden NFL 15,2014,,EA Tiburon,,average,"simulation, sport","bird view, third person",,"PlayStation, Xbox",,,,Madden NFL 15 is an average simulation sport game from 2014 by EA Tiburon.  The game features a bird view and third person perspective and is available for PlayStation and Xbox.
Need for Speed: Shift,,,,,average,"driving/racing, simulation","first person, third person",,,,,,Need for Speed: Shift is an average driving/racing and simulation game. It is playable in first and third person perspectives.
Need for Speed: Shift,,,,,average,"driving/racing, simulation","first person, third person",,,,,,"Need for Speed: Shift is an average rated driving/racing, simulation game which has first person and third person mode."
Need for Speed: Shift,,,,,average,"driving/racing, simulation","first person, third person",,,,,,Need for Speed Shift is a thrilling driving simulation game that most people considered to be average. One of the cool features is the ability to switch from first person to third person perspective while you play.
Assassin's Creed Chronicles: India,,,Climax Studios,,,"action-adventure, platformer",,no,,,,,"For a single player action-adventure platformer, try Assassin's Creed Chronicles: India. It was developed by Climax Studios."
Assassin's Creed Chronicles: India,,,Climax Studios,,,"action-adventure, platformer",,no,,,,,Assassin's Creed Chronicles: India was an action adventure platformer game released by Climax Studios.  It doesn't have multiplayer though.
Assassin's Creed Chronicles: India,,,Climax Studios,,,"action-adventure, platformer",,no,,,,,Assassin's Creed Chronicles: India is an action-adventure game developed by Climax Studios. The platformer did not offer multiplayer.
Euro Truck simulation,,,,,poor,"driving/racing, simulation",,no,PC,yes,no,yes,"Euro Truck simulation driving/racing, simulation game with no multiplayer. It's out on PC, Steam, and Mac with no Linux release. It got poor reviews."
Euro Truck simulation,,,,,poor,"driving/racing, simulation",,no,PC,yes,no,yes,"If you like driving/racing simulators, try Euro Truck simulation. It can be played on PC, and though it's received some poor ratings and doesn't have multiplayer support or a Linux release, it can be played on Mac as well and is available on Steam."
Euro Truck simulation,,,,,poor,"driving/racing, simulation",,no,PC,yes,no,yes,"Euro Truck Simulation was a poor driving/racing simulation game for the PC and Mac, but not for Linux.  You can get it on Steam."
Super Bomberman,,,,,average,"action, strategy",,,Nintendo,no,no,no,"Super Bomberman is an action, strategy game with good ratings on Nintendo, but it is not on Mac or Linux and it does not stream."
Super Bomberman,,,,,average,"action, strategy",,,Nintendo,no,no,no,"Super Bomberman is an average action strategy game released for Nintendo. It's not on Steam, Linux, or Mac."
Super Bomberman,,,,,average,"action, strategy",,,Nintendo,no,no,no,"Super Bomberman is an action-strategy game that has received average ratings and can be played on Nintendo, though it isn't available on Steam and doesn't have a Linux or Mac Release."
World of Warcraft,2004,,Blizzard Entertainment,,good,"adventure, MMORPG",third person,,,,,,World of Warcraft is a good third person adventure MMORPG. It was released in 2004 and developed by Blizzard Entertainment.
World of Warcraft,2004,,Blizzard Entertainment,,good,"adventure, MMORPG",third person,,,,,,World of Warcraft is a good adventure MMORPG game that is third person. Blizzard Entertainment released this game.
World of Warcraft,2004,,Blizzard Entertainment,,good,"adventure, MMORPG",third person,,,,,,worlds of warcraft is a adventure game with a good  rating  made in 2004
Need for Speed: Shift,2009,,,,average,"driving/racing, simulation","first person, third person",yes,,,,,"In 2009, a game came out with an average rating that was multiplayer, named Need for Speed: Shift. It's a driving and racing simulated game that can be played in first or third person."
Need for Speed: Shift,2009,,,,average,"driving/racing, simulation","first person, third person",yes,,,,,"Need for Speed: Shift was an ok game for racing fans. It's has a little bit of simulator-styled gameplay, and you can choose whether you want to drive in first or third person, plus it has multiplayer. It's pretty cheap now too, since it came out 2009."
Need for Speed: Shift,2009,,,,average,"driving/racing, simulation","first person, third person",yes,,,,,The multiplayer driving and racing simulator Need for Speed: Shift  was released back in 2009 but achieved only average ratings. It offers both first and third person perspectives.
Layers of Fear,2015,,,,,"adventure, indie, point-and-click",first person,no,"PlayStation, Xbox, Nintendo Switch, PC",yes,,,"Adventure Indie game, Layers of Fear, was released in 2015 to be played on PlayStation, Xbox, Nintendo Switch, PC, and Steam.  A first person, point-and-click game that cannot be played multiplayer."
Layers of Fear,2015,,,,,"adventure, indie, point-and-click",first person,no,"PlayStation, Xbox, Nintendo Switch, PC",yes,,,"Layers of Fear is an indie point-and-click first person adventure game with no multiplayer. It's out on PlayStation, Xbox, Nintendo Switch, PC, and Steam."
Layers of Fear,2015,,,,,"adventure, indie, point-and-click",first person,no,"PlayStation, Xbox, Nintendo Switch, PC",yes,,,"Layers of Fear is a adventure, indie, point-and-click game released in 2015 on the Play Station, Xbox, Nintendo Switch, and PC. It is available for download on Steam. It is in the first person perspective and does not have multiplayer."
World of Warcraft,2004,,,,good,"adventure, MMORPG",third person,,PC,no,,,"In the year 2004 a groundbreaking, revolutionary game was released in the MMORPG and adventures genres. The game was called World of Warcraft or WOW for short. It is a classic game which is played from the third person perspective and it revolutionized the MMO genre, bringing thousands of players together to raid and loot and level up and party up. WOW is not available on steam but is on the PC through the blizzard store."
World of Warcraft,2004,,,,good,"adventure, MMORPG",third person,,PC,no,,,World of Warcraft is a MMORPG third person adventure game. It is a good game released in 2004. It's on PC but not on Steam.
World of Warcraft,2004,,,,good,"adventure, MMORPG",third person,,PC,no,,,World of Warcraft is a massively multiplayer online role-playing game released in 2004 by Blizzard Entertainment. The third person MMORPG is available for PC on Blizzard's launcher with no release on Steam.
FIFA 12,,,,E (for Everyone),,"simulation, sport","bird view, side view",,"PlayStation, Xbox, Nintendo, PC",no,,,"FIFA 12 is a sports simulation available for Nintendo, Xbox, Playstation, and PC. You get to play the game of soccer and can do so from the birds eye or side view perspectives. Its not available on Steam but it's ESRB Rating is E (for Everyone)"
FIFA 12,,,,E (for Everyone),,"simulation, sport","bird view, side view",,"PlayStation, Xbox, Nintendo, PC",no,,,"FIFA 12 is an E for everyone sports simulation game with a both a bird view, side view. It was released for PlayStation, Xbox, Nintendo, PC, but it has not been released on Steam."
FIFA 12,,,,E (for Everyone),,"simulation, sport","bird view, side view",,"PlayStation, Xbox, Nintendo, PC",no,,,"Fifa 12 is a decent sports simulator. It's pretty cool how the game swaps from the birds-eye perspective down to a side view while you're playing. You can get the game for PlayStation Xbox, Nintendo consoles, and PC, but unfortunately it's not on Steam. Of course, as a sports game there's not much objectionable content so it's rated E."
Ori and the Blind Forest,2015,,,,,"adventure, platformer, puzzle",,,"Xbox, PC",yes,no,no,"The 2015 game Ori and the Blind Forest is a great adventure, platformer and puzzle game. It can be played on Xbox and your PC. It isn't available on Linux or Mac, but it was released on Steam."
Ori and the Blind Forest,2015,,,,,"adventure, platformer, puzzle",,,"Xbox, PC",yes,no,no,Ori and the Blind Forest is an adventure platformer puzzle game from 2015.  It is available for the XBox and PC but not Linux or Mac.  You can get it on Steam.
Ori and the Blind Forest,2015,,,,,"adventure, platformer, puzzle",,,"Xbox, PC",yes,no,no,"For an adventure puzzle platformer, try Ori and the Blind Forest on either Xbox or PC. It was released in 2015 and is available on Steam. There is no release for Linux or Mac."
Tony Hawk's Pro Skater 3,2001,,Neversoft Entertainment,T (for Teen),average,sport,third person,,,,,,Tony Hawk's Pro Skater 3 is an average third person sport game that is rated T (for Teen). It was developed by Neversoft Entertainment and was released in 2001.
Tony Hawk's Pro Skater 3,2001,,Neversoft Entertainment,T (for Teen),average,sport,third person,,,,,,Tony Hawk's Pro Skater 3 by Neversoft Entertainment was an average sport game.  It was released in 2001 is rated T.  It has a third person perspective.
Tony Hawk's Pro Skater 3,2001,,Neversoft Entertainment,T (for Teen),average,sport,third person,,,,,,Tony Hawk's Pro Skater 3 is an average third person sports game that came out in 2001. It was developed by Neversoft Entertainment and rated T (for Teen).
NBA 2K16,,,Visual Concepts,,,sport,,yes,"PlayStation, Xbox, PC",yes,,,"The sports game NBA 2K16 by Visual Concepts for the PlayStation, Xbox and PC offers multiplayer action and is available on Steam."
NBA 2K16,,,Visual Concepts,,,sport,,yes,"PlayStation, Xbox, PC",yes,,,"If you are interested in sport games that have multiplayer, try NBA 2K16 from Visual Concepts. You can get it on PlayStation, Xbox, and PC and is available on Steam."
NBA 2K16,,,Visual Concepts,,,sport,,yes,"PlayStation, Xbox, PC",yes,,,"NBA 2k16 was released by Visual Concepts. It's a sports game that features a multiplayer mode. It is available for PlayStation, Xbox, and PC, and is also available on Steam."
Warcraft III: Reign of Chaos,2002,,,,excellent,real-time strategy,,,,,,,Warcraft III: Reign of Chaos is an excellent real-time strategy released in 2002.
Warcraft III: Reign of Chaos,2002,,,,excellent,real-time strategy,,,,,,,"Warcraft 3: Reign of Chaos was released back in 2002, at the time it was hailed and excellent rts, nowadays it is still considered one of the best real-time strategie games ever made."
Warcraft III: Reign of Chaos,2002,,,,excellent,real-time strategy,,,,,,,Warcraft III: Reign of Chaos was released in 2002. It's an excellent real-time strategy game.
Never Alone,,,,,,"adventure, indie, platformer",,,"PlayStation, Xbox, PC",,yes,no,"The indie adventure platformer Never Alone is a great choice for PC or Linux enthusiasts. Furthermore, the game can be played on PlayStation and Xbox but sadly not on the Mac."
Never Alone,,,,,,"adventure, indie, platformer",,,"PlayStation, Xbox, PC",,yes,no,"This headset is great. It has a really cool design and is really comfortable. It has a nice flat black finish and the materials they used for this product is superb. It is light but it feels solid. The ear pads are soft, making it comfortable even after wearing it for hours. Its cables are nice and thick. It is wrapped with some kind of a fabric fiber to make it more flexible and at the same time durable. You can tell that the designer and the manufacturer really paid a lot of attention to the details. All-in-all I really, really like it.Features:It’s a typical gaming headset with mic, large speakers and ear pads that works as a noise cancellation. It also has a volume controller located on the left pad, posteriorly. Which, can come in really handy when you have to mute your volume. It has a very long cable so you can still wear it even if you’re lying down while playing games."
Never Alone,,,,,,"adventure, indie, platformer",,,"PlayStation, Xbox, PC",,yes,no,"If you're interested in indie adventure platformers, try Never Alone. You can get it on PlayStation, Xbox, and PC. There is a Linux release, but not Mac."
The Legend of Zelda: Ocarina of Time,,,,E (for Everyone),,"action-adventure, puzzle, role-playing","bird view, third person",no,Nintendo,,,,"The Legend of Zelda: Ocarina of Time is an action adventure role playing puzzle game available for Nintendo.  The game is played in third person and bird's view and is rated E, but doesn't have multiplayer."
The Legend of Zelda: Ocarina of Time,,,,E (for Everyone),,"action-adventure, puzzle, role-playing","bird view, third person",no,Nintendo,,,,"The Legend of Zelda: Ocarina of Time is a role-playing, action-adventure, and puzzle game that has both bird view and third person perspectives. It was rated E (for Everyone) and doesn't have a multiplayer. It was released only for Nintendo."
The Legend of Zelda: Ocarina of Time,,,,E (for Everyone),,"action-adventure, puzzle, role-playing","bird view, third person",no,Nintendo,,,,If you like action-adventure role-playing video games filled with puzzles you should try this third person game from Nintendo called The Legend of Zelda: Ocarina of Time which also has a bird view option.  This game is rated E for Everyone but unfortunately has no multiplayer feature.
Rocket League,,,Psyonix,,,"sport, vehicular combat",,yes,,,,,Rocket League is a great vehicular combat sport game. It's multiplayer and was developed by Psyonix
Rocket League,,,Psyonix,,,"sport, vehicular combat",,yes,,,,,Rocket League developed by Psyonix can be played multiplayer by those who enjoy sport or vehicular combat games.
Rocket League,,,Psyonix,,,"sport, vehicular combat",,yes,,,,,"Rocket League by Psyonix is a sport, vehicular combat with multiplayer."
NBA 2K19,,"September 11, 2018",,,,sport,,,"PlayStation, Xbox, Nintendo Switch, PC",,,,"If you like basketball you should try the sport game NBA2K19 when it comes out September 11, 2018. The game is available for PlayStation, Xbox, Nintendo Switch and PC."
NBA 2K19,,"September 11, 2018",,,,sport,,,"PlayStation, Xbox, Nintendo Switch, PC",,,,"NBA 2K19 is an NBA basketball sports games poised to be released across all platforms on September 11, 2018. To be specific, this game will be released for Playstation 4, Xbox one, Nintendo Switch, and PC."
NBA 2K19,,"September 11, 2018",,,,sport,,,"PlayStation, Xbox, Nintendo Switch, PC",,,,"NBA 2K19 improves a lot on last year's variant, it will release this year on September 11. The 2K franchise is the most succesful sports video game franchise and thus 2K19 will be available on all the major platforms plus PC."
Assassin's Creed Chronicles: India,2016,,,,,"action-adventure, platformer",side view,no,,,,,Assassin's Creed Chronicles: India is a side view platformer and action-adventure game that was released in 2016. It does not have a multiplayer.
Assassin's Creed Chronicles: India,2016,,,,,"action-adventure, platformer",side view,no,,,,,Assassin's Cree Chronicles: India is a side view action-adventure game released in 2016. The platformer did not offer multiplayer.
Assassin's Creed Chronicles: India,2016,,,,,"action-adventure, platformer",side view,no,,,,,"I found this game, Assassin's Creed Chronicles: India and it's an awesome PC action game, single user, but very intriguing.  I love the side view perspective.  Lots of adventure."
Worms: Reloaded,,,,,average,"action, platformer, strategy",side view,yes,,,,,Worms: Reloaded is an average action platformer strategy game.  It has a side view and features multiplayer.
Worms: Reloaded,,,,,average,"action, platformer, strategy",side view,yes,,,,,"Worms: Reloaded is an average action platformer that requires strategy with a side view perspective. While you can play solo, the game also offers multiplayer as well."
Worms: Reloaded,,,,,average,"action, platformer, strategy",side view,yes,,,,,"Worms: Reloaded is an average action, platformer, strategy game with side view player perspective and multiplayer mode."
F1 2014,2014,,,,average,"driving/racing, simulation, sport","first person, third person",yes,,,,,"F1 2014 was a multiplayer sports game in 2014. It was a driving/racing simulation, with the ability to switch between first and third person. People gave it a average rating."
F1 2014,2014,,,,average,"driving/racing, simulation, sport","first person, third person",yes,,,,,F1 2014 is one of the most famous racing games on the market. The simulation sport game offers a first and third person view for the player to experience racing around all the famous tracks in the world. The game features multiplayer and has an average rating.
