name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
The Vanishing of Ethan Carter,,,,,,,first person,,,,,,"I'm wondering, do you play games with a first person perspective, like The Vanishing of Ethan Carter?"
The Vanishing of Ethan Carter,,,,,,,first person,,,,,,Have you played any first person games like The Vanishing of Ethan Carter ?
Might & Magic: Heroes VI,,,,,,"role-playing, turn-based strategy",,,,,,,Do you normally play turn based RPG games liek Might & Magic: Heroes VI ?
Might & Magic: Heroes VI,,,,,,"role-playing, turn-based strategy",,,,,,,"I was wondering if you had any experience with turn-based strategy games with role-playing elements, for example games like Might & Magic: Heroes VI?"
Might & Magic: Heroes VI,,,Black Hole Entertainment,,,,,,,,,,"Have you ever played a game created by Black Hole Entertainment, such as Might & Magic: Heroes VI?"
Might & Magic: Heroes VI,,,Black Hole Entertainment,,,,,,,,,,Have you played any games from Black Hole Entertainment like Might & Magic: Heroes VI ?
Might & Magic: Heroes VI,,,,,,,,yes,,,,,"Do you have any experience with games with multiplayer, like Might & Magic: Heroes VI for example?"
Might & Magic: Heroes VI,,,,,,,,yes,,,,,Do you usually like multiplayer games like Might & Magic: Heroes VI ?
Might & Magic: Heroes VI,,,,,,,,,,yes,,,Do you normally play games on steam like Might & Magic: Heroes VI
Might & Magic: Heroes VI,,,,,,,,,,yes,,,"Okay so now I'm curious, have you ever played a game on Steam, like for example Might & Magic: Heroes VI?"
Might & Magic: Heroes VI,,,,,,,,,PC,,,,"Do you have any experience playing games that have been released on the PC, such as for example Might & Magic: Heroes VI?"
Might & Magic: Heroes VI,,,,,,,,,PC,,,,Do you like games on PC like Might & Magic: Heroes VI ?
