name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Outlast II,,,,M (for Mature),average,"adventure, indie",,,,,,,I remember that you found Outlast II to be average. In general are you unimpressed by indie adventure games rated M (for Mature)?
Outlast II,,,,M (for Mature),average,"adventure, indie",,,,,,,I think I heard you said that you do not like Outlast II that much. Do you in general would not love to play games that are published by Red Barrels?
Uncharted 4: A Thief's End,,,Naughty Dog,,excellent,"action-adventure, shooter",,,,,,,You mentioned that you really enjoyed Uncharted 4: A Thief's End. Are you generally a fan of action-adventure shooters from Naughty Dog?
Uncharted 4: A Thief's End,,,Naughty Dog,,excellent,"action-adventure, shooter",,,,,,,I remember you saying that you enjoyed Uncharted 4: A Thief's End. Do you like to play action-adventure shooters from Naughty Dog?
Uncharted 4: A Thief's End,,,,,excellent,,third person,yes,,,,,You said earlier that you loved Uncharted 4: A Thief's End. Are you generally a big fan pf third person games with multiplayer?
Uncharted 4: A Thief's End,,,,,excellent,,third person,yes,,,,,You said that you liked Uncharted 4: A Thief's End. Do you generally like to play third person multiplayer games?
Uncharted 4: A Thief's End,2016,,Naughty Dog,,excellent,,,,,,,,You said earlier that you loved Uncharted 4: A Thief's End. Are you a big fan of games Naughty Dog released in 2004?
Uncharted 4: A Thief's End,2016,,Naughty Dog,,excellent,,,,,,,,I remember you saying that you love Naughty Dog. Do you in think that Uncharted 4: A Thief's End was the best game of 2016?
Uncharted 4: A Thief's End,,,,T (for Teen),excellent,,,yes,,,,,"Previously you told me you like to play Uncharted 4: A Thief's End. So, do you prefer multiplayer games with T content rating?"
Uncharted 4: A Thief's End,,,,T (for Teen),excellent,,,yes,,,,,You said that you enjoyed Uncharted 4: A Thief's End. Do you generally like to play multiplayer games that are rated T?
Uncharted 4: A Thief's End,,,,T (for Teen),excellent,,third person,,,,,,You said earlier that you loved Uncharted 4: A Thief's End. Do you generally enjoy third person games rated T (for Teen)?
Uncharted 4: A Thief's End,,,,T (for Teen),excellent,,third person,,,,,,"You said that you liked Uncharted 4: A Thief's End. In general, do you like to play third person games that are rated T?"
Rollcage,,,,,average,"action, driving/racing",third person,,,,,,Earlier you mentioned that you found Rollcage to be average. In general are you not impressed with third person action games featuring driving/racing?
Rollcage,,,,,average,"action, driving/racing",third person,,,,,,"You said earlier that you were not that fond of Rollcage. Is it the case with all action, driving/racing games played from a third person perspective?"
Rollcage,,,Attention To Detail,,average,,,,PC,,,,"You don't seem to fond of Attention To Detail's PC games, have you tried any on the consoles?"
Rollcage,,,Attention To Detail,,average,,,,PC,,,,You mentioned you thought Rollcage was merely average. Are you generally not impressed by PC games from Attention To Detail?
Rollcage,1999,,,,average,,,,PC,,,,You said that you were not fond of Rollcage. Is this the case for all PC games from 1998?
Rollcage,1999,,,,average,,,,PC,,,,I remember you mentioned that you found Rollcage to be average. In general are you unimpressed with PC games from 1999?
Rollcage,,,,,average,,,,PC,,no,,You told me that Rollcage was an average quality game. Is that because it's only available on PC and there's no Linux release?
Rollcage,,,,,average,,,,PC,,no,,You said you were not that fond of Rollcage. Is that the case for all games released on PC but not Linux?
Rollcage,,,Attention To Detail,,average,"action, driving/racing",,,,,,,You said earlier that Rollcage is merely average. Are you generally unimpressed by action games with driving and racing by Attention To Detail?
Rollcage,,,Attention To Detail,,average,"action, driving/racing",,,,,,,I remember you telling me that you didn't feel too strongly about Rollcage. But does that opinion also hold true for other action racing games by Attention To Detail?
Stronghold 2,2005,,Firefly Studios,,average,,,,,,,,You said earlier that Stronghold 2 was merely average. Are you unimpressed in general by games Firefly Studios released in 2005?
Stronghold 2,2005,,Firefly Studios,,average,,,,,,,,"You said you were not that fond of Stronghold 2. In general, do you like releases from Firefly Studios in 2005?"
Stronghold 2,,,,,average,"real-time strategy, simulation",bird view,,,,,,"You seem to be lukewarm on RTS and simulation games, is it the aspect of building something over an extended period of time that turns you off?"
Stronghold 2,,,,,average,"real-time strategy, simulation",bird view,,,,,,I remember you saying that you found Stronghold 2 to be average. Generally are you unimpressed with real-time strategy and simulation games with bird view perspectives?
Stronghold 2,,,,,average,,,yes,,yes,,,"You said that you liked Stronghold 2, are there other multiplayer games on Steam that you enjoy playing?"
Stronghold 2,,,,,average,,,yes,,yes,,,You previously mentioned that Stronghold 2 was merely average. Are you usually unimpressed with multiplayer games on Steam?
Stronghold 2,,,,,average,"real-time strategy, simulation",,,PC,,,,I know you're kind of hit or miss with Stronghold 2. Do you feel so-so about other real-time strategy or simulation games on PC?
Stronghold 2,,,,,average,"real-time strategy, simulation",,,PC,,,,"I remember you saying that you found Stronghold 2 to be average, In general are you not impressed with simulation games on PC with real-time strategy gameplay?"
Stronghold 2,,,,,average,,,,,,no,no,You said you thought Stronghold 2 was just so-so. Do you typically dislike games that aren't available on Linux and Mac?
Stronghold 2,,,,,average,,,,,,no,no,You said that you didn't feel good or bad about Stronghold 2. Do you feel the same about other games that don't have a Mac or Linux release?
Need for Speed: Most Wanted,,,EA Redwood Shores,,good,driving/racing,,,,,,,I remember you saying you thought that Need for Speed: Most Wanted was good.  Do you like any other EA Redwood Shores driving/racing games?
Need for Speed: Most Wanted,,,EA Redwood Shores,,good,driving/racing,,,,,,,"Previously you told me you like to play racing games like Need for Speed: Most Wanted. So, do you play other games from EA Redwood Shores?"
Need for Speed: Most Wanted,,,,,good,driving/racing,third person,,,,,,I remember you said you enjoyed Need for Speed: Most Wanted. Generally are you a fan of third person driving/racing games?
Need for Speed: Most Wanted,,,,,good,driving/racing,third person,,,,,,"Since you liked Need for Speed: Most Wanted, I was wondering if you like other third person driving/racing games?"
Need for Speed: Most Wanted,,,,,good,driving/racing,,,PlayStation,,,,You stated Need for Speed: Most Wanted was all right on the Play Station any other driving games your are playing right now?
Need for Speed: Most Wanted,,,,,good,driving/racing,,,PlayStation,,,,"You said that you enjoyed Need for Speed: Most Wanted. In general, do you like to play driving and racing games on the PlayStation?"
Need for Speed: Most Wanted,2005,,EA Redwood Shores,,good,,,,,,,,You said earlier that you liked Need for Speed Most Wanted. Are you a fan in general of games by EA Redwood Shores from 2005?
Need for Speed: Most Wanted,2005,,EA Redwood Shores,,good,,,,,,,,"Need for Speed: Most Wanted was made at 2005, Do you think in general that after that, Ea Redwood Shores took racing-games style to another level?"
Need for Speed: Most Wanted,,,,,good,,,yes,PlayStation,,,,I know for a fact you like Need for Speed: Most Wanted. But do you play other Playstation games with multiplayer modes?
Need for Speed: Most Wanted,,,,,good,,,yes,PlayStation,,,,You said earlier that you enjoyed Need for Speed: Most Wanted. Are you a fan in general of PlayStation games with multiplayer?
Quantum Break,,,Remedy Entertainment,M (for Mature),average,,,,,,,,You said earlier that Quantum Break was simply average. Are you generally not very impressed with M (for Mature) rated games from Remedy Entertainment?
Quantum Break,,,Remedy Entertainment,M (for Mature),average,,,,,,,,I believe your opinion of Quantum Break was that it was nothing special. Do you feel the same about other M (for Mature) titles from Remedy Entertainment?
Quantum Break,,,,,average,"adventure, shooter",,,Xbox,,,,"You said you were not that fond of Quantum Break. In general, do you like to play adventure shooters on Xbox?"
Quantum Break,,,,,average,"adventure, shooter",,,Xbox,,,,You previously mentioned that you found Quantum Break to be average. Generally are you not impressed with Xbox adventure games featuring shooting?
Quantum Break,,,,,average,"adventure, shooter",third person,,,,,,"I remember you used to love shooters. There is a new adventure/shooter out called Quantum Break. It is third person, you may like it."
Quantum Break,,,,,average,"adventure, shooter",third person,,,,,,I recall that you found Quantum Break to be average. In general are you unimpressed with third person adventure games featuring shooting?
Quantum Break,2016,,,,average,,,,Xbox,,,,"If you thought Quantum Break was all right, did you feel that way about Xbox games in 2016 as a whole?"
Quantum Break,2016,,,,average,,,,Xbox,,,,I remember you saying that you found Quantum Break to be average. Are you typically not impressed by Xbox games from 2016?
Quantum Break,,,Remedy Entertainment,,average,,,,Xbox,,,,I know you felt lukewarm about Quantum Break. Do you feel the same about other Remedy Entertainment games on Xbox?
Quantum Break,,,Remedy Entertainment,,average,,,,Xbox,,,,I remember you said you found Quantum Break to be average. In general are you unimpressed with Xbox games from Remedy Entertainment?
Assassin's Creed Chronicles: India,,,,,poor,"action-adventure, platformer",,,PlayStation,,,,I heard your weren't a fan of Assassin's Creed Chronicles: India.  Do you not like playing action-adventure platformers on your PlayStation?
Assassin's Creed Chronicles: India,,,,,poor,"action-adventure, platformer",,,PlayStation,,,,"You said that you disliked Assassin's Creed Chronicles: India. Generally speaking, do you dislike action-adventure platformers on PlayStation?"
Assassin's Creed Chronicles: India,,,Climax Studios,,poor,,side view,,,,,,I recall you saying that you hated Assassin's Creed Chronicles: India. Do you like any other side view games?
Assassin's Creed Chronicles: India,,,Climax Studios,,poor,,side view,,,,,,"You said that you disliked Assassin's Creed Chronicles: India. Generally speaking, do you dislike side view games from Climax Studios?"
Assassin's Creed Chronicles: India,,,,,poor,,,no,PlayStation,,,,Previously you told me that you don't like to play Assassin's Creed Chronicles: India. Does it mean you hate one-player playstation games in general?
Assassin's Creed Chronicles: India,,,,,poor,,,no,PlayStation,,,,You mentioned that you didn't enjoy Assassin's Creed Chronicles: India. Are you generally not a fan of PlayStation games without multiplayer?
Assassin's Creed Chronicles: India,2016,,,,poor,"action-adventure, platformer",,,,,,,I remember you said you disliked Assassin's Creed Chronicles: India. Generally are you not fond of action-adventure games featuring platforming from 2016?
Assassin's Creed Chronicles: India,2016,,,,poor,"action-adventure, platformer",,,,,,,"You said that you disliked Assassin's Creed Chronicles: India. Generally speaking, do you dislike action-adventure platformers from 2016?"
Assassin's Creed Chronicles: India,,,Climax Studios,,poor,,,no,,,,,I know you rather disliked Assassin's Creed Chronicles: India. Do you also dislike the other single player games made by Climax Studios?
Assassin's Creed Chronicles: India,,,Climax Studios,,poor,,,no,,,,,You said earlier that you disliked Assassin's Creed Chronicles: India. Are you generally not fond of games without multiplayer from Climax Studios?
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,,,,PC,,,,I know you didn't love or hate Lara Croft and the Temple of Osiris. Do you feel similarly about other Crystal Dynamics games on PC?
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,,,,PC,,,,Earlier you mentioned that you found Lara Croft and the Temple of Osiris to be average. In general are you not impressed with PC games from Crystal Dynamics?
Lara Croft and the Temple of Osiris,,,,,average,"action-adventure, puzzle, shooter",bird view,,,,,,I know you only felt okay about Lara Croft and the Temple of Osiris. Do you feel so so about other bird view perspective games that are action adventure or puzzle games?
Lara Croft and the Temple of Osiris,,,,,average,"action-adventure, puzzle, shooter",bird view,,,,,,"You said earlier that Lara Croft and the Temple of Osiris was just okay. Are you generally not impressed by action-adventure games with puzzles, shooting and a bird view perspective?"
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,,,,,yes,,,"you said earlier that lara croft and the temple of osiris isn't your favorite game, is it the same for all crystal dynamics games on steam?"
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,,,,,yes,,,You mentioned that you were not too fond of Lara Croft and the Temple of Osiris. Is this the case for all Crystal Dynamics games on Steam?
Lara Croft and the Temple of Osiris,,,,,average,"action-adventure, puzzle, shooter",,yes,,,,,"You said you were not that fond of Lara Croft and the Temple of Osiris. In general, do you like multiplayer action-adventure puzzle and shooter games?"
Lara Croft and the Temple of Osiris,,,,,average,"action-adventure, puzzle, shooter",,yes,,,,,You said that you felt Lara Croft and the Temple of Osiris was merely average. Are you usually unimpressed by multiplayer action-adventure games with puzzles and shooting?
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,"action-adventure, puzzle, shooter",,,,,,,You said earlier that you found Lara Croft and the Temple of Osiris to be average. Are you typically unimpressed by action-adventure games from Crystal Dynamics with puzzles and shooting?
Lara Croft and the Temple of Osiris,,,Crystal Dynamics,,average,"action-adventure, puzzle, shooter",,,,,,,I know you weren't sold on Lara Croft and the Temple of Osiris. Do you feel just okay about other action-adventure games from Crystal Dynamics with puzzle and shooter elements?
Metal Gear Solid 3: Snake Eater,,,Konami Computer Entertainment Japan,,excellent,,,,PlayStation,,,,You said that you liked Metal Gear Solid 3: Snake Eater. Do you generally like releases from Konami Computer Entertainment Japan on the PlayStation?
Metal Gear Solid 3: Snake Eater,,,Konami Computer Entertainment Japan,,excellent,,,,PlayStation,,,,You said you really enjoyed Metal Gear Solid 3: Snake Eater. Are you generally a big fan of Konami games for Playstation?
Metal Gear Solid 3: Snake Eater,2004,,,,excellent,"action-adventure, shooter, tactical",,,,,,,Do you said earlier you like Snake Eater. You like to play action-shooter games ?
Metal Gear Solid 3: Snake Eater,2004,,,,excellent,"action-adventure, shooter, tactical",,,,,,,You mentioned that you greatly enjoyed Metal Gear Solid 3: Snake Eater. Are you generally a big fan of action-adventure games from 2004 involving shooting and tactical gameplay?
Metal Gear Solid 3: Snake Eater,,,,M (for Mature),excellent,,bird view,,,,,,You said that you enjoyed Metal Gear Solid 3: Snake Eater. Are you fond of mature bird's-eye view games in general?
Metal Gear Solid 3: Snake Eater,,,,M (for Mature),excellent,,bird view,,,,,,You said earlier that you love Metal Gear Solid 3: Snake Eater. Are you generally a fan of M (for Mature) rated games with a bird view perspective?
Metal Gear Solid 3: Snake Eater,,,,,excellent,"action-adventure, shooter, tactical",,,PlayStation,,,,You mentioned that you really enjoyed Metal Gear Solid 3: Snake Eater. Are you generally a big fan of action-adventure games on PlayStation with shooting and tactical gameplay?
Metal Gear Solid 3: Snake Eater,,,,,excellent,"action-adventure, shooter, tactical",,,PlayStation,,,,"I know you thought Metal Gear Solid 3: Snake Eater was great. Do you like other action, tactical shooters on Playstation?"
Metal Gear Solid 3: Snake Eater,,,,,excellent,,,no,PlayStation,,,,"You told me that you loved Metal Gear Solid 3: Snake Eater. In general, are you fond of single player games on PlayStation?"
Metal Gear Solid 3: Snake Eater,,,,,excellent,,,no,PlayStation,,,,You said that you really like Metal Gear Solid 3: Snake Eater. Do you generally like only single player games?
Max Payne,,,,,good,"action-adventure, shooter",third person,,,,,,You said you had a good time with Max Payne. Are many of your favorite games 3rd person action adventure shooters?
Max Payne,,,,,good,"action-adventure, shooter",third person,,,,,,You said that you enjoyed Max Payne. Is this the case with all action-adventure third person shooter games?
Max Payne,,,Remedy Entertainment,M (for Mature),good,,,,,,,,You said that you liked Max Payne. Do you generally like to play mature games from Remedy Entertainment?
Max Payne,,,Remedy Entertainment,M (for Mature),good,,,,,,,,You said earlier that you enjoyed Max Payne. Are you a fan in general of M (for Mature) rated games by Remedy Entertainment?
Max Payne,,,,,good,"action-adventure, shooter",,,PC,,,,You said you always were about real time stopped focus agendas. Well her it is the one and only FPS.
Max Payne,,,,,good,"action-adventure, shooter",,,PC,,,,You mentioned earlier that you enjoyed Max Payne. In general are you a fan of action-adventure games for PC with shooting gameplay?
Max Payne,,,,,good,,third person,,,yes,,,Earlier you said you liked Max Payne. In general are you fond of third person games on Steam?
Max Payne,,,,,good,,third person,,,yes,,,I know you loved Max Payne. Do you love other third person games on Steam?
