name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Little Big Adventure,,,,,,action-adventure,,,,,,,Is the Little Big Adventure you're talking about the one that's in the action-adventure genre?
Little Big Adventure,,,,,,,third person,,,,,,Do you mean the Little Big Adventure that has a third person perspective?
Little Big Adventure,,,,,,,third person,,,,,,"Do you mean the third person game, Little Big Adventure?"
Little Big Adventure,,,,,,,,,,yes,,,Are you referring to the Little Big Adventure that is available on Steam?
Little Big Adventure,,,,,,,,,,yes,,,"Oh, do you mean Little Big Adventure on steam?"
Little Big Adventure,,,,,,,,,PC,,,,"Ah, do you mean the Little Big Adventure that's out on PC?"
Little Big Adventure,,,,,,,,,PC,,,,Are you referring to  Little Big Adventure available on PC?
Ancient Cities,,,Uncasual Games,,,,,,,,,,Ancient Cities? From Uncasual Games?
Ancient Cities,,,Uncasual Games,,,,,,,,,,Are you talking about the Ancient Cities that was made by Uncasual Games?
Ancient Cities,,,,,,,,,PC,,,,"Do you mean the PC game, Ancient Cities ?"
Ancient Cities,,,,,,,,,PC,,,,"You mean the Ancient Cities that's on the PC, right?"
Ancient Cities,,"December 1, 2019",,,,,,,,,,,"Do you mean Ancient Cities, coming December 1st, 2019?"
Ancient Cities,,"December 1, 2019",,,,,,,,,,,"Do you mean the Ancient Cities that is expected to be released on December 1, 2019?"
Ancient Cities,,,,,,,bird view,,,,,,Are you talking abotu Ancient Cities with bird view perspective?
Ancient Cities,,,,,,,bird view,,,,,,Do you mean that Ancient Cities that you play from a bird view perspective?
Ancient Cities,,,,,,"simulation, strategy",,,,,,,Do you mean the Ancient Cities that is a strategy simulator?
Ancient Cities,,,,,,"simulation, strategy",,,,,,,"Do you mean the simulation strategy game, Ancient Cities ?"
NBA 2K19,,,,,,,,,Nintendo Switch,,,,"Oh, do you mean NBA 2K19  for the Nintendo Switch?"
NBA 2K19,,,,,,,,,Nintendo Switch,,,,Do you mean the NBA 2K19 for the Nintendo Switch?
NBA 2K19,,,Visual Concepts,,,,,,,,,,Do you mean  NBA 2K19 from Visual Concepts?
NBA 2K19,,,Visual Concepts,,,,,,,,,,Is this the NBA 2K19 that was developed by Visual Concepts?
NBA 2K19,,"September 11, 2019",,,,,,,,,,,"Do you mean the game launching September 11th 2019, NBA 2K19 ?"
NBA 2K19,,,,,,sport,,,,,,,"Are you talking about the sports game, NBA 2k19?"
NBA 2K19,,,,,,sport,,,,,,,Do you mean the NBA 2K19 that is in the sport genre?
NBA 2K19,,"September 11, 2019",,,,,,,,,,,"Hey, is the NBA 2K19 you mentioned the one that's supposed to come out on September 11, 2019?"
NBA 2K19,,"September 11, 2019",,,,,,,,,,,Are you talking about NBA 2K19 that's coming out 9/11/2019?
The Room,,,,,,,,,,yes,,,Are you talking about The Room that you can get on Steam?
The Room,,,,,,,,,,yes,,,"Are you referring to the game on steam, The Room ?"
The Room,,,,,,,,no,,,,,"Please clarify, do you mean The Room that has no multiplayer?"
The Room,,,,,,,,no,,,,,"Oh, do you mean the game without multiplayer, The Room ?"
The Room,2012,,,,,,,,,,,,"When you mention The Room, do you mean the one that came out in 2012?"
The Room,2012,,,,,,,,,,,,"Are you talking about the 2012 game, The Room ?"
The Room,,,Fireproof Games,,,,,,,,,,Do you mean the Fireproof Games developed version of The Room?
The Room,,,Fireproof Games,,,,,,,,,,Do you mean The Room from Fireproof Games?
The Room,,,,,,"indie, point-and-click, puzzle",,,,,,,So when you say The Room you do you mean the indie point-and-click puzzle game?
The Room,,,,,,"indie, point-and-click, puzzle",,,,,,,"Are you talking about the indie point-and-click puzzle game, The Room ?"
Need for Speed: The Run,,,,,,,,,Nintendo,,,,Do you mean the Need for Speed: The Run that's for Nintendo?
Need for Speed: The Run,,,,,,,,,Nintendo,,,,Are you talking about Need for Speed: The Run  on Nintendo?
Need for Speed: The Run,,,,,,,,yes,,,,,Are you talking about the Need for Speed: The Run that has multiplayer?
Need for Speed: The Run,,,,,,,,yes,,,,,"Are you talking about Need for Speed: The Run, the multiplayer game?"
Need for Speed: The Run,2011,,,,,,,,,,,,"are you talking about the game from 2011, Need for Speed: The Run ?"
Need for Speed: The Run,2011,,,,,,,,,,,,Are you speaking of the Need for Speed: The Run that came out in 2011?
Need for Speed: The Run,,,,,,,first person,,,,,,Do you mean the first person perspective Need for Speed: The Run?
Need for Speed: The Run,,,,,,,first person,,,,,,"Do you mean the first person game, Need for Speed: The Run ?"
Need for Speed: The Run,,,Firebrand Games,,,,,,,,,,Do you mean the Need for Speed: The Run made by Firebrand Games?
Need for Speed: The Run,,,Firebrand Games,,,,,,,,,,Are you talking about Need for Speed: The Run from Firebrand Games?
Grand Theft Auto V,2013,,,,,,,,,,,,Do you mean Grand Theft Auto V from 201?
Grand Theft Auto V,2013,,,,,,,,,,,,"By Grand Theft Auto V, do you mean the game that came out in 2013?"
Grand Theft Auto V,,,Rockstar North,,,,,,,,,,Are you referring to  Grand Theft Auto V from Rockstar NOrth?
Grand Theft Auto V,,,Rockstar North,,,,,,,,,,Is the Grand Theft Auto V you just mentioned the one that was developed by Rockstar North?
Grand Theft Auto V,,,,,,,,,,yes,,,"Oh do you mean the game on steam, Grand Theft Auto V ?"
Grand Theft Auto V,,,,,,,,,,yes,,,Is this the Grand Theft Auto V that's on Steam?
Grand Theft Auto V,,,,M (for Mature),,,,,,,,,Are you talking about the M rated game Grand Theft Auto V ?
Grand Theft Auto V,,,,M (for Mature),,,,,,,,,Is the Grand Theft Auto V you mentioned the one that got an M ESRB Rating?
Grand Theft Auto V,,,,,,,third person,,,,,,Do you mean the Grand Theft Auto V that has got a third person perspective?
Grand Theft Auto V,,,,,,,third person,,,,,,Do you mean  Grand Theft Auto V the third person game?
