HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
388FBO7JZRELP4ATUEJ29ROIKPDNYF,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:53 PDT 2019,,,37WLF8U1WQCLKYDEHK1WMSJBEAE6KJ,A1MW021IG07IMF,Submitted,Sat May 04 23:40:49 PDT 2019,Sat May 04 23:41:44 PDT 2019,Sun May 19 23:41:44 PDT 2019,,,,55,100% (404/404),100% (404/404),100% (246/246),<b>Call of Duty: Advanced Warfare</b>,,,,,Liking: <b>average</b>,,Player perspective: <b>first person</b>,,Platform: <b>PlayStation</b>,,,,,"Call of Duty: Advanced Warfare was just plain average. I like games that are on the PlayStation normally, but the first person perspective made the experience kind of mediocre.",,
38XPGNCKHTLIZ25I7YHM3JEOCAR4V6,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:10 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,3SUWZRL0MZZIYYL4LYQTOX66VW86ES,A1MW021IG07IMF,Approved,Thu May 09 00:01:36 PDT 2019,Thu May 09 00:06:38 PDT 2019,Tue May 14 00:06:38 PDT 2019,Thu May 09 10:13:06 PDT 2019,,,302,100% (940/940),100% (940/940),100% (782/782),<b>Call of Duty: Advanced Warfare</b>,,,,,Liking: <b>average</b>,"Genres: <b>action, shooter</b>",,Has multiplayer: <b>yes</b>,,,,,n/a,"Multiplayer action shooters are a style of game that I usually find to be mediocre, and Call of Duty: Advanced Warfare doesn't break that trend.",,
3LN50BUKPVW1SQF7RE74J8RHBPAPLL,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:41 PDT 2019,,,3IXQG4FA2UK79EBI9ERF7ZRNFBEB92,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 16:57:14 PDT 2019,Tue Apr 23 16:57:46 PDT 2019,Wed May 08 16:57:46 PDT 2019,,,,32,100% (334/334),100% (334/334),100% (277/277),<b>Call of Duty: Advanced Warfare</b>,,,,,Liking: <b>average</b>,"Genres: <b>action, shooter</b>",,Has multiplayer: <b>yes</b>,,,,,,"When it comes to multiplayer action shooters, the first name in the business is Call of Duty.  Unfortunately, for whatever reason, Advanced Warfare didn't do it for me. It was still alright, but just, meh.",,
3VMHWJRYHV1K1772RUENI880HB7XFP,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:10 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,32AT8R96GMV4ASGNIB81TKO1Z9TSUB,A1MW021IG07IMF,Approved,Wed May 08 22:44:11 PDT 2019,Wed May 08 22:46:40 PDT 2019,Mon May 13 22:46:40 PDT 2019,Thu May 09 10:13:07 PDT 2019,,,149,100% (940/940),100% (940/940),100% (782/782),<b>Call of Duty: Advanced Warfare</b>,,,Developer: <b>Sledgehammer Games</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,,,,,,,n/a,"I'm not a fan of M rated games so I thought I'd hate Call of Duty: Advanced Warfare, but Sledgehammer Games is a developer that knows what they're doing so I actually found it to be okay.",,
3YLPJ8OXX8YA3RAD7DI4R4B9R2OX4O,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:41 PDT 2019,,,3RXCAC0YISB3MQ0JK8DF8EN9BG6G8D,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 11:26:48 PDT 2019,Tue Apr 23 11:34:07 PDT 2019,Wed May 08 11:34:07 PDT 2019,,,,439,100% (334/334),100% (334/334),100% (277/277),<b>Call of Duty: Advanced Warfare</b>,,,Developer: <b>Sledgehammer Games</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,,,,,,,,"Honestly Call of Duty: Advanced Warfare felt like just another Call of Duty game, makes me feel pretty desensitized saying a game like that, with rated M levels of violence has become rote, but hey, here we are.",,
3B9J25CZ25Y52E1T6IIZBU65403SCO,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3U4J9857OFX3VVNPUHTVT30HMRO7BY,A1MW021IG07IMF,Submitted,Sat May 04 23:20:26 PDT 2019,Sat May 04 23:21:23 PDT 2019,Sun May 19 23:21:23 PDT 2019,,,,57,100% (404/404),100% (404/404),100% (246/246),<b>Call of Duty: Advanced Warfare</b>,Year: <b>2014</b>,,,,Liking: <b>average</b>,,Player perspective: <b>first person</b>,,,,,,,"Call of Duty: Advanced Warfare is okay I guess. I normally like games with a first person perspective, but 2014 was just not a good year for game releases.",,
3B9J25CZ25Y52E1T6IIZBU65403SCO,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3WOKGM4L7229WECEDND8K8QTJ7QO0W,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:18:31 PDT 2019,Tue Apr 23 20:18:55 PDT 2019,Wed May 08 20:18:55 PDT 2019,,,,24,100% (334/334),100% (334/334),100% (277/277),<b>Call of Duty: Advanced Warfare</b>,Year: <b>2014</b>,,,,Liking: <b>average</b>,,Player perspective: <b>first person</b>,,,,,,,"I was pretty unimpressed with 2014's Call of Duty: Advanced Warfare, just another generic first person shooter really.",,
3D06DR52254EB4RQ27QMTQHBC80AMS,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:53 PDT 2019,,,3PWWM24LHTKD7WSCLTSQ6AT835H82K,A1MW021IG07IMF,Submitted,Sat May 04 23:48:32 PDT 2019,Sat May 04 23:49:41 PDT 2019,Sun May 19 23:49:41 PDT 2019,,,,69,100% (404/404),100% (404/404),100% (246/246),<b>Call of Duty: Advanced Warfare</b>,,,Developer: <b>Sledgehammer Games</b>,,Liking: <b>average</b>,,,Has multiplayer: <b>yes</b>,,,,,,"Call of Duty: Advanced Warfare is pretty average in my view. I think that Sledgehammer Games is a talented developer, but adding multiplayer to the game just diluted their focus and made playing it just a so-so experience.",,
34XASH8KLQ7LY8XSRQ8JJL66BU0PMN,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:41 PDT 2019,,,3FQ5JJ512MATRJJ6G1NDO35X7VRNKM,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:29:23 PDT 2019,Tue Apr 23 20:29:42 PDT 2019,Wed May 08 20:29:42 PDT 2019,,,,19,100% (334/334),100% (334/334),100% (277/277),<b>BioShock</b>,,,Developer: <b>2K Boston</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,,,,,,,,,2k Boston really made a good game in the M rated Bioshock.,,
34XASH8KLQ7LY8XSRQ8JJL66BU0PMN,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:41 PDT 2019,,,3IGI0VL6486CHA4LETF6VKM6S4WNOA,A1WYMR7MGOCO83,Submitted,Mon Apr 29 19:47:29 PDT 2019,Mon Apr 29 19:53:15 PDT 2019,Tue May 14 19:53:15 PDT 2019,,,,346,100% (9/9),100% (9/9),100% (9/9),<b>BioShock</b>,,,Developer: <b>2K Boston</b>,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,,,,,,,,,Bioshock from 2K Boston is good if you aren't bothered by the M (for Mature) rating. I'm not.,,
30EMX9PEVK4NLCDHYVZXZDJD99CKST,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3SLE99ER0OZMF5TVDCLEKNTGWK1ZBI,A1MW021IG07IMF,Submitted,Sat May 04 23:55:14 PDT 2019,Sat May 04 23:56:06 PDT 2019,Sun May 19 23:56:06 PDT 2019,,,,52,100% (404/404),100% (404/404),100% (246/246),<b>BioShock</b>,,,,,Liking: <b>good</b>,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>first person</b>,,,,,,,I enjoyed playing BioShock a fair amount. I tend to enjoy first person shooters that also combine action-adventure and role-playing elements together like it did.,,
30EMX9PEVK4NLCDHYVZXZDJD99CKST,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 01:02:51 PDT 2019,,,3SNLUL3WO59H6FLXY2B0HYA64ROULN,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:10:15 PDT 2019,Tue Apr 23 20:10:41 PDT 2019,Wed May 08 20:10:41 PDT 2019,,,,26,100% (334/334),100% (334/334),100% (277/277),<b>BioShock</b>,,,,,Liking: <b>good</b>,"Genres: <b>action-adventure, role-playing, shooter</b>",Player perspective: <b>first person</b>,,,,,,,Bioshock is great. It's a really unique first person shooter game that crosses with role-playing as well as Action adventure and makes something great.,,
3OPLMF3EU581P53UBZUCFJMMCTJNL0,3SICSBU6ZZ78LLY4WDQ254SKT8Y0PC,A conversational response with opinion about a video game (# attributes: 4),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 20:13:10 PDT 2019,1,BatchId:3634614;OriginalHitTemplateId:920937336;,3600,432000,Thu May 09 09:13:14 PDT 2019,,,3XLBSAQ9Z5YZDTQ50V9YFL7KECUZ7H,A1MW021IG07IMF,Approved,Wed May 08 22:32:19 PDT 2019,Wed May 08 22:33:27 PDT 2019,Mon May 13 22:33:27 PDT 2019,Thu May 09 10:13:07 PDT 2019,,,68,100% (940/940),100% (940/940),100% (782/782),<b>BioShock</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>no</b>,,,,Has a Mac release: <b>yes</b>,n/a,"I tend to like single player games, especially if I can play them on my Mac, so I enjoyed BioShock a fair amount.",,
3W9XHF7WGKGO0CQWNV4N9IFZBSQKTI,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:41 PDT 2019,,,3ZV9H2YQQETDIFKDNWM1301MPL93WI,A2ITJNPW1LDUN7,Submitted,Tue Apr 23 20:16:26 PDT 2019,Tue Apr 23 20:16:55 PDT 2019,Wed May 08 20:16:55 PDT 2019,,,,29,100% (334/334),100% (334/334),100% (277/277),<b>BioShock</b>,,,,,Liking: <b>good</b>,,,Has multiplayer: <b>no</b>,,,,Has a Mac release: <b>yes</b>,,"Bioshock was such a good game, it didn't have multiplayer but it also didn't need it. And with a release on the mac, playing was pretty simple too.",,
3HXK2V1N4K0PER00EPZCA3EG4YWG2J,3UFCYGUHNQQ9Y9JIE01KLQPUQ4PTNG,Write a conversational response about a video game based on its given attributes and context (type: give opinion; attributes: 4),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 01:02:41 PDT 2019,2,BatchId:3617195;OriginalHitTemplateId:920937336;,3600,1296000,Tue Apr 30 01:02:41 PDT 2019,,,3AMYWKA6YC84APYTFCTPT90KXFHO6D,A1ELPYAFO7MANS,Submitted,Mon Apr 29 20:09:13 PDT 2019,Mon Apr 29 20:09:52 PDT 2019,Tue May 14 20:09:52 PDT 2019,,,,39,100% (100/100),100% (100/100),100% (73/73),<b>BioShock</b>,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,,,,,Available on Steam: <b>yes</b>,,,,BioShock is a pretty good game. I like that I can get it on Steam and that it's rated M (for Mature).,,
