name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release,utterance
Skyforge,2015,,,,poor,,,,,,,,You said you did not really like Skyforge. Is that the case for all games released in 2015?
Skyforge,,,,,poor,,third person,,,,,,"If my memory is right, you said you didn't like Skyforge. Is that the case for all third person games?"
Skyforge,,,Allods Online,,poor,,,,,,,,You told me you dislike Skyforge. Do you generally dislike Allods Online games?
Skyforge,,,,,poor,,,,Xbox,,,,You told me that you don't like Skyforge. Is that also the case for other Xbox games?
Skyforge,,,,,poor,"adventure, hack-and-slash, MMORPG",,,,,,,You said you were not really into Skyforge. Is that also true for other MMORPG games?
World of Warcraft,,,,,good,,,,PC,,,,You said you liked World of Warcraft. Is that your opinion for all PC games?
World of Warcraft,,,,,good,,,,,,,yes,You previously told me you liked World of Warcraft. Is that the case for all games that have a Mac port?
World of Warcraft,,,,,good,,third person,,,,,,"You said you liked World of Warcraft, and so is that also the case for all third person games?"
World of Warcraft,,,Blizzard Entertainment,,good,,,,,,,,You just said that you liked World of Warcraft. Do you also like all other games from Blizzard Entertainment?
World of Warcraft,,,,,good,"adventure, MMORPG",,,,,,,In our conversation you said you liked World of Warcraft. Do you also like all other MMORPG games?
The Forest of Doom,,,,,average,"role-playing, text adventure",,,,,,,So I know you said you found the Forest of Doom merely average. Is that how you feel about all role-playing text adventure games?
The Forest of Doom,,,Tin Man Games,,average,,,,,,,,You said that you found The Forest of Doom to be so-so in quality. Do you feel similarly about the other games developed by Tin Man Games
The Forest of Doom,2014,,,,average,,,,,,,,"So The Forest of Doom was just ok according to you. What about other games released in 2014, do you feel that way about all of them?"
The Forest of Doom,,,,,average,,,no,,,,,"If I remember right, you once told me you found The Forest of Doom to be okay, but not earth shattering or anything. Do you feel similarly about all games that are single-player only?"
The Forest of Doom,,,,,average,,,,PC,,,,"So The Forest of Doom was a game that you, if I remember correctly, felt was of average quality. What about other games for the PC, do you feel the same about them?"
Uncharted 4: A Thief's End,,,,,excellent,,,yes,,,,,You've told me before that you like Uncharted 4: A Thief's End. Is that because you enjoy multiplayer games?
Uncharted 4: A Thief's End,,,Naughty Dog,,excellent,,,,,,,,I know that Uncharted 4: A Thief's End is one of your favorite games. Do you enjoy all of Naughty Dog's content?
Uncharted 4: A Thief's End,,,,,excellent,"action-adventure, shooter",,,,,,,"You are a big fan of Uncharted 4: A Thief's End, correct? Do you prefer to play shooter games in general?"
Uncharted 4: A Thief's End,,,,T (for Teen),excellent,,,,,,,,"You really like Uncharted 4: A Thief's End, don't you? Do you play a lot of rated T content?"
Uncharted 4: A Thief's End,,,,,excellent,,,,PlayStation,,,,You like Uncharted 4: A Thief's End allot I remember. Do you enjoy most PlayStation content?
Need for Speed: Most Wanted,,,,,good,,,,PlayStation,,,,I remember you once said Need for Speed: Most Wanted was quite fun. Do you like PlayStation games in general?
Need for Speed: Most Wanted,,,,,good,driving/racing,,,,,,,I know when we were talking about games the other day you mentioned that thought Need for Speed: Most Wanted was pretty good. Do you enjoy the driving/racing genre then?
Need for Speed: Most Wanted,,,EA Redwood Shores,,good,,,,,,,,"So hey earlier you mentioned liking Need for Speed: Most Wanted. I'm curious, do you feel similarly about the other games developed by EA Redwood Shores?"
Need for Speed: Most Wanted,,,,,good,,third person,,,,,,I know you mentioned liking Need for Speed: Most Wanted a fair amount. Do you like games with a third person perspective?
Need for Speed: Most Wanted,,,,,good,,,yes,,,,,"You said you thought Need for Speed: Most Wanted was a pretty good game the other day, if I remember right. Do you like multiplayer games then?"
Worms: Reloaded,,,,,average,"action, platformer, strategy",,,,,,,"So I remember that Worms; Reloaded was a game you thought was okay, decent but not great. Do you just find all strategy action platformers to be like that?"
Worms: Reloaded,,,Team17 Digital Ltd,,average,,,,,,,,You said Worms: Reloaded was thoroughly average. Do you feel the same way about the rest of the games developed by Team17 Digital Ltd?
Worms: Reloaded,,,,,average,,,,PC,,,,"You once said Worms: Reloaded was kinda okay, but nothing all that special. Do you feel similarly about PC games in general?"
Worms: Reloaded,,,,,average,,side view,,,,,,"So Worms: Reloaded was a game that you once said was fine, but that it didn't really stick out in any way. Do you feel like that for all games with a side view perspective?"
Worms: Reloaded,2010,,,,average,,,,,,,,"So, Worms: Reloaded is a game you once said was a perfectly okay but also very unremarkable video game. Do you feel that games released in 2010 as a whole are like that?"
