name,release_year,exp_release_date,developer,esrb,rating,genres,player_perspective,has_multiplayer,platforms,available_on_steam,has_linux_release,has_mac_release
,,,,,Liking: <b>average</b>,"Genres: <b>driving/racing, sport</b>",Player perspective: <b>first person</b>,,,,,
,,,,,Liking: <b>average</b>,,,Has multiplayer: <b>yes</b>,Platform: <b>PlayStation</b>,,,
,,,Developer: <b>Codemasters Southam</b>,,Liking: <b>average</b>,"Genres: <b>driving/racing, sport</b>",,,,,,
,,,,,Liking: <b>average</b>,Genres: <b>sport</b>,,Has multiplayer: <b>yes</b>,,,,
,,,,ESRB content rating: <b>T (for Teen)</b>,Liking: <b>average</b>,Genres: <b>sport</b>,,,,,,
,,,Developer: <b>Neversoft Entertainment</b>,,Liking: <b>average</b>,,,,Platform: <b>PC</b>,,,
,,,,,Liking: <b>average</b>,Genres: <b>sport</b>,Player perspective: <b>third person</b>,,,,,
,Year: <b>2001</b>,,Developer: <b>Neversoft Entertainment</b>,,Liking: <b>average</b>,,,,,,,
,,,Developer: <b>Grimlore Games</b>,,Liking: <b>poor</b>,"Genres: <b>real-time strategy, role-playing</b>",,,,,,
,,,,,Liking: <b>poor</b>,,Player perspective: <b>bird view</b>,,,Available on Steam: <b>yes</b>,,
,,,,,Liking: <b>poor</b>,"Genres: <b>real-time strategy, role-playing</b>",,,Platform: <b>PC</b>,,,
,Year: <b>2017</b>,,Developer: <b>Grimlore Games</b>,,Liking: <b>poor</b>,,,,,,,
,,,,,Liking: <b>poor</b>,,Player perspective: <b>bird view</b>,Has multiplayer: <b>yes</b>,,,,
,,,,,Liking: <b>good</b>,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,,,,,
,,,Developer: <b>MicroProse</b>,,Liking: <b>good</b>,,,,Platform: <b>Xbox</b>,,,
,Year: <b>1999</b>,,,,Liking: <b>good</b>,,,,Platform: <b>Xbox</b>,,,
,,,Developer: <b>MicroProse</b>,,Liking: <b>good</b>,"Genres: <b>simulation, strategy</b>",,,,,,
,,,Developer: <b>MicroProse</b>,,Liking: <b>good</b>,,Player perspective: <b>bird view</b>,,,,,
,,,Developer: <b>Naughty Dog</b>,,Liking: <b>excellent</b>,,,,Platform: <b>PlayStation</b>,,,
,,,Developer: <b>Naughty Dog</b>,,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter</b>",,,,,,
,,,,,Liking: <b>excellent</b>,"Genres: <b>action-adventure, shooter</b>",Player perspective: <b>third person</b>,,,,,
,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,,,,Platform: <b>PlayStation</b>,,,
,,,,,Liking: <b>excellent</b>,,Player perspective: <b>third person</b>,Has multiplayer: <b>yes</b>,,,,
,,,Developer: <b>Hudson Soft</b>,,Liking: <b>average</b>,,Player perspective: <b>bird view</b>,,,,,
,,,,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>average</b>,"Genres: <b>action, strategy</b>",,,,,,
,Year: <b>1993</b>,,Developer: <b>Hudson Soft</b>,,Liking: <b>average</b>,,,,,,,
,,,,,Liking: <b>average</b>,,Player perspective: <b>bird view</b>,Has multiplayer: <b>no</b>,,,,
,,,,,Liking: <b>average</b>,,,,,,Has a Linux release: <b>no</b>,Has a Mac release: <b>no</b>
,,,,,Liking: <b>good</b>,"Genres: <b>driving/racing, simulation, sport</b>",,,Platform: <b>PlayStation</b>,,,
,,,Developer: <b>Kunos Simulazioni</b>,,Liking: <b>good</b>,"Genres: <b>driving/racing, simulation, sport</b>",,,,,,
,,,,,Liking: <b>good</b>,"Genres: <b>driving/racing, simulation, sport</b>",Player perspective: <b>third person</b>,,,,,
,Year: <b>2014</b>,,,,Liking: <b>good</b>,,,Has multiplayer: <b>yes</b>,,,,
,Year: <b>2014</b>,,,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
,,,Developer: <b>Illusion Softworks</b>,,Liking: <b>excellent</b>,"Genres: <b>driving/racing, fighting, shooter</b>",,,,,,
,,,Developer: <b>Illusion Softworks</b>,,Liking: <b>excellent</b>,,,,Platform: <b>Xbox</b>,,,
,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>excellent</b>,"Genres: <b>driving/racing, fighting, shooter</b>",,,,,,
,,,,,Liking: <b>excellent</b>,"Genres: <b>driving/racing, fighting, shooter</b>",Player perspective: <b>third person</b>,,,,,
,Year: <b>2002</b>,,,,Liking: <b>excellent</b>,,,,Platform: <b>Xbox</b>,,,
,,,Developer: <b>Overkill Software</b>,,Liking: <b>average</b>,,,,Platform: <b>Nintendo Switch</b>,,,
,,,,,Liking: <b>average</b>,"Genres: <b>role-playing, shooter</b>",Player perspective: <b>first person</b>,,,,,
,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,,,Platform: <b>Nintendo Switch</b>,,,
,Year: <b>2013</b>,,Developer: <b>Overkill Software</b>,,Liking: <b>average</b>,,,,,,,
,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>average</b>,,Player perspective: <b>first person</b>,,,,,
,,,,,Liking: <b>good</b>,"Genres: <b>adventure, platformer, puzzle</b>",Player perspective: <b>side view</b>,,,,,
,,,Developer: <b>Tarsier Studios</b>,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
,,,Developer: <b>Tarsier Studios</b>,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>good</b>,,,,,,,
,Year: <b>2017</b>,,,,Liking: <b>good</b>,,,,Platform: <b>PlayStation</b>,,,
,,,,ESRB content rating: <b>E (for Everyone)</b>,Liking: <b>good</b>,"Genres: <b>adventure, platformer, puzzle</b>",,,,,,
,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",,,,,,
,,,,,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",Player perspective: <b>bird view</b>,,,,,
,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,,,,Platform: <b>PC</b>,,,
,,,,ESRB content rating: <b>M (for Mature)</b>,Liking: <b>good</b>,"Genres: <b>hack-and-slash, role-playing</b>",,,,,,
,,,Developer: <b>Blizzard North</b>,,Liking: <b>good</b>,,,,,,,Has a Mac release: <b>yes</b>
