mr,ref
"suggest(name[MotorStorm: Apocalypse], genres[vehicular combat], player_perspective[third person])","I was curious, do you enjoy third person vehicular combat games, like for example MotorStorm: Apocalypse?"
"suggest(name[MotorStorm: Apocalypse], release_year[2011], platforms[PlayStation])",Do you play any PlayStation games from 2011 like MotorStorm: Apocalypse?
"suggest(name[MotorStorm: Apocalypse], release_year[2011], platforms[PlayStation])","Okay so now I gotta ask, do you ever play PlayStation games that were released in 2011, like for example MotorStorm: Apocalypse?"
"suggest(name[Undertale], release_year[2015], developer[tobyfox])","Are you a fan of any games from 2015, such as tobyfox's Undertale?"
"suggest(name[Undertale], release_year[2015], developer[tobyfox])",I absolutely enjoyed tobyfox's 2015 release of Undertale. What did you think about it?
"suggest(name[Undertale], genres[adventure, indie, role-playing], player_perspective[bird view])","What do you think about indie adventure RPGs with a bird view, like Undertale?"
"suggest(name[Undertale], genres[adventure, indie, role-playing], player_perspective[bird view])","I was wondering, do you play any indie adventure RPGs that have a bird view perspective, like for example Undertale?"
"suggest(name[Undertale], release_year[2015], platforms[PlayStation])","I was wondering, do you enjoy the PlayStation games that came out in 2015, such as Undertale?"
"suggest(name[Undertale], release_year[2015], platforms[PlayStation])",What do you think about PlayStation games from 2015 like Undertale?
"suggest(name[Undertale], genres[adventure, indie, role-playing], has_multiplayer[no])","Do you ever play single-player indie adventure RPGs, like Undertale?"
"suggest(name[Undertale], genres[adventure, indie, role-playing], has_multiplayer[no])",Are you a fan of single-player indie adventure role-playing games? If you are I think you'd like Undertale.
"suggest(name[Undertale], developer[tobyfox], has_multiplayer[no])","Do you play any single-player games, like tobyfox's Undertale?"
"suggest(name[Undertale], developer[tobyfox], has_multiplayer[no])","I was wondering, have you played any single-player games developed by tobyfox, like for instance Undertale?"
"suggest(name[The Witcher 3: Wild Hunt], release_year[2015], developer[CD Projekt RED])","Now I'm curious, have you played any of CD Projekt RED's 2015 games, such as The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], release_year[2015], developer[CD Projekt RED])","Do you also like other games from 2015 made by CD Projekt RED, like The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], player_perspective[third person])",How do you feel about third person action adventure RPGs like The Witcher 3: Wild Hunt?
"suggest(name[The Witcher 3: Wild Hunt], genres[action-adventure, role-playing], player_perspective[third person])","Are third person action-adventure RPGs, like The Witcher 3: Wild Hunt, something you enjoy?"
"suggest(name[The Witcher 3: Wild Hunt], esrb[M (for Mature)], platforms[Xbox])",How much do you enjoy M rated Xbox games like The Witcher 3: Wild Hunt?
"suggest(name[The Witcher 3: Wild Hunt], esrb[M (for Mature)], platforms[Xbox])","Have you played any M rated Xbox games before, like for example The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], developer[CD Projekt RED], platforms[Xbox])","Are you fond of CD Projekt RED's Xbox games, like for example The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], developer[CD Projekt RED], platforms[Xbox])","Are you into games on the Xbox? If you are, you should check out CD Projekt RED's The Witcher 3: Wild Hunt."
"suggest(name[The Witcher 3: Wild Hunt], release_year[2015], esrb[M (for Mature)])","Have you played any M rated games that came out in the year 2015, like The Witcher 3: Wild Hunt?"
"suggest(name[The Witcher 3: Wild Hunt], release_year[2015], esrb[M (for Mature)])",How do you feel about M rated games from 2015 like The Witcher 3: Wild Hunt?
"suggest(name[NBA 2K16], release_year[2015], developer[Visual Concepts])","How do you feel about Visual Concepts' 2015 game, NBA 2K16?"
"suggest(name[NBA 2K16], release_year[2015], developer[Visual Concepts])","Have you ever played any of the 2015 games developed by Visual Concepts, like for example NBA 2K16?"
"suggest(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], genres[sport])",Are you into E10+ sports games like NBA 2K16?
"suggest(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], genres[sport])","I have been thinking about purchasing a sports game for my child, do you think that the E 10+ game NBA 2K16 is appropriate?"
"suggest(name[NBA 2K16], player_perspective[third person], platforms[PlayStation])",Are you a fan of third person PlayStation games like NBA 2K16?
"suggest(name[NBA 2K16], player_perspective[third person], platforms[PlayStation])","Have you played any third person games for the PlayStation, like NBA 2K16?"
"suggest(name[NBA 2K16], developer[Visual Concepts], genres[sport])","Have you played any of the sport games developed by Visual Concepts, like NBA 2K16?"
"suggest(name[NBA 2K16], developer[Visual Concepts], genres[sport])",What do you think about Visual Concepts' sports games like NBA 2K16?
"suggest(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])",What do you think about multiplayer E10+ games like NBA 2K16?
"suggest(name[NBA 2K16], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])","Have you ever played an E 10+ rated game with multiplayer, like NBA 2K16?"
"suggest(name[Silent Hill 2], esrb[M (for Mature)], genres[action-adventure, puzzle])","If you don't mind me asking, do you enjoy playing M rated action-adventure puzzle games, such as Silent Hill 2?"
"suggest(name[Silent Hill 2], esrb[M (for Mature)], genres[action-adventure, puzzle])",Are you into M rated action-adventure puzzle games like Silent Hill 2?
"suggest(name[Silent Hill 2], player_perspective[third person], platforms[PC])","Say, do you usually like third person PC games like Silent Hill 2?"
"suggest(name[Silent Hill 2], player_perspective[third person], platforms[PC])","Are you fond of playing PC games with a third person perspective, such as Silent Hill 2?"
"suggest(name[Silent Hill 2], genres[action-adventure, puzzle], player_perspective[third person])","Say, are you into third person action-adventure puzzle games like Silent Hill 2?"
"suggest(name[Silent Hill 2], genres[action-adventure, puzzle], player_perspective[third person])","I'm curious, do you like to play third person action-adventure puzzle games, such as Silent Hill 2?"
"suggest(name[Silent Hill 2], release_year[2001], developer[Konami Computer Entertainment Tokyo])","I'm wondering, do you like games by Konami Computer Entertainment Tokyo, for example the 2001 game Silent Hill 2?"
"suggest(name[Silent Hill 2], release_year[2001], developer[Konami Computer Entertainment Tokyo])",Do you enjoy Konami Computer Entertainment Tokyo's games from 2001 like Silent Hill 2?
"suggest(name[Silent Hill 2], esrb[M (for Mature)], platforms[PC])","Do you enjoy M rated PC games, like for example Silent Hill 2?"
"suggest(name[Silent Hill 2], esrb[M (for Mature)], platforms[PC])",Are you a fan of M rated PC games like Silent Hill 2?
"suggest(name[RollerCoaster Tycoon], developer[MicroProse], genres[simulation, strategy])","Are you familiar with MicroProse's strategy simulators, such as RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], developer[MicroProse], genres[simulation, strategy])","Do you like simulation strategy games from MicroProse, like RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], developer[MicroProse], platforms[PC])",Do you enjoy Micropose's PC games like RollerCoaster Tycoon?
"suggest(name[RollerCoaster Tycoon], developer[MicroProse], platforms[PC])",If you've played many PC games by MicroProse; is RollerCoaster Tycoon one of them?
"suggest(name[RollerCoaster Tycoon], release_year[1999], platforms[PC])","Are you also into PC games from 1999, like RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], release_year[1999], platforms[PC])","I'm curious, have you played any PC games that were released way back in 1999, like for example RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], genres[simulation, strategy], player_perspective[bird view])",What do you think about simulation strategy games with a bird view like RollerCoaster Tycoon?
"suggest(name[RollerCoaster Tycoon], genres[simulation, strategy], player_perspective[bird view])","I've been thinking about buying a simulation strategy game that uses a bird view perspective, would you recommend RollerCoaster Tycoon?"
"suggest(name[RollerCoaster Tycoon], release_year[1999], has_linux_release[yes])",Do you like Linux games from 1999 like RollerCoaster Tycoon?
"suggest(name[RollerCoaster Tycoon], release_year[1999], has_linux_release[yes])","Have you ever played any 1999 games that have Linux releases, like for example RollerCoaster Tycoon?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], developer[Ubisoft Montreal], esrb[M (for Mature)])",Are you a fan of M rated games from Ubisoft Montreal like Tom Clancy's Splinter Cell: Chaos Theory?
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], developer[Ubisoft Montreal], esrb[M (for Mature)])","I was wondering, do you enjoy the M rated games developed by Ubisoft Montreal, such as for example Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action, tactical], player_perspective[third person])","Do you enjoy third person action tactical games, like Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action, tactical], player_perspective[third person])","I'm wondering, do you like playing third person tactical action games, like for example Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], player_perspective[third person])","Did you ever play any third person games released back in 2005, such as Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], release_year[2005], player_perspective[third person])","Are you into third person games, like 2005's Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], has_multiplayer[yes], available_on_steam[yes])","Have you played any of the multiplayer games that you can get on Steam, like Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], has_multiplayer[yes], available_on_steam[yes])",What are your feelings on multiplayer Steam games like Tom Clancy's Splinter Cell: Chaos Theory?
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action, tactical], available_on_steam[yes])","Are you a fan of tactical action games on Steam, like Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action, tactical], available_on_steam[yes])","So have you played any of the tactical action games that are available on Steam, such as Tom Clancy's Splinter Cell: Chaos Theory?"
"suggest(name[BioShock], release_year[2007], genres[action-adventure, role-playing, shooter])","Did you ever play any of the action-adventure shooter RPGs that came out in 2007, like BioShock?"
"suggest(name[BioShock], release_year[2007], genres[action-adventure, role-playing, shooter])","Are you a fan of games from 2007, specifically action-adventure RPG shooters like BioShock?"
"suggest(name[BioShock], esrb[M (for Mature)], genres[action-adventure, role-playing, shooter])","So I've gotten curious now, do you enjoy playing M rated action-adventure shooters with role-playing elements, such as BioShock?"
"suggest(name[BioShock], esrb[M (for Mature)], genres[action-adventure, role-playing, shooter])",Do you enjoy M rated action adventure shooter RPGs like BioShock?
"suggest(name[BioShock], player_perspective[first person], platforms[PC])",Do you normally play first person PC games like BioShock?
"suggest(name[BioShock], player_perspective[first person], platforms[PC])","Do you enjoy playing PC games with a first person perspective, like for instance BioShock?"
"suggest(name[BioShock], developer[2K Boston], available_on_steam[yes])","I was wondering, have you played any of the 2K Boston developed games that are on Steam, such as BioShock?"
"suggest(name[BioShock], developer[2K Boston], available_on_steam[yes])","Do you like 2K Boston's games on Steam, like BioShock?"
"suggest(name[BioShock], esrb[M (for Mature)], platforms[PC])",Do you enjoy games like BioShock? It's a mature PC game.
"suggest(name[BioShock], esrb[M (for Mature)], platforms[PC])","If you don't mind me asking, do you play M rated games for the PC, such as BioShock?"
"suggest(name[Mirror's Edge Catalyst], release_year[2016], esrb[T (for Teen)])","I'm curious if you like any games rated T (for Teen) from 2016, like Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], release_year[2016], esrb[T (for Teen)])","Are you into T rated games from 2016, like Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], has_multiplayer[yes])","I was wondering, are you fond of the games developed by EA Digital Illusions CE that have multiplayer, such as Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], developer[EA Digital Illusions CE], has_multiplayer[yes])",Do you like EA Digital Illusions CE's games with multiplayer in them like Mirror's Edge Catalyst?
"suggest(name[Mirror's Edge Catalyst], player_perspective[first person], platforms[Xbox])",How do you feel about first person Xbox games like Mirror's Edge Catalyst?
"suggest(name[Mirror's Edge Catalyst], player_perspective[first person], platforms[Xbox])","I was wondering, do you like to play first person games on the Xbox, such as Mirror's Edge Catalyst?"
"suggest(name[Mirror's Edge Catalyst], genres[action-adventure, fighting], platforms[Xbox])","What's your opinion on action-adventure, fighting games like Mirror's Edge Catalyst for Xbox?"
"suggest(name[Mirror's Edge Catalyst], genres[action-adventure, fighting], platforms[Xbox])",Are you a fan of action-adventure fighting games on Xbox such as Mirror's Edge Catalyst?
"suggest(name[Mirror's Edge Catalyst], release_year[2016], has_multiplayer[yes])",Do you enjoy games from 2016 with multiplayer like Mirror's Edge Catalyst?
"suggest(name[Mirror's Edge Catalyst], release_year[2016], has_multiplayer[yes])","So have you played any multiplayer games from 2016, such as Mirror's Edge Catalyst?"
"suggest(name[Max Payne], release_year[2001], developer[Remedy Entertainment])","Do you enjoy games from 2001, like Remedy Entertainment's Max Payne?"
"suggest(name[Max Payne], release_year[2001], developer[Remedy Entertainment])","So have you ever played one of the games Remedy Entertainment created and released in 2001, such as Max Payne?"
"suggest(name[Max Payne], esrb[M (for Mature)], genres[action-adventure, shooter])","Have you ever played an M rated action-adventure shooter, such as for example Max Payne?"
"suggest(name[Max Payne], esrb[M (for Mature)], genres[action-adventure, shooter])",Do you also enjoy M rated action-adventure shooter games such as Max Payne?
"suggest(name[Max Payne], developer[Remedy Entertainment], platforms[Xbox])","Are you a fan of Remedy Entertainment's Xbox games, like Max Payne?"
"suggest(name[Max Payne], developer[Remedy Entertainment], platforms[Xbox])","I was curious, have you ever played Xbox games developed by Remedy Entertainment, like for example Max Payne?"
"suggest(name[Max Payne], esrb[M (for Mature)], platforms[Xbox])","Do you play M rated Xbox games, such as Max Payne?"
"suggest(name[Max Payne], esrb[M (for Mature)], platforms[Xbox])",Do you like M rated games on the Xbox like Max Payne?
"suggest(name[Max Payne], genres[action-adventure, shooter], player_perspective[third person])",Are you a fan of third person action-adventure shooters like Max Payne?
"suggest(name[Max Payne], genres[action-adventure, shooter], player_perspective[third person])","Have you played any third person action-adventure shooters, like for example Max Payne?"
"suggest(name[Dirt: Showdown], genres[driving/racing, sport], has_multiplayer[yes])","I'm curious, do you ever play driving/racing sport games that have multiplayer, like Dirt: Showdown?"
"suggest(name[Dirt: Showdown], genres[driving/racing, sport], has_multiplayer[yes])",Are you a fan of multiplayer sport/racing games like Dirt: Showdown?
"suggest(name[Dirt: Showdown], player_perspective[first person], platforms[PC])",What do you think about first person PC games like Dirt: Showdown?
"suggest(name[Dirt: Showdown], player_perspective[first person], platforms[PC])",I'm curious if you like first person PC games like Dirt: Showdown?
"suggest(name[Dirt: Showdown], release_year[2012], platforms[PC])",How do you feel about PC games from 2012 like Dirt: Showdown?
"suggest(name[Dirt: Showdown], release_year[2012], platforms[PC])","Do you ever play any PC games from 2012, like Dirt: Showdown?"
"suggest(name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])","Are you fond of playing E 10+ rated games with multiplayer, like Dirt: Showdown?"
"suggest(name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], has_multiplayer[yes])","I'm curious, do you also enjoy E10+ multiplayer games, like Dirt: Showdown?"
"suggest(name[Dirt: Showdown], release_year[2012], developer[Codemasters Southam])","I'm curious now, did you ever play any of the 2012 games created by Codemasters Southam, such as Dirt: Showdown?"
"suggest(name[Dirt: Showdown], release_year[2012], developer[Codemasters Southam])","Say, are you into Codemasters Southam, they made 2012's Dirt: Showdown, for example."
"suggest(name[Little Big Adventure], release_year[1994], developer[Adeline Software International])",Have you ever played 1994's Little Big Adventure from Adeline Software International?
"suggest(name[Little Big Adventure], release_year[1994], developer[Adeline Software International])","So have you played any of Adeline Software International's 1994 games, such as Little Big Adventure?"
"suggest(name[Little Big Adventure], player_perspective[third person], platforms[PC])","Have any of the games you've played for the PC had a third person perspective, such as Little Big Adventure?"
"suggest(name[Little Big Adventure], player_perspective[third person], platforms[PC])",Are you into third person PC games like Little Big Adventure?
"suggest(name[Little Big Adventure], esrb[T (for Teen)], genres[action-adventure])","How do you feel about T rated action adventure games, like Little Big Adventure?"
"suggest(name[Little Big Adventure], esrb[T (for Teen)], genres[action-adventure])",Have you played Teen action-adventure games like Little Big Adventure?
"suggest(name[Little Big Adventure], developer[Adeline Software International], player_perspective[third person])","Do you like third person games from Adeline Software International, such as Little Big Adventure?"
"suggest(name[Little Big Adventure], developer[Adeline Software International], player_perspective[third person])",Have you played any third person games by Adeline Software International like Little Big Adventure?
"suggest(name[Little Big Adventure], has_multiplayer[no], platforms[PC])","Do you enjoy playing single-player PC games, like Little Big Adventure?"
"suggest(name[Little Big Adventure], has_multiplayer[no], platforms[PC])",Do you like single-player PC games like Little Big Adventure?
"suggest(name[Bus Driver], developer[SCS Software], has_mac_release[no])",How do you feel about games from SCS Software that aren't on the Mac like Bus Driver?
"suggest(name[Bus Driver], developer[SCS Software], has_mac_release[no])","If you don't mind me asking, do you ever played games developed by SCS Software that don't have a Mac release, like for example Bus Driver?"
"suggest(name[Bus Driver], genres[driving/racing, indie, simulation], platforms[PC])",Are you into indie racing simulation games for the PC like Bus Driver?
"suggest(name[Bus Driver], genres[driving/racing, indie, simulation], platforms[PC])","I'm curious, are you fond of playing indie driving/racing simulators for the PC, like for example Bus Driver?"
"suggest(name[Bus Driver], developer[SCS Software], available_on_steam[yes])","If you don't mind me asking, have you ever played any of the SCS Software games available on Steam, such as Bus Driver?"
"suggest(name[Bus Driver], developer[SCS Software], available_on_steam[yes])",Do you like SCS Software's Steam games like Bus Driver?
"suggest(name[Bus Driver], esrb[E (for Everyone)], available_on_steam[yes])",Do you usually play E rated games on Steam like Bus Driver?
"suggest(name[Bus Driver], esrb[E (for Everyone)], available_on_steam[yes])","Have you played any of the E rated games that are available on Steam, like Bus Driver?"
"suggest(name[Bus Driver], release_year[2014], genres[driving/racing, indie, simulation])",Did you enjoy playing the 2014 indie racing simulator Bus Driver?
"suggest(name[Bus Driver], release_year[2014], genres[driving/racing, indie, simulation])","Do you usually like indie driving simulators, like 2014's Bus Driver"
"suggest(name[Tony Hawk's Pro Skater 3], genres[sport], player_perspective[third person])",How do you feel about third person sports games like Tony Hawk's Pro Skater 3?
"suggest(name[Tony Hawk's Pro Skater 3], genres[sport], player_perspective[third person])","I'm wondering if you like third person sport games, such as Tony Hawk's Pro Skater 3?"
"suggest(name[Tony Hawk's Pro Skater 3], has_multiplayer[yes], platforms[PlayStation])","have you given any multiplayer PlayStation games a try, like Tony Hawk's Pro Skater 3?"
"suggest(name[Tony Hawk's Pro Skater 3], has_multiplayer[yes], platforms[PlayStation])","You've got me wondering now, have you played any PlayStation games that have multiplayer, like for example Tony Hawk's Pro Skater 3?"
"suggest(name[Tony Hawk's Pro Skater 3], release_year[2001], developer[Neversoft Entertainment])","Do you like any games from Neversoft Entertainment, like 2001's Tony Hawk's Pro Skater 3?"
