mr,ref
"name[Horizon: Zero Dawn], releaseyear[2017], esrb[T (for Teen)], genres[action-adventure; role-playing; shooter], playerperspective[third person], hasmultiplayer[no], platforms[PlayStation]","Horizon: Zero Dawn is an action-adventure, role-playing, and shooter game for the PlayStation. The game is played from the third person perspective. The game was released in 2017 and has an ESRB rating of T (for Teen). The game has no multiplayer."
"name[Horizon: Zero Dawn], genres[action-adventure; role-playing; shooter], platforms[PlayStation], position[outer]","horizon: zero dawn is an action-adventure, role-playing, and shooter game for the playstation."
"playerperspective[third person], position[inner]",the game is played from the third person perspective.
"releaseyear[2017], esrb[T (for Teen)], position[inner]",the game was released in 2017 and has an esrb rating of t (for teen).
"hasmultiplayer[no], position[inner]",the game has no multiplayer.
"name[Horizon: Zero Dawn], releaseyear[2017], esrb[T (for Teen)], genres[action-adventure; role-playing; shooter], playerperspective[third person], hasmultiplayer[no], platforms[PlayStation]","Horizon: Zero Dawn is a role-playing third person shooter game from 2017 with a lot of action and adventure. It is a PlayStation exclusive game with no multiplayer options, and it's suitable for teenagers."
"name[Horizon: Zero Dawn], releaseyear[2017], genres[action-adventure; role-playing; shooter], playerperspective[third person], position[outer]",horizon: zero dawn is a role-playing third person shooter game from 2017 with a lot of action and adventure.
"name[Horizon: Zero Dawn], esrb[T (for Teen)], hasmultiplayer[no], platforms[PlayStation], position[inner]","it is a playstation exclusive game with no multiplayer options, and it's suitable for teenagers."
"name[Tom Clancy's Splinter Cell: Chaos Theory], releaseyear[2005], rating[good], genres[action; tactical], playerperspective[first person; third person], hasmultiplayer[yes]",Tom Clancy's Splinter Cell: Chaos Theory came out in 2005 to good reviews. It's a multiplayer first and third person tactical action game.
"name[Tom Clancy's Splinter Cell: Chaos Theory], releaseyear[2005], rating[good], position[outer]",tom clancy's splinter cell: chaos theory came out in 2005 to good reviews.
"name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action; tactical], playerperspective[first person; third person], hasmultiplayer[yes], position[inner]",it's a multiplayer first and third person tactical action game.
"name[Tom Clancy's Splinter Cell: Chaos Theory], rating[good], genres[action; tactical], playerperspective[first person; third person], hasmultiplayer[yes]","Over the weekend I played Tom Clancy's Splinter Cell: Chaos Theory. It is a good action game with a tactical style, where you can switch between first and third person perspectives. It also has multiplayer."
"name[Tom Clancy's Splinter Cell: Chaos Theory], position[outer]",over the weekend i played tom clancy's splinter cell: chaos theory.
"name[Tom Clancy's Splinter Cell: Chaos Theory], rating[good], genres[action; tactical], playerperspective[first person; third person], position[inner]","it is a good action game with a tactical style, where you can switch between first and third person perspectives."
"name[Tom Clancy's Splinter Cell: Chaos Theory], hasmultiplayer[yes], position[inner]",it also has multiplayer.
"name[Tom Clancy's Splinter Cell: Chaos Theory], releaseyear[2005], rating[good], genres[action; tactical], playerperspective[first person; third person], hasmultiplayer[yes]","Tom Clancy's Splinter Cell: Chaos Theory is a first person tactical game with third person options. Released in 2005, It has multiplayer capabilities and an action storyline for an overall good game."
"name[Tom Clancy's Splinter Cell: Chaos Theory], genres[action; tactical], playerperspective[first person; third person], position[outer]",tom clancy's splinter cell: chaos theory is a first person tactical game with third person options.
"name[Tom Clancy's Splinter Cell: Chaos Theory], releaseyear[2005], rating[good], genres[action; tactical], hasmultiplayer[yes], position[inner]","released in 2005, it has multiplayer capabilities and an action storyline for an overall good game."
"name[Ori and the Blind Forest], releaseyear[2015], rating[excellent], genres[adventure; platformer; puzzle], platforms[Xbox; PC], availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no]","This excellent platformer, Ori and the Blind Forest is a puzzle game with an adventure narrative. It was released in 2015 and is available on Steam for download onto Xbox and PC systems. It has not been released for Linux or Mac."
"name[Ori and the Blind Forest], rating[excellent], genres[adventure; platformer; puzzle], position[outer]","this excellent platformer, ori and the blind forest is a puzzle game with an adventure narrative."
"name[Ori and the Blind Forest], releaseyear[2015], platforms[Xbox; PC], availableonsteam[yes], position[inner]",it was released in 2015 and is available on steam for download onto xbox and pc systems.
"name[Ori and the Blind Forest], haslinuxrelease[no], hasmacrelease[no], position[inner]",it has not been released for linux or mac.
"name[Ori and the Blind Forest], releaseyear[2015], rating[excellent], genres[adventure; platformer; puzzle], platforms[Xbox; PC], availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no]",Ori and the Blind Forest is a 2015 PC and Xbox game with an excellent rating. It's an adventure platformer that involves puzzle solving. The game is available on Steam but there's no Linux or Mac release of it.
"name[Ori and the Blind Forest], releaseyear[2015], rating[excellent], platforms[Xbox; PC], position[outer]",ori and the blind forest is a 2015 pc and xbox game with an excellent rating.
"name[Ori and the Blind Forest], genres[adventure; platformer; puzzle], position[inner]",it's an adventure platformer that involves puzzle solving.
"name[Ori and the Blind Forest], availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no], position[inner]",the game is available on steam but there's no linux or mac release of it.
"name[Ori and the Blind Forest], releaseyear[2015], rating[excellent], genres[adventure; platformer; puzzle], platforms[Xbox; PC], availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no]",Ori and the Blind Forest is an excellent 2015 adventure puzzle-platformer. This game is available on Xbox and PC through Steam. There's no Linux or Mac support though.
"name[Ori and the Blind Forest], releaseyear[2015], rating[excellent], genres[adventure; platformer; puzzle], position[outer]",ori and the blind forest is an excellent 2015 adventure puzzle-platformer.
"platforms[Xbox; PC], availableonsteam[yes], position[inner]",this game is available on xbox and pc through steam.
"haslinuxrelease[no], hasmacrelease[no], position[inner]",there's no linux or mac support though.
"name[SpellForce 3], rating[poor], genres[real-time strategy; role-playing]",SpellForce 3 was not a super fun game to play. It has a pretty bad rating for a real-time strategy game even with its role-playing elements.
"name[SpellForce 3], position[outer]",spellforce 3 was not a super fun game to play.
"name[SpellForce 3], rating[poor], genres[real-time strategy; role-playing], position[inner]",it has a pretty bad rating for a real-time strategy game even with its role-playing elements.
"name[SpellForce 3], rating[poor], genres[real-time strategy; role-playing]","SpellForce 3 is real-time strategy, role-playing game. It has received poor ratings."
"name[SpellForce 3], genres[real-time strategy; role-playing], position[outer]","spellforce 3 is real-time strategy, role-playing game."
"name[SpellForce 3], rating[poor], position[inner]",it has received poor ratings.
"name[SpellForce 3], rating[poor], genres[real-time strategy; role-playing]","I wouldn't recommend SpellForce 3, though it's an RTS RPG, it has poor ratings."
"name[Rollcage], genres[action; driving/racing], playerperspective[third person]","Maybe try Rollcage, it's an action third person racing game."
"name[Rollcage], genres[action; driving/racing], playerperspective[third person]",Rollcage will have you racing through an action narrative in the third person.
"name[Rollcage], genres[action; driving/racing], playerperspective[third person]","For a third person action racing game, you might want to give Rollcage a shot."
"name[SpellForce 3], genres[real-time strategy; role-playing], playerperspective[bird view], hasmultiplayer[yes], platforms[PC], availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no]","If you like RTS-RPGs, try SpellForce 3. It's a bird's eye view multiplayer RTS-RPG for the PC available on Steam. There's no Linux or Mac support though."
"name[SpellForce 3], genres[real-time strategy; role-playing], position[outer]","if you like rts-rpgs, try spellforce 3."
"name[SpellForce 3], genres[real-time strategy; role-playing], playerperspective[bird view], hasmultiplayer[yes], platforms[PC], availableonsteam[yes], position[inner]",it's a bird's eye view multiplayer rts-rpg for the pc available on steam.
"haslinuxrelease[no], hasmacrelease[no], position[inner]",there's no linux or mac support though.
"name[SpellForce 3], genres[real-time strategy; role-playing], playerperspective[bird view], hasmultiplayer[yes], platforms[PC], availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no]","SpellForce 3 is a game for the PC that is real-time strategy and role-playing. The perspective of the game is bird view and it is multiplayer. The game is available on Steam, but has not been released on Linux or Mac."
"name[SpellForce 3], genres[real-time strategy; role-playing], platforms[PC], position[outer]",spellforce 3 is a game for the pc that is real-time strategy and role-playing.
"name[SpellForce 3], playerperspective[bird view], hasmultiplayer[yes], position[inner]",the perspective of the game is bird view and it is multiplayer.
"availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no], position[inner]","the game is available on steam, but has not been released on linux or mac."
"name[SpellForce 3], genres[real-time strategy; role-playing], playerperspective[bird view], hasmultiplayer[yes], platforms[PC], availableonsteam[yes], haslinuxrelease[no], hasmacrelease[no]","If you want a real-time strategy, role-player with bird view perspective and multiplayer, you should try SpellForce 3. It is only for PC and is available on Steam. There is no release for Linux or Mac, though."
"name[SpellForce 3], genres[real-time strategy; role-playing], playerperspective[bird view], hasmultiplayer[yes], position[outer]","if you want a real-time strategy, role-player with bird view perspective and multiplayer, you should try spellforce 3."
"name[SpellForce 3], platforms[PC], availableonsteam[yes], position[inner]",it is only for pc and is available on steam.
"haslinuxrelease[no], hasmacrelease[no], position[inner]","there is no release for linux or mac, though."
"name[Payday 2], releaseyear[2013], rating[average], genres[role-playing; shooter]",Payday 2 is a decent 2013 role-playing shooter game.
"name[Payday 2], releaseyear[2013], rating[average], genres[role-playing; shooter]",Payday 2 is an average shooter RPG from 2013.
"name[Payday 2], releaseyear[2013], rating[average], genres[role-playing; shooter]",Payday 2 is a role-playing first shooter released in 2013. It has average ratings.
"name[Payday 2], releaseyear[2013], genres[role-playing; shooter], position[outer]",payday 2 is a role-playing first shooter released in 2013.
"name[Payday 2], rating[average], position[inner]",it has average ratings.
"name[Driver], genres[driving/racing; simulation], playerperspective[third person]",Driver is a third person driving/racing simulation game.
"name[Driver], genres[driving/racing; simulation], playerperspective[third person]","That reminds me of Driver, it's also a third person driving/racing sim."
"name[Driver], genres[driving/racing; simulation], playerperspective[third person]",Driver is a driving/racing and simulation game that has been done in the third person perspective.
"name[The Room], developer[Fireproof Games], genres[indie; point-and-click; puzzle], platforms[PC], availableonsteam[yes]","The Room is a indie point-and-click puzzle game developed by Fireproof Games. You can only play it on PC, but it's available on Steam."
"name[The Room], developer[Fireproof Games], genres[indie; point-and-click; puzzle], position[outer]",the room is a indie point-and-click puzzle game developed by fireproof games.
"name[The Room], platforms[PC], availableonsteam[yes], position[inner]","you can only play it on pc, but it's available on steam."
"name[The Room], developer[Fireproof Games], genres[indie; point-and-click; puzzle], platforms[PC], availableonsteam[yes]","From the folks at Fireproof Games comes their latest game, The Room. Made just for PC fans, this indie point-and-click puzzle game will have you rockin' all day. Start your fun by visiting your Steam account."
"name[The Room], developer[Fireproof Games], position[outer]","from the folks at fireproof games comes their latest game, the room."
"genres[indie; point-and-click; puzzle], platforms[PC], position[inner]","made just for pc fans, this indie point-and-click puzzle game will have you rockin' all day."
"availableonsteam[yes], position[inner]",start your fun by visiting your steam account.
"name[The Room], developer[Fireproof Games], genres[indie; point-and-click; puzzle], platforms[PC], availableonsteam[yes]","The Room, by Fireproof Games is an indie, point-and-click puzzle game for the PC. It's available on Steam."
"name[The Room], developer[Fireproof Games], genres[indie; point-and-click; puzzle], platforms[PC], position[outer]","the room, by fireproof games is an indie, point-and-click puzzle game for the pc."
"name[The Room], availableonsteam[yes], position[inner]",it's available on steam.
"name[Dirt: Showdown], releaseyear[2012], developer[Codemasters Southam], esrb[E 10+ (for Everyone 10 and Older)], genres[driving/racing; sport], playerperspective[first person; third person]","Dirt: Showdown from Codemasters Southam came out in 2012. It's a sport racing game that's rated E 10+ (for Everyone 10 and Older), and has first and third person perspectives."
"name[Dirt: Showdown], releaseyear[2012], developer[Codemasters Southam], position[outer]",dirt: showdown from codemasters southam came out in 2012.
"name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], genres[driving/racing; sport], playerperspective[first person; third person], position[inner]","it's a sport racing game that's rated e 10+ (for everyone 10 and older), and has first and third person perspectives."
"name[Dirt: Showdown], releaseyear[2012], developer[Codemasters Southam], esrb[E 10+ (for Everyone 10 and Older)], genres[driving/racing; sport], playerperspective[first person; third person]","Dirt: Showdown is a 2012 sport racing game by Codemasters Southam. It allows you to drive with a first or third person perspective, whichever you prefer. It's suitable for everyone 10 and above."
"name[Dirt: Showdown], releaseyear[2012], developer[Codemasters Southam], genres[driving/racing; sport], position[outer]",dirt: showdown is a 2012 sport racing game by codemasters southam.
"name[Dirt: Showdown], genres[driving/racing; sport], playerperspective[first person; third person], position[inner]","it allows you to drive with a first or third person perspective, whichever you prefer."
"name[Dirt: Showdown], esrb[E 10+ (for Everyone 10 and Older)], position[inner]",it's suitable for everyone 10 and above.
"name[Dirt: Showdown], releaseyear[2012], developer[Codemasters Southam], esrb[E 10+ (for Everyone 10 and Older)], genres[driving/racing; sport], playerperspective[first person; third person]",Dirt: Showdown is a game that was released in 2012 that is a racing sport game. This game was developed by Codemasters Southam that is a first person and third person game. This game is for everyone 10 and older.
"name[Dirt: Showdown], releaseyear[2012], genres[driving/racing; sport], position[outer]",dirt: showdown is a game that was released in 2012 that is a racing sport game.
"developer[Codemasters Southam], playerperspective[first person; third person], position[inner]",this game was developed by codemasters southam that is a first person and third person game.
"esrb[E 10+ (for Everyone 10 and Older)], position[inner]",this game is for everyone 10 and older.
"name[Horizon: Zero Dawn], developer[Guerrilla Games], esrb[T (for Teen)], rating[excellent], genres[action-adventure; role-playing; shooter], playerperspective[third person], platforms[PlayStation]","Horizon: Zero Dawn is an excellent third person shooter full of action and adventure. The role-playing aspects let you decide the path of the player. The game was released exclusively for PlayStation by Guerrilla Games, and is suitable for teenagers."
"name[Horizon: Zero Dawn], rating[excellent], genres[action-adventure; role-playing; shooter], playerperspective[third person], position[outer]",horizon: zero dawn is an excellent third person shooter full of action and adventure.
"genres[action-adventure; role-playing; shooter], position[inner]",the role-playing aspects let you decide the path of the player.
"developer[Guerrilla Games], esrb[T (for Teen)], platforms[PlayStation], position[inner]","the game was released exclusively for playstation by guerrilla games, and is suitable for teenagers."
"name[Horizon: Zero Dawn], developer[Guerrilla Games], esrb[T (for Teen)], rating[excellent], genres[action-adventure; role-playing; shooter], playerperspective[third person], platforms[PlayStation]",Horizon: Zero Dawn is a highly rated game that was developed by Guerrilla Games. It's rated T for Teens and you can play it on your PlayStation. It's a third person shooter game with role-playing elements and a lot of action and adventure.
"name[Horizon: Zero Dawn], developer[Guerrilla Games], rating[excellent], position[outer]",horizon: zero dawn is a highly rated game that was developed by guerrilla games.
"name[Horizon: Zero Dawn], esrb[T (for Teen)], platforms[PlayStation], position[inner]",it's rated t for teens and you can play it on your playstation.
"name[Horizon: Zero Dawn], genres[action-adventure; role-playing; shooter], playerperspective[third person], position[inner]",it's a third person shooter game with role-playing elements and a lot of action and adventure.
"name[Horizon: Zero Dawn], developer[Guerrilla Games], esrb[T (for Teen)], rating[excellent], genres[action-adventure; role-playing; shooter], playerperspective[third person], platforms[PlayStation]",Horizon: Zero Dawn by Guerrilla Games is an excellent third person action-adventure game with shooter and RPG elements. It's on the PlayStation and has a T (for Teen) rating.
"name[Horizon: Zero Dawn], developer[Guerrilla Games], rating[excellent], genres[action-adventure; role-playing; shooter], playerperspective[third person], position[outer]",horizon: zero dawn by guerrilla games is an excellent third person action-adventure game with shooter and rpg elements.
"name[Horizon: Zero Dawn], esrb[T (for Teen)], platforms[PlayStation], position[inner]",it's on the playstation and has a t (for teen) rating.
"name[Commandos: Behind Enemy Lines], releaseyear[1998], esrb[T (for Teen)], genres[strategy; tactical], hasmultiplayer[yes]","Hey, try the multiplayer tactical strategy game, Commandos: Behind Enemy Lines, from 1998. It's rated T (for Teen)."
"name[Commandos: Behind Enemy Lines], releaseyear[1998], genres[strategy; tactical], hasmultiplayer[yes], position[outer]","hey, try the multiplayer tactical strategy game, commandos: behind enemy lines, from 1998."
"name[Commandos: Behind Enemy Lines], esrb[T (for Teen)], position[inner]",it's rated t (for teen).
"name[Commandos: Behind Enemy Lines], releaseyear[1998], esrb[T (for Teen)], genres[strategy; tactical], hasmultiplayer[yes]",Commandos: Behind Enemy Lines is a 1998 tactical game that involves strategy. The game offers multiplayer and is rated T for Teen.
"name[Commandos: Behind Enemy Lines], releaseyear[1998], genres[strategy; tactical], position[outer]",commandos: behind enemy lines is a 1998 tactical game that involves strategy.
"esrb[T (for Teen)], hasmultiplayer[yes], position[inner]",the game offers multiplayer and is rated t for teen.
"name[Commandos: Behind Enemy Lines], releaseyear[1998], esrb[T (for Teen)], genres[strategy; tactical], hasmultiplayer[yes]","Released in 1998, Commandos: Behind Enemy Lines is a tactical strategy game with multiplayer capabilities and rated suitable for teens."
"name[Football Manager 2015], releaseyear[2014], rating[good], genres[simulation; sport; strategy], hasmultiplayer[yes]","The 2014 game, Football Manager 2015, was a good sport strategy simulation game with multiplayer too."
"name[Football Manager 2015], releaseyear[2014], rating[good], genres[simulation; sport; strategy], hasmultiplayer[yes]",A sports strategy and simulation game with good ratings is Football Manager 2015. It was released in 2014 and allows multiplayer.
"name[Football Manager 2015], rating[good], genres[simulation; sport; strategy], position[outer]",a sports strategy and simulation game with good ratings is football manager 2015.
"name[Football Manager 2015], releaseyear[2014], hasmultiplayer[yes], position[inner]",it was released in 2014 and allows multiplayer.
"name[Football Manager 2015], releaseyear[2014], rating[good], genres[simulation; sport; strategy], hasmultiplayer[yes]",Maybe try Football Manager 2015. It's a 2014 sports strategy simulator with good ratings and multiplayer.
"name[Football Manager 2015], position[outer]",maybe try football manager 2015.
"name[Football Manager 2015], releaseyear[2014], rating[good], genres[simulation; sport; strategy], hasmultiplayer[yes], position[inner]",it's a 2014 sports strategy simulator with good ratings and multiplayer.
"name[Rocket League], esrb[E (for Everyone)], genres[sport; vehicular combat], hasmultiplayer[yes], platforms[PlayStation; Xbox; Nintendo Switch; PC], availableonsteam[yes], haslinuxrelease[yes], hasmacrelease[yes]","Give the game Rocket League a try for a multiplayer game that is rated to be good for everyone. You can play it on all the major platforms like PlayStation, Xbox, Nintendo Switch and even your PC. If you like the PC version you can find it on Steam and it will work with Mac or Linux systems as well. It's a fun vehicular combat sports game."
"name[Rocket League], esrb[E (for Everyone)], hasmultiplayer[yes], position[outer]",give the game rocket league a try for a multiplayer game that is rated to be good for everyone.
"name[Rocket League], esrb[E (for Everyone)], platforms[PlayStation; Xbox; Nintendo Switch; PC], position[inner]","you can play it on all the major platforms like playstation, xbox, nintendo switch and even your pc."
"name[Rocket League], platforms[PlayStation; Xbox; Nintendo Switch; PC], availableonsteam[yes], haslinuxrelease[yes], hasmacrelease[yes], position[inner]",if you like the pc version you can find it on steam and it will work with mac or linux systems as well.
"name[Rocket League], genres[sport; vehicular combat], position[inner]",it's a fun vehicular combat sports game.
"name[Rocket League], esrb[E (for Everyone)], genres[sport; vehicular combat], hasmultiplayer[yes], platforms[PlayStation; Xbox; Nintendo Switch; PC], availableonsteam[yes], haslinuxrelease[yes], hasmacrelease[yes]","Rocket League is a vehicular combat sports game with multiplayer, rated E (for Everyone). It is released on PlayStation, Xbox, Nintendo Switch, and PC. There is a Linux and Mac release, as well. It is available on Steam."
"name[Rocket League], esrb[E (for Everyone)], genres[sport; vehicular combat], hasmultiplayer[yes], position[outer]","rocket league is a vehicular combat sports game with multiplayer, rated e (for everyone)."
"name[Rocket League], platforms[PlayStation; Xbox; Nintendo Switch; PC], position[inner]","it is released on playstation, xbox, nintendo switch, and pc."
"haslinuxrelease[yes], hasmacrelease[yes], position[inner]","there is a linux and mac release, as well."
"name[Rocket League], availableonsteam[yes], position[inner]",it is available on steam.
